FoodCode,Description,Method,METHOD_DESCRIPTION,NHANES,price_100gm,F_CITMLB,F_OTHER,F_JUICE,fruit,veg_dg,V_REDOR_TOMATO,V_REDOR_OTHER,veg_ro,V_STARCHY_POTATO,V_STARCHY_OTHER,veg_sta,veg_oth,V_TOTAL,veg_leg,gr_whole,gr_refined,G_TOTAL,pf_redm,pf_pm,PF_ORGAN,pf_POULTRY,PF_SEAFD_HI,PF_SEAFD_LOW,PF_MPS_TOTAL,pf_EGG,PF_SOY,pf_ns,pf_leg,PF_TOTAL,D_MILK,D_YOGURT,D_CHEESE,dairy,oil,SOLID_FATS,ADD_SUGARS,A_DRINKS,pf_seafood,FCgrm
27120100,HAM OR PORK WITH TOMATO-BASED SAUCE,4,FNDDS recipe with modifiedSR codes,Base,0.777168,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0,0,2.45,0,0,0,0,0,2.45,0,0,0,0,2.45,0,0,0,0,0,0.27,0,0,0,2108.72
27120120,SAUSAGE GRAVY,1,Links to FNDDS,Base,0.386096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.51,0,0,0,0,0.51,0,0,0,0,0.51,0.34,0,0,0.34,1.93,8.15,0,0,0,4143.43
27120150,Pork or ham with soy-based sauce (mixture),1,Links to FNDDS,Extra,1.333742,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,0,1.61,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,7.73,0.4,0,0,0,1108.12
27121000,Pork with chili and tomatoes (mixture) (Puerco con chile),1,Links to FNDDS,Extra,1.561133,0,0,0,0,0,0.2,0,0.2,0,0,0,0.13,0.33,0,0,0,0,1.75,0,0,0,0,0,1.75,0,0,0,0,1.75,0,0,0,0,0,0.98,0,0,0,88.5
27130100,LAMB OR MUTTON CURRY,4,FNDDS recipe with modifiedSR codes,Base,0.669222,0,0,0,0,0.06,0.02,0.07,0.09,0.11,0,0.11,0.14,0.4,0.01,0,0,0,0.39,0,0,0,0,0,0.39,0,0,0,0.06,0.39,0,0.01,0,0.01,2.68,1.63,0,0,0,2042.88
27141000,CHICKEN OR TURKEY CACCIATORE,5,Modified FNDDS recipe,Base,0.562239,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0.26,0,0,0.18,0.18,0,0,0,1.61,0,0,1.61,0,0,0,0,1.61,0,0,0,0,1.77,5.37,0,0,0,3080.26
27141050,"Stewed chicken with tomato-based sauce, Mexican style (mixture)
(Pollo guisado con tomate)",1,Links to FNDDS,Extra,1.301247,0,0,0,0,0,0.07,0,0.07,0,0,0,0.06,0.13,0,0,0.07,0.07,0,0,0,1.52,0,0,1.52,0,0,0,0,1.52,0,0,0,0,2.01,2.44,0,0,0,1146.17
27141500,CHILI CON CARNE WITH CHICKEN OR TURKEY AND BEANS,4,FNDDS recipe with modifiedSR codes,Base,0.520006,0,0,0,0,0,0.19,0,0.19,0,0,0,0.08,0.27,0.17,0,0,0,0,0,0,0.73,0,0,0.73,0,0,0,0.7,0.73,0,0,0,0,0,0.46,0,0,0,7230.55
27144000,CHICKEN OR TURKEY WITH MUSHROOM SAUCE,4,FNDDS recipe with modifiedSR codes,Base,0.653079,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.07,0.07,0,0,0,2.45,0,0,2.45,0,0,0,0,2.45,0.04,0,0,0.04,0,1.54,0,0,0,2780
27145000,CHICKEN OR TURKEY WITH TERIYAKI,4,FNDDS recipe with modifiedSR codes,Base,0.810831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,3.29,0,0,0,0,3.29,0,0,0,0,0,0.45,0.35,0,0,11850.67
27146011,"CHICKEN, SHREDDED OR PULLED, WITH BARBECUE SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.676728,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,2.46,0,0,2.46,0,0,0,0,2.46,0,0,0,0,0,0.34,2.19,0,0,1198.74
27146100,SWEET AND SOUR CHICKEN OR TURKEY,2,Links to altEC,Base,0.73529,0,0.08,0.04,0.12,0,0,0.06,0.06,0,0,0,0.06,0.12,0,0,0.5,0.5,0,0,0,1.12,0,0,1.12,0.02,0,0,0,1.14,0.01,0,0,0.01,8,0.26,1.43,0,0,5332.5
27146110,"Sweet and sour chicken or turkey, without vegetables",2,Links to altEC,Extra,0.887114,0,0.08,0.04,0.12,0,0,0.06,0.06,0,0,0,0.06,0.12,0,0,0.5,0.5,0,0,0,1.12,0,0,1.12,0.02,0,0,0,1.14,0.01,0,0,0.01,8,0.26,1.43,0,0,137.25
27146150,CHICKEN CURRY,4,FNDDS recipe with modifiedSR codes,Base,0.443032,0,0,0,0,0.06,0.02,0.07,0.09,0.1,0,0.1,0.13,0.38,0.01,0,0,0,0,0,0,0.57,0,0,0.57,0,0,0,0.05,0.57,0,0.01,0,0.01,2.61,0.11,0,0,0,10440.56
27146160,CHICKEN WITH MOLE SAUCE,4,FNDDS recipe with modifiedSR codes,Base,0.784649,0,0.02,0,0.02,0,0.06,0,0.06,0,0,0,0.03,0.09,0,0,0,0,0,0,0,2.45,0,0,2.45,0,0,0.12,0,2.57,0,0,0,0,2.23,0.78,0,0,0,9363.5
27146250,Chicken or turkey cordon bleu,1,Links to FNDDS,Extra,1.362167,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.65,0.65,0,0.35,0,2.11,0,0,2.46,0.09,0,0,0,2.55,0,0,0.26,0.26,1.8,3.99,0.13,0,0,310
27146300,CHICKEN OR TURKEY PARMIGIANA,4,FNDDS recipe with modifiedSR codes,Base,0.545782,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0.43,0.43,0,0,0,1.53,0,0,1.53,0.14,0,0,0,1.67,0,0,0.26,0.26,2.93,3.24,0,0,0,4536.82
27146350,ORANGE CHICKEN,1,Links to FNDDS,Base,0.936247,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1.91,0,0,1.91,0,0,0,0,1.91,0,0,0,0,5,2.85,3,0,0,13462.79
27146360,SESAME CHICKEN,2,Links to altEC,Base,0.988455,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.88,0.88,0,0,0,1.41,0,0,1.41,0,0,0.35,0,1.76,0,0,0,0,11.56,0,3.09,0,0,3008.25
27150110,SHRIMP COCKTAIL,1,Links to FNDDS,Base,2.24849,0,0,0,0,0,0.07,0,0.07,0,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0,2.31,2.31,0,0,0,0,2.31,0,0,0,0,0.28,0,0.54,0,2.31,3251.65
27150170,Sweet and sour shrimp,1,Links to FNDDS,Extra,0.906769,0,0.06,0.02,0.08,0,0.02,0,0.02,0.02,0,0.02,0.11,0.15,0,0,0.31,0.31,0,0,0,0,0,1.07,1.07,0.09,0,0,0,1.16,0,0,0,0,7.33,0.43,1.41,0,1.07,440
27150210,FISH SAUCE,2,Links to altEC,Base,1.329182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.24
27150230,SHRIMP SCAMPI,4,FNDDS recipe with modifiedSR codes,Base,2.80119,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,3.04,3.04,0,0,0,0,3.04,0,0,0,0,10.24,0,0,0,3.04,1525.5
27151030,CEVICHE,2,Links to altEC,Base,2.24849,0,0,0.11,0.11,0.01,0.08,0,0.08,0,0,0,0.07,0.16,0,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,1.72,0,0,0,0,0,0,0,0,1.72,3899.4
27162040,SPAGHETTI SAUCE WITH MEAT,1,Links to FNDDS,Base,0.25127,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0.33,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,1.31,1.57,0.27,0,0,1398.86
27211000,"Beef and potatoes, no sauce (mixture)",1,Links to FNDDS,Extra,0.899432,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0.47,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,0,0,0.74,0,0,0,0,2.9,0,0,0,0,1537.32
27211400,CORNED BEEF HASH,1,Links to FNDDS,Base,0.575234,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,1.48,0,0,0,0,1.48,0,0,0,0,1.48,0,0,0,0,0,5.03,0,0,0,2687.5
27211500,Beef and potatoes with cheese sauce (mixture),1,Links to FNDDS,Extra,0.946654,0,0,0,0,0,0,0,0,0.31,0,0.31,0,0.31,0,0,0,0,0.48,0,0,0,0,0,0.48,0,0,0,0,0.48,0.07,0,0.21,0.28,0,3.87,0,0,0,1746.9
27212000,"BEEF AND NOODLES, NO SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.63017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,1.06,0,0,0,0,0,1.06,0.08,0,0,0,1.14,0,0,0,0,0.77,3.81,0,0,0,6157.52
27212050,BEEF AND MACARONI WITH CHEESE SAUCE,5,Modified FNDDS recipe,Base,0.434022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0.77,0,0,0,0,0,0.77,0,0,0,0,0.77,0.09,0,0.04,0.13,0,2.89,0,0,0,3139.76
27212100,BEEF AND NOODLES WITH TOMATO-BASED SAUCE,4,FNDDS recipe with modifiedSR codes,Base,0.413407,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0.04,0,0,0.39,0.39,1.13,0,0,0,0,0,1.13,0,0,0,0,1.13,0.04,0,0,0.04,0,0.68,0.2,0,0,7913.51
27212120,Chili con carne with beans and macaroni,1,Links to FNDDS,Extra,0.897377,0,0,0,0,0,0.03,0,0.03,0,0,0,0.02,0.05,0.09,0,0.3,0.3,0.38,0,0,0,0,0,0.38,0,0,0,0.36,0.38,0,0,0,0,0,0.89,0,0,0,2229.56
27212350,BEEF STROGANOFF WITH NOODLES,5,Modified FNDDS recipe,Base,0.610898,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0.39,0.39,0.88,0,0,0,0,0,0.88,0.02,0,0,0,0.9,0,0,0,0,1.61,3.66,0,0,0,10570.64
27213000,"BEEF AND RICE, NO SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.377053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0.62,0,0,0,0,0,0.62,0,0,0,0,0.62,0,0,0,0,3.18,0,0,0,0,3132.94
27213100,Beef and rice with tomato-based sauce (mixture),1,Links to FNDDS,Extra,0.74899,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0.62,0.62,0.51,0,0,0,0,0,0.51,0,0,0,0,0.51,0,0,0,0,3.55,0,0,0,0,874.33
27214100,MEAT LOAF MADE WITH BEEF,4,FNDDS recipe with modifiedSR codes,Base,0.887071,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0.37,0.37,1.78,0,0,0,0,0,1.78,0.13,0,0,0,1.91,0.06,0,0,0.06,0.26,5.22,0,0,0,9748.9
27214110,"MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.730757,0,0,0,0,0,0.09,0,0.09,0,0,0,0.05,0.14,0,0,0.28,0.28,1.38,0,0,0,0,0,1.38,0.1,0,0,0,1.48,0.05,0,0,0.05,0.2,4.04,0,0,0,14205.06
27220010,MEAT LOAF MADE WITH HAM,4,FNDDS recipe with modifiedSR codes,Base,0.772229,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.33,0.33,0.76,1.88,0,0,0,0,2.64,0.22,0,0,0,2.86,0.01,0,0,0.01,1.75,0.73,0.29,0,0,798
27220080,Ham croquette,1,Links to FNDDS,Extra,0.773655,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.13,0.13,0,2.38,0,0,0,0,2.38,0.21,0,0,0,2.59,0,0,0,0,12.94,0.78,0,0,0,620
27242000,"CHICKEN OR TURKEY AND NOODLES, NO SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.65,0,0,0.65,0.08,0,0,0,0.73,0,0,0,0,3.69,0.35,0,0,0,5529.68
27242300,"Chicken or turkey and noodles with cream or white sauce
(mixture)",1,Links to FNDDS,Extra,0.772393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0.52,0,0,0.52,0.06,0,0,0,0.58,0.1,0,0,0.1,0.5,3.28,0,0,0,2422
27242310,Chicken or turkey and noodles with cheese sauce (mixture),1,Links to FNDDS,Extra,0.655663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.59,0,0,0,0.5,0,0,0.5,0.06,0,0,0,0.56,0.07,0,0.21,0.28,0,4.12,0,0,0,630
27243000,"CHICKEN OR TURKEY AND RICE, NO SAUCE",4,FNDDS recipe with modifiedSR codes,Base,0.202871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0,0,0,0.63,0,0,0.63,0,0,0,0,0.63,0,0,0,0,4.52,0,0,0,0,6862.23
27243100,Biryani with chicken,1,Links to FNDDS,Extra,1.659392,0,0,0,0,0.04,0,0,0,0.15,0,0.15,0.12,0.31,0,0,0.26,0.26,0,0,0,0.68,0,0,0.68,0,0,0,0,0.68,0.03,0.02,0,0.05,0,1.01,0,0,0,1672.13
27243500,CHICKEN OR TURKEY AND RICE WITH TOMATO-BASED SAUCE,4,FNDDS recipe with modifiedSR codes,Base,0.229141,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0.61,0.61,0,0,0,0.53,0,0,0.53,0,0,0,0,0.53,0,0,0,0,4.99,0,0,0,0,2668.75
27246100,CHICKEN OR TURKEY WITH DUMPLINGS,5,Modified FNDDS recipe,Base,0.563266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0,1.88,0,0,1.88,0,0,0,0,1.88,0.04,0,0,0.04,0,2.2,0,0,0,3065.25
27246500,MEAT LOAF MADE WITH CHICKEN OR TURKEY,4,FNDDS recipe with modifiedSR codes,Base,0.908905,0,0,0,0,0,0,0.02,0.02,0,0,0,0.07,0.09,0,0,0.4,0.4,0,0,0,1.83,0,0,1.83,0.14,0,0,0,1.97,0.07,0,0,0.07,0.28,1.57,0.11,0,0,1320.2
27246505,"MEAT LOAF MADE WITH CHICKEN OR TURKEY, WITH TOMATO-BASED SAU",4,FNDDS recipe with modifiedSR codes,Base,0.777136,0,0,0,0,0,0.1,0.02,0.12,0,0,0,0.05,0.17,0,0,0.3,0.3,0,0,0,1.51,0,0,1.51,0.11,0,0,0,1.62,0.05,0,0,0.05,0.21,1.42,0,0,0,1525.1
27250030,Codfish ball or cake,1,Links to FNDDS,Extra,0.565301,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,0.26,0.26,0,0,0,0,0,1.45,1.45,0.13,0,0,0,1.58,0.03,0,0,0.03,5.95,0.5,0,0,1.45,555
27250040,CRAB CAKE,1,Links to FNDDS,Base,1.08361,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.13,0.13,0,0,0,0,0,2.38,2.38,0.21,0,0,0,2.59,0,0,0,0,12.93,0.57,0,0,2.38,2151.51
27250050,"FISH CAKE OR PATTY, NS AS TO FISH",1,Links to FNDDS,Base,1.159444,0,0,0,0,0,0,0,0,0.29,0,0.29,0,0.29,0,0,0.25,0.25,0,0,0,0,0,1.41,1.41,0.13,0,0,0,1.54,0.03,0,0,0.03,0,9.74,0,0,1.41,2165.52
27250070,SALMON CAKE OR PATTY,1,Links to FNDDS,Base,1.271751,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.13,0.13,0,0,0,0,2.38,0,2.38,0.21,0,0,0,2.59,0,0,0,0,12.93,0.57,0,0,2.38,3206.06
27250126,Shrimp and noodles with cream or white sauce (mixture),1,Links to FNDDS,Extra,1.034211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0,0,0,0,0,0.52,0.52,0.07,0,0,0,0.59,0.11,0,0,0.11,0.78,3.37,0,0,0.52,350
27250520,SEAFOOD RESTRUCTURED,1,Links to FNDDS,Base,0.890836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.22,0.1,0,0,0,1.32,0,0,0,0,0,0,1.43,0,1.22,1144.14
27250610,Tuna noodle casserole with cream or white sauce,1,Links to FNDDS,Extra,0.863963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0,0.26,0.79,1.05,0.04,0,0,0,1.09,0.13,0,0,0.13,0,6.39,0,0,1.05,2168.6
27260010,"MEAT LOAF, NS AS TO TYPE OF MEAT",4,FNDDS recipe with modifiedSR codes,Base,0.886889,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0.37,0.37,1.79,0,0,0,0,0,1.79,0.13,0,0,0,1.92,0.06,0,0,0.06,0.26,5.45,0,0,0,1708.25
27260080,MEAT LOAF MADE WITH BEEF AND PORK,4,FNDDS recipe with modifiedSR codes,Base,0.835524,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0.37,0.37,1.81,0,0,0,0,0,1.81,0.13,0,0,0,1.94,0.06,0,0,0.06,0.26,4.85,0,0,0,1408.83
27260100,"Meat loaf made with beef and pork, with tomato-based sauce",1,Links to FNDDS,Extra,0.457589,0,0,0,0,0,0.09,0,0.09,0,0,0,0.05,0.14,0,0,0.28,0.28,1.4,0,0,0,0,0,1.4,0.1,0,0,0,1.5,0.05,0,0,0.05,0.2,3.75,0,0,0,1358.63
27260110,"Hash, NS as to type of meat",1,Links to FNDDS,Extra,0.547333,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,1.48,0,0,0,0,1.48,0,0,0,0,1.48,0,0,0,0,0,5.03,0,0,0,47.5
27311110,"BEEF, POTATOES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI,",4,FNDDS recipe with modifiedSR codes,Base,0.55447,0,0,0,0,0.08,0,0.08,0.08,0.38,0,0.38,0,0.54,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,3.39,0,0,0,0,4499.57
27311310,"BEEF STEW WITH POTATOES AND VEGETABLES INCLUDING CARROTS, BR",4,FNDDS recipe with modifiedSR codes,Base,0.461589,0,0,0,0,0,0.02,0.09,0.11,0.13,0.07,0.2,0.02,0.33,0,0,0,0,0.59,0,0,0,0,0,0.59,0,0,0,0,0.59,0,0,0,0,0.42,2.03,0,0,0,5512.5
27311410,"BEEF STEW WITH POTATOES AND VEGETABLES INCLUDING CARROTS, BR",4,FNDDS recipe with modifiedSR codes,Base,0.394557,0,0,0,0,0,0,0.08,0.08,0.19,0.05,0.24,0.05,0.37,0,0,0.1,0.1,0.71,0,0,0,0,0,0.71,0,0,0,0,0.71,0,0,0,0,0.91,0,0,0,0,11401.43
27311510,Shepherd's pie with beef,1,Links to FNDDS,Extra,1.448548,0,0,0,0,0,0.04,0,0.04,0.39,0,0.39,0.06,0.49,0,0,0,0,0.51,0,0,0,0,0,0.51,0,0,0,0,0.51,0.02,0,0,0.02,0.96,1.29,0,0,0,1746.58
27313110,BEEF CHOW MEIN OR CHOP SUEY WITH NOODLES,2,Links to altEC,Base,0.783215,0,0,0,0,0,0,0.08,0.08,0,0.05,0.05,0.35,0.48,0,0,0.36,0.36,1.02,0,0,0,0,0,1.02,0,0,0,0,1.02,0,0,0,0,0.59,1.65,0,0,0,4592.49
27313160,"Beef, noodles, and vegetables (excluding carrots, broccoli, and
dark-green leafy), soy-based sauce (mixture)",1,Links to FNDDS,Extra,0.825783,0,0,0,0,0,0,0,0,0,0,0,0.31,0.31,0,0,0.22,0.22,1.02,0,0,0,0,0,1.02,0,0,0,0,1.02,0,0,0,0,4.82,0,0,0,0,1410.52
27315250,Stuffed cabbage rolls with beef and rice,1,Links to FNDDS,Extra,0.972746,0,0,0,0,0,0.16,0,0.16,0,0,0,0.38,0.54,0,0,0.15,0.15,0.86,0,0,0,0,0,0.86,0.08,0,0,0,0.94,0,0,0,0,0,2.42,0.29,0,0,309
27315510,"Beef, rice, and vegetables (including carrots, broccoli, and/or
dark-green leafy), soy-based sauce (mixture)",1,Links to FNDDS,Extra,0.698683,0,0,0,0,0.09,0,0.09,0.09,0,0,0,0.13,0.31,0,0,0.17,0.17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.73,0,0,0,0,13.56
27317010,Beef pot pie,1,Links to FNDDS,Extra,0.573126,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.1,0,0.15,0,0,1.16,1.16,0.61,0,0,0,0,0,0.61,0,0,0,0,0.61,0,0,0,0,1.78,9.87,0,0,0,2805.48
27320040,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or
dark-green leafy), no sauce (mixture)",1,Links to FNDDS,Extra,0.635135,0,0,0,0,0.08,0,0.08,0.08,0.38,0,0.38,0,0.54,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,3.56,0.14,0,0,0,841.22
27320310,Pork chow mein or chop suey with noodles,1,Links to FNDDS,Extra,2.592354,0,0,0,0,0,0,0.08,0.08,0,0.05,0.05,0.35,0.48,0,0,0.36,0.36,1.02,0,0,0,0,0,1.02,0,0,0,0,1.02,0,0,0,0,0.59,1.77,0,0,0,1677.5
27330170,Stuffed grape leaves with lamb and rice,1,Links to FNDDS,Extra,2.45533,0,0,0,0,0.89,0.04,0,0.04,0,0,0,0.06,0.99,0,0,0.25,0.25,0.91,0,0,0,0,0,0.91,0,0,0.09,0,1,0,0,0,0,12.11,5.8,0,0,0,126
27341010,"Chicken or turkey, potatoes, and vegetables (including carrots,
broccoli, and/or dark-green leafy), no sauce (mixture)",1,Links to FNDDS,Extra,0.854923,0,0,0,0,0.08,0,0.08,0.08,0.38,0,0.38,0,0.54,0,0,0,0,0,0,0,0.62,0,0,0.62,0,0,0,0,0.62,0,0,0,0,4.7,0,0,0,0,604.97
27343010,"Chicken or turkey, noodles, and vegetables (including carrots,
broccoli, and/or dark-green leafy), no sauce (mixture)",1,Links to FNDDS,Extra,0.833333,0,0,0,0,0.08,0,0.08,0.08,0,0,0,0,0.16,0,0,0.68,0.68,0,0,0,0.63,0,0,0.63,0.08,0,0,0,0.71,0,0,0,0,2.99,0.34,0,0,0,1650.76
27343020,"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS",4,FNDDS recipe with modifiedSR codes,Base,0.390749,0,0,0,0,0,0,0,0,0,0.07,0.07,0.09,0.16,0,0,0.68,0.68,0,0,0,0.63,0,0,0.63,0.08,0,0,0,0.71,0,0,0,0,2.93,0.34,0,0,0,2098.43
27343910,CHICKEN OR TURKEY CHOW MEIN OR CHOP SUEY WITH NOODLES,1,Links to FNDDS,Base,0.783215,0,0,0,0,0,0,0.08,0.08,0,0.05,0.05,0.35,0.48,0,0,0.36,0.36,0,0,0,1.02,0,0,1.02,0,0,0,0,1.02,0,0,0,0,0.59,1.79,0,0,0,3176.24
27343950,"Chicken or turkey, noodles, and vegetables (including carrots,
broccoli, and/or dark-green leafy), cheese sauce (mixture)",1,Links to FNDDS,Extra,0.643625,0,0,0,0,0.06,0,0.06,0.06,0,0,0,0,0.12,0,0,0.57,0.57,0,0,0,0.48,0,0,0.48,0.06,0,0,0,0.54,0.07,0,0.2,0.27,0,3.94,0,0,0,1021.75
27345010,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B",4,FNDDS recipe with modifiedSR codes,Base,0.280269,0,0,0,0,0.08,0,0.08,0.08,0,0,0,0,0.16,0,0,0.72,0.72,0,0,0,0.62,0,0,0.62,0,0,0,0,0.62,0,0,0,0,4.08,0,0,0,0,7477.37
27345020,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B",4,FNDDS recipe with modifiedSR codes,Base,0.291294,0,0,0,0,0,0,0,0,0,0.07,0.07,0.09,0.16,0,0,0.72,0.72,0,0,0,0.63,0,0,0.63,0,0,0,0,0.63,0,0,0,0,3.56,0,0,0,0,4655.02
27345310,"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B",4,FNDDS recipe with modifiedSR codes,Base,0.485375,0,0,0,0,0.09,0,0.09,0.09,0,0,0,0.13,0.31,0,0,0.17,0.17,0,0,0,1.04,0,0,1.04,0,0,0,0,1.04,0,0,0,0,4.73,0.14,0,0,0,3946.67
27345410,"Chicken or turkey, rice, and vegetables (including carrots, broccoli,
and/or dark-green leafy), cream sauce, white sauce, or mushroom
soup-based sauce (mixture)",1,Links to FNDDS,Extra,0.894152,0,0,0,0,0.05,0,0.06,0.06,0,0,0,0.02,0.13,0,0,0.58,0.58,0,0,0,0.43,0,0,0.43,0,0,0,0,0.43,0.03,0,0,0.04,3.25,1.47,0,0,0,480.38
27345440,"Chicken or turkey, rice, and vegetables (including carrots, broccoli,
and/or dark-green leafy), cheese sauce (mixture)",1,Links to FNDDS,Extra,0.776446,0,0,0,0,0.06,0,0.06,0.06,0,0,0,0,0.12,0,0,0.6,0.6,0,0,0,0.48,0,0,0.48,0,0,0,0,0.48,0.07,0,0.2,0.27,0,3.75,0,0,0,1664.94
27345520,"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B",4,FNDDS recipe with modifiedSR codes,Base,0.270294,0,0,0,0,0,0.11,0,0.11,0,0.05,0.05,0.06,0.22,0,0,0.53,0.53,0,0,0,0.46,0,0,0.46,0,0,0,0,0.46,0,0,0,0,4.37,0,0,0,0,4870.27
27347100,CHICKEN OR TURKEY POT PIE,1,Links to FNDDS,Base,0.64223,0,0,0,0,0,0,0.06,0.06,0.03,0.06,0.09,0,0.15,0,0,1.13,1.13,0,0,0,0.75,0,0,0.75,0,0,0,0,0.75,0,0,0,0,0,8.56,0,0,0,16755.28
27347240,"Chicken or turkey, dumplings, and vegetables (including carrots,
broccoli, and/or dark green leafy), gravy (mixture)",1,Links to FNDDS,Extra,0.895224,0,0,0,0,0.06,0,0.06,0.06,0,0,0,0,0.12,0,0,0.74,0.74,0,0,0,0.47,0,0,0.47,0,0,0,0,0.47,0.04,0,0,0.04,3.54,1.9,0,0,0,793.69
27350050,Shrimp chow mein or chop suey with noodles,1,Links to FNDDS,Extra,0.896091,0,0,0,0,0,0,0.08,0.08,0,0.05,0.05,0.35,0.48,0,0,0.35,0.35,0,0,0,0,0,1.08,1.08,0,0,0,0,1.08,0,0,0,0,0.57,1.61,0,0,1.08,2117.49
27350060,"Shrimp creole, with rice",1,Links to FNDDS,Extra,1.086088,0,0,0,0,0,0.12,0,0.12,0,0,0,0.04,0.16,0,0,0.5,0.5,0,0,0,0,0,1.3,1.3,0,0,0,0,1.3,0,0,0,0,1.45,1.45,0,0,1.3,2354.57
27360090,"Paella, NFS",1,Links to FNDDS,Extra,1.644265,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0.62,0.62,0,0.26,0,0.45,0,0.42,1.13,0,0,0,0,1.13,0,0,0,0,2.55,2.73,0,0,0.42,1920
27363000,GUMBO WITH RICE,4,FNDDS recipe with modifiedSR codes,Base,0.43332,0,0,0,0,0,0.11,0,0.11,0,0,0,0.1,0.21,0,0,0.18,0.18,0.33,0,0,0.4,0,0.14,0.87,0,0,0,0,0.87,0,0,0,0,1.3,0.26,0,0,0.14,5486.95
