dietary_pattern,food,outcome,value,sum,prop
Current,added_sugar,Bluewater,10.132037013548644,503.2099248378863,2.013481156360891
Current,dairy_cow,Bluewater,29.559139718479173,503.2099248378863,5.874116995606142
Current,dairy_soy,Bluewater,0.0216058923305927,503.2099248378863,0.004293614108973156
Current,fruit_exc_juice,Bluewater,42.152754202724815,503.2099248378863,8.376773215731925
Current,fruit_juice,Bluewater,17.62567072886675,503.2099248378863,3.5026476742375503
Current,gr_refined,Bluewater,66.29125347196984,503.2099248378863,13.173677664113276
Current,gr_whole,Bluewater,10.719483468157284,503.2099248378863,2.130220995066952
Current,leg_tot,Bluewater,6.812086251005386,503.2099248378863,1.35372652938035
Current,oil,Bluewater,9.244138718777446,503.2099248378863,1.837034259957319
Current,pf_egg,Bluewater,17.062718634021174,503.2099248378863,3.3907754580790677
Current,pf_ns,Bluewater,45.666307151476374,503.2099248378863,9.075001286230233
Current,pf_poultry_tot,Bluewater,55.195128192781496,503.2099248378863,10.968608818787331
Current,pf_redm_tot,Bluewater,102.70337102530463,503.2099248378863,20.409647337220438
Current,pf_seafood,Bluewater,1.1313574511110462,503.2099248378863,0.2248281274411516
Current,sat_fat,Bluewater,29.708564908454928,503.2099248378863,5.9038113999889434
Current,ssb,Bluewater,14.437927342633303,503.2099248378863,2.8691658550424286
Current,veg_dg,Bluewater,8.404843813544398,503.2099248378863,1.6702460342474554
Current,veg_oth,Bluewater,16.828352930426725,503.2099248378863,3.3442013163488644
Current,veg_ro,Bluewater,6.356136722316785,503.2099248378863,1.2631183147598832
Current,veg_sta,Bluewater,13.157047199955525,503.2099248378863,2.6146239472908226
Current,added_sugar,CED,0.5146658052097226,19.59302356982057,2.6267809221771676
Current,dairy_cow,CED,2.3835347770005995,19.59302356982057,12.16522181227809
Current,dairy_soy,CED,0.00281510203107898,19.59302356982057,0.01436787957227349
Current,fruit_exc_juice,CED,0.6712661451116615,19.59302356982057,3.426046739134346
Current,fruit_juice,CED,0.44060432468610994,19.59302356982057,2.2487816804588516
Current,gr_refined,CED,0.7655208817780407,19.59302356982057,3.9071094823628147
Current,gr_whole,CED,0.17281142710037342,19.59302356982057,0.8820048956943913
Current,leg_tot,CED,0.11090604471046264,19.59302356982057,0.5660486464237857
Current,oil,CED,0.3001230711010694,19.59302356982057,1.5317853828510344
Current,pf_egg,CED,0.8722423621427451,19.59302356982057,4.451800708729168
Current,pf_ns,CED,0.11796386271401346,19.59302356982057,0.6020707436687566
Current,pf_poultry_tot,CED,1.7244678394728874,19.59302356982057,8.801438090081774
Current,pf_redm_tot,CED,4.5245161332477,19.59302356982057,23.092485532538635
Current,pf_seafood,CED,3.474365775163774,19.59302356982057,17.732667767089264
Current,sat_fat,CED,1.65639717034624,19.59302356982057,8.454015095952895
Current,ssb,CED,0.6866557068688376,19.59302356982057,3.5045928690991
Current,veg_dg,CED,0.1476934525369193,19.59302356982057,0.7538063332114485
Current,veg_oth,CED,0.3257597098355804,19.59302356982057,1.6626311333456107
Current,veg_ro,CED,0.35954918955313336,19.59302356982057,1.835087822315247
Current,veg_sta,CED,0.3411647892096198,19.59302356982057,1.741256463015341
Current,added_sugar,GHG,0.05276488934507804,4.115099447213027,1.282226347672189
Current,dairy_cow,GHG,0.44246382497450754,4.115099447213027,10.752202483810409
Current,dairy_soy,GHG,4.321158405761096e-4,4.115099447213027,0.010500738709213026
Current,fruit_exc_juice,GHG,0.08849905043348623,4.115099447213027,2.1505932376293524
Current,fruit_juice,GHG,0.05602383814830086,4.115099447213027,1.3614212455118988
Current,gr_refined,GHG,0.1339470320945463,4.115099447213027,3.255013246041056
