diet_pattern,food_group,outcome,impact_median_year,my_sum,my_prop
Veg,pf_poultry_tot,BLUEWATER (L),-20917.025257735233,-3499.637122468255,597.6912612866184
Veg,pf_redm,BLUEWATER (L),0,-3499.637122468255,-0
Veg,pf_redm_tot,BLUEWATER (L),-39593.82215376456,-3499.637122468255,1131.3693611136312
Veg,pf_seafood,BLUEWATER (L),-484.51182471326825,-3499.637122468255,13.844630393323392
Veg,sat_fat,BLUEWATER (L),-5286.482659960616,-3499.637122468255,151.05802330248795
Veg,veg_dg,BLUEWATER (L),980.955918439638,-3499.637122468255,-28.030218108664386
Veg,veg_oth,BLUEWATER (L),195.6390446726951,-3499.637122468255,-5.5902665855456775
Veg,veg_ro,BLUEWATER (L),3018.498087742651,-3499.637122468255,-86.2517450270312
Veg,veg_sta,BLUEWATER (L),4530.427398269025,-3499.637122468255,-129.4542045283188
Veg,dairy_tot,Cancer (cases),10758.560465923,86509.0391906922,12.43634256786492
Veg,fruit_exc_juice,Cancer (cases),5001.45979474112,86509.0391906922,5.781430289286168
Veg,gr_whole,Cancer (cases),29263.258955636,86509.0391906922,33.8268222944089
Veg,leg_tot,Cancer (cases),13214.9730852266,86509.0391906922,15.275829218374263
Veg,pf_ns,Cancer (cases),620.024655163077,86509.0391906922,0.7167166124644551
Veg,pf_pm,Cancer (cases),14009.0897748626,86509.0391906922,16.193787268845178
Veg,pf_redm,Cancer (cases),9496.45098314288,86509.0391906922,10.977408918170756
Veg,pf_seafood,Cancer (cases),0,86509.0391906922,0
Veg,sodium,Cancer (cases),0,86509.0391906922,0
Veg,ssb,Cancer (cases),337.809897750778,86509.0391906922,0.3904908676723855
Veg,veg_exc_sta,Cancer (cases),3807.41157824615,86509.0391906922,4.401171962912983
Veg,added_sugar,CED (mJ),-186.35081981309995,-2264.7271396927936,8.228400523269135
Veg,dairy_cow,CED (mJ),1087.245179155832,-2264.7271396927936,-48.00777807181288
Veg,dairy_soy,CED (mJ),-1.0591544742739818,-2264.7271396927936,0.04676742092725812
Veg,dairy_tot,CED (mJ),0,-2264.7271396927936,-0
Veg,fruit_exc_juice,CED (mJ),361.5839472331421,-2264.7271396927936,-15.965894561681736
Veg,fruit_juice,CED (mJ),194.86111233898438,-2264.7271396927936,-8.60417614659826
Veg,gr_refined,CED (mJ),-128.25499858657085,-2264.7271396927936,5.66315457340121
Veg,gr_whole,CED (mJ),198.60695431810683,-2264.7271396927936,-8.769575408764146
Veg,leg_tot,CED (mJ),169.13674218835337,-2264.7271396927936,-7.468305528907844
Veg,oil,CED (mJ),-3.3298872289307484,-2264.7271396927936,0.14703260143658817
Veg,pf_egg,CED (mJ),-98.44739235536736,-2264.7271396927936,4.346986912018089
Veg,pf_ns,CED (mJ),13.586366823125513,-2264.7271396927936,-0.5999118650986132
Veg,pf_pm,CED (mJ),0,-2264.7271396927936,-0
Veg,pf_poultry,CED (mJ),0,-2264.7271396927936,-0
