diet_pattern,outcome,food_group,perc_change,perc_change_LB,perc_change_UB,perc_change_UB_new,perc_change_LB_new
DGAplus,BLUEWATER (L),added_sugar,-88.62431553699741,-88.4168491442574,-88.82254936833567,-88.4168491442574,-88.82254936833567
DGAplus,BLUEWATER (L),dairy_cow,119.00749738233722,122.45018066947937,115.57180331807737,115.57180331807737,122.45018066947937
DGAplus,BLUEWATER (L),dairy_soy,-100,-100,-100,-100,-100
DGAplus,BLUEWATER (L),dairy_tot,NA,NA,NA,NA,NA
DGAplus,BLUEWATER (L),fruit_exc_juice,193.4564407059512,202.0489875838991,184.65851945014103,184.65851945014103,202.0489875838991
DGAplus,BLUEWATER (L),fruit_juice,-100,-100,-100,-100,-100
DGAplus,BLUEWATER (L),gr_refined,-52.8342893110218,-52.38077845561195,-53.316849039419,-52.38077845561195,-53.316849039419
DGAplus,BLUEWATER (L),gr_whole,299.9780423664085,312.05489720622654,289.92070718753354,289.92070718753354,312.05489720622654
DGAplus,BLUEWATER (L),leg_tot,223.73585416340146,233.9475166541794,213.34346672451954,213.34346672451954,233.9475166541794
DGAplus,BLUEWATER (L),oil,-2.0216638476940827,-0.8871677518764627,-3.1481543197987247,-0.8871677518764627,-3.1481543197987247
DGAplus,BLUEWATER (L),pf_egg,-61.144233948476455,-59.892577434251514,-62.4031496238336,-59.892577434251514,-62.4031496238336
DGAplus,BLUEWATER (L),pf_ns,47.79314219892451,53.94490143009679,42.22211567254568,42.22211567254568,53.94490143009679
DGAplus,BLUEWATER (L),pf_pm,NA,NA,NA,NA,NA
DGAplus,BLUEWATER (L),pf_poultry,NA,NA,NA,NA,NA
DGAplus,BLUEWATER (L),pf_poultry_tot,-43.41718043018562,-42.31328048453993,-44.46472953088425,-42.31328048453993,-44.46472953088425
DGAplus,BLUEWATER (L),pf_redm,NA,NA,NA,NA,NA
DGAplus,BLUEWATER (L),pf_redm_tot,-76.83553645707384,-76.41143774102565,-77.25156710819212,-76.41143774102565,-77.25156710819212
DGAplus,BLUEWATER (L),pf_seafood,90.6155961279263,98.72851716162285,83.20847689184782,83.20847689184782,98.72851716162285
DGAplus,BLUEWATER (L),sat_fat,-46.429010723633205,-46.08271350077042,-46.78790392050585,-46.08271350077042,-46.78790392050585
DGAplus,BLUEWATER (L),veg_dg,49.18070693307982,55.537088390602754,43.85060387310351,43.85060387310351,55.537088390602754
DGAplus,BLUEWATER (L),veg_oth,11.37439586723487,13.539055084889132,9.032850502136657,9.032850502136657,13.539055084889132
DGAplus,BLUEWATER (L),veg_ro,115.03311263225054,119.65195037547221,111.08018441492145,111.08018441492145,119.65195037547221
DGAplus,BLUEWATER (L),veg_sta,66.08020625247427,69.5953374642386,62.54389687642556,62.54389687642556,69.5953374642386
Med,BLUEWATER (L),added_sugar,-89.07147716222153,-88.87951255468269,-89.24509816152987,-88.87951255468269,-89.24509816152987
Med,BLUEWATER (L),dairy_cow,45.961221911389686,48.3768573997877,43.40372891784283,43.40372891784283,48.3768573997877
Med,BLUEWATER (L),dairy_soy,-100,-100,-100,-100,-100
