subgroup_id,type,CancerSites,year,Sex,age_gp,race_gp,count,population,crude_rate,crude_SE
27,Incidence,Liver and Intrahepatic Bile Duct,2013,Female,Age_over65,Non-hispanic Black,463,2329909,19.872,2.091
28,Incidence,Liver and Intrahepatic Bile Duct,2013,Male,Age_over65,Non-hispanic Black,935,1542829,60.603,4.111
29,Incidence,Liver and Intrahepatic Bile Duct,2013,Female,Age_over65,Hispanic,698,1778787,39.24,3.452
30,Incidence,Liver and Intrahepatic Bile Duct,2013,Male,Age_over65,Hispanic,1104,1331044,82.942,5.594
31,Incidence,Liver and Intrahepatic Bile Duct,2013,Female,Age_over65,Other,404,1072475,37.67,4.781
32,Incidence,Liver and Intrahepatic Bile Duct,2013,Male,Age_over65,Other,717,857420,83.623,8.263
1,Incidence,Thyroid,2013,Female,Age_2044,Non-hispanic White,8514,30600000,27.869,0.678
2,Incidence,Thyroid,2013,Male,Age_2044,Non-hispanic White,2026,31200000,6.497,0.325
3,Incidence,Thyroid,2013,Female,Age_2044,Non-hispanic Black,901,7484062,12.039,0.915
4,Incidence,Thyroid,2013,Male,Age_2044,Non-hispanic Black,141,5220310,2.701,0.461
5,Incidence,Thyroid,2013,Female,Age_2044,Hispanic,1834,9242684,19.843,1.06
6,Incidence,Thyroid,2013,Male,Age_2044,Hispanic,356,10300000,3.446,0.427
7,Incidence,Thyroid,2013,Female,Age_2044,Other,952,3996478,23.821,2.2
8,Incidence,Thyroid,2013,Male,Age_2044,Other,216,3458680,6.245,0.955
9,Incidence,Thyroid,2013,Female,Age_4554,Non-hispanic White,5696,14700000,38.669,0.724
10,Incidence,Thyroid,2013,Male,Age_4554,Non-hispanic White,1888,14500000,12.987,0.423
11,Incidence,Thyroid,2013,Female,Age_4554,Non-hispanic Black,667,2885488,23.116,1.265
12,Incidence,Thyroid,2013,Male,Age_4554,Non-hispanic Black,147,2549908,5.765,0.672
13,Incidence,Thyroid,2013,Female,Age_4554,Hispanic,1001,2838636,35.263,1.855
14,Incidence,Thyroid,2013,Male,Age_4554,Hispanic,229,2918234,7.847,0.756
15,Incidence,Thyroid,2013,Female,Age_4554,Other,536,1439250,37.242,3.019
16,Incidence,Thyroid,2013,Male,Age_4554,Other,106,1109784,9.551,1.315
17,Incidence,Thyroid,2013,Female,Age_5564,Non-hispanic White,5117,14700000,34.901,0.689
18,Incidence,Thyroid,2013,Male,Age_5564,Non-hispanic White,2176,14000000,15.561,0.472
19,Incidence,Thyroid,2013,Female,Age_5564,Non-hispanic Black,679,2394848,28.353,1.545
20,Incidence,Thyroid,2013,Male,Age_5564,Non-hispanic Black,154,2000803,7.697,0.886
21,Incidence,Thyroid,2013,Female,Age_5564,Hispanic,646,1796973,35.949,2.005
22,Incidence,Thyroid,2013,Male,Age_5564,Hispanic,208,1724055,12.065,1.203
23,Incidence,Thyroid,2013,Female,Age_5564,Other,388,1178370,32.927,3.188
24,Incidence,Thyroid,2013,Male,Age_5564,Other,123,852728,14.424,1.846
25,Incidence,Thyroid,2013,Female,Age_over65,Non-hispanic White,5052,19500000,25.854,0.781
26,Incidence,Thyroid,2013,Male,Age_over65,Non-hispanic White,2815,15600000,18.084,0.731
27,Incidence,Thyroid,2013,Female,Age_over65,Non-hispanic Black,597,2329909,25.623,2.208
28,Incidence,Thyroid,2013,Male,Age_over65,Non-hispanic Black,170,1417145,11.996,1.779
29,Incidence,Thyroid,2013,Female,Age_over65,Hispanic,573,1789085,32.028,2.859
30,Incidence,Thyroid,2013,Male,Age_over65,Hispanic,172,1098494,15.658,2.09
31,Incidence,Thyroid,2013,Female,Age_over65,Other,352,1072475,32.821,4.175
32,Incidence,Thyroid,2013,Male,Age_over65,Other,130,721703,18.013,3.191
1,Incidence,Ovary,2013,Female,Age_2044,Non-hispanic White,1226,30600000,4.013,0.256
2,Incidence,Ovary,2013,Male,Age_2044,Non-hispanic White,0,0,0,0
3,Incidence,Ovary,2013,Female,Age_2044,Non-hispanic Black,220,7484062,2.94,0.453
4,Incidence,Ovary,2013,Male,Age_2044,Non-hispanic Black,0,0,0,0
5,Incidence,Ovary,2013,Female,Age_2044,Hispanic,335,9420680,3.556,0.451
6,Incidence,Ovary,2013,Male,Age_2044,Hispanic,0,0,0,0
7,Incidence,Ovary,2013,Female,Age_2044,Other,124,2313673,5.359,0.837
8,Incidence,Ovary,2013,Male,Age_2044,Other,0,0,0,0
9,Incidence,Ovary,2013,Female,Age_4554,Non-hispanic White,2475,14700000,16.802,0.475
10,Incidence,Ovary,2013,Male,Age_4554,Non-hispanic White,0,0,0,0
11,Incidence,Ovary,2013,Female,Age_4554,Non-hispanic Black,364,2885488,12.615,0.934
12,Incidence,Ovary,2013,Male,Age_4554,Non-hispanic Black,0,0,0,0
13,Incidence,Ovary,2013,Female,Age_4554,Hispanic,387,2765758,13.993,1.017
14,Incidence,Ovary,2013,Male,Age_4554,Hispanic,0,0,0,0
15,Incidence,Ovary,2013,Female,Age_4554,Other,256,1439250,17.787,2.237
16,Incidence,Ovary,2013,Male,Age_4554,Other,0,0,0,0
17,Incidence,Ovary,2013,Female,Age_5564,Non-hispanic White,3730,14700000,25.441,0.591
18,Incidence,Ovary,2013,Male,Age_5564,Non-hispanic White,0,0,0,0
19,Incidence,Ovary,2013,Female,Age_5564,Non-hispanic Black,479,2394848,20.001,1.3
20,Incidence,Ovary,2013,Male,Age_5564,Non-hispanic Black,0,0,0,0
21,Incidence,Ovary,2013,Female,Age_5564,Hispanic,412,1829574,22.519,1.585
22,Incidence,Ovary,2013,Male,Age_5564,Hispanic,0,0,0,0
23,Incidence,Ovary,2013,Female,Age_5564,Other,224,1093574,20.483,2.475
24,Incidence,Ovary,2013,Male,Age_5564,Other,0,0,0,0
25,Incidence,Ovary,2013,Female,Age_over65,Non-hispanic White,8024,19500000,41.064,1.037
26,Incidence,Ovary,2013,Male,Age_over65,Non-hispanic White,0,0,0,0
27,Incidence,Ovary,2013,Female,Age_over65,Non-hispanic Black,762,2329909,32.705,2.705
28,Incidence,Ovary,2013,Male,Age_over65,Non-hispanic Black,0,0,0,0
29,Incidence,Ovary,2013,Female,Age_over65,Hispanic,566,1788285,31.65,3.043
30,Incidence,Ovary,2013,Male,Age_over65,Hispanic,0,0,0,0
31,Incidence,Ovary,2013,Female,Age_over65,Other,265,1072475,24.709,3.892
32,Incidence,Ovary,2013,Male,Age_over65,Other,0,0,0,0
1,Incidence,Corpus Uteri,2013,Female,Age_2044,Non-hispanic White,1747,30600000,5.718,0.306
2,Incidence,Corpus Uteri,2013,Male,Age_2044,Non-hispanic White,0,0,0,0
3,Incidence,Corpus Uteri,2013,Female,Age_2044,Non-hispanic Black,308,5720433,5.384,0.619
4,Incidence,Corpus Uteri,2013,Male,Age_2044,Non-hispanic Black,0,0,0,0
5,Incidence,Corpus Uteri,2013,Female,Age_2044,Hispanic,583,7435046,7.841,0.674
6,Incidence,Corpus Uteri,2013,Male,Age_2044,Hispanic,0,0,0,0
7,Incidence,Corpus Uteri,2013,Female,Age_2044,Other,257,3153849,8.149,1.396
8,Incidence,Corpus Uteri,2013,Male,Age_2044,Other,0,0,0,0
9,Incidence,Corpus Uteri,2013,Female,Age_4554,Non-hispanic White,5247,14700000,35.621,0.688
10,Incidence,Corpus Uteri,2013,Male,Age_4554,Non-hispanic White,0,0,0,0
11,Incidence,Corpus Uteri,2013,Female,Age_4554,Non-hispanic Black,594,2885488,20.586,1.192
12,Incidence,Corpus Uteri,2013,Male,Age_4554,Non-hispanic Black,0,0,0,0
13,Incidence,Corpus Uteri,2013,Female,Age_4554,Hispanic,843,2716476,31.033,1.527
14,Incidence,Corpus Uteri,2013,Male,Age_4554,Hispanic,0,0,0,0
15,Incidence,Corpus Uteri,2013,Female,Age_4554,Other,462,1439250,32.1,2.969
16,Incidence,Corpus Uteri,2013,Male,Age_4554,Other,0,0,0,0
17,Incidence,Corpus Uteri,2013,Female,Age_5564,Non-hispanic White,12692,14700000,86.567,1.09
18,Incidence,Corpus Uteri,2013,Male,Age_5564,Non-hispanic White,0,0,0,0
19,Incidence,Corpus Uteri,2013,Female,Age_5564,Non-hispanic Black,1818,2394848,75.913,2.555
20,Incidence,Corpus Uteri,2013,Male,Age_5564,Non-hispanic Black,0,0,0,0
21,Incidence,Corpus Uteri,2013,Female,Age_5564,Hispanic,1270,1889308,67.22,3.804
22,Incidence,Corpus Uteri,2013,Male,Age_5564,Hispanic,0,0,0,0
23,Incidence,Corpus Uteri,2013,Female,Age_5564,Other,695,1178370,58.98,4.566
24,Incidence,Corpus Uteri,2013,Male,Age_5564,Other,0,0,0,0
25,Incidence,Corpus Uteri,2013,Female,Age_over65,Non-hispanic White,16489,19500000,84.385,1.428
26,Incidence,Corpus Uteri,2013,Male,Age_over65,Non-hispanic White,0,0,0,0
27,Incidence,Corpus Uteri,2013,Female,Age_over65,Non-hispanic Black,2159,2329909,92.665,4.309
28,Incidence,Corpus Uteri,2013,Male,Age_over65,Non-hispanic Black,0,0,0,0
29,Incidence,Corpus Uteri,2013,Female,Age_over65,Hispanic,1277,1805087,70.745,4.626
30,Incidence,Corpus Uteri,2013,Male,Age_over65,Hispanic,0,0,0,0
31,Incidence,Corpus Uteri,2013,Female,Age_over65,Other,554,1105246,50.125,5.755
32,Incidence,Corpus Uteri,2013,Male,Age_over65,Other,0,0,0,0
1,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_2044,Non-hispanic White,23,36482609,0.0630459,0.0417448
2,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_2044,Non-hispanic White,175,37342837,0.4686394,0.1145513
3,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_2044,Non-hispanic Black,1,9307531,0.0107455,0.0533927
4,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_2044,Non-hispanic Black,1,8711528,0.0114777,0.0574841
5,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_2044,Hispanic,2,13578194,0.0147296,0.0463263
6,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_2044,Hispanic,12,14674104,0.0817776,0.1080803
7,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_2044,Other,1,5853976,0.0170822,0.0670397
8,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_2044,Other,2,5451523,0.0366867,0.1055198
9,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_4554,Non-hispanic White,134,17662722,0.7586421,0.1279846
10,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_4554,Non-hispanic White,957,17472903,5.477056,0.3445766
11,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_4554,Non-hispanic Black,2,3600738,0.0555393,0.1210522
12,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_4554,Non-hispanic Black,32,3184952,1.004705,0.4015239
13,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_4554,Hispanic,1,4045659,0.0247196,0.070821
14,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_4554,Hispanic,52,4115864,1.263393,0.3639716
15,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_4554,Other,0,2055706,0,0
16,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_4554,Other,4,1818452,0.2199654,0.2739583
17,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_5564,Non-hispanic White,336,17548091,1.914708,0.2034572
18,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_5564,Non-hispanic White,2473,16759644,14.75571,0.5883471
19,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_5564,Non-hispanic Black,5,2982009,0.167667,0.2419696
20,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_5564,Non-hispanic Black,82,2493419,3.288662,0.7483896
21,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_5564,Hispanic,6,2647517,0.2266366,0.2638293
22,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_5564,Hispanic,131,2453141,5.340107,1.103699
23,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_5564,Other,5,1699593,0.2941881,0.7786145
24,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_5564,Other,11,1421186,0.7739992,1.44188
25,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_over65,Non-hispanic White,959,23310298,4.114054,0.4312265
26,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_over65,Non-hispanic White,5288,18558474,28.49373,1.251221
27,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_over65,Non-hispanic Black,4,2891576,0.1383277,0.3240781
28,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_over65,Non-hispanic Black,86,1919228,4.48097,1.503973
29,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_over65,Hispanic,25,2510902,0.9956583,0.9190088
30,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_over65,Hispanic,207,1887534,10.96669,2.443704
31,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Female,Age_over65,Other,2,1690385,0.1183126,0.6836123
32,Incidence,Esophagus: Adenomas and adenocarcinomas,2013,Male,Age_over65,Other,18,1298968,1.385712,2.64625
1,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_2044,Non-hispanic White,2,36482609,0.0054817,0.0189879
2,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_2044,Non-hispanic White,2,37342837,0.0053575,0.0191569
3,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_2044,Non-hispanic Black,1,9307531,0.0107432,0.0554595
4,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_2044,Non-hispanic Black,2,8711528,0.0229596,0.084569
5,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_2044,Hispanic,1,13578194,0.0073665,0.0331634
6,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_2044,Hispanic,3,14674104,0.0204467,0.0548918
7,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_2044,Other,1,5853976,0.0170824,0.2725936
8,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_2044,Other,1,5451523,0.0183408,0.0740657
9,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_4554,Non-hispanic White,109,17662722,0.6171034,0.119638
10,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_4554,Non-hispanic White,201,17472903,1.150339,0.1585387
11,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_4554,Non-hispanic Black,87,3600738,2.416148,0.4888991
12,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_4554,Non-hispanic Black,142,3184952,4.458459,0.7561755
13,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_4554,Hispanic,2,4045659,0.0494426,0.0967698
14,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_4554,Hispanic,28,4115864,0.6803076,0.4473052
15,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_4554,Other,1,2055706,0.0486471,0.1218886
16,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_4554,Other,12,1818452,0.6598996,0.6651441
17,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_5564,Non-hispanic White,316,17548091,1.800771,0.2030864
18,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_5564,Non-hispanic White,602,16759644,3.591949,0.3008521
19,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_5564,Non-hispanic Black,157,2982009,5.26491,0.8602343
20,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_5564,Non-hispanic Black,369,2493419,14.79895,1.579496
21,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_5564,Hispanic,9,2647517,0.3399527,1.0281
22,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_5564,Hispanic,79,2453141,3.220339,0.7671549
23,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_5564,Other,10,1699593,0.5883833,0.7007256
24,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_5564,Other,47,1421186,3.307108,1.378711
25,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_over65,Non-hispanic White,941,23310298,4.03682,0.4302709
26,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_over65,Non-hispanic White,1275,18558474,6.870172,0.6238654
27,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_over65,Non-hispanic Black,227,2891576,7.850368,1.737173
28,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_over65,Non-hispanic Black,446,1919228,23.23851,3.417029
29,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_over65,Hispanic,15,2510902,0.5973963,0.7046359
30,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_over65,Hispanic,132,1887534,6.993267,1.990511
31,Incidence,Esophagus: Squamous cell neoplasm,2013,Female,Age_over65,Other,25,1690385,1.478953,1.368762
32,Incidence,Esophagus: Squamous cell neoplasm,2013,Male,Age_over65,Other,102,1298968,7.852383,3.094805
1,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_2044,Non-hispanic White,31,36482609,0.0823021,0.0605003
2,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_2044,Non-hispanic White,150,37342837,0.4080007,0.105479
3,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_2044,Non-hispanic Black,2,9307531,0.0198543,0.079708
4,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_2044,Non-hispanic Black,1,8711528,0.0113806,0.0584309
5,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_2044,Hispanic,4,13578194,0.0301568,0.0669245
6,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_2044,Hispanic,32,14674104,0.2199391,0.1484256
7,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_2044,Other,1,5853976,0.0194779,0.0764421
8,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_2044,Other,7,5451523,0.1295504,0.3471458
9,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_4554,Non-hispanic White,161,17662722,0.9051616,0.1461561
10,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_4554,Non-hispanic White,646,17472903,3.687808,0.3082906
11,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_4554,Non-hispanic Black,2,3600738,0.0627815,0.1372385
12,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_4554,Non-hispanic Black,60,3184952,1.877614,0.4815989
13,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_4554,Hispanic,6,4045659,0.1471185,0.1829019
14,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_4554,Hispanic,79,4115864,1.90925,0.564932
15,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_4554,Other,1,2055706,0.0486432,0.4242335
16,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_4554,Other,6,1818452,0.3303229,0.5796929
17,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_5564,Non-hispanic White,299,17548091,1.664505,0.1931195
18,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_5564,Non-hispanic White,1541,16759644,9.19877,0.4588393
19,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_5564,Non-hispanic Black,60,2982009,1.99462,0.4828694
20,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_5564,Non-hispanic Black,107,2493419,4.278168,0.8401003
21,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_5564,Hispanic,32,2647517,1.205278,0.715191
22,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_5564,Hispanic,117,2453141,4.772662,1.410551
23,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_5564,Other,11,1699593,0.6341774,0.8901665
24,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_5564,Other,50,1421186,3.537225,1.416277
25,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_over65,Non-hispanic White,1012,23310298,4.345941,0.439009
26,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_over65,Non-hispanic White,3704,18558474,19.95578,1.077455
27,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_over65,Non-hispanic Black,74,2891576,2.562049,1.027485
28,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_over65,Non-hispanic Black,178,1919228,9.281658,2.324623
29,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_over65,Hispanic,66,2510902,2.617583,1.779002
30,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_over65,Hispanic,225,1887534,11.92225,3.951648
31,Incidence,"Stomach: Cardia, NOS",2013,Female,Age_over65,Other,24,1690385,1.411082,1.894218
32,Incidence,"Stomach: Cardia, NOS",2013,Male,Age_over65,Other,140,1298968,10.77268,4.08846
1,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_2044,Non-hispanic White,104,36482609,0.2850579,0.0946799
2,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_2044,Non-hispanic White,168,37342837,0.4499141,0.1141535
3,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_2044,Non-hispanic Black,112,9307531,1.203326,0.3813514
4,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_2044,Non-hispanic Black,95,8711528,1.090565,0.3876471
5,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_2044,Hispanic,29,13578194,0.2135742,0.1476672
6,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_2044,Hispanic,47,14674104,0.3202757,0.1790115
7,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_2044,Other,4,5853976,0.0682913,0.1352613
8,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_2044,Other,3,5451523,0.0550213,0.1278336
9,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_4554,Non-hispanic White,562,17662722,3.181902,0.2662118
10,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_4554,Non-hispanic White,840,17472903,4.807604,0.3319828
11,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_4554,Non-hispanic Black,347,3600738,9.636946,1.047662
12,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_4554,Non-hispanic Black,349,3184952,10.95789,1.167076
13,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_4554,Hispanic,146,4045659,3.608928,0.7964351
14,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_4554,Hispanic,175,4115864,4.252046,0.790253
15,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_4554,Other,18,2055706,0.8755653,0.8801195
16,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_4554,Other,59,1818452,3.244634,1.057227
17,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_5564,Non-hispanic White,1426,17548091,8.126022,0.4369568
18,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_5564,Non-hispanic White,2035,16759644,12.14227,0.546377
19,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_5564,Non-hispanic Black,704,2982009,23.60811,1.829833
20,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_5564,Non-hispanic Black,777,2493419,31.16206,2.324326
21,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_5564,Hispanic,206,2647517,7.78079,1.37809
22,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_5564,Hispanic,307,2453141,12.51464,1.905409
23,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_5564,Other,97,1699593,5.707417,1.614761
24,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_5564,Other,86,1421186,6.051243,1.627434
25,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_over65,Non-hispanic White,4793,23310298,20.56158,0.972665
26,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_over65,Non-hispanic White,6315,18558474,34.0276,1.470381
27,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_over65,Non-hispanic Black,1462,2891576,50.56056,4.338728
28,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_over65,Non-hispanic Black,1360,1919228,70.86163,6.448545
29,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_over65,Hispanic,528,2510902,21.02828,4.229125
30,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_over65,Hispanic,619,1887534,32.79401,6.019363
31,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Female,Age_over65,Other,215,1690385,12.71905,4.478915
32,Incidence,Myeloma: Multiple myeloma/plasma-cell leuk,2013,Male,Age_over65,Other,255,1298968,19.63092,5.916738
1,Incidence,meningiomas: meningiomas,2013,Female,Age_2044,Non-hispanic White,0,36482609,0,0
2,Incidence,meningiomas: meningiomas,2013,Male,Age_2044,Non-hispanic White,0,37342837,0,0
3,Incidence,meningiomas: meningiomas,2013,Female,Age_2044,Non-hispanic Black,0,9307531,0,0
4,Incidence,meningiomas: meningiomas,2013,Male,Age_2044,Non-hispanic Black,0,8711528,0,0
5,Incidence,meningiomas: meningiomas,2013,Female,Age_2044,Hispanic,0,13578194,0,0
6,Incidence,meningiomas: meningiomas,2013,Male,Age_2044,Hispanic,0,14674104,0,0
7,Incidence,meningiomas: meningiomas,2013,Female,Age_2044,Other,0,5853976,0,0
8,Incidence,meningiomas: meningiomas,2013,Male,Age_2044,Other,0,5451523,0,0
9,Incidence,meningiomas: meningiomas,2013,Female,Age_4554,Non-hispanic White,0,17662722,0,0
10,Incidence,meningiomas: meningiomas,2013,Male,Age_4554,Non-hispanic White,0,17472903,0,0
11,Incidence,meningiomas: meningiomas,2013,Female,Age_4554,Non-hispanic Black,0,3600738,0,0
12,Incidence,meningiomas: meningiomas,2013,Male,Age_4554,Non-hispanic Black,0,3184952,0,0
13,Incidence,meningiomas: meningiomas,2013,Female,Age_4554,Hispanic,0,4045659,0,0
14,Incidence,meningiomas: meningiomas,2013,Male,Age_4554,Hispanic,0,4115864,0,0
15,Incidence,meningiomas: meningiomas,2013,Female,Age_4554,Other,0,2055706,0,0
16,Incidence,meningiomas: meningiomas,2013,Male,Age_4554,Other,0,1818452,0,0
17,Incidence,meningiomas: meningiomas,2013,Female,Age_5564,Non-hispanic White,18,17548091,0.1027144,0.0370585
18,Incidence,meningiomas: meningiomas,2013,Male,Age_5564,Non-hispanic White,0,16759644,0,0
19,Incidence,meningiomas: meningiomas,2013,Female,Age_5564,Non-hispanic Black,0,2982009,0,0
20,Incidence,meningiomas: meningiomas,2013,Male,Age_5564,Non-hispanic Black,0,2493419,0,0
21,Incidence,meningiomas: meningiomas,2013,Female,Age_5564,Hispanic,0,2647517,0,0
22,Incidence,meningiomas: meningiomas,2013,Male,Age_5564,Hispanic,0,2453141,0,0
23,Incidence,meningiomas: meningiomas,2013,Female,Age_5564,Other,0,1699593,0,0
24,Incidence,meningiomas: meningiomas,2013,Male,Age_5564,Other,0,1421186,0,0
25,Incidence,meningiomas: meningiomas,2013,Female,Age_over65,Non-hispanic White,53,23310298,0.2274549,0.0752692
