diet_pattern,subgroup,Age_label,Sex_label,Race_label,food_group,disease,pathway,median,median_LB,median_UB
Med,29,55-64,Male,NHW,pf_seafood,OSTK,direct,80.6855540173724,25.8418487188399,148.410559534991
Med,29,55-64,Male,NHW,pf_seafood,OSTK,medBMI,0,0,0
Med,29,55-64,Male,NHW,pf_seafood,OSTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,pf_seafood,Other_CVD,direct,0,0,0
Med,29,55-64,Male,NHW,pf_seafood,Other_CVD,medBMI,0,0,0
Med,29,55-64,Male,NHW,pf_seafood,Other_CVD,medSBP,0,0,0
Med,29,55-64,Male,NHW,sodium,Cancer,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,Cancer,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,Cancer,medSBP,0,0,0
Med,29,55-64,Male,NHW,sodium,DIAB,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,DIAB,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,DIAB,medSBP,0,0,0
Med,29,55-64,Male,NHW,sodium,HHD,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,HHD,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,HHD,medSBP,643.583882171531,410.439886690151,914.874658593847
Med,29,55-64,Male,NHW,sodium,HSTK,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,HSTK,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,HSTK,medSBP,183.600112978246,98.1394937423601,288.253940878322
Med,29,55-64,Male,NHW,sodium,IHD,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,IHD,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,IHD,medSBP,2287.22992161331,1395.93971705327,3662.22626681608
Med,29,55-64,Male,NHW,sodium,ISTK,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,ISTK,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,ISTK,medSBP,118.590043416651,77.3760213708023,165.654528958477
Med,29,55-64,Male,NHW,sodium,OSTK,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,OSTK,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,OSTK,medSBP,207.811743410756,136.997572385852,295.603844091632
Med,29,55-64,Male,NHW,sodium,Other_CVD,direct,0,0,0
Med,29,55-64,Male,NHW,sodium,Other_CVD,medBMI,0,0,0
Med,29,55-64,Male,NHW,sodium,Other_CVD,medSBP,160.000618126034,119.059439134356,211.189289492229
Med,29,55-64,Male,NHW,ssb,Cancer,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,Cancer,medBMI,69.5353630628714,0,206.787878019786
Med,29,55-64,Male,NHW,ssb,Cancer,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,DIAB,direct,274.36863138945,0,825.77112246782394
Med,29,55-64,Male,NHW,ssb,DIAB,medBMI,40.9543399938118,0,128.372573083996
Med,29,55-64,Male,NHW,ssb,DIAB,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,HHD,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,HHD,medBMI,17.8071171951953,0,76.0926406286104
Med,29,55-64,Male,NHW,ssb,HHD,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,HSTK,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,HSTK,medBMI,5.16889772579065,0,15.8264543061553
Med,29,55-64,Male,NHW,ssb,HSTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,IHD,direct,1311.22349814083,0,3582.50736326786
Med,29,55-64,Male,NHW,ssb,IHD,medBMI,90.0259923618877,0,268.663001586028
Med,29,55-64,Male,NHW,ssb,IHD,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,ISTK,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,ISTK,medBMI,3.70486679799721,0,11.4372458195984
Med,29,55-64,Male,NHW,ssb,ISTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,OSTK,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,OSTK,medBMI,5.94678618148849,0,18.084728251703
Med,29,55-64,Male,NHW,ssb,OSTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,ssb,Other_CVD,direct,0,0,0
Med,29,55-64,Male,NHW,ssb,Other_CVD,medBMI,16.8003129728809,0,46.5523821102138
Med,29,55-64,Male,NHW,ssb,Other_CVD,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,Cancer,direct,692.400686050315,313.666349166701,1167.45956043072
Med,29,55-64,Male,NHW,veg_exc_sta,Cancer,medBMI,36.3554765415544,21.6519750963785,56.1473934575617
Med,29,55-64,Male,NHW,veg_exc_sta,Cancer,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,DIAB,direct,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,DIAB,medBMI,21.6453544704334,9.64228858868209,36.5156678782684
Med,29,55-64,Male,NHW,veg_exc_sta,DIAB,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,HHD,direct,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,HHD,medBMI,10.4446736656146,2.32092807937769,23.7359897720288
Med,29,55-64,Male,NHW,veg_exc_sta,HHD,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,HSTK,direct,177.219972949558,38.3451469228379,332.091971606141
Med,29,55-64,Male,NHW,veg_exc_sta,HSTK,medBMI,2.75723333492328,1.26257661771223,4.73380622743631
Med,29,55-64,Male,NHW,veg_exc_sta,HSTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,IHD,direct,853.088449032371,342.101359607016,1489.80245954265
Med,29,55-64,Male,NHW,veg_exc_sta,IHD,medBMI,48.0025543725138,22.1567671870762,80.1298632535757
Med,29,55-64,Male,NHW,veg_exc_sta,IHD,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,ISTK,direct,117.306558264218,46.7470079298179,194.701933975993
Med,29,55-64,Male,NHW,veg_exc_sta,ISTK,medBMI,2.00409597008818,0.941140900277037,3.6846115732565
Med,29,55-64,Male,NHW,veg_exc_sta,ISTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,OSTK,direct,201.749508225423,86.459432064297,332.549315487318
Med,29,55-64,Male,NHW,veg_exc_sta,OSTK,medBMI,3.14697211159928,1.46200348439644,5.21876179575518
Med,29,55-64,Male,NHW,veg_exc_sta,OSTK,medSBP,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,Other_CVD,direct,0,0,0
Med,29,55-64,Male,NHW,veg_exc_sta,Other_CVD,medBMI,8.56991703403908,5.33949263574403,12.2863848735431
Med,29,55-64,Male,NHW,veg_exc_sta,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,Cancer,direct,126.928609845324,85.7602288005205,169.373017561853
Med,30,55-64,Male,NHB,dairy_tot,Cancer,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,DIAB,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,DIAB,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,IHD,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,IHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,ISTK,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,ISTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,OSTK,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,OSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,Other_CVD,medBMI,0,0,0
Med,30,55-64,Male,NHB,dairy_tot,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,Cancer,direct,135.212767571652,25.3933330471173,248.972393731849
Med,30,55-64,Male,NHB,fruit_exc_juice,Cancer,medBMI,32.6234744573097,23.0564895340857,44.4898672937388
Med,30,55-64,Male,NHB,fruit_exc_juice,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,DIAB,direct,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,DIAB,medBMI,38.606002906866,23.7341905478936,56.8503138582137
Med,30,55-64,Male,NHB,fruit_exc_juice,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,HHD,medBMI,24.9182721422415,6.52248874781987,50.7334239720534
Med,30,55-64,Male,NHB,fruit_exc_juice,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,HSTK,direct,291.636860293884,166.625330142435,385.297602835637
Med,30,55-64,Male,NHB,fruit_exc_juice,HSTK,medBMI,5.90062707531992,3.47244376850205,8.47115561052201
Med,30,55-64,Male,NHB,fruit_exc_juice,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,IHD,direct,718.817458164353,292.279774987359,1121.94301625461
Med,30,55-64,Male,NHB,fruit_exc_juice,IHD,medBMI,57.5068533740649,35.7212124197298,79.0897413014755
Med,30,55-64,Male,NHB,fruit_exc_juice,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,ISTK,direct,99.597236308979,59.5482002630574,138.117393504301
Med,30,55-64,Male,NHB,fruit_exc_juice,ISTK,medBMI,4.5964783399833,2.64948274612255,6.79111186620225
Med,30,55-64,Male,NHB,fruit_exc_juice,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,OSTK,direct,334.169642060882,208.149761724738,438.57001829835
Med,30,55-64,Male,NHB,fruit_exc_juice,OSTK,medBMI,8.03360560848233,5.10304737377087,11.3728351093388
Med,30,55-64,Male,NHB,fruit_exc_juice,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,fruit_exc_juice,Other_CVD,medBMI,14.035311060637,10.9293102228491,17.3561300914054
Med,30,55-64,Male,NHB,fruit_exc_juice,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,Cancer,direct,487.884108492954,338.038218198235,655.101500918731
Med,30,55-64,Male,NHB,gr_whole,Cancer,medBMI,38.7989829380878,28.3474935749088,50.7451800627808
Med,30,55-64,Male,NHB,gr_whole,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,DIAB,direct,436.371685929023,253.006552912607,600.406595068339
Med,30,55-64,Male,NHB,gr_whole,DIAB,medBMI,46.4534736778659,34.9234690040606,60.5170285858759
Med,30,55-64,Male,NHB,gr_whole,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,gr_whole,HHD,medBMI,30.4218177595532,6.78666773534954,56.9550330737975
Med,30,55-64,Male,NHB,gr_whole,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,gr_whole,HSTK,medBMI,6.89006518139614,5.25940330359294,8.71854610269362
Med,30,55-64,Male,NHB,gr_whole,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,IHD,direct,373.67597562196,54.4705417020799,721.254435653727
Med,30,55-64,Male,NHB,gr_whole,IHD,medBMI,66.129054550045,50.445830177407,83.5986202608162
Med,30,55-64,Male,NHB,gr_whole,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,ISTK,direct,160.957721602006,71.7879776680305,230.409122990525
Med,30,55-64,Male,NHB,gr_whole,ISTK,medBMI,5.43757986124143,3.98993641841394,7.12779722393974
Med,30,55-64,Male,NHB,gr_whole,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,OSTK,direct,130.144513852789,55.2981278795812,203.214409101144
Med,30,55-64,Male,NHB,gr_whole,OSTK,medBMI,9.49938009270669,7.36130400714405,12.1675088100346
Med,30,55-64,Male,NHB,gr_whole,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,gr_whole,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,gr_whole,Other_CVD,medBMI,16.4505216490231,14.1488364187219,19.188055302883
Med,30,55-64,Male,NHB,gr_whole,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,Cancer,direct,19.774999733409,9.04433395349135,33.2898132375646
Med,30,55-64,Male,NHB,leg_tot,Cancer,medBMI,22.8286072169155,14.0413130663709,35.9034733665503
Med,30,55-64,Male,NHB,leg_tot,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,DIAB,direct,0,0,0
Med,30,55-64,Male,NHB,leg_tot,DIAB,medBMI,27.6658335930807,12.5772966853529,46.8977195092769
Med,30,55-64,Male,NHB,leg_tot,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,leg_tot,HHD,medBMI,17.6848533250918,4.51808494650114,40.3400192145592
Med,30,55-64,Male,NHB,leg_tot,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,HSTK,direct,17.6887584891914,3.49133276247189,33.7069053470002
Med,30,55-64,Male,NHB,leg_tot,HSTK,medBMI,4.14199181223863,1.86737953207908,6.94007124255741
Med,30,55-64,Male,NHB,leg_tot,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,IHD,direct,49.66006656777,19.6449917863545,89.3978574616355
Med,30,55-64,Male,NHB,leg_tot,IHD,medBMI,39.8919984800183,18.9389016907804,66.8893623995131
Med,30,55-64,Male,NHB,leg_tot,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,ISTK,direct,12.8631455327261,4.49929676326492,22.6079258542288
Med,30,55-64,Male,NHB,leg_tot,ISTK,medBMI,3.15482740303491,1.45936630445211,5.35926524857723
Med,30,55-64,Male,NHB,leg_tot,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,OSTK,direct,24.506959321564,10.4193715739995,41.8850584526862
Med,30,55-64,Male,NHB,leg_tot,OSTK,medBMI,5.74466225387246,2.70290863399834,9.76808394210392
Med,30,55-64,Male,NHB,leg_tot,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,leg_tot,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,leg_tot,Other_CVD,medBMI,9.76364960097059,6.31546647965273,14.1956704104334
Med,30,55-64,Male,NHB,leg_tot,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,Cancer,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,Cancer,medBMI,2.38875449858372,0,9.82878780712526
Med,30,55-64,Male,NHB,pf_ns,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,DIAB,direct,26.9712754046172,0,120.737217041823
Med,30,55-64,Male,NHB,pf_ns,DIAB,medBMI,2.61208147181219,0,13.7211635505643
Med,30,55-64,Male,NHB,pf_ns,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,HHD,medBMI,1.52623748457525,0,10.204514458574
Med,30,55-64,Male,NHB,pf_ns,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,HSTK,medBMI,0.388194007597149,0,1.97154187464401
Med,30,55-64,Male,NHB,pf_ns,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,IHD,direct,280.130626045879,0,1042.99588906598
Med,30,55-64,Male,NHB,pf_ns,IHD,medBMI,3.73369726628236,0,18.4756977333036
Med,30,55-64,Male,NHB,pf_ns,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,ISTK,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,ISTK,medBMI,0.291047433855165,0,1.5515256798513
Med,30,55-64,Male,NHB,pf_ns,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,OSTK,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,OSTK,medBMI,0.513680473935013,0,2.63774441473815
Med,30,55-64,Male,NHB,pf_ns,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_ns,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_ns,Other_CVD,medBMI,1.0237747094945,0,4.07295905193751
Med,30,55-64,Male,NHB,pf_ns,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,Cancer,direct,34.5248699764972,0,93.5306124794388
Med,30,55-64,Male,NHB,pf_pm,Cancer,medBMI,2.97165236277067,0,7.25780669213162
Med,30,55-64,Male,NHB,pf_pm,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,DIAB,direct,81.7805174723918,0,189.932305751559
Med,30,55-64,Male,NHB,pf_pm,DIAB,medBMI,3.61849538524558,0,9.15221015750394
Med,30,55-64,Male,NHB,pf_pm,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_pm,HHD,medBMI,2.26344265504006,0,7.46688077395491
Med,30,55-64,Male,NHB,pf_pm,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,pf_pm,HSTK,medBMI,0.536538832704906,0,1.29190528956604
Med,30,55-64,Male,NHB,pf_pm,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,IHD,direct,182.588804226494,0,517.94755501256
Med,30,55-64,Male,NHB,pf_pm,IHD,medBMI,5.20461470475928,0,12.6438364281917
Med,30,55-64,Male,NHB,pf_pm,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,ISTK,direct,4.546300633129,0,14.2768283014849
Med,30,55-64,Male,NHB,pf_pm,ISTK,medBMI,0.420896483263528,0,1.04443326517199
Med,30,55-64,Male,NHB,pf_pm,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,OSTK,direct,3.15860914910471,0,10.0972778409134
Med,30,55-64,Male,NHB,pf_pm,OSTK,medBMI,0.759872427420422,0,1.82559382293204
Med,30,55-64,Male,NHB,pf_pm,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_pm,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_pm,Other_CVD,medBMI,1.29163265791713,0,3.07471771617501
Med,30,55-64,Male,NHB,pf_pm,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,Cancer,direct,39.1625883552328,1.10515266847434,96.1960372643267
Med,30,55-64,Male,NHB,pf_redm,Cancer,medBMI,6.66184455953228,2.4906471734975,12.0470498086484
Med,30,55-64,Male,NHB,pf_redm,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,DIAB,direct,44.2934229860191,9.36908979598019,100.986091531546
Med,30,55-64,Male,NHB,pf_redm,DIAB,medBMI,8.19585415059918,3.16279305377516,14.9192608065621
Med,30,55-64,Male,NHB,pf_redm,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_redm,HHD,medBMI,5.27159128123409,0.975843491241669,12.4542045898172
Med,30,55-64,Male,NHB,pf_redm,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,HSTK,direct,30.4476551772409,13.3352436962249,48.5341297585481
Med,30,55-64,Male,NHB,pf_redm,HSTK,medBMI,1.19278949834693,0.443456983553432,2.25248126574878
Med,30,55-64,Male,NHB,pf_redm,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,IHD,direct,114.906562285083,42.056037342453,224.184915378133
Med,30,55-64,Male,NHB,pf_redm,IHD,medBMI,11.7351450601702,4.51944517356962,21.0422755083608
Med,30,55-64,Male,NHB,pf_redm,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,ISTK,direct,21.7118312446532,9.91227686358814,34.897602995893
Med,30,55-64,Male,NHB,pf_redm,ISTK,medBMI,0.941262075238958,0.352213122883716,1.73648447134199
Med,30,55-64,Male,NHB,pf_redm,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,OSTK,direct,42.2926877072245,18.290139769554,66.8058210911902
Med,30,55-64,Male,NHB,pf_redm,OSTK,medBMI,1.64644286766113,0.567758629467689,3.03985365492595
Med,30,55-64,Male,NHB,pf_redm,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_redm,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_redm,Other_CVD,medBMI,2.91175812593703,1.15744736227438,4.98680285124157
Med,30,55-64,Male,NHB,pf_redm,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Cancer,direct,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Cancer,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,DIAB,direct,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,DIAB,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,HHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,HSTK,direct,18.6694806584905,0,42.0114629138897
Med,30,55-64,Male,NHB,pf_seafood,HSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,IHD,direct,150.417811130988,0,332.580596373473
Med,30,55-64,Male,NHB,pf_seafood,IHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,ISTK,direct,13.5174706111982,0,29.3375164975887
Med,30,55-64,Male,NHB,pf_seafood,ISTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,OSTK,direct,26.7901600120142,6.2713730088518,48.4310911523289
Med,30,55-64,Male,NHB,pf_seafood,OSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Other_CVD,medBMI,0,0,0
Med,30,55-64,Male,NHB,pf_seafood,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,sodium,Cancer,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,Cancer,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,sodium,DIAB,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,DIAB,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,sodium,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,HHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,HHD,medSBP,468.843464173138,310.101363892118,652.402304003417
Med,30,55-64,Male,NHB,sodium,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,HSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,HSTK,medSBP,116.024562642942,62.0232611976225,180.850848537307
Med,30,55-64,Male,NHB,sodium,IHD,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,IHD,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,IHD,medSBP,797.1970423799,477.922477031222,1266.62758809494
Med,30,55-64,Male,NHB,sodium,ISTK,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,ISTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,ISTK,medSBP,78.2823010763028,50.2140195182088,111.486100225005
Med,30,55-64,Male,NHB,sodium,OSTK,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,OSTK,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,OSTK,medSBP,154.997609845903,99.9151171043722,221.559090743877
Med,30,55-64,Male,NHB,sodium,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,sodium,Other_CVD,medBMI,0,0,0
Med,30,55-64,Male,NHB,sodium,Other_CVD,medSBP,61.3047750371705,44.7640686267063,81.878946936613
Med,30,55-64,Male,NHB,ssb,Cancer,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,Cancer,medBMI,17.3518142170044,6.81847392652931,31.7814892608367
Med,30,55-64,Male,NHB,ssb,Cancer,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,DIAB,direct,136.838474471283,44.959014916805,275.20776278953
Med,30,55-64,Male,NHB,ssb,DIAB,medBMI,21.007022247519,8.81351476019972,37.8485106319347
Med,30,55-64,Male,NHB,ssb,DIAB,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,HHD,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,HHD,medBMI,13.2454019357188,2.8656811571120002,32.6722658286535
Med,30,55-64,Male,NHB,ssb,HHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,HSTK,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,HSTK,medBMI,3.03818515194271,1.2216409708745,5.67897255430507
Med,30,55-64,Male,NHB,ssb,HSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,IHD,direct,429.309730311322,183.112113062964,749.701603416089
Med,30,55-64,Male,NHB,ssb,IHD,medBMI,29.8257172339219,11.2299852202992,53.5820394177139
Med,30,55-64,Male,NHB,ssb,IHD,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,ISTK,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,ISTK,medBMI,2.37894669903367,0.950507125965095,4.63176548726158
Med,30,55-64,Male,NHB,ssb,ISTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,OSTK,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,OSTK,medBMI,4.27866542725026,1.62045836800252,7.72163318230073
Med,30,55-64,Male,NHB,ssb,OSTK,medSBP,0,0,0
Med,30,55-64,Male,NHB,ssb,Other_CVD,direct,0,0,0
Med,30,55-64,Male,NHB,ssb,Other_CVD,medBMI,7.37559262257956,2.98361678180551,12.4861434455083
Med,30,55-64,Male,NHB,ssb,Other_CVD,medSBP,0,0,0
Med,30,55-64,Male,NHB,veg_exc_sta,Cancer,direct,106.34502351169,48.9928087598881,179.838169804574
