year,race_gp,age_gp,sex,subgroup_id,crude_rate
2017,NHW,age_2044,Female,1,0.3500000453
2017,NHB,age_2044,Female,2,0.5040000611
2017,HIS,age_2044,Female,3,0.3450001694
2017,Other,age_2044,Female,4,0.5669999242
2017,NHW,age_2044,Male,5,0.4430000094
2017,NHB,age_2044,Male,6,1.3519998312
2017,HIS,age_2044,Male,7,0.7490000613
2017,Other,age_2044,Male,8,2.3630001719
2017,NHW,age_4554,Female,9,1.9880000175
2017,NHB,age_4554,Female,10,3.4649993083
2017,HIS,age_4554,Female,11,3.1599995559
2017,Other,age_4554,Female,12,3.4159998802
2017,NHW,age_4554,Male,13,7.6970000262
2017,NHB,age_4554,Male,14,11.232000065
2017,HIS,age_4554,Male,15,16.369000136
2017,Other,age_4554,Male,16,17.809000573
2017,NHW,age_5564,Female,17,7.1529999281
2017,NHB,age_5564,Female,18,16.128000282
2017,HIS,age_5564,Female,19,14.205999643
2017,Other,age_5564,Female,20,11.901999256
2017,NHW,age_5564,Male,21,34.518000072
2017,NHB,age_5564,Male,22,72.877000674
2017,HIS,age_5564,Male,23,61.128000104
2017,Other,age_5564,Male,24,54.434000289
2017,NHW,age_65+,Female,25,11.271000083
2017,NHB,age_65+,Female,26,16.702999839
2017,HIS,age_65+,Female,27,34.129999138
2017,Other,age_65+,Female,28,33.052001469
2017,NHW,age_65+,Male,29,35.317999915
2017,NHB,age_65+,Male,30,55.905999418
2017,HIS,age_65+,Male,31,75.350000841
2017,Other,age_65+,Male,32,76.747998583
2018,NHW,age_2044,Female,1,0.4238861548
2018,NHB,age_2044,Female,2,0.5930941564
2018,HIS,age_2044,Female,3,0.4509143681
2018,Other,age_2044,Female,4,0.6466727309
2018,NHW,age_2044,Male,5,0.6788457521
2018,NHB,age_2044,Male,6,1.5771125126
2018,HIS,age_2044,Male,7,1.1894900428
2018,Other,age_2044,Male,8,2.747236322
2018,NHW,age_4554,Female,9,2.7031842097
2018,NHB,age_4554,Female,10,4.9259221204
2018,HIS,age_4554,Female,11,4.2049873664
2018,Other,age_4554,Female,12,4.1217638645
2018,NHW,age_4554,Male,13,11.076466475
2018,NHB,age_4554,Male,14,17.410533293
2018,HIS,age_4554,Male,15,20.105191881
2018,Other,age_4554,Male,16,20.536811749
2018,NHW,age_5564,Female,17,8.3818801985
2018,NHB,age_5564,Female,18,18.421455946
2018,HIS,age_5564,Female,19,16.706226342
2018,Other,age_5564,Female,20,13.573225451
2018,NHW,age_5564,Male,21,40.081903183
2018,NHB,age_5564,Male,22,81.605321434
2018,HIS,age_5564,Male,23,67.138217538
2018,Other,age_5564,Male,24,57.257654732
2018,NHW,age_65+,Female,25,11.648290168
2018,NHB,age_65+,Female,26,17.43731436
2018,HIS,age_65+,Female,27,35.222276673
2018,Other,age_65+,Female,28,32.002851347
2018,NHW,age_65+,Male,29,37.271489975
2018,NHB,age_65+,Male,30,60.805434175
2018,HIS,age_65+,Male,31,77.940534552
2018,Other,age_65+,Male,32,75.694404088
2019,NHW,age_2044,Female,1,0.4919367219
2019,NHB,age_2044,Female,2,0.6828001635
2019,HIS,age_2044,Female,3,0.5523417975
2019,Other,age_2044,Female,4,0.7340173155
2019,NHW,age_2044,Male,5,0.9141529604
2019,NHB,age_2044,Male,6,1.787861817
2019,HIS,age_2044,Male,7,1.6509129422
2019,Other,age_2044,Male,8,3.1683715604
2019,NHW,age_4554,Female,9,3.4903341089
2019,NHB,age_4554,Female,10,6.7211829975
2019,HIS,age_4554,Female,11,5.3949283834
2019,Other,age_4554,Female,12,4.8897964381
2019,NHW,age_4554,Male,13,15.269537676
2019,NHB,age_4554,Male,14,25.631021553
2019,HIS,age_4554,Male,15,24.894337777
2019,Other,age_4554,Male,16,23.950429709
2019,NHW,age_5564,Female,17,9.1577983131
2019,NHB,age_5564,Female,18,19.485369815
2019,HIS,age_5564,Female,19,18.871895469
2019,Other,age_5564,Female,20,15.271432716
2019,NHW,age_5564,Male,21,42.66103504
2019,NHB,age_5564,Male,22,84.994652014
2019,HIS,age_5564,Male,23,70.581551864
2019,Other,age_5564,Male,24,59.412984343
2019,NHW,age_65+,Female,25,11.841645214
2019,NHB,age_65+,Female,26,17.816490728
2019,HIS,age_65+,Female,27,35.781455814
2019,Other,age_65+,Female,28,31.490833292
2019,NHW,age_65+,Male,29,38.288387774
2019,NHB,age_65+,Male,30,63.413886017
2019,HIS,age_65+,Male,31,79.26901132
2019,Other,age_65+,Male,32,75.173040129
2020,NHW,age_2044,Female,1,0.5627594245
2020,NHB,age_2044,Female,2,0.772814643
2020,HIS,age_2044,Female,3,0.6552278523
2020,Other,age_2044,Female,4,0.8182852565
2020,NHW,age_2044,Male,5,1.150044702
2020,NHB,age_2044,Male,6,1.977040789
2020,HIS,age_2044,Male,7,2.1155227083
2020,Other,age_2044,Male,8,3.5656861515
2020,NHW,age_4554,Female,9,4.3597270542
2020,NHB,age_4554,Female,10,8.8315043768
2020,HIS,age_4554,Female,11,6.7209244039
2020,Other,age_4554,Female,12,5.6481374472
2020,NHW,age_4554,Male,13,20.137201965
2020,NHB,age_4554,Male,14,35.384979839
2020,HIS,age_4554,Male,15,30.529474599
2020,Other,age_4554,Male,16,27.574869954
2020,NHW,age_5564,Female,17,9.9065164294
2020,NHB,age_5564,Female,18,20.439494495
2020,HIS,age_5564,Female,19,21.197533198
2020,Other,age_5564,Female,20,16.993994455
2020,NHW,age_5564,Male,21,44.994444557
2020,NHB,age_5564,Male,22,87.977794902
2020,HIS,age_5564,Male,23,73.96472854
2020,Other,age_5564,Male,24,61.485177836
2020,NHW,age_65+,Female,25,12.038209975
2020,NHB,age_65+,Female,26,18.203909451
2020,HIS,age_65+,Female,27,36.349509917
2020,Other,age_65+,Female,28,30.987007336
2020,NHW,age_65+,Male,29,39.333030103
2020,NHB,age_65+,Male,30,66.134239433
2020,HIS,age_65+,Male,31,80.620131176
2020,Other,age_65+,Male,32,74.655269095
2021,NHW,age_2044,Female,1,0.6323998435
2021,NHB,age_2044,Female,2,0.8574450706
2021,HIS,age_2044,Female,3,0.7556447002
2021,Other,age_2044,Female,4,0.8959099156
2021,NHW,age_2044,Male,5,1.3684929934
2021,NHB,age_2044,Male,6,2.1297825638
2021,HIS,age_2044,Male,7,2.5520338605
2021,Other,age_2044,Male,8,3.9153509457
2021,NHW,age_4554,Female,9,5.288758315
2021,NHB,age_4554,Female,10,11.191656819
2021,HIS,age_4554,Female,11,8.1421409387
2021,Other,age_4554,Female,12,6.39106833
2021,NHW,age_4554,Male,13,25.569365527
2021,NHB,age_4554,Male,14,46.23961094
2021,HIS,age_4554,Male,15,36.786863428
2021,Other,age_4554,Male,16,31.316170086
2021,NHW,age_5564,Female,17,10.613248249
2021,NHB,age_5564,Female,18,21.258836667
2021,HIS,age_5564,Female,19,23.603752977
2021,Other,age_5564,Female,20,18.637557642
2021,NHW,age_5564,Male,21,47.032275239
2021,NHB,age_5564,Male,22,90.555644047
2021,HIS,age_5564,Male,23,77.196721153
2021,Other,age_5564,Male,24,63.376592759
2021,NHW,age_65+,Female,25,12.238037634
2021,NHB,age_65+,Female,26,18.599755508
2021,HIS,age_65+,Female,27,36.926583802
2021,Other,age_65+,Female,28,30.491241478
2021,NHW,age_65+,Male,29,40.406173707
