year,race_gp,age_gp,sex,subgroup_id,crude_rate
2017,NHW,age_2044,Female,1,1.1670000466
2017,NHB,age_2044,Female,2,1.5659998693
2017,HIS,age_2044,Female,3,1.0280001029
2017,Other,age_2044,Female,4,0.9440001707
2017,NHW,age_2044,Male,5,1.3120000514
2017,NHB,age_2044,Male,6,1.5490002382
2017,HIS,age_2044,Male,7,0.9590000472
2017,Other,age_2044,Male,8,1.0400001679
2017,NHW,age_4554,Female,9,7.4940000088
2017,NHB,age_4554,Female,10,10.79199977
2017,HIS,age_4554,Female,11,6.1930001713
2017,Other,age_4554,Female,12,5.5299996939
2017,NHW,age_4554,Male,13,10.413000011
2017,NHB,age_4554,Male,14,13.299000049
2017,HIS,age_4554,Male,15,8.0359998482
2017,Other,age_4554,Male,16,7.7159995378
2017,NHW,age_5564,Female,17,21.094999962
2017,NHB,age_5564,Female,18,30.516999523
2017,HIS,age_5564,Female,19,18.358999654
2017,Other,age_5564,Female,20,15.144000442
2017,NHW,age_5564,Male,21,30.235000043
2017,NHB,age_5564,Male,22,41.06499985
2017,HIS,age_5564,Male,23,24.077999903
2017,Other,age_5564,Male,24,21.094999963
2017,NHW,age_65+,Female,25,57.64700005
2017,NHB,age_65+,Female,26,74.443999222
2017,HIS,age_65+,Female,27,56.791999063
2017,Other,age_65+,Female,28,50.084001837
2017,NHW,age_65+,Male,29,76.522000042
2017,NHB,age_65+,Male,30,83.991999766
2017,HIS,age_65+,Male,31,64.670000505
2017,Other,age_65+,Male,32,59.951998776
2018,NHW,age_2044,Female,1,1.4842187822
2018,NHB,age_2044,Female,2,1.9942374709
2018,HIS,age_2044,Female,3,1.2848589921
2018,Other,age_2044,Female,4,1.1690336407
2018,NHW,age_2044,Male,5,1.7076449035
2018,NHB,age_2044,Male,6,1.9657255233
2018,HIS,age_2044,Male,7,1.2209227414
2018,Other,age_2044,Male,8,1.3045243334
2018,NHW,age_4554,Female,9,9.3637734372
2018,NHB,age_4554,Female,10,13.183203726
2018,HIS,age_4554,Female,11,7.446576778
2018,Other,age_4554,Female,12,6.6480385829
2018,NHW,age_4554,Male,13,12.847920237
2018,NHB,age_4554,Male,14,16.103604428
2018,HIS,age_4554,Male,15,9.5111738578
2018,Other,age_4554,Male,16,9.3406204153
2018,NHW,age_5564,Female,17,25.198646131
2018,NHB,age_5564,Female,18,35.152413473
2018,HIS,age_5564,Female,19,21.664195199
2018,Other,age_5564,Female,20,18.438168156
2018,NHW,age_5564,Male,21,35.210873455
2018,NHB,age_5564,Male,22,45.271148423
2018,HIS,age_5564,Male,23,27.403212782
2018,Other,age_5564,Male,24,25.118786925
2018,NHW,age_65+,Female,25,58.485017323
2018,NHB,age_65+,Female,26,74.922851995
2018,HIS,age_65+,Female,27,57.378880962
2018,Other,age_65+,Female,28,50.612015725
2018,NHW,age_65+,Male,29,78.287752726
2018,NHB,age_65+,Male,30,85.039072259
2018,HIS,age_65+,Male,31,64.966968486
2018,Other,age_65+,Male,32,60.621473036
2019,NHW,age_2044,Female,1,1.7704495965
2019,NHB,age_2044,Female,2,2.3721616484
2019,HIS,age_2044,Female,3,1.5112194512
2019,Other,age_2044,Female,4,1.3737415032
2019,NHW,age_2044,Male,5,2.0747183231
2019,NHB,age_2044,Male,6,2.3457297447
2019,HIS,age_2044,Male,7,1.4749410148
2019,Other,age_2044,Male,8,1.5684949829
2019,NHW,age_4554,Female,9,11.103948878
2019,NHB,age_4554,Female,10,15.520657192
2019,HIS,age_4554,Female,11,8.6771702719
2019,Other,age_4554,Female,12,7.6791899407
2019,NHW,age_4554,Male,13,15.207670777
2019,NHB,age_4554,Male,14,19.080359622
