year,race_gp,age_gp,sex,subgroup_id,crude_rate
2017,NHW,age_2044,Female,1,0
2017,NHB,age_2044,Female,2,0
2017,HIS,age_2044,Female,3,0
2017,Other,age_2044,Female,4,0
2017,NHW,age_2044,Male,5,0.2949999441
2017,NHB,age_2044,Male,6,0.737999839
2017,HIS,age_2044,Male,7,0.1989999556
2017,Other,age_2044,Male,8,0.133999439
2017,NHW,age_4554,Female,9,0
2017,NHB,age_4554,Female,10,0
2017,HIS,age_4554,Female,11,0
2017,Other,age_4554,Female,12,0
2017,NHW,age_4554,Male,13,13.447999955
2017,NHB,age_4554,Male,14,28.256000114
2017,HIS,age_4554,Male,15,9.0350004163
2017,Other,age_4554,Male,16,6.8549989112
2017,NHW,age_5564,Female,17,0
2017,NHB,age_5564,Female,18,0
2017,HIS,age_5564,Female,19,0
2017,Other,age_5564,Female,20,0
2017,NHW,age_5564,Male,21,62.21499994
2017,NHB,age_5564,Male,22,110.93100039
2017,HIS,age_5564,Male,23,49.067000323
2017,Other,age_5564,Male,24,36.679999295
2017,NHW,age_65+,Female,25,0
2017,NHB,age_65+,Female,26,0
2017,HIS,age_65+,Female,27,0
2017,Other,age_65+,Female,28,0
2017,NHW,age_65+,Male,29,103.16299982
2017,NHB,age_65+,Male,30,147.96200105
2017,HIS,age_65+,Male,31,95.787999417
2017,Other,age_65+,Male,32,79.397000219
2018,NHW,age_2044,Female,1,0
2018,NHB,age_2044,Female,2,0
2018,HIS,age_2044,Female,3,0
2018,Other,age_2044,Female,4,0
2018,NHW,age_2044,Male,5,0.7662826947
2018,NHB,age_2044,Male,6,1.6029995838
2018,HIS,age_2044,Male,7,0.4783354527
2018,Other,age_2044,Male,8,0.3813491676
2018,NHW,age_4554,Female,9,0
2018,NHB,age_4554,Female,10,0
2018,HIS,age_4554,Female,11,0
2018,Other,age_4554,Female,12,0
2018,NHW,age_4554,Male,13,18.538402494
2018,NHB,age_4554,Male,14,36.507813258
2018,HIS,age_4554,Male,15,12.182511902
2018,Other,age_4554,Male,16,9.7083491016
2018,NHW,age_5564,Female,17,0
2018,NHB,age_5564,Female,18,0
2018,HIS,age_5564,Female,19,0
2018,Other,age_5564,Female,20,0
2018,NHW,age_5564,Male,21,65.457637866
2018,NHB,age_5564,Male,22,113.11822021
2018,HIS,age_5564,Male,23,51.130008632
2018,Other,age_5564,Male,24,40.097462498
2018,NHW,age_65+,Female,25,0
2018,NHB,age_65+,Female,26,0
2018,HIS,age_65+,Female,27,0
2018,Other,age_65+,Female,28,0
2018,NHW,age_65+,Male,29,105.00008314
2018,NHB,age_65+,Male,30,144.72385284
2018,HIS,age_65+,Male,31,93.721222166
2018,Other,age_65+,Male,32,79.496194138
2019,NHW,age_2044,Female,1,0
2019,NHB,age_2044,Female,2,0
2019,HIS,age_2044,Female,3,0
2019,Other,age_2044,Female,4,0
2019,NHW,age_2044,Male,5,1.2228664688
2019,NHB,age_2044,Male,6,2.4504184674
2019,HIS,age_2044,Male,7,0.7595345179
2019,Other,age_2044,Male,8,0.6235205837
2019,NHW,age_4554,Female,9,0
2019,NHB,age_4554,Female,10,0
2019,HIS,age_4554,Female,11,0
2019,Other,age_4554,Female,12,0
2019,NHW,age_4554,Male,13,23.61746946
2019,NHB,age_4554,Male,14,44.83170388
2019,HIS,age_4554,Male,15,15.496216139
2019,Other,age_4554,Male,16,12.514433526
2019,NHW,age_5564,Female,17,0
2019,NHB,age_5564,Female,18,0
2019,HIS,age_5564,Female,19,0
2019,Other,age_5564,Female,20,0
2019,NHW,age_5564,Male,21,69.396558304
2019,NHB,age_5564,Male,22,115.52982245
2019,HIS,age_5564,Male,23,54.057874846
2019,Other,age_5564,Male,24,43.805483158
2019,NHW,age_65+,Female,25,0
2019,NHB,age_65+,Female,26,0
2019,HIS,age_65+,Female,27,0
2019,Other,age_65+,Female,28,0
2019,NHW,age_65+,Male,29,105.93085623
2019,NHB,age_65+,Male,30,143.13145153
2019,HIS,age_65+,Male,31,92.70461738
2019,Other,age_65+,Male,32,79.54583019
2020,NHW,age_2044,Female,1,0
2020,NHB,age_2044,Female,2,0
2020,HIS,age_2044,Female,3,0
2020,Other,age_2044,Female,4,0
2020,NHW,age_2044,Male,5,1.6860444673
2020,NHB,age_2044,Male,6,3.327684822
2020,HIS,age_2044,Male,7,1.046101291
2020,Other,age_2044,Male,8,0.8673262857
2020,NHW,age_4554,Female,9,0
2020,NHB,age_4554,Female,10,0
2020,HIS,age_4554,Female,11,0
2020,Other,age_4554,Female,12,0
2020,NHW,age_4554,Male,13,28.466734856
2020,NHB,age_4554,Male,14,53.193195005
2020,HIS,age_4554,Male,15,18.892543201
2020,Other,age_4554,Male,16,15.30090793
2020,NHW,age_5564,Female,17,0
2020,NHB,age_5564,Female,18,0
2020,HIS,age_5564,Female,19,0
2020,Other,age_5564,Female,20,0
2020,NHW,age_5564,Male,21,73.720193323
2020,NHB,age_5564,Male,22,117.93880161
2020,HIS,age_5564,Male,23,57.298094535
2020,Other,age_5564,Male,24,47.791710429
2020,NHW,age_65+,Female,25,0
2020,NHB,age_65+,Female,26,0
2020,HIS,age_65+,Female,27,0
2020,Other,age_65+,Female,28,0
2020,NHW,age_65+,Male,29,106.86988045
2020,NHB,age_65+,Male,30,141.55657257
2020,HIS,age_65+,Male,31,91.699037238
2020,Other,age_65+,Male,32,79.595502731
2021,NHW,age_2044,Female,1,0
2021,NHB,age_2044,Female,2,0
2021,HIS,age_2044,Female,3,0
2021,Other,age_2044,Female,4,0
2021,NHW,age_2044,Male,5,2.1221355975
2021,NHB,age_2044,Male,6,4.1736819586
2021,HIS,age_2044,Male,7,1.3198113521
2021,Other,age_2044,Male,8,1.1002586643
2021,NHW,age_4554,Female,9,0
2021,NHB,age_4554,Female,10,0
2021,HIS,age_4554,Female,11,0
2021,Other,age_4554,Female,12,0
2021,NHW,age_4554,Male,13,32.913995035
2021,NHB,age_4554,Male,14,61.087424043
2021,HIS,age_4554,Male,15,22.178865952
2021,Other,age_4554,Male,16,18.003144927
2021,NHW,age_5564,Female,17,0
2021,NHB,age_5564,Female,18,0
2021,HIS,age_5564,Female,19,0
2021,Other,age_5564,Female,20,0
2021,NHW,age_5564,Male,21,78.313541443
2021,NHB,age_5564,Male,22,120.20058778
2021,HIS,age_5564,Male,23,60.625216213
2021,Other,age_5564,Male,24,51.857532459
2021,NHW,age_65+,Female,25,0
2021,NHB,age_65+,Female,26,0
2021,HIS,age_65+,Female,27,0
2021,Other,age_65+,Female,28,0
2021,NHW,age_65+,Male,29,107.81722816
2021,NHB,age_65+,Male,30,139.99902295
2021,HIS,age_65+,Male,31,90.704366469
2021,Other,age_65+,Male,32,79.645210835
2022,NHW,age_2044,Female,1,0
2022,NHB,age_2044,Female,2,0
2022,HIS,age_2044,Female,3,0
2022,Other,age_2044,Female,4,0
2022,NHW,age_2044,Male,5,2.5670122841
2022,NHB,age_2044,Male,6,5.0487234543
2022,HIS,age_2044,Male,7,1.5904587327
2022,Other,age_2044,Male,8,1.330648202
2022,NHW,age_4554,Female,9,0
2022,NHB,age_4554,Female,10,0
2022,HIS,age_4554,Female,11,0
2022,Other,age_4554,Female,12,0
2022,NHW,age_4554,Male,13,37.221208441
2022,NHB,age_4554,Male,14,68.652092135
2022,HIS,age_4554,Male,15,25.4101529
2022,Other,age_4554,Male,16,20.648097058
2022,NHW,age_5564,Female,17,0
2022,NHB,age_5564,Female,18,0
2022,HIS,age_5564,Female,19,0
2022,Other,age_5564,Female,20,0
2022,NHW,age_5564,Male,21,83.354876659
2022,NHB,age_5564,Male,22,122.37822813
2022,HIS,age_5564,Male,23,64.123913276
2022,Other,age_5564,Male,24,56.063026036
2022,NHW,age_65+,Female,25,0
