year,race_gp,age_gp,sex,subgroup_id,crude_rate
2017,NHW,age_2044,Female,1,4.1040000585
2017,NHB,age_2044,Female,2,3.8459998586
2017,HIS,age_2044,Female,3,4.0729999022
2017,Other,age_2044,Female,4,2.0670000401
2017,NHW,age_2044,Male,5,6.3090000785
2017,NHB,age_2044,Male,6,6.787999811
2017,HIS,age_2044,Male,7,5.1100001269
2017,Other,age_2044,Male,8,3.7140007625
2017,NHW,age_4554,Female,9,14.276000043
2017,NHB,age_4554,Female,10,15.376999294
2017,HIS,age_4554,Female,11,15.344999614
2017,Other,age_4554,Female,12,8.5559999713
2017,NHW,age_4554,Male,13,28.537000026
2017,NHB,age_4554,Male,14,33.256999251
2017,HIS,age_4554,Male,15,24.937999918
2017,Other,age_4554,Male,16,19.137001024
2017,NHW,age_5564,Female,17,25.892000047
2017,NHB,age_5564,Female,18,31.821000001
2017,HIS,age_5564,Female,19,29.268000343
2017,Other,age_5564,Female,20,16.116000897
2017,NHW,age_5564,Male,21,54.811999979
2017,NHB,age_5564,Male,22,68.703000432
2017,HIS,age_5564,Male,23,52.686999778
2017,Other,age_5564,Male,24,35.805000223
2017,NHW,age_65+,Female,25,44.486000115
2017,NHB,age_65+,Female,26,51.882999692
2017,HIS,age_65+,Female,27,46.37800004
2017,Other,age_65+,Female,28,27.744998679
2017,NHW,age_65+,Male,29,92.245000096
2017,NHB,age_65+,Male,30,98.308000342
2017,HIS,age_65+,Male,31,91.631000432
2017,Other,age_65+,Male,32,57.717001093
2018,NHW,age_2044,Female,1,4.8538910958
2018,NHB,age_2044,Female,2,4.5113762991
2018,HIS,age_2044,Female,3,4.8759174063
2018,Other,age_2044,Female,4,2.4809681505
2018,NHW,age_2044,Male,5,7.6714038663
2018,NHB,age_2044,Male,6,8.2281241965
2018,HIS,age_2044,Male,7,6.2054676153
2018,Other,age_2044,Male,8,4.5652065215
2018,NHW,age_4554,Female,9,16.175459415
2018,NHB,age_4554,Female,10,17.654924886
2018,HIS,age_4554,Female,11,17.293769395
2018,Other,age_4554,Female,12,9.8128066995
2018,NHW,age_4554,Male,13,32.721420334
2018,NHB,age_4554,Male,14,38.189947592
2018,HIS,age_4554,Male,15,28.078018839
2018,Other,age_4554,Male,16,22.125044342
2018,NHW,age_5564,Female,17,28.084071038
2018,NHB,age_5564,Female,18,34.711335787
2018,HIS,age_5564,Female,19,31.423393933
2018,Other,age_5564,Female,20,17.698287576
2018,NHW,age_5564,Male,21,59.347843092
2018,NHB,age_5564,Male,22,73.187072245
2018,HIS,age_5564,Male,23,56.968790168
2018,Other,age_5564,Male,24,39.033925436
2018,NHW,age_65+,Female,25,44.919925046
2018,NHB,age_65+,Female,26,53.812181569
2018,HIS,age_65+,Female,27,47.001362726
2018,Other,age_65+,Female,28,28.044829555
2018,NHW,age_65+,Male,29,93.742329032
2018,NHB,age_65+,Male,30,101.52854719
2018,HIS,age_65+,Male,31,93.263065185
2018,Other,age_65+,Male,32,59.501414092
2019,NHW,age_2044,Female,1,5.4358477786
2019,NHB,age_2044,Female,2,5.0533104534
2019,HIS,age_2044,Female,3,5.506399094
2019,Other,age_2044,Female,4,2.8306510481
2019,NHW,age_2044,Male,5,8.8031656589
2019,NHB,age_2044,Male,6,9.3984975855
2019,HIS,age_2044,Male,7,7.1162344199
2019,Other,age_2044,Male,8,5.3274569199
2019,NHW,age_4554,Female,9,17.737514322
2019,NHB,age_4554,Female,10,19.752773306
2019,HIS,age_4554,Female,11,18.968137849
2019,Other,age_4554,Female,12,10.828797024
2019,NHW,age_4554,Male,13,36.206091885
2019,NHB,age_4554,Male,14,42.627489606
2019,HIS,age_4554,Male,15,31.060634511
2019,Other,age_4554,Male,16,24.435488029
2019,NHW,age_5564,Female,17,30.086777713
2019,NHB,age_5564,Female,18,37.217116481
2019,HIS,age_5564,Female,19,33.233567678
2019,Other,age_5564,Female,20,19.000993208
2019,NHW,age_5564,Male,21,63.469501674
2019,NHB,age_5564,Male,22,76.924785307
2019,HIS,age_5564,Male,23,60.79374712
2019,Other,age_5564,Male,24,41.730049363
2019,NHW,age_65+,Female,25,45.138472415
2019,NHB,age_65+,Female,26,54.803507618
2019,HIS,age_65+,Female,27,47.316180549
2019,Other,age_65+,Female,28,28.195955844
2019,NHW,age_65+,Male,29,94.500083173
2019,NHB,age_65+,Male,30,103.17817421
2019,HIS,age_65+,Male,31,94.089966805
2019,Other,age_65+,Male,32,60.414208233
