year,race_gp,age_gp,sex,subgroup_id,crude_rate
2017,NHW,age_2044,Female,1,0.6900000366
2017,NHB,age_2044,Female,2,1.5759998211
2017,HIS,age_2044,Female,3,2.1780000032
2017,Other,age_2044,Female,4,1.8410008533
2017,NHW,age_2044,Male,5,0.5590000051
2017,NHB,age_2044,Male,6,1.5480003645
2017,HIS,age_2044,Male,7,1.9099997921
2017,Other,age_2044,Male,8,1.5330003299
2017,NHW,age_4554,Female,9,2.5489999965
2017,NHB,age_4554,Female,10,6.3210001994
2017,HIS,age_4554,Female,11,7.1879999508
2017,Other,age_4554,Female,12,7.1340011292
2017,NHW,age_4554,Male,13,2.6100000374
2017,NHB,age_4554,Male,14,9.0430003419
2017,HIS,age_4554,Male,15,7.6539997429
2017,Other,age_4554,Male,16,7.831000197
2017,NHW,age_5564,Female,17,4.8049999329
2017,NHB,age_5564,Female,18,12.085000677
2017,HIS,age_5564,Female,19,12.528000064
2017,Other,age_5564,Female,20,12.404000224
2017,NHW,age_5564,Male,21,5.9500000862
2017,NHB,age_5564,Male,22,23.399000491
2017,HIS,age_5564,Male,23,16.847999514
2017,Other,age_5564,Male,24,19.431998865
2017,NHW,age_65+,Female,25,12.095999891
2017,NHB,age_65+,Female,26,31.646999795
2017,HIS,age_65+,Female,27,30.930000596
2017,Other,age_65+,Female,28,33.514998909
2017,NHW,age_65+,Male,29,18.937000131
2017,NHB,age_65+,Male,30,60.105000633
2017,HIS,age_65+,Male,31,49.233000062
2017,Other,age_65+,Male,32,58.46099912
2018,NHW,age_2044,Female,1,0.7895041136
2018,NHB,age_2044,Female,2,1.7716707046
2018,HIS,age_2044,Female,3,2.4419889981
2018,Other,age_2044,Female,4,1.9930478121
2018,NHW,age_2044,Male,5,0.6451621989
2018,NHB,age_2044,Male,6,1.7427935369
2018,HIS,age_2044,Male,7,2.1091601437
2018,Other,age_2044,Male,8,1.7059993609
2018,NHW,age_4554,Female,9,2.906685198
2018,NHB,age_4554,Female,10,6.9954520382
2018,HIS,age_4554,Female,11,7.6560918084
2018,Other,age_4554,Female,12,7.5404663291
2018,NHW,age_4554,Male,13,2.9478729518
2018,NHB,age_4554,Male,14,10.201656528
2018,HIS,age_4554,Male,15,8.3034528633
2018,Other,age_4554,Male,16,8.6131509625
2018,NHW,age_5564,Female,17,5.4770974044
2018,NHB,age_5564,Female,18,13.573698899
2018,HIS,age_5564,Female,19,13.774695318
2018,Other,age_5564,Female,20,13.898194087
2018,NHW,age_5564,Male,21,6.8588941309
2018,NHB,age_5564,Male,22,25.527381834
2018,HIS,age_5564,Male,23,18.317677218
2018,Other,age_5564,Male,24,21.592369265
2018,NHW,age_65+,Female,25,11.485641427
