diet_pattern,outcome,age_gp,sex_gp,perc_change,perc_change_LB,perc_change_UB,perc_change_UB_new,perc_change_LB_new
DGAplus,BLUEWATER (L),20-34,Female,3.5415060112324968,13.909472542280236,-5.121541187535876,-5.121541187535876,13.909472542280236
DGAplus,BLUEWATER (L),20-34,Male,-5.106216634742604,5.00834849232507,-13.345586544421483,5.00834849232507,-13.345586544421483
DGAplus,BLUEWATER (L),35-44,Female,5.171980549589918,18.052033343975037,-5.364897192797561,-5.364897192797561,18.052033343975037
DGAplus,BLUEWATER (L),35-44,Male,-1.1963915855872667,12.57167161655744,-11.947882765194523,12.57167161655744,-11.947882765194523
DGAplus,BLUEWATER (L),45-54,Female,3.4101395121705145,18.683799497844568,-8.409029965365912,-8.409029965365912,18.683799497844568
DGAplus,BLUEWATER (L),45-54,Male,-2.643545368218625,11.685496028656532,-13.645882973162674,11.685496028656532,-13.645882973162674
DGAplus,BLUEWATER (L),55-64,Female,4.005500366806268,17.940248196271384,-6.939272612524487,-6.939272612524487,17.940248196271384
DGAplus,BLUEWATER (L),55-64,Male,-0.23123206325791767,13.571153880982715,-10.995066885606464,13.571153880982715,-10.995066885606464
DGAplus,BLUEWATER (L),65-74,Female,2.4630001117209943,16.03488154103211,-8.088136060505345,-8.088136060505345,16.03488154103211
DGAplus,BLUEWATER (L),65-74,Male,-1.8554524145732652,11.15319868098535,-12.109335315983646,11.15319868098535,-12.109335315983646
DGAplus,BLUEWATER (L),75+,Female,5.550211256114594,18.331733214033267,-4.645170581631594,-4.645170581631594,18.331733214033267
DGAplus,BLUEWATER (L),75+,Male,-0.38497837555224346,14.38490761395011,-11.88136895143003,14.38490761395011,-11.88136895143003
Med,BLUEWATER (L),20-34,Female,19.374700501771564,31.359895321679105,9.4480234620649,9.4480234620649,31.359895321679105
Med,BLUEWATER (L),20-34,Male,8.965021394878978,20.75742764222806,-0.7168961056323137,-0.7168961056323137,20.75742764222806
Med,BLUEWATER (L),35-44,Female,20.82261166657243,35.71053982379504,8.775677773693236,8.775677773693236,35.71053982379504
Med,BLUEWATER (L),35-44,Male,11.776616425157094,27.539140725773148,-0.47153003673671284,-0.47153003673671284,27.539140725773148
Med,BLUEWATER (L),45-54,Female,19.139688705743467,36.46263435542559,5.3389653918374185,5.3389653918374185,36.46263435542559
Med,BLUEWATER (L),45-54,Male,11.92643432864006,28.190939086819355,-0.8994952975710575,-0.8994952975710575,28.190939086819355
Med,BLUEWATER (L),55-64,Female,18.98042474651249,35.01234386090915,6.597437211285759,6.597437211285759,35.01234386090915
Med,BLUEWATER (L),55-64,Male,15.41062606916031,31.23142649961182,2.9334007208443222,2.9334007208443222,31.23142649961182
Med,BLUEWATER (L),65-74,Female,18.975934540277578,34.62180623685845,6.841970861241014,6.841970861241014,34.62180623685845
Med,BLUEWATER (L),65-74,Male,12.909390344934355,27.618447104591525,1.1089021084282014,1.1089021084282014,27.618447104591525
Med,BLUEWATER (L),75+,Female,22.413649177053273,37.149946901908095,10.467526328657753,10.467526328657753,37.149946901908095
Med,BLUEWATER (L),75+,Male,15.788473655771302,33.164256645705095,2.666874321032909,2.666874321032909,33.164256645705095
US,BLUEWATER (L),20-34,Female,17.18354140351638,28.949613372682364,7.32288439754118,7.32288439754118,28.949613372682364
US,BLUEWATER (L),20-34,Male,8.07743752399018,19.725063723572013,-1.3969679290205044,-1.3969679290205044,19.725063723572013
US,BLUEWATER (L),35-44,Female,18.7327504516029,33.585186377335155,7.112946694307654,7.112946694307654,33.585186377335155
US,BLUEWATER (L),35-44,Male,9.033863257818767,24.325010417536102,-2.9419034694301356,-2.9419034694301356,24.325010417536102
US,BLUEWATER (L),45-54,Female,16.807940525344627,33.918949780425386,3.512020339083713,3.512020339083713,33.918949780425386
US,BLUEWATER (L),45-54,Male,9.86672617073233,26.167455441963742,-2.4774482557345747,-2.4774482557345747,26.167455441963742
US,BLUEWATER (L),55-64,Female,16.13420145459675,31.68834589388696,3.8142745115353165,3.8142745115353165,31.68834589388696
US,BLUEWATER (L),55-64,Male,12.410102616476763,27.971674230837312,0.23127777431482655,0.23127777431482655,27.971674230837312
US,BLUEWATER (L),65-74,Female,15.855578362059433,30.96595014091601,4.099900749817229,4.099900749817229,30.96595014091601
US,BLUEWATER (L),65-74,Male,9.707862286718147,24.153792476875317,-1.622912282914997,-1.622912282914997,24.153792476875317
US,BLUEWATER (L),75+,Female,18.962372748087308,33.33713494134888,7.3288928590721225,7.3288928590721225,33.33713494134888
US,BLUEWATER (L),75+,Male,12.587983882142312,29.088592311338886,-0.39395471722592085,-0.39395471722592085,29.088592311338886
