subgroup,Foodgroup,Mean_Intake,SE_Intake,sigma_u_wgt,pro_gro,Food_label,food_desc
1,added_sugar,15.683520174407883,0.856084437208567,7.841760087203942,0.5497470044514924,Added sugars,Foods defined as added sugars (tsp. eq.)
2,added_sugar,18.229280212168295,0.7767243220042326,9.114640106084147,0.4979637034479236,Added sugars,Foods defined as added sugars (tsp. eq.)
3,added_sugar,16.32724845653504,0.7436655942482779,8.16362422826752,0.5691788554526777,Added sugars,Foods defined as added sugars (tsp. eq.)
4,added_sugar,13.177470739713302,0.8518793125444756,6.588735369856651,0.5535481219476133,Added sugars,Foods defined as added sugars (tsp. eq.)
5,added_sugar,12.981772700518222,0.6327020018685947,6.490886350259111,0.4743893538902738,Added sugars,Foods defined as added sugars (tsp. eq.)
6,added_sugar,17.03043858807582,0.9621689365606522,8.51521929403791,0.467564168633471,Added sugars,Foods defined as added sugars (tsp. eq.)
7,added_sugar,14.652685692157528,0.7147124014545798,7.326342846078764,0.488237610735099,Added sugars,Foods defined as added sugars (tsp. eq.)
8,added_sugar,13.422618866177883,1.1768249172263645,6.711309433088942,0.44963394034219073,Added sugars,Foods defined as added sugars (tsp. eq.)
9,added_sugar,16.078525958433378,1.1079239353970245,8.039262979216689,0.6402327000714991,Added sugars,Foods defined as added sugars (tsp. eq.)
10,added_sugar,18.838113630709376,0.934566811846804,9.419056815354688,0.5891687447748173,Added sugars,Foods defined as added sugars (tsp. eq.)
11,added_sugar,14.059421027322486,0.6725351393874888,7.029710513661243,0.6120108604299862,Added sugars,Foods defined as added sugars (tsp. eq.)
12,added_sugar,16.46714364658827,1.116224919929638,8.233571823294135,0.6836165098262184,Added sugars,Foods defined as added sugars (tsp. eq.)
13,added_sugar,15.98273251240226,1.046109533768375,7.99136625620113,0.5391623740609565,Added sugars,Foods defined as added sugars (tsp. eq.)
14,added_sugar,16.546061481371655,1.1009035635284137,8.273030740685828,0.5275281304152466,Added sugars,Foods defined as added sugars (tsp. eq.)
15,added_sugar,14.117139240813524,0.8123493206647551,7.058569620406762,0.5822775597556639,Added sugars,Foods defined as added sugars (tsp. eq.)
16,added_sugar,10.878687923143696,1.0379079867320036,5.439343961571848,0.6960789918997523,Added sugars,Foods defined as added sugars (tsp. eq.)
17,added_sugar,17.64707090460161,1.3779916557904506,8.823535452300804,0.7106586479420718,Added sugars,Foods defined as added sugars (tsp. eq.)
18,added_sugar,18.385504632340663,1.0519792163458386,9.192752316170331,0.5977695799268834,Added sugars,Foods defined as added sugars (tsp. eq.)
19,added_sugar,14.189594796451903,0.6454591781970811,7.094797398225952,0.6274581811380945,Added sugars,Foods defined as added sugars (tsp. eq.)
20,added_sugar,11.862972369719785,1.0598946135649685,5.931486184859892,0.765658172080817,Added sugars,Foods defined as added sugars (tsp. eq.)
21,added_sugar,15.22330619058215,0.941558033924044,7.611653095291075,0.6247837650685021,Added sugars,Foods defined as added sugars (tsp. eq.)
22,added_sugar,16.868983205388613,1.3111737882232624,8.434491602694306,0.5388261734346647,Added sugars,Foods defined as added sugars (tsp. eq.)
23,added_sugar,14.749232096404915,0.7342607356259141,7.374616048202458,0.6307425245945684,Added sugars,Foods defined as added sugars (tsp. eq.)
24,added_sugar,11.099108460079036,1.2488948764257497,5.549554230039518,0.5473893848650088,Added sugars,Foods defined as added sugars (tsp. eq.)
25,added_sugar,16.218273439716548,1.0039279196123947,8.109136719858274,0.7143640146932881,Added sugars,Foods defined as added sugars (tsp. eq.)
26,added_sugar,18.661097515755905,1.072001992278822,9.330548757877953,0.627871811307178,Added sugars,Foods defined as added sugars (tsp. eq.)
27,added_sugar,15.69372241124149,1.3048869822333369,7.846861205620745,0.6823310528135753,Added sugars,Foods defined as added sugars (tsp. eq.)
28,added_sugar,12.70017811234892,1.6672055708840998,6.35008905617446,0.7170808989129438,Added sugars,Foods defined as added sugars (tsp. eq.)
29,added_sugar,15.348624430766224,1.176087017540875,7.674312215383112,0.675257266049409,Added sugars,Foods defined as added sugars (tsp. eq.)
30,added_sugar,15.613893891109123,0.6420783459975097,7.806946945554562,0.6370213621848391,Added sugars,Foods defined as added sugars (tsp. eq.)
31,added_sugar,12.483171496944088,0.7238626076982079,6.241585748472044,0.6305143880768265,Added sugars,Foods defined as added sugars (tsp. eq.)
32,added_sugar,10.745419197914378,1.472640954284693,5.372709598957189,0.7676992226735759,Added sugars,Foods defined as added sugars (tsp. eq.)
33,added_sugar,14.810275969608488,0.7209330432298662,7.405137984804244,0.7606330902610204,Added sugars,Foods defined as added sugars (tsp. eq.)
34,added_sugar,18.60225169813235,0.7185950891806483,9.301125849066175,0.7424250291740725,Added sugars,Foods defined as added sugars (tsp. eq.)
35,added_sugar,12.82269425900069,0.7995676999563752,6.411347129500345,0.7589911711649953,Added sugars,Foods defined as added sugars (tsp. eq.)
36,added_sugar,10.882517604525226,1.1305695456162903,5.441258802262613,0.7899035324090181,Added sugars,Foods defined as added sugars (tsp. eq.)
37,added_sugar,12.964301335009903,0.7541774145007648,6.482150667504952,0.7271090063480583,Added sugars,Foods defined as added sugars (tsp. eq.)
38,added_sugar,15.173079027975833,0.7771393506923774,7.586539513987916,0.6385019808853577,Added sugars,Foods defined as added sugars (tsp. eq.)
39,added_sugar,11.620097515995557,1.1076967665640505,5.810048757997778,0.7129632065904729,Added sugars,Foods defined as added sugars (tsp. eq.)
40,added_sugar,12.510492022332151,1.5323940121970492,6.255246011166076,0.728917722922384,Added sugars,Foods defined as added sugars (tsp. eq.)
41,added_sugar,16.047251774107583,0.6665412879048455,8.023625887053791,0.7580312272396829,Added sugars,Foods defined as added sugars (tsp. eq.)
42,added_sugar,17.639431462609476,2.128512702881423,8.819715731304738,0.7492800626034871,Added sugars,Foods defined as added sugars (tsp. eq.)
43,added_sugar,14.036634211197493,0.885412589378618,7.018317105598746,0.7336648803533874,Added sugars,Foods defined as added sugars (tsp. eq.)
44,added_sugar,13.839110844722963,1.7492276733536685,6.919555422361482,0.8211093823519241,Added sugars,Foods defined as added sugars (tsp. eq.)
45,added_sugar,14.610115515838588,0.6717493024276646,7.305057757919294,0.7580142944476133,Added sugars,Foods defined as added sugars (tsp. eq.)
46,added_sugar,15.231681314901424,1.693153619093725,7.615840657450712,0.7754541343876297,Added sugars,Foods defined as added sugars (tsp. eq.)
47,added_sugar,16.110845065866023,2.4162275842056515,8.055422532933012,0.7433091582352773,Added sugars,Foods defined as added sugars (tsp. eq.)
48,added_sugar,10.97704341450389,1.3978213566112432,5.488521707251945,0.8489824443080584,Added sugars,Foods defined as added sugars (tsp. eq.)
1,dairy_cow,1.5103068317691162,0.05204546885459493,0.7551534158845581,0.6425331457644052,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
2,dairy_cow,1.0625134984771043,0.05709018089314001,0.5312567492385522,0.5541928780182573,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
3,dairy_cow,1.3613696280305585,0.06579710728917475,0.6806848140152792,0.6228730648053927,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
4,dairy_cow,1.1099612126021237,0.09258064352761317,0.5549806063010618,0.5871704684688962,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
5,dairy_cow,1.6075159525087477,0.06989205751109914,0.8037579762543738,0.6136896546079064,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
6,dairy_cow,1.2190788379660358,0.07565902384352283,0.6095394189830179,0.5554158558798464,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
7,dairy_cow,1.3683650216204335,0.07861072383758162,0.6841825108102167,0.5666969781739641,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
