note,inAnalysis_num,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
poult_tot_adj,Overall,16147,1.70,0.05,1.09,0.05,1.59,0.05,2.20,0.06,0.83,0.00,0.69,0.04,0.00,0.07,36
poult_tot_adj,1,9759,1.79,0.05,1.15,0.05,1.68,0.06,2.30,0.07,0.85,,,0.04,,,36
poult_tot_adj,2,6388,1.46,0.05,0.93,0.05,1.37,0.05,1.89,0.06,0.71,,,0.04,,,36
