note,inAnalysis_num,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
sodium_adj,Overall,16147,3352.17,37.01,2665.54,72.00,3260.79,16.26,3940.42,100.17,958.77,2112.94,919232.15,137.60,1069.87,256787.48,36
sodium_adj,1,9759,3471.50,46.98,2786.54,67.63,3382.51,21.10,4061.22,115.03,959.10,,,144.22,,,36
sodium_adj,2,6388,3008.03,18.98,2383.99,84.78,2923.03,32.20,3536.57,60.37,870.57,,,115.30,,,36
