note,inAnalysis_num,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
oil_adj,Overall,16147,26.72,0.35,20.26,0.30,25.91,0.33,32.31,0.47,8.97,0.18,80.48,0.29,0.06,5.20,36
oil_adj,1,9759,27.73,0.41,21.28,0.34,26.95,0.39,33.34,0.53,8.98,,,0.29,,,36
oil_adj,2,6388,23.82,0.32,17.84,0.35,23.02,0.34,28.90,0.37,8.28,,,0.24,,,36
