diet_pattern,sex_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Med,Female,added_sugar,-7.44836360971568,-0.402462608458336,-0.0404792891612371,-27.0315289769145,-0.557959312172147
Med,Male,added_sugar,-5.7074371673613,-0.320865432878373,-0.0319137083553756,-20.6816035153771,-0.433810210818524
US,Female,added_sugar,-7.51823449286135,-0.406793712358706,-0.0409140665094444,-27.2748210768886,-0.560979550403629
US,Male,added_sugar,-5.70115661804776,-0.32106893905533,-0.0318983247735314,-20.646032647316,-0.433092840438778
Veg,Female,added_sugar,-7.324065541637,-0.396478985154579,-0.0398854012686947,-26.5689865815476,-0.54691262944481
Veg,Male,added_sugar,-5.37105242700006,-0.30222962375783,-0.030057646362043,-19.4568829468321,-0.409825859743046
Vegan,Female,added_sugar,-7.29877972747997,-0.395059588828335,-0.0397336641367757,-26.4709477955183,-0.541734499747523
Vegan,Male,added_sugar,-5.36250403419013,-0.301611055171053,-0.0299926027911488,-19.4261190631451,-0.407048522906011
Med,Female,dairy,12.6269151950995,1.02301592777851,0.189498723706522,52.6760615999944,0.613681354563641
Med,Male,dairy,13.8045844495801,1.11650980214852,0.206978160764072,57.6835592276263,0.607167589299746
US,Female,dairy,33.4545194536128,2.70987432536125,0.502012084472038,139.591086691857,1.60105208629012
US,Male,dairy,36.506307163272,2.95243356764876,0.547336421323336,152.553557552354,1.59654139358577
Veg,Female,dairy,33.8102454279094,2.73863060797178,0.507344149347677,141.078240771278,1.6133707587472499
Veg,Male,dairy,36.6175979286225,2.96147009191822,0.549008635689363,153.016852062388,1.5986713045683
Vegan,Female,dairy,-29.4986774890641,-2.38881330895007,-0.442587556508513,-123.116178438428,-1.40168649693318
Vegan,Male,dairy,-31.1850887387245,-2.52177515809742,-0.467524682817748,-130.332228263708,-1.35558032134899
Med,Female,fruit_exc_juice,85.2843873281053,1.40913012307311,0.183024864101475,649.772733659682,2.23917938682577
Med,Male,fruit_exc_juice,89.0316474599556,1.41243093727796,0.186574185743354,641.897346754798,2.11249988228494
US,Female,fruit_exc_juice,57.1727783631773,0.94890868471088,0.123286727726556,435.670034985213,1.50650672951165
US,Male,fruit_exc_juice,59.8884882983324,0.957501080504473,0.126321358083088,432.569024031872,1.42768066614416
