diet_pattern,sex_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Veg,Female,fruit_exc_juice,57.7500182043536,0.955952610334008,0.124203126946922,440.54725353653,1.52485367951182
Veg,Male,fruit_exc_juice,61.6549804671872,0.978636893558665,0.128751440973057,443.761673037862,1.46337588083895
Vegan,Female,fruit_exc_juice,57.8889979944359,0.960767051109334,0.124648454809299,441.322423318043,1.5271905897552
Vegan,Male,fruit_exc_juice,60.0004783205817,0.960047445726966,0.126598182850126,433.021365094247,1.43112020957651
Med,Female,fruit_juice,37.9031659520805,0.939324120642295,0.120664488147965,333.26268268632,0.255916133709152
Med,Male,fruit_juice,33.0469931319531,0.808035247346752,0.10103001384728,270.913559188745,0.227308524524406
US,Female,fruit_juice,26.4625985165823,0.656770013212975,0.0842787159703025,233.586702417114,0.178320732952786
US,Male,fruit_juice,21.7588149614606,0.529427412681098,0.0659962595904866,178.745698016017,0.149968575888423
Veg,Female,fruit_juice,26.4355053536422,0.652986869998222,0.0837538138810116,233.556009361492,0.177543445786079
Veg,Male,fruit_juice,21.5922447333585,0.528058431000006,0.0659550168181283,177.246110780521,0.148981491722917
Vegan,Female,fruit_juice,26.5468251599638,0.658372029555981,0.0845319418430265,234.419270788606,0.178748494749985
Vegan,Male,fruit_juice,22.1342894879697,0.539583513130466,0.0672623448424274,181.537440850619,0.152287654623503
Med,Female,gr_refined,-29.2835230026695,-0.351108529267282,-0.0589372256814843,-91.6771216562221,-1.0729107035376
Med,Male,gr_refined,-30.8218894181382,-0.350038235123953,-0.0631105289189188,-97.2701182659505,-1.02027414119248
US,Female,gr_refined,-29.4391551372255,-0.35220620453436,-0.059300663284129,-92.1973314970827,-1.06687904518094
US,Male,gr_refined,-30.8260352427336,-0.350043773154115,-0.0631135092602581,-97.2829403730719,-1.01928082462696
Veg,Female,gr_refined,-29.6736920759063,-0.355022172453643,-0.0596719032487133,-92.9033191417648,-1.08066149410644
Veg,Male,gr_refined,-30.9498804574067,-0.351552580841504,-0.0633690913690659,-97.671969741875,-1.02494051861403
Vegan,Female,gr_refined,-29.4482707295368,-0.352318670019295,-0.0592940124697015,-92.2109868908256,-1.07746579105595
Vegan,Male,gr_refined,-30.6424112058323,-0.348498526976935,-0.0628502431360538,-96.7215052663812,-1.01710442141377
Med,Female,gr_whole,28.5467004058296,0.473035887917422,0.076032108421899,116.305042532526,0.737411710591457
Med,Male,gr_whole,25.3212746820625,0.408651174669048,0.0631812741187873,134.010540515588,0.754872647029591
US,Female,gr_whole,28.5080712401545,0.472848709184504,0.075998414204976,116.210820421497,0.737527049769674
US,Male,gr_whole,25.2112615747318,0.407088426023428,0.0629684313530462,133.299385902907,0.748158149589993
Veg,Female,gr_whole,35.4582719361081,0.587497284904064,0.0945065498140031,144.307292091555,0.912312396803739
Veg,Male,gr_whole,31.0888041584962,0.502079312394815,0.0776517478907345,164.295156575949,0.923816163792954
Vegan,Female,gr_whole,35.2074269898782,0.583349277302117,0.0938265445040859,143.342646222734,0.908767166679366
Vegan,Male,gr_whole,31.3122109182993,0.50520801888097,0.078144732706153,165.48015823181,0.928369103152445
Med,Female,leg_tot,4.20072970655526,0.0817667466825645,0.0140373416684201,16.2522680277354,0.0927994584573346
Med,Male,leg_tot,3.5064026349779,0.0645032801521812,0.0108032148345073,14.2306880825398,0.0753535904639019
US,Female,leg_tot,4.22661209446881,0.0821161651691633,0.0140559175276424,16.440115707305,0.0927119178025665
US,Male,leg_tot,3.25846114094125,0.0615502426725778,0.0104026774871768,13.0398491697727,0.0737072409014556
Veg,Female,leg_tot,26.6285686376163,0.474225514688419,0.0807450151412964,106.68560308457,0.53389874801867
Veg,Male,leg_tot,28.6888875144167,0.451357940617387,0.0725303318733509,123.250687616777,0.515279405701515
Vegan,Female,leg_tot,29.6691628144108,0.527530998964501,0.0897121980916281,119.078774079079,0.593046518112205
Vegan,Male,leg_tot,32.1601810053195,0.50450309198463,0.080834367927161,138.336612474742,0.575799853869624
Med,Female,oil,-0.956742036435492,-0.031168427826023,-0.00376651616494357,-2.59861287652597,-0.023524895994052
Med,Male,oil,0.4182550603419,0.0137947467325512,0.00165022162259328,1.10859064999633,0.00996499402175571
US,Female,oil,-0.902719687708525,-0.029375606951319,-0.00354996084299144,-2.45615548274828,-0.0210833555593621
US,Male,oil,0.432859647841659,0.0142706413373859,0.00170131136145972,1.13966892148964,0.00979303384353847
Veg,Female,oil,-0.954164455732819,-0.0310521612142388,-0.00377510877943372,-2.60729496162896,-0.0229406120550948
Veg,Male,oil,0.435269102188601,0.0143092602820849,0.00171541262142414,1.14759787065994,0.0106712197489186
Vegan,Female,oil,-0.949499601390051,-0.0308745963731868,-0.00375096457661155,-2.59117963631993,-0.0226692497157715
Vegan,Male,oil,0.402034397449632,0.0132649880933156,0.00157977518865716,1.05542255291337,0.00858765979463897
Med,Female,pf_egg,-4.49743072304002,-0.229907653145968,-0.0375226791949149,-10.3203381249798,-0.282214270982438
Med,Male,pf_egg,-3.03324350060179,-0.155058729658928,-0.0253067650848013,-6.96044040906269,-0.206569561903516
US,Female,pf_egg,-4.62379475631503,-0.236367354277879,-0.0385769515949461,-10.6103080279187,-0.270527556267985
US,Male,pf_egg,-3.38925317684252,-0.173257864721187,-0.0282770024702116,-7.77738245015886,-0.234535433625454
Veg,Female,pf_egg,-6.08352709412648,-0.310988545058703,-0.0507556979937608,-13.959983037031,-0.331394352088352
Veg,Male,pf_egg,-4.68910200798973,-0.239705846383833,-0.0391218189213371,-10.7601697958483,-0.306201468468887
Vegan,Female,pf_egg,-19.157531008832,-0.979328702440689,-0.159833899503657,-43.9611435564901,-1.18790153951004
Vegan,Male,pf_egg,-17.5729696668256,-0.898326280871363,-0.146613687662221,-40.325021104286,-1.28205725894862
Med,Female,pf_ns,-12.4237866625959,-0.0317057249119003,-0.00532869960911065,-73.016280379476,-0.044531895771615
Med,Male,pf_ns,-6.21898993578778,-0.0129968582059951,-0.00265711368602482,-34.3049115823847,-0.0190728388942872
US,Female,pf_ns,-12.744207741745,-0.0322381622326713,-0.00542702668156518,-74.5725077988682,-0.0454035690088415
US,Male,pf_ns,-6.15188931857779,-0.0125776785926196,-0.00265541349368141,-33.8916950514686,-0.0184913951235553
Veg,Female,pf_ns,11.8219027079828,0.0333899405066079,0.00571217565543948,69.3925388411691,0.0528838857412069
Veg,Male,pf_ns,16.0031506638621,0.0430769720929169,0.00750263880228765,92.5480663658206,0.0771463308169164
Vegan,Female,pf_ns,19.5115172582017,0.0531972066930895,0.00908079171433787,114.416984371466,0.0823919918184172
Vegan,Male,pf_ns,24.5064762197949,0.0652485981609513,0.01138960434869,142.536439853131,0.113518517271893
Med,Female,pf_poultry,-7.9099847923192,-0.24713650494214,-0.0357679077358668,-16.9818415505881,-0.285714352909684
Med,Male,pf_poultry,-12.8443267679766,-0.401255511148442,-0.0584531385211496,-27.5768869651245,-0.475998175365531
US,Female,pf_poultry,-8.39994061254441,-0.262421108069073,-0.0380462558276583,-18.0339963313514,-0.301609264570097
US,Male,pf_poultry,-11.8962366339399,-0.371615060374424,-0.0543092804547432,-25.5420493066546,-0.467304616571882
Veg,Female,pf_poultry,-47.7282268288133,-1.49126896320486,-0.214798462276572,-102.462837482507,-1.52031845059924
Veg,Male,pf_poultry,-51.033634437878,-1.59435743148904,-0.231635328388122,-109.567099044765,-1.76141602004432
Vegan,Female,pf_poultry,-47.7966599196285,-1.49339607032332,-0.21515267564306,-102.609948515709,-1.54967715212802
Vegan,Male,pf_poultry,-51.0332325805984,-1.59434613481049,-0.23160885737864,-109.566133834472,-1.77057007912437
Med,Female,pf_redm,-2.1351180807708,-0.0961292473604673,-0.0431906122277797,-12.7430875449159,-0.0636773913572154
Med,Male,pf_redm,-25.1612891562988,-1.11117444671296,-0.484308753308815,-143.331578123445,-1.05057562214462
US,Female,pf_redm,-1.4322868966225,-0.0644677363919072,-0.0293180565797488,-8.63821679584636,-0.0522208139966523
US,Male,pf_redm,-25.8004088274865,-1.13926973685919,-0.496503739320941,-146.936608838027,-1.06106326712277
Veg,Female,pf_redm,-62.1017366233803,-2.72949123571062,-1.18005640076418,-349.583852677774,-2.43484572559612
Veg,Male,pf_redm,-86.9925223313379,-3.83725193051726,-1.66947881570144,-494.212424886338,-3.6482126710508
Vegan,Female,pf_redm,-62.4157529663451,-2.74319229816384,-1.18665488345437,-351.522947943605,-2.43119023104563
Vegan,Male,pf_redm,-85.3361039026577,-3.76305463099924,-1.63675973415434,-484.545656485088,-3.58583452005703
Med,Female,pf_seafood,3.23274692878032,9.66646918218167,0.583505790120488,22.2954025544802,3.76765607985491
Med,Male,pf_seafood,3.35041909880653,10.2552641051485,0.588970764900638,23.299371669519,3.69676773532507
US,Female,pf_seafood,1.10727372444911,3.27786096890201,0.200288362766449,7.60762985033568,1.30925976290857
US,Male,pf_seafood,1.17759002507005,3.62245315962246,0.208853489047469,8.17486161440535,1.29123878840985
Veg,Female,pf_seafood,-1.34778830378693,-4.12223916206942,-0.241109006984248,-9.33788617523624,-1.54298405644882
Veg,Male,pf_seafood,-1.31890923090083,-3.98157371583669,-0.227778675285765,-9.1948008070532,-1.38073336156314
Vegan,Female,pf_seafood,-1.32423721927354,-4.11173729557811,-0.238731662407595,-9.17575170781971,-1.5411053383597
Vegan,Male,pf_seafood,-1.32777719041869,-4.02588117294355,-0.229305850978307,-9.26566021509668,-1.41184469743694
Med,Female,sat_fat,-15.0035890342783,-0.861205927228179,-0.225189340349088,-66.9469743097039,-0.0899472241111179
Med,Male,sat_fat,-15.1022891731419,-0.828778324096121,-0.232319043159935,-69.1932203981138,-0.0831463433441813
US,Female,sat_fat,-15.08409233479,-0.865804772480417,-0.226551828924913,-67.3459549510006,-0.0907629621147641
US,Male,sat_fat,-15.17691244132,-0.832885676655578,-0.233536759558547,-69.5551812165757,-0.0831494641503399
Veg,Female,sat_fat,-14.412069983762,-0.82711735215418,-0.216464352562644,-64.3476484101063,-0.0862204039597997
Veg,Male,sat_fat,-14.3925379246036,-0.789935130120425,-0.221358188528023,-65.9297466496654,-0.0792812549205206
Vegan,Female,sat_fat,-14.4093084769619,-0.827332698875955,-0.216328179357296,-64.3078936205922,-0.0864932391635019
Vegan,Male,sat_fat,-14.4931445905418,-0.795148834107318,-0.222913791260427,-66.3974670789924,-0.0798514166442003
Med,Female,veg_dg,1.83135051178222,0.0222692856834986,0.0024823342670061,20.8578628346586,0.0305770242328406
Med,Male,veg_dg,3.17852946189049,0.059587978228025,0.00685202307577234,42.3933726134029,0.115008184307541
US,Female,veg_dg,1.89115970884202,0.0257375926109255,0.00288712127197276,22.3280993040627,0.0383126497973735
US,Male,veg_dg,3.18919111661458,0.0587826977965907,0.00677347198743599,42.171235465904,0.113643074701698
Veg,Female,veg_dg,2.02323848317521,0.0271049554259667,0.00304567303342355,23.6673230231335,0.0398934412886539
Veg,Male,veg_dg,3.38294548561166,0.0630091782271965,0.00725137751272716,45.0252117374435,0.121755416422434
Vegan,Female,veg_dg,1.98153035918649,0.0260694408068967,0.00291060952956698,23.03270605532,0.0373812697464404
Vegan,Male,veg_dg,3.2739646751955,0.0607247854731701,0.00696666566544187,43.5216139170272,0.113835410468154
Med,Female,veg_oth,-0.864942333009902,-0.0185032562274359,-0.00369349118155408,-8.25487617798201,-0.0717085320435205
Med,Male,veg_oth,2.34092415861384,0.0434660729503172,0.006810563147778,20.8205454948395,0.235506265663526
US,Female,veg_oth,-1.07069501917605,-0.0227937865684015,-0.00455598990272692,-10.1597911517743,-0.0912659267881128
US,Male,veg_oth,1.97721382121515,0.0365679950749581,0.00563031865913618,17.5659794270366,0.214886824981016
Veg,Female,veg_oth,-1.15729702126596,-0.0250693771982231,-0.00492186726274288,-10.9978309419381,-0.108175388684004
Veg,Male,veg_oth,2.27816702267751,0.0433073447202035,0.00680361986173015,20.6067719386929,0.240549338294656
Vegan,Female,veg_oth,-1.10421273589975,-0.0237735395558043,-0.00471266200375071,-10.4590859047845,-0.0957994548672795
Vegan,Male,veg_oth,2.31124520289259,0.0428773710576505,0.00669011832831183,20.6144238217442,0.235810071648752
Med,Female,veg_ro,8.81665556704048,0.457452718909927,0.0556563368353699,67.6037041113092,0.522952649180342
Med,Male,veg_ro,7.73083794632045,0.476759122923619,0.0569140551558195,60.1819332134933,0.454017472853195
US,Female,veg_ro,8.75095348382202,0.453776284280258,0.055226913971441,67.090647195704,0.518486119666405
US,Male,veg_ro,7.66492332589726,0.47232640238868,0.0563836541624924,59.6626956623649,0.449133519712846
Veg,Female,veg_ro,8.81632564050503,0.45739838169328,0.0556715003482473,67.5743561434362,0.524328599563112
Veg,Male,veg_ro,7.6872379285844,0.473887649574678,0.0565810906775853,59.8440541670353,0.450218630708235
Vegan,Female,veg_ro,8.81782131566141,0.457548769183686,0.0556824828686631,67.5797624967717,0.524675311386738
Vegan,Male,veg_ro,7.70576586696972,0.475200004399635,0.0567395648124848,59.9867959870349,0.451676345852956
Med,Female,veg_sta,13.4658552637035,0.332613408343134,0.0388784710581892,58.3167967821201,0.213470891113606
Med,Male,veg_sta,11.4040483296577,0.307613808724778,0.0336554913825858,51.6734318033977,0.210907232329539
US,Female,veg_sta,13.3855028507644,0.330371587390898,0.0386830896274857,57.9353317414297,0.210811102714089
US,Male,veg_sta,11.5851567589703,0.312185436626192,0.0341634695303738,52.4511821861132,0.213039491789329
Veg,Female,veg_sta,13.2405958602276,0.326588100233583,0.0383239103313072,57.1934057399757,0.208082454177868
Veg,Male,veg_sta,11.2109749548469,0.301219929951245,0.0330510301626966,50.7476030069397,0.206135316857897
Vegan,Female,veg_sta,13.6069691209141,0.335281938725576,0.0393004090988936,58.8481297778081,0.214354860503373
Vegan,Male,veg_sta,11.4615282047908,0.308704638074273,0.0338667951292089,51.9343094161375,0.212631170349749
