diet_pattern,food,BLUEWATER,CED,GHG,WATER,Food_price
US,added_sugar,-6.55562803608341,-0.360792625212737,-0.0361221663466685,-23.7724128331787,-0.491235964241712
Med,added_sugar,-6.55957921698199,-0.361104303416745,-0.0361438221222066,-23.7839948342844,-0.491457499798882
Veg,added_sugar,-6.31318880084808,-0.34752903830894,-0.0347843222620931,-22.8925618543597,-0.473270502828518
Vegan,added_sugar,-6.3105179876743,-0.347415338778622,-0.0347685947449381,-22.8845427178102,-0.472775482004469
US,dairy,35.0636308127565,2.83775533654637,0.525908659086193,146.425469448508,1.59333736326205
Med,dairy,13.2981911229349,1.07634083919703,0.199465417419058,55.528302498601,0.605608508575002
Veg,dairy,35.0567813762789,2.83721037928555,0.525804354060549,146.395978270882,1.5948117135004
Vegan,dairy,-30.3145283950755,-2.45312451343461,-0.454650432133589,-126.607009038449,-1.37352988579418
US,fruit_exc_juice,62.2771968253829,1.01318942046994,0.132666795753679,462.084540571319,1.55875273487581
Med,fruit_exc_juice,89.583043702872,1.45381518408163,0.190545108858444,664.947588354962,2.23781821492115
Veg,fruit_exc_juice,62.2181724444153,1.01264408067935,0.132640318789981,461.883689321073,1.55790464228311
Vegan,fruit_exc_juice,62.1708700919165,1.01193931230377,0.132592914073731,461.421366799909,1.55740393040683
US,fruit_juice,24.1251548911395,0.592970036768023,0.0751279305871405,205.769405203104,0.16470116328406
Med,fruit_juice,35.3869891729039,0.87113110271941,0.110440414269534,300.689541276833,0.241620812414814
Veg,fruit_juice,24.1600052934506,0.59354645441586,0.0751928210151786,205.99087591101,0.164919907655323
Vegan,fruit_juice,24.1494771832131,0.593337883882789,0.0751743289476521,205.917781848893,0.164820632981842
US,gr_refined,-29.961537243097,-0.349342676827149,-0.0608910748575885,-94.2043131205089,-1.03667661464286
Med,gr_refined,-29.94916080328,-0.349236259339764,-0.0608716040982866,-94.1620473908025,-1.03688184947962
Veg,gr_refined,-29.9864575223109,-0.349660418503782,-0.0609302761146145,-94.2865645672279,-1.03771240549508
Vegan,gr_refined,-29.9581338119469,-0.349226632327861,-0.0608842184636127,-94.1948440330537,-1.03660902296373
US,gr_whole,26.8049941463808,0.438090164238211,0.0692313119720741,125.005895458243,0.740389075723649
Med,gr_whole,26.8091392418001,0.438190162882385,0.0692366927865833,125.022466996267,0.740663629719931
Veg,gr_whole,33.1698157198306,0.541694507983506,0.0856468157830415,154.546862828323,0.914468197807488
Vegan,gr_whole,33.1605025789778,0.541586608864852,0.0856247623739845,154.522967060513,0.914771043377237
US,leg_tot,4.27482880911559,0.0784788931503664,0.0133059720592178,17.1139958522044,0.0904809847151849
Med,leg_tot,4.27056254709078,0.0784090684917318,0.0132862930751082,17.1021858186729,0.0902696496733007
Veg,leg_tot,28.2350836234288,0.470180690347631,0.0777411776504659,117.68653120359,0.533596381673817
Vegan,leg_tot,31.5664240473615,0.524649397418412,0.0867298745901974,131.653192300678,0.595369437031524
US,oil,-0.236442567183916,-0.0076224793325302,-9.354780699243e-4,-0.6614031102814,-0.00568422382107497
Med,oil,-0.240767161793417,-0.00776508491365254,-9.5148296457636e-4,-0.672553215005427,-0.00579326564579502
Veg,oil,-0.238786250465791,-0.00773270125676036,-9.4625262452077e-4,-0.667561213958228,-0.0057816597355838
Vegan,oil,-0.237251684413146,-0.00765878916486369,-9.3970970825317e-4,-0.664402399508862,-0.00569709234395318
US,pf_egg,-4.03481117614044,-0.206258645328625,-0.0336629810880197,-9.25875642617345,-0.250507884530738
Med,pf_egg,-4.05289020180491,-0.207182841078965,-0.0338138168700339,-9.30024270340985,-0.249140292862194
Veg,pf_egg,-5.25759161561326,-0.268766908037775,-0.043864805414319,-12.0646934967151,-0.332085927940361
Vegan,pf_egg,-18.3449467359111,-0.937789576064935,-0.153054397857207,-42.0964912765511,-1.21187126812896
US,pf_ns,-8.76793020782059,-0.0213513388720724,-0.00379895569695248,-50.6729118875903,-0.0300547578034666
Med,pf_ns,-8.72013543881466,-0.0212762992335076,-0.00378674222320099,-50.4392011277457,-0.0302942264974187
Veg,pf_ns,13.7123962999254,0.0374501925330842,0.00647619646842247,79.9777589293459,0.0630277273668264
Vegan,pf_ns,22.1777370182584,0.059693416936929,0.0103413229025729,129.276701466892,0.0986094106459625
US,pf_poultry,-10.2063799953114,-0.31885448659927,-0.0463678973514846,-21.9127187470546,-0.371637833953681
Med,pf_poultry,-10.2370794849086,-0.319807106757398,-0.0465238257458904,-21.9788522197334,-0.371727642257187
Veg,pf_poultry,-49.5449028672027,-1.54791792300628,-0.223892334688945,-106.366632092902,-1.64763585918051
Vegan,pf_poultry,-49.5048891260775,-1.5466727001152,-0.223733845379776,-106.281024459244,-1.64413581021787
US,pf_redm,-13.8083723933078,-0.610056352143073,-0.266525822818345,-78.8649030165808,-0.56312261932349
Med,pf_redm,-13.8206808671154,-0.610734502714794,-0.266802136277108,-78.942282684197,-0.562319321326647
Veg,pf_redm,-74.7421083482388,-3.29242616409793,-1.42844407987289,-422.985967181528,-3.02262957011581
Vegan,pf_redm,-74.7857936821386,-3.29409293091619,-1.42923929721776,-423.229336450087,-3.02276555929271
US,pf_seafood,1.23252854680007,3.70895468863941,0.220184189355365,8.52084364472956,1.38683929290373
Med,pf_seafood,3.39313366436087,10.2526930878634,0.603766445055907,23.500663000437,3.7894057449196
Veg,pf_seafood,-1.22858039092963,-3.75756949698855,-0.216689659440503,-8.53654074885975,-1.35982721105486
Vegan,pf_seafood,-1.22766219938593,-3.75260673488893,-0.216561398690361,-8.53350809326672,-1.35608851191765
