diet_pattern,race_gp,food,BLUEWATER,CED,GHG,WATER,Food_price
Vegan,NHB,fruit_exc_juice,66.9781685785339,1.15342014439202,0.162320661853662,491.165221488408,1.75007249109874
Vegan,NHW,fruit_exc_juice,62.2720377269539,1.01460503023297,0.129403220823746,463.944256404943,1.57417458860119
Vegan,OTH,fruit_exc_juice,50.2258650537433,0.720843312903299,0.0992192731093479,369.819669454002,1.17614264998328
Med,HIS,fruit_juice,24.8280760733561,0.64540524255508,0.0830978597837372,203.841687577523,0.18807982323996
Med,NHB,fruit_juice,24.4478689813393,0.621759330918154,0.0813366423878144,201.501319806627,0.151987756658698
Med,NHW,fruit_juice,40.5310914693048,0.97786527789628,0.123333139436921,348.357816296041,0.266363239551706
Med,OTH,fruit_juice,36.3077516016496,0.948422583728905,0.12046341315115,311.948851056667,0.288340820223509
US,HIS,fruit_juice,15.2700050066218,0.396961833925876,0.0510600408783594,125.620583427837,0.116875584479401
US,NHB,fruit_juice,12.8008088818408,0.327174420878352,0.0430078648443526,105.180756600292,0.0798112247306012
US,NHW,fruit_juice,28.2475874617382,0.681601954805128,0.0860085010709699,243.186701559522,0.185514935136182
US,OTH,fruit_juice,25.1950325960314,0.650040018551646,0.0827209701293364,218.128278255974,0.20148872313526
Veg,HIS,fruit_juice,14.60505444794,0.378736125466388,0.0487718934712012,120.122122486295,0.111320900785907
Veg,NHB,fruit_juice,12.8126850887602,0.325685778427447,0.0424939247342965,106.106910758653,0.0803017893749688
Veg,NHW,fruit_juice,28.3345591135681,0.685745511435221,0.0864733154725695,244.737508249296,0.186192837141568
Veg,OTH,fruit_juice,25.221024626027,0.658907482384604,0.0839153054844341,217.913358932054,0.20074651469904
Vegan,HIS,fruit_juice,14.5622207053634,0.379599848606292,0.0488256320656826,119.376897635332,0.111648542071927
Vegan,NHB,fruit_juice,12.6721256558598,0.322479893699376,0.0421502084764445,104.541277669452,0.0793370227683003
Vegan,NHW,fruit_juice,29.0432009850184,0.702443746774783,0.0886150433059686,250.199347726515,0.191032898394033
Vegan,OTH,fruit_juice,25.102740023738,0.657477054622067,0.0836585084744069,217.388283902947,0.200434727606194
Med,HIS,gr_refined,-43.9615112303752,-0.567441111685885,-0.0958139697292961,-138.582313507782,-1.43961590255127
Med,NHB,gr_refined,-27.9441254401992,-0.314621903526004,-0.0552189866869846,-87.6843244274301,-0.9238087067416
Med,NHW,gr_refined,-24.4003892043357,-0.282084218274022,-0.0470533418613897,-76.0702340321707,-0.985655524222854
Med,OTH,gr_refined,-45.5462598170053,-0.480241878412045,-0.0994842702086883,-146.580911488895,-0.961824666271359
US,HIS,gr_refined,-43.9020340675847,-0.566084841834678,-0.0956602874270996,-138.403345689785,-1.4419921017607
US,NHB,gr_refined,-27.9636352952455,-0.314844534672515,-0.0552768822313989,-87.7510772823974,-0.923736380947558
US,NHW,gr_refined,-24.5279700388705,-0.282843297661357,-0.0472214289701297,-76.4606927610387,-0.984489724400499
US,OTH,gr_refined,-44.976813190093,-0.474304068202308,-0.0981807036882981,-144.72539962681,-0.953915396621688
Veg,HIS,gr_refined,-44.2931957253771,-0.570967223344132,-0.0965236636361148,-139.643365600857,-1.46817615214294
Veg,NHB,gr_refined,-27.9258039129306,-0.314386208786908,-0.0551897991239783,-87.6307675372143,-0.921114344350581
Veg,NHW,gr_refined,-24.7231422115819,-0.285838049476783,-0.047672556557104,-77.0728418928947,-0.992502929940738
Veg,OTH,gr_refined,-45.213253395491,-0.477121652707882,-0.098768339090013,-145.501602221423,-0.958749737054106
Vegan,HIS,gr_refined,-44.1541006115418,-0.569013660993291,-0.0962237699323539,-139.209606628126,-1.46861541411323
Vegan,NHB,gr_refined,-28.0417216358357,-0.315605779169373,-0.0554114006640826,-87.995755979098,-0.931161479142498
Vegan,NHW,gr_refined,-24.2601317491975,-0.280355573198128,-0.046780640304745,-75.6329359053311,-0.978132276425649
Vegan,OTH,gr_refined,-45.1048826019189,-0.4755978492957,-0.0985111359009662,-145.157589100579,-0.947598549114439
Med,HIS,gr_whole,28.6435847687654,0.49912351370596,0.0791096932601117,138.812028434936,0.687335764425145
Med,NHB,gr_whole,27.7867798608886,0.517089748797808,0.0783058366909878,127.485598241956,0.805568019316131
Med,NHW,gr_whole,26.3974781014728,0.418722629309716,0.0651311253839039,122.042986998796,0.783373402473713
Med,OTH,gr_whole,27.3464731789448,0.419049761809725,0.0754286230263065,117.628817138887,0.537926415950454
US,HIS,gr_whole,28.5721204142856,0.498037120144125,0.0789159901510636,138.464394595837,0.685621275537484
US,NHB,gr_whole,27.7118952207836,0.515573226253544,0.0780571779304116,127.428150577937,0.810016994250551
US,NHW,gr_whole,26.1374579953355,0.414755950764426,0.0645113974659675,120.805423825058,0.779378541199003
US,OTH,gr_whole,28.4619552437879,0.435219428857742,0.0784109251848731,122.115595226459,0.558639112346695
Veg,HIS,gr_whole,34.8793405136712,0.607636582528492,0.0962993375529336,169.066983106912,0.83635737580906
Veg,NHB,gr_whole,33.9097258026644,0.630747077137587,0.0955311438689581,155.674325492413,0.98424275975413
Veg,NHW,gr_whole,32.5592611738934,0.516338777055019,0.0803027959195231,150.602798078574,0.967627103060447
Veg,OTH,gr_whole,35.524896890928,0.542025863418065,0.0979856584249333,152.151581899759,0.694253166139587
Vegan,HIS,gr_whole,34.860829805509,0.606873250302666,0.0962662124321687,168.720620436063,0.832222393413945
Vegan,NHB,gr_whole,33.6452731409353,0.62652197725077,0.0948154754431221,154.448818593169,0.978641589609835
Vegan,NHW,gr_whole,32.6144386331245,0.517506545013404,0.0804780661259608,150.793382950316,0.968343078719637
Vegan,OTH,gr_whole,35.5054322687853,0.541043896809126,0.097920125537803,152.322753258356,0.691664761484262
Med,HIS,leg_tot,-1.71862270076798,-0.0173923293461322,-0.00216180547511373,-8.61852937464661,-0.0126114221510887
Med,NHB,leg_tot,6.19616994847072,0.119305449737316,0.0189766302447123,25.6756862721496,0.122248001170305
Med,NHW,leg_tot,5.02502703355213,0.0927127296168137,0.0152337007949275,20.4538028142783,0.105246804219423
Med,OTH,leg_tot,2.66819063955306,0.0421055054166175,0.0106703921263472,8.11576290984884,0.0662940323666503
US,HIS,leg_tot,-1.614629122766,-0.0158908921969527,-0.00189369472877566,-8.12083887998847,-0.0111480213304627
US,NHB,leg_tot,6.16657293589259,0.118247544704422,0.0188408002494767,25.5707700837667,0.119998713529827
US,NHW,leg_tot,4.87102106184445,0.0902872757430367,0.0148889577456275,19.8215785157483,0.102837940526371
US,OTH,leg_tot,2.61583587118243,0.0407817618918172,0.0104133402253573,7.89706995084487,0.0630621881534053
Veg,HIS,leg_tot,31.4413833489227,0.36215163484269,0.0476913850495489,151.743861268692,0.294991300420737
Veg,NHB,leg_tot,27.9353579908948,0.538875695431904,0.0856826642652235,115.686103695999,0.55186810302009
Veg,NHW,leg_tot,27.1042475129013,0.489187995810069,0.0801996727776349,111.017861181908,0.571554718693581
Veg,OTH,leg_tot,24.8018197713899,0.386383808309829,0.0917672665242036,79.5976396088001,0.569739037450929
Vegan,HIS,leg_tot,36.1536215241417,0.41568523220864,0.054723925678038,174.562043237435,0.339930429186196
Vegan,NHB,leg_tot,30.8896942144698,0.595775212472394,0.0946872228937789,127.930781240397,0.611643832844609
Vegan,NHW,leg_tot,30.1022556341328,0.542205184870966,0.0889146179646292,123.370843697827,0.632888589268996
Vegan,OTH,leg_tot,27.5370119978901,0.42922541764626,0.101517984978186,88.727095331282,0.637251435864297
Med,HIS,oil,0.529086625793536,0.0172819666767125,0.00203452448054863,1.37772569207982,0.0117674729690817
Med,NHB,oil,-1.13194695164529,-0.0375784247309082,-0.00437882727046123,-2.93596138037427,-0.0226995947264288
Med,NHW,oil,-0.31557561908922,-0.0100503027246071,-0.00125019921787847,-0.885097675144741,-0.00767005350395455
Med,OTH,oil,-0.378200226113466,-0.0121090657212597,-0.00151199131566128,-1.1212977061343,-0.012009914682779
US,HIS,oil,0.469814964041987,0.0153565796830378,0.00180725630195874,1.21853085368364,0.0102598317891247
US,NHB,oil,-1.00300365557491,-0.0332829811507551,-0.00388251509952457,-2.60508241114121,-0.0210300547671397
US,NHW,oil,-0.268000234452594,-0.00859399613291247,-0.00106852091652639,-0.74201777414393,-0.0059686561260736
US,OTH,oil,-0.355146292417815,-0.0114013515851911,-0.00140619369250394,-1.03170694720571,-0.0111023643194106
Veg,HIS,oil,0.486812964958103,0.0159150599999375,0.00187599276234054,1.2634214702364,0.0105018657110314
Veg,NHB,oil,-0.963253065560462,-0.0319778938691404,-0.00373578114281161,-2.49975174238208,-0.0197132152394645
Veg,NHW,oil,-0.346172612752056,-0.0111055710622504,-0.00137157679683063,-0.965712426759851,-0.00883793005157815
Veg,OTH,oil,-0.38290039282891303,-0.0123412130275158,-0.00153159440238931,-1.12844501457297,-0.00965940270413119
Vegan,HIS,oil,0.524652234315181,0.0172228066924702,0.0020305767252000702,1.35826564745532,0.0107037356742182
Vegan,NHB,oil,-1.02504629674633,-0.0340576461669234,-0.00396823394509558,-2.65651703319569,-0.0219241458129932
Vegan,NHW,oil,-0.314813693806778,-0.0100508849109706,-0.00123546228008648,-0.8744340032841,-0.00728859147694188
Vegan,OTH,oil,-0.427745925584119,-0.0137871731777646,-0.00171876343726878,-1.25210044172391,-0.0123986552742344
Med,HIS,pf_egg,-8.59185599869686,-0.439213757914937,-0.0716830288627747,-19.7158921366888,-0.46145916873967
Med,NHB,pf_egg,-3.30066285044898,-0.168729147040616,-0.0275378812692983,-7.57409257660952,-0.130698807396887
Med,NHW,pf_egg,-3.00609051734056,-0.153670675224755,-0.0250802240344019,-6.8981319521648,-0.220851216039296
Med,OTH,pf_egg,-2.89217873360303,-0.147847530305456,-0.0241298424541349,-6.63673645838467,-0.179954018709845
US,HIS,pf_egg,-8.46457245146179,-0.432707051434947,-0.0706210848321028,-19.4238122079234,-0.468030505086724
US,NHB,pf_egg,-3.1147746644799,-0.15922658452981,-0.0259869907280589,-7.14753149078512,-0.141923461525643
US,NHW,pf_egg,-3.2026479685956,-0.16371864819183,-0.0267201297141113,-7.34917599994616,-0.212881490675883
US,OTH,pf_egg,-2.84413506034984,-0.145391548469079,-0.0237290075219614,-6.52648974570073,-0.162121170605948
Veg,HIS,pf_egg,-10.4076608816112,-0.532037297600202,-0.0868325371705095,-23.8826534532475,-0.557014558672674
Veg,NHB,pf_egg,-4.32992913071514,-0.221345009191867,-0.0361251905173805,-9.93596909836878,-0.177386377377377
Veg,NHW,pf_egg,-4.45905654200777,-0.227945973590277,-0.037202518157889,-10.2322801763619,-0.287257789642066
Veg,OTH,pf_egg,-4.04057586966567,-0.206553335172918,-0.0337110767139726,-9.27198477587598,-0.22781775341892
Vegan,HIS,pf_egg,-23.3772374523849,-1.19503915250548,-0.195039487077694,-53.6441825997652,-1.34362097206725
Vegan,NHB,pf_egg,-17.2155710483046,-0.880056143390241,-0.143631862141537,-39.5048918314456,-1.01692312750523
Vegan,NHW,pf_egg,-17.6522430719337,-0.902378719618655,-0.147275076515489,-40.506931264868,-1.26813863170103
Vegan,OTH,pf_egg,-17.2098179609203,-0.879762046849277,-0.143583863347204,-39.491690114571,-1.08787235600666
Med,HIS,pf_ns,12.0000105985552,0.0352414321343233,0.00557221386013135,72.9534938621716,0.047131380574499
Med,NHB,pf_ns,5.31659646091721,0.0138132096665544,0.00287880938487167,30.2192973327262,0.0350191805582238
Med,NHW,pf_ns,-16.8590107759584,-0.0422278771051296,-0.00749006436831344,-98.5020628341529,-0.0636446676766645
Med,OTH,pf_ns,-13.5908323069199,-0.0344863182653061,-0.00557158427937016,-79.1182686876306,-0.0490747575228458
US,HIS,pf_ns,12.4712341623932,0.035259190990024,0.00555288939391952,75.2609964200294,0.0484318774028102
US,NHB,pf_ns,4.6596828554842,0.0127025486565999,0.00254316899402665,26.050311308712,0.031234440298047
US,NHW,pf_ns,-16.0072179696887,-0.0405251935605611,-0.00719351407666267,-93.3936519538368,-0.0602608891938429
US,OTH,pf_ns,-17.6964887442328,-0.0443118719164769,-0.00732360448276868,-102.682689600146,-0.0613861669047182
Veg,HIS,pf_ns,34.9644533201423,0.0990596867997104,0.0158095313411946,210.733647786192,0.136296412542426
Veg,NHB,pf_ns,26.4530125874926,0.0615114984696803,0.012662203892473,142.096451564754,0.135080540202678
Veg,NHW,pf_ns,6.93724952629206,0.0204881164083271,0.00353250653943654,40.6326830040071,0.0382065826122721
Veg,OTH,pf_ns,12.3417877079761,0.0311310571688688,0.00503256492640324,74.4446881405128,0.0367062093515034
Vegan,HIS,pf_ns,43.4350534287405,0.122258483496974,0.0195139924515853,261.701726879187,0.169044307001597
Vegan,NHB,pf_ns,35.0045472504764,0.0814027528552352,0.0166438483795409,187.590374567653,0.175751425568334
Vegan,NHW,pf_ns,14.3082063142706,0.0403840016159253,0.00700999594773955,83.6541148000541,0.0728691861129045
Vegan,OTH,pf_ns,22.4058546618934,0.0537955168827395,0.00913754935443988,130.422953481237,0.0657321769985151
Med,HIS,pf_poultry,-15.2192646677941,-0.475500773238939,-0.0693065637858706,-32.6760455810577,-0.511137895282005
Med,NHB,pf_poultry,-29.242930558906,-0.913641528610926,-0.133272785346112,-62.7855517319377,-1.09718669300256
Med,NHW,pf_poultry,-5.26194465381531,-0.16441409498588,-0.0238146750974481,-11.2968756857165,-0.200906789539623
Med,OTH,pf_poultry,-13.2116673012678,-0.412419871785332,-0.0603998956608955,-28.3669481614629,-0.443283044528553
US,HIS,pf_poultry,-14.8927710329399,-0.46528939335375,-0.0678693841887517,-31.9752703099918,-0.485333070469486
US,NHB,pf_poultry,-29.1717320714879,-0.911410430872067,-0.132979511212869,-62.6328198810875,-1.14458026729343
US,NHW,pf_poultry,-4.84313752976819,-0.151335612242683,-0.0218769761963592,-10.3975583130017,-0.183708091936988
US,OTH,pf_poultry,-12.8944292544738,-0.402593120956537,-0.0589736496169448,-27.685670425983,-0.468456346099476
Veg,HIS,pf_poultry,-54.5951152912857,-1.70570924912578,-0.248627752585788,-117.216787803363,-1.7750854087706
Veg,NHB,pf_poultry,-68.9240564214164,-2.15342517587311,-0.31393576129681,-147.981496918052,-2.62497404607536
Veg,NHW,pf_poultry,-43.9664080462458,-1.37386522404752,-0.197398688936548,-94.3849342616055,-1.43431942435069
Veg,OTH,pf_poultry,-52.3553945286828,-1.63447878529146,-0.238920363980593,-112.411080314707,-1.64157996645762
Vegan,HIS,pf_poultry,-53.821396309581,-1.68152885371396,-0.24515587486098,-115.555816211593,-1.76231476429013
Vegan,NHB,pf_poultry,-68.4465815990487,-2.13850730802258,-0.311738229513542,-146.956254138916,-2.61084646219479
Vegan,NHW,pf_poultry,-44.6306255580554,-1.39461468905421,-0.200379258730853,-95.8108420795015,-1.44855586334921
Vegan,OTH,pf_poultry,-51.6489114245368,-1.61236820440625,-0.235618533325625,-110.893929427821,-1.68775634333963
Med,HIS,pf_redm,-23.4306175298862,-1.03734974465044,-0.459149639679745,-135.709208123345,-1.02451995575637
Med,NHB,pf_redm,-0.447521088705278,-0.0224538233752328,-0.0130505461372839,-3.74856735322161,-0.0671773418179674
Med,NHW,pf_redm,-12.122447284223,-0.535467556855306,-0.231412479694061,-68.5300265191277,-0.498175751537257
Med,OTH,pf_redm,-18.1254938206444,-0.793144432875404,-0.345033729422219,-102.193745567107,-0.584113469561452
US,HIS,pf_redm,-23.2953072081174,-1.03179850382467,-0.457291852265087,-135.140846303791,-0.959239598260331
US,NHB,pf_redm,-1.28834900193089,-0.0578727066514454,-0.0279398760072545,-8.17846141088114,-0.110400089411334
US,NHW,pf_redm,-11.0663482144192,-0.489789053602889,-0.212377843103339,-62.8721669153567,-0.516175481723788
US,OTH,pf_redm,-16.5087814893676,-0.720740690536345,-0.312654568913191,-92.6336378041761,-0.658877441407815
Veg,HIS,pf_redm,-86.2186059244428,-3.82506402205886,-1.69008211857967,-499.616667477479,-3.52136839401963
Veg,NHB,pf_redm,-62.5119312657213,-2.73257068314029,-1.17875256884095,-349.390410946795,-2.60142969435798
Veg,NHW,pf_redm,-73.1079817317015,-3.22377794522957,-1.39308179946888,-412.608807362623,-3.03562594196563
Veg,OTH,pf_redm,-78.6292635784442,-3.41562403699178,-1.47592618757669,-437.49239957631403,-2.78754812577721
Vegan,HIS,pf_redm,-85.0444664590272,-3.7725617394863,-1.66615424011434,-492.568341391959,-3.49692470854933
Vegan,NHB,pf_redm,-62.2942197275692,-2.72312964166992,-1.17441043443514,-348.111009671408,-2.58046778095105
Vegan,NHW,pf_redm,-71.720781845625993,-3.16287201780211,-1.36758697154311,-405.040610666611,-2.95073198704541
Vegan,OTH,pf_redm,-78.6838064528693,-3.41675711984323,-1.47571691508051,-437.454060788374,-2.79898322382381
Med,HIS,pf_seafood,2.91492086272821,10.0561742491368,0.550590976185363,20.0977863943642,3.15662671752794
Med,NHB,pf_seafood,3.58000930362119,9.39187930229049,0.54210740216573,25.3918318042605,2.84621413787163
Med,NHW,pf_seafood,3.43225499916738,10.2182359199637,0.621719689135124,23.6556069463982,4.16991606281323
Med,OTH,pf_seafood,2.51205132841388,8.50899098339459,0.456583025662023,17.4897691820564,3.07886780451532
US,HIS,pf_seafood,0.986820599648692,3.31734270007382,0.185202600591483,6.79814290237564,1.03726065022808
US,NHB,pf_seafood,0.843934252262384,2.19044353798932,0.125871227320124,5.99561473786929,0.65228800069153
US,NHW,pf_seafood,1.33051707688132,3.95306086241674,0.240704969478728,9.17188876558549,1.57822799733622
US,OTH,pf_seafood,0.62490090284852,1.92737526717666,0.110696390765508,4.33296411925133,0.707057460075602
Veg,HIS,pf_seafood,-1.2758648993148,-4.46698284128746,-0.242850812247651,-8.80138483858478,-1.40127817574118
Veg,NHB,pf_seafood,-2.24808615469248,-5.92839870031637,-0.342798106194546,-15.9277235230689,-1.82866463702634
Veg,NHW,pf_seafood,-1.10198576917516,-3.20395758227986,-0.197134749609813,-7.59929743243775,-1.33224822257998
Veg,OTH,pf_seafood,-1.62927053380083,-5.86058873178369,-0.298734360997619,-11.3904595588084,-1.95241329210941
Vegan,HIS,pf_seafood,-1.36493307889884,-4.81039121061166,-0.260020552094423,-9.4226115873304,-1.43447828781132
Vegan,NHB,pf_seafood,-2.2566602392983,-5.94624807315785,-0.342146368943484,-16.0095134949415,-1.85199065862907
Vegan,NHW,pf_seafood,-1.10563693456027,-3.2269969752703,-0.198199495433464,-7.62506859635597,-1.30828547000841
Vegan,OTH,pf_seafood,-1.62958524747138,-5.880796789845,-0.299962882744863,-11.3930147770472,-2.04389426356045
Med,HIS,sat_fat,-13.1980063890971,-0.726436240551203,-0.201540479241252,-60.1120076950568,-0.0757206800983342
Med,NHB,sat_fat,-13.9301561167087,-0.723453262779987,-0.195144974014128,-59.401618730305,-0.072315624053973
Med,NHW,sat_fat,-16.2256033784323,-0.928973478785588,-0.250255571599252,-74.1176307037639,-0.0928400916877253
Med,OTH,sat_fat,-11.9652969837551,-0.654559584329765,-0.17504694846202,-52.5268845305233,-0.0825874725255616
US,HIS,sat_fat,-13.1980623560985,-0.726453147344258,-0.201554586667899,-60.115850955482,-0.0761600887963479
US,NHB,sat_fat,-13.8688200582065,-0.720143621724072,-0.194404549632642,-59.1715982713352,-0.0718522918303697
US,NHW,sat_fat,-16.3230000535363,-0.934646260942733,-0.251815442535516,-74.5778862216737,-0.0930403984632469
US,OTH,sat_fat,-12.2238437715262,-0.668033080300343,-0.17914823525865,-53.75082946463,-0.0839714478095927
Veg,HIS,sat_fat,-12.4622401710362,-0.685904414010877,-0.190287584051964,-56.7558814205049,-0.0717825260388384
Veg,NHB,sat_fat,-13.1152784997999,-0.681373820663659,-0.183724348984868,-55.92269258353,-0.0678752584114046
Veg,NHW,sat_fat,-15.6938649656419,-0.898776632034284,-0.242063650511588,-71.6889429560919,-0.0894108416848521
Veg,OTH,sat_fat,-11.3537141711734,-0.620626566463645,-0.16639634870545,-49.9283514107137,-0.0784524337183213
Vegan,HIS,sat_fat,-12.554325129896,-0.691071517324358,-0.191748761753826,-57.1892152630739,-0.0721567099576851
Vegan,NHB,sat_fat,-13.1867014246886,-0.68498741243543,-0.184706176915674,-56.221631717739,-0.0688453474499877
Vegan,NHW,sat_fat,-15.7417533544757,-0.901215924242304,-0.242751322665645,-71.893657670931,-0.0897584483356892
Vegan,OTH,sat_fat,-11.5011810481116,-0.629347601107122,-0.168497301356174,-50.5523425054558,-0.0799578659746256
Med,HIS,veg_dg,5.392775830143,0.0918411473270986,0.0104680871482485,69.882161332726,0.159376277717304
Med,NHB,veg_dg,2.60970536493164,0.0467755854726659,0.00558353429688944,33.6986777566622,0.103624222472264
Med,NHW,veg_dg,2.66555444076068,0.04149605550232,0.00470672626672673,32.6883821614235,0.0706288749305498
Med,OTH,veg_dg,-1.78246142997168,-0.0325197307425712,-0.00388156995662878,-22.4176814626692,-0.0677742877733185
US,HIS,veg_dg,5.36684458618677,0.0923415906491683,0.0105308555106157,69.9067457726503,0.161009289083112
US,NHB,veg_dg,2.48082571652178,0.0438508008909827,0.00523449868749939,31.6932607383541,0.0959494408474417
US,NHW,veg_dg,2.66621476572915,0.0428277931256656,0.00486652219794485,33.0315958797347,0.076927777128707
US,OTH,veg_dg,-1.771029293217,-0.0326878812046589,-0.00387737812105332,-22.3796674740935,-0.0704938780439169
Veg,HIS,veg_dg,5.13322565138886,0.0893443219604101,0.0101987034999698,67.1317436893275,0.158031747919372
Veg,NHB,veg_dg,2.55928955068798,0.0453413264770333,0.00541789315214505,32.7682860798976,0.100657431599782
Veg,NHW,veg_dg,2.90103822705424,0.0468403535125998,0.00532263845902496,36.2856562407422,0.0805395915256114
Veg,OTH,veg_dg,-1.90318914482252,-0.0346429260241777,-0.00409967684488696,-24.2849987434118,-0.0690751045043037
Vegan,HIS,veg_dg,5.46561529179255,0.0930305249628629,0.0106046558084246,70.8325666403739,0.160111630090716
Vegan,NHB,veg_dg,2.3382139985616,0.0419439202654943,0.00501723740444751,30.0601015407725,0.094024991054019
Vegan,NHW,veg_dg,2.74829770772038,0.0443956698310285,0.00504891817415166,34.2167673774997,0.0774709424225927
Vegan,OTH,veg_dg,-1.75526798001253,-0.0314953605295607,-0.00372770658559564,-22.0785675285265,-0.0625352448680397
Med,HIS,veg_oth,-0.173438974984065,-0.00392760970663898,-0.00122891090008623,-1.43359226038418,0.0118401227696786
Med,NHB,veg_oth,5.76480110425527,0.10501160051607,0.0152689907643662,50.8081072981064,0.685967094877742
Med,NHW,veg_oth,0.614709297032229,0.0114498989228287,0.00186577549421772,5.36550195300799,0.0421738449888448
Med,OTH,veg_oth,-3.21297968714639,-0.0678368356815978,-0.0130373908739812,-30.0661639783633,-0.245284115039565
