note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
veg_oth_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
veg_oth_adj,Overall,16147,0.38,0.01,0.00,0.01,0.38,0.01,0.59,0.02,0.31,0.00,0.10,0.01,0.00,0.01,36
veg_oth_adj,1,381,0.52,0.03,0.35,0.02,0.49,0.03,0.66,0.04,0.24,,,0.02,,,36
veg_oth_adj,2,282,0.37,0.03,0.24,0.02,0.34,0.03,0.46,0.03,0.18,,,0.01,,,36
veg_oth_adj,3,337,0.48,0.03,0.32,0.02,0.45,0.03,0.60,0.04,0.22,,,0.02,,,36
veg_oth_adj,4,234,0.62,0.04,0.42,0.03,0.59,0.04,0.79,0.05,0.29,,,0.02,,,36
veg_oth_adj,5,354,0.45,0.03,0.30,0.02,0.43,0.03,0.57,0.04,0.21,,,0.02,,,36
veg_oth_adj,6,240,0.34,0.03,0.22,0.02,0.32,0.03,0.44,0.04,0.17,,,0.02,,,36
veg_oth_adj,7,290,0.48,0.03,0.32,0.02,0.45,0.03,0.61,0.04,0.22,,,0.02,,,36
veg_oth_adj,8,235,0.48,0.03,0.31,0.02,0.45,0.03,0.60,0.04,0.22,,,0.02,,,36
veg_oth_adj,9,237,0.52,0.03,0.35,0.02,0.49,0.02,0.66,0.03,0.24,,,0.02,,,36
veg_oth_adj,10,199,0.47,0.05,0.32,0.04,0.44,0.05,0.60,0.07,0.22,,,0.03,,,36
veg_oth_adj,11,252,0.61,0.03,0.41,0.03,0.57,0.03,0.77,0.04,0.27,,,0.02,,,36
veg_oth_adj,12,141,0.50,0.04,0.34,0.03,0.47,0.04,0.64,0.06,0.23,,,0.02,,,36
veg_oth_adj,13,215,0.47,0.03,0.31,0.03,0.43,0.03,0.59,0.04,0.22,,,0.02,,,36
veg_oth_adj,14,155,0.41,0.03,0.27,0.02,0.39,0.03,0.52,0.04,0.19,,,0.02,,,36
veg_oth_adj,15,198,0.50,0.03,0.34,0.02,0.47,0.03,0.63,0.04,0.23,,,0.02,,,36
veg_oth_adj,16,134,0.57,0.05,0.39,0.04,0.54,0.05,0.73,0.06,0.26,,,0.02,,,36
veg_oth_adj,17,245,0.56,0.05,0.37,0.04,0.53,0.05,0.71,0.06,0.25,,,0.02,,,36
veg_oth_adj,18,201,0.46,0.03,0.31,0.02,0.44,0.03,0.59,0.04,0.22,,,0.02,,,36
veg_oth_adj,19,236,0.54,0.05,0.36,0.03,0.51,0.04,0.68,0.06,0.25,,,0.03,,,36
veg_oth_adj,20,138,0.62,0.06,0.42,0.04,0.58,0.06,0.78,0.07,0.28,,,0.03,,,36
veg_oth_adj,21,234,0.58,0.05,0.39,0.04,0.55,0.05,0.73,0.07,0.26,,,0.03,,,36
veg_oth_adj,22,161,0.42,0.03,0.28,0.02,0.39,0.03,0.53,0.04,0.20,,,0.02,,,36
veg_oth_adj,23,198,0.51,0.04,0.34,0.03,0.48,0.04,0.65,0.05,0.23,,,0.02,,,36
veg_oth_adj,24,162,0.62,0.04,0.42,0.03,0.58,0.04,0.78,0.05,0.28,,,0.03,,,36
veg_oth_adj,25,269,0.57,0.06,0.38,0.04,0.53,0.05,0.71,0.07,0.26,,,0.03,,,36
veg_oth_adj,26,243,0.46,0.03,0.31,0.03,0.43,0.03,0.58,0.04,0.22,,,0.02,,,36
veg_oth_adj,27,297,0.53,0.06,0.36,0.05,0.50,0.06,0.67,0.07,0.24,,,0.02,,,36
veg_oth_adj,28,136,0.63,0.07,0.43,0.05,0.60,0.07,0.80,0.09,0.29,,,0.04,,,36
veg_oth_adj,29,291,0.51,0.03,0.34,0.03,0.48,0.03,0.64,0.04,0.23,,,0.02,,,36
veg_oth_adj,30,238,0.47,0.04,0.32,0.03,0.45,0.04,0.60,0.05,0.22,,,0.02,,,36
veg_oth_adj,31,263,0.55,0.04,0.37,0.03,0.52,0.04,0.70,0.05,0.25,,,0.02,,,36
veg_oth_adj,32,132,0.57,0.09,0.38,0.06,0.53,0.09,0.72,0.11,0.26,,,0.04,,,36
veg_oth_adj,33,249,0.59,0.03,0.40,0.03,0.55,0.03,0.75,0.04,0.27,,,0.02,,,36
veg_oth_adj,34,134,0.48,0.05,0.32,0.04,0.45,0.05,0.61,0.06,0.22,,,0.02,,,36
veg_oth_adj,35,203,0.54,0.06,0.36,0.04,0.51,0.05,0.68,0.07,0.25,,,0.03,,,36
veg_oth_adj,36,89,0.60,0.08,0.41,0.06,0.56,0.08,0.76,0.10,0.28,,,0.03,,,36
veg_oth_adj,37,286,0.52,0.03,0.35,0.03,0.49,0.04,0.66,0.04,0.24,,,0.02,,,36
veg_oth_adj,38,158,0.50,0.05,0.33,0.03,0.47,0.05,0.63,0.06,0.23,,,0.03,,,36
veg_oth_adj,39,184,0.50,0.04,0.33,0.03,0.47,0.03,0.63,0.05,0.23,,,0.02,,,36
veg_oth_adj,40,84,0.67,0.07,0.46,0.05,0.63,0.07,0.85,0.09,0.30,,,0.03,,,36
veg_oth_adj,41,310,0.50,0.03,0.34,0.02,0.47,0.03,0.63,0.04,0.23,,,0.02,,,36
veg_oth_adj,42,95,0.60,0.09,0.41,0.06,0.57,0.09,0.75,0.11,0.27,,,0.04,,,36
veg_oth_adj,43,85,0.45,0.03,0.30,0.02,0.41,0.03,0.56,0.04,0.21,,,0.02,,,36
veg_oth_adj,44,44,0.56,0.04,0.37,0.03,0.52,0.04,0.69,0.06,0.26,,,0.03,,,36
veg_oth_adj,45,334,0.46,0.03,0.31,0.02,0.43,0.03,0.58,0.04,0.21,,,0.02,,,36
veg_oth_adj,46,82,0.48,0.04,0.32,0.03,0.45,0.04,0.61,0.05,0.22,,,0.02,,,36
veg_oth_adj,47,58,0.37,0.05,0.24,0.04,0.35,0.05,0.47,0.06,0.18,,,0.02,,,36
veg_oth_adj,48,36,0.58,0.10,0.39,0.08,0.55,0.10,0.73,0.12,0.26,,,0.04,,,36
