note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_ns_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
pf_ns_adj,Overall,16147,0.50,0.03,0.00,0.00,0.24,0.03,0.69,0.05,0.70,0.00,0.49,0.04,0.00,0.06,36
pf_ns_adj,1,381,0.65,0.06,0.18,0.02,0.43,0.05,0.88,0.09,0.70,,,0.07,,,36
pf_ns_adj,2,282,0.56,0.06,0.15,0.03,0.36,0.05,0.74,0.08,0.62,,,0.07,,,36
pf_ns_adj,3,337,0.49,0.05,0.13,0.02,0.31,0.04,0.65,0.06,0.55,,,0.06,,,36
pf_ns_adj,4,234,0.55,0.07,0.14,0.03,0.35,0.06,0.73,0.10,0.62,,,0.08,,,36
pf_ns_adj,5,354,0.58,0.10,0.15,0.04,0.37,0.07,0.78,0.13,0.64,,,0.10,,,36
pf_ns_adj,6,240,0.63,0.09,0.17,0.04,0.41,0.07,0.84,0.12,0.69,,,0.08,,,36
pf_ns_adj,7,290,0.58,0.08,0.15,0.03,0.37,0.06,0.77,0.10,0.64,,,0.08,,,36
pf_ns_adj,8,235,0.80,0.08,0.22,0.03,0.52,0.06,1.07,0.10,0.86,,,0.09,,,36
pf_ns_adj,9,237,0.68,0.06,0.19,0.03,0.44,0.05,0.91,0.09,0.74,,,0.08,,,36
pf_ns_adj,10,199,0.74,0.12,0.20,0.05,0.49,0.09,0.98,0.17,0.80,,,0.11,,,36
pf_ns_adj,11,252,0.52,0.07,0.14,0.03,0.33,0.05,0.69,0.10,0.57,,,0.08,,,36
pf_ns_adj,12,141,0.75,0.10,0.21,0.04,0.49,0.07,1.00,0.14,0.80,,,0.10,,,36
pf_ns_adj,13,215,0.84,0.07,0.23,0.04,0.55,0.06,1.12,0.10,0.91,,,0.09,,,36
pf_ns_adj,14,155,0.62,0.15,0.17,0.05,0.40,0.11,0.82,0.21,0.67,,,0.15,,,36
pf_ns_adj,15,198,0.50,0.12,0.14,0.04,0.32,0.09,0.67,0.17,0.56,,,0.12,,,36
pf_ns_adj,16,134,0.86,0.10,0.24,0.04,0.57,0.08,1.16,0.15,0.90,,,0.10,,,36
pf_ns_adj,17,245,0.70,0.09,0.19,0.03,0.45,0.07,0.95,0.12,0.75,,,0.10,,,36
pf_ns_adj,18,201,0.74,0.11,0.21,0.05,0.49,0.09,1.00,0.15,0.79,,,0.11,,,36
pf_ns_adj,19,236,0.55,0.06,0.15,0.03,0.35,0.05,0.74,0.08,0.61,,,0.05,,,36
pf_ns_adj,20,138,1.01,0.24,0.29,0.08,0.67,0.17,1.38,0.33,1.02,,,0.24,,,36
pf_ns_adj,21,234,0.58,0.07,0.16,0.03,0.38,0.05,0.79,0.09,0.64,,,0.07,,,36
pf_ns_adj,22,161,0.76,0.12,0.22,0.05,0.50,0.10,1.02,0.17,0.83,,,0.12,,,36
pf_ns_adj,23,198,0.49,0.12,0.13,0.04,0.32,0.09,0.66,0.16,0.55,,,0.11,,,36
pf_ns_adj,24,162,0.87,0.13,0.25,0.05,0.58,0.10,1.16,0.17,0.92,,,0.12,,,36
pf_ns_adj,25,269,0.74,0.08,0.20,0.04,0.48,0.06,0.99,0.10,0.79,,,0.09,,,36
pf_ns_adj,26,243,0.62,0.08,0.16,0.03,0.40,0.06,0.83,0.12,0.68,,,0.09,,,36
pf_ns_adj,27,297,0.67,0.11,0.19,0.04,0.44,0.08,0.90,0.14,0.73,,,0.11,,,36
pf_ns_adj,28,136,0.75,0.10,0.20,0.04,0.49,0.07,1.01,0.14,0.80,,,0.11,,,36
pf_ns_adj,29,291,0.71,0.09,0.20,0.04,0.47,0.07,0.95,0.13,0.76,,,0.09,,,36
pf_ns_adj,30,238,0.72,0.11,0.20,0.04,0.48,0.08,0.96,0.14,0.77,,,0.12,,,36
pf_ns_adj,31,263,0.46,0.07,0.12,0.03,0.29,0.05,0.61,0.10,0.52,,,0.08,,,36
pf_ns_adj,32,132,0.66,0.14,0.18,0.05,0.43,0.11,0.89,0.19,0.71,,,0.13,,,36
pf_ns_adj,33,249,0.71,0.07,0.20,0.03,0.46,0.05,0.96,0.09,0.76,,,0.07,,,36
pf_ns_adj,34,134,0.71,0.10,0.19,0.04,0.47,0.07,0.96,0.13,0.78,,,0.10,,,36
pf_ns_adj,35,203,0.53,0.12,0.14,0.04,0.33,0.09,0.69,0.17,0.61,,,0.12,,,36
pf_ns_adj,36,89,0.82,0.11,0.22,0.04,0.52,0.08,1.12,0.15,0.88,,,0.12,,,36
pf_ns_adj,37,286,0.81,0.06,0.22,0.04,0.53,0.05,1.09,0.08,0.86,,,0.07,,,36
pf_ns_adj,38,158,0.78,0.12,0.21,0.05,0.52,0.09,1.07,0.16,0.85,,,0.12,,,36
pf_ns_adj,39,184,0.74,0.11,0.20,0.04,0.48,0.09,0.99,0.16,0.80,,,0.12,,,36
pf_ns_adj,40,84,0.90,0.19,0.26,0.06,0.59,0.14,1.22,0.28,0.94,,,0.19,,,36
pf_ns_adj,41,310,0.58,0.06,0.16,0.03,0.38,0.05,0.79,0.08,0.64,,,0.06,,,36
