note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
oil_adj,24,162,27.59,1.61,22.29,1.38,26.95,1.62,32.31,1.85,7.49,,,0.50,,,36
oil_adj,25,269,28.58,1.01,23.16,0.92,27.97,1.05,33.45,1.19,7.62,,,0.41,,,36
oil_adj,26,243,30.64,1.17,24.99,1.08,30.12,1.18,35.74,1.34,7.98,,,0.44,,,36
oil_adj,27,297,26.50,0.98,21.28,0.95,25.96,0.98,31.20,1.08,7.27,,,0.37,,,36
oil_adj,28,136,31.64,1.81,25.90,1.63,31.18,1.83,37.02,2.12,8.17,,,0.56,,,36
oil_adj,29,291,27.05,1.00,21.84,0.84,26.49,0.99,31.74,1.19,7.43,,,0.44,,,36
oil_adj,30,238,26.98,1.32,21.76,1.16,26.45,1.33,31.67,1.48,7.36,,,0.42,,,36
oil_adj,31,263,24.24,0.89,19.27,0.85,23.67,0.86,28.59,1.02,7.06,,,0.41,,,36
oil_adj,32,132,27.94,2.05,22.61,1.94,27.30,2.04,32.82,2.25,7.62,,,0.46,,,36
oil_adj,33,249,29.59,1.40,24.05,1.20,29.07,1.39,34.48,1.63,7.80,,,0.49,,,36
oil_adj,34,134,30.55,1.25,24.87,1.16,29.93,1.30,35.62,1.40,7.97,,,0.45,,,36
oil_adj,35,203,27.61,1.40,22.25,1.22,26.99,1.40,32.33,1.62,7.55,,,0.46,,,36
oil_adj,36,89,30.09,1.82,24.45,1.70,29.61,1.83,35.06,1.97,7.88,,,0.43,,,36
oil_adj,37,286,27.36,1.01,21.94,0.92,26.79,1.00,32.17,1.19,7.49,,,0.43,,,36
oil_adj,38,158,25.94,1.35,20.70,1.23,25.34,1.36,30.54,1.53,7.33,,,0.43,,,36
oil_adj,39,184,25.78,1.50,20.61,1.42,25.30,1.52,30.25,1.66,7.23,,,0.40,,,36
oil_adj,40,84,26.99,1.67,21.48,1.51,26.49,1.68,31.61,1.91,7.46,,,0.48,,,36
oil_adj,41,310,28.10,0.88,22.69,0.78,27.56,0.89,32.94,1.04,7.56,,,0.40,,,36
oil_adj,42,95,30.57,2.04,24.91,1.87,30.12,2.06,35.61,2.25,7.89,,,0.46,,,36
oil_adj,43,85,28.92,1.70,23.35,1.61,28.29,1.69,33.81,1.84,7.68,,,0.43,,,36
oil_adj,44,44,25.28,2.98,20.15,2.63,24.56,2.94,29.79,3.35,7.24,,,0.69,,,36
oil_adj,45,334,25.29,0.72,20.17,0.70,24.78,0.72,29.88,0.82,7.17,,,0.37,,,36
oil_adj,46,82,25.35,1.78,20.15,1.72,24.79,1.78,29.85,1.92,7.11,,,0.34,,,36
oil_adj,47,58,27.45,1.84,22.01,1.74,26.91,1.86,32.31,1.94,7.54,,,0.42,,,36
oil_adj,48,36,25.34,1.65,20.33,1.47,24.80,1.65,29.83,1.88,7.14,,,0.50,,,36
