note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
sodium_adj,.,6388,22.34,0.00,22.34,0.00,22.34,0.00,22.34,0.00,0.00,,,0.00,,,36
sodium_adj,Overall,16147,2550.44,31.43,22.34,450.82,3114.36,21.68,3639.09,34.17,1579.90,2976.48,2496072.29,22.85,1290.40,71967.59,36
sodium_adj,1,381,3532.02,64.74,3095.58,59.22,3486.34,61.98,3910.67,80.05,616.90,,,49.98,,,36
sodium_adj,2,282,3473.61,80.95,3039.45,79.08,3424.12,80.30,3854.47,90.91,607.67,,,46.68,,,36
sodium_adj,3,337,3305.80,90.20,2891.52,79.35,3257.72,86.16,3666.38,105.21,584.45,,,46.34,,,36
sodium_adj,4,234,3660.11,113.21,3204.58,123.69,3609.69,119.87,4060.97,116.73,643.87,,,47.09,,,36
sodium_adj,5,354,3537.96,70.75,3097.40,62.44,3490.63,66.77,3918.44,85.15,619.82,,,50.17,,,36
sodium_adj,6,240,3320.54,75.82,2910.95,66.72,3271.85,74.38,3683.53,89.22,584.00,,,43.97,,,36
sodium_adj,7,290,3382.85,73.75,2958.62,64.75,3333.84,70.42,3753.65,88.73,600.09,,,46.74,,,36
sodium_adj,8,235,3645.58,57.44,3191.48,58.92,3590.98,54.91,4041.64,71.99,643.07,,,53.74,,,36
sodium_adj,9,237,3494.17,91.13,3057.97,85.05,3440.13,90.19,3880.67,105.35,620.33,,,49.47,,,36
sodium_adj,10,199,3344.16,68.61,2927.50,67.07,3299.09,67.57,3708.74,78.52,584.83,,,42.88,,,36
sodium_adj,11,252,3465.03,88.75,3031.69,68.43,3418.48,84.45,3841.20,109.42,605.68,,,51.46,,,36
sodium_adj,12,141,3604.91,101.20,3159.86,87.59,3555.08,99.91,3992.35,118.24,633.41,,,56.07,,,36
sodium_adj,13,215,3377.91,71.37,2956.14,59.50,3326.29,70.33,3750.51,86.75,601.21,,,49.63,,,36
sodium_adj,14,155,3415.38,82.00,2994.19,81.87,3367.77,80.91,3785.03,90.51,597.04,,,44.66,,,36
sodium_adj,15,198,3367.48,76.34,2951.28,69.47,3313.64,74.05,3726.56,89.34,589.26,,,44.99,,,36
