note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
sodium_adj,16,134,3541.45,132.50,3094.51,126.17,3493.58,130.72,3935.75,145.24,616.83,,,49.79,,,36
sodium_adj,17,245,3423.49,87.22,3004.45,87.90,3378.29,88.45,3798.43,97.08,599.25,,,41.52,,,36
sodium_adj,18,201,3254.65,69.75,2851.22,64.03,3209.54,68.35,3606.21,79.43,570.70,,,41.23,,,36
sodium_adj,19,236,3358.81,83.42,2937.48,69.40,3315.27,77.79,3722.02,99.61,588.85,,,49.14,,,36
sodium_adj,20,138,3712.07,220.45,3258.43,198.28,3669.83,214.56,4135.55,245.31,643.13,,,65.06,,,36
sodium_adj,21,234,3377.76,52.30,2958.40,43.74,3322.94,47.47,3742.05,69.62,591.35,,,48.07,,,36
sodium_adj,22,161,3336.44,135.66,2933.16,124.01,3289.98,134.74,3689.45,148.82,580.71,,,44.94,,,36
sodium_adj,23,198,3704.96,334.04,3247.96,267.12,3649.65,318.66,4104.36,385.40,648.93,,,98.75,,,36
sodium_adj,24,162,3616.07,172.19,3171.51,164.78,3556.57,175.29,4005.48,184.00,632.14,,,49.56,,,36
sodium_adj,25,269,3290.82,52.47,2882.33,46.45,3238.87,50.42,3651.16,64.62,576.44,,,42.77,,,36
sodium_adj,26,243,3329.05,89.82,2913.67,74.93,3283.16,85.34,3695.93,105.88,588.66,,,49.16,,,36
sodium_adj,27,297,3341.00,70.32,2926.28,66.04,3293.80,66.40,3709.29,84.07,580.91,,,44.89,,,36
sodium_adj,28,136,3790.21,145.53,3320.29,121.94,3742.65,139.19,4220.02,178.77,669.83,,,71.02,,,36
sodium_adj,29,291,3366.53,94.71,2954.09,80.35,3317.59,90.98,3732.38,111.85,592.04,,,48.91,,,36
sodium_adj,30,238,3300.25,83.18,2894.46,76.03,3254.66,81.70,3659.82,94.25,575.71,,,46.76,,,36
sodium_adj,31,263,3258.70,70.52,2854.62,71.04,3210.43,69.34,3609.06,77.31,578.82,,,42.42,,,36
sodium_adj,32,132,3655.72,131.99,3207.39,121.24,3596.49,131.61,4059.75,149.08,645.04,,,59.07,,,36
sodium_adj,33,249,3430.16,64.49,3003.48,52.67,3383.09,60.64,3798.67,82.68,602.79,,,47.88,,,36
sodium_adj,34,134,3479.22,74.03,3043.11,74.07,3423.59,74.90,3859.63,87.62,614.02,,,49.77,,,36
sodium_adj,35,203,3359.17,60.39,2940.51,66.83,3305.69,62.81,3722.11,66.07,594.26,,,42.89,,,36
sodium_adj,36,89,3578.46,163.46,3130.40,150.85,3532.93,161.50,3965.12,181.12,628.70,,,57.01,,,36
sodium_adj,37,286,3378.32,83.67,2950.32,76.38,3328.42,83.68,3752.63,97.94,594.71,,,45.50,,,36
sodium_adj,38,158,3142.62,82.90,2745.67,77.42,3093.34,83.63,3487.06,96.69,559.59,,,43.16,,,36
sodium_adj,39,184,3301.77,108.79,2889.50,93.97,3259.96,107.24,3653.57,126.05,580.53,,,46.33,,,36
sodium_adj,40,84,3489.87,115.78,3038.93,114.26,3444.06,117.46,3863.32,128.95,615.31,,,50.76,,,36
sodium_adj,41,310,3303.92,49.35,2891.12,53.30,3257.40,48.52,3667.09,57.40,579.58,,,40.99,,,36
sodium_adj,42,95,3310.40,103.87,2896.06,97.91,3270.22,106.32,3671.32,113.56,579.38,,,44.24,,,36
sodium_adj,43,85,3401.65,81.09,2971.40,79.47,3346.54,79.93,3772.62,95.83,596.01,,,45.52,,,36
sodium_adj,44,44,3794.74,259.66,3323.92,226.29,3725.39,255.45,4204.84,296.48,670.76,,,76.94,,,36
sodium_adj,45,334,3280.90,43.27,2871.92,44.07,3237.39,44.31,3644.62,58.12,577.79,,,40.71,,,36
sodium_adj,46,82,3449.70,80.47,3014.22,76.59,3399.31,80.86,3823.06,90.79,600.11,,,45.73,,,36
sodium_adj,47,58,3349.56,117.41,2924.16,119.62,3302.04,122.26,3723.79,126.43,592.77,,,43.23,,,36
sodium_adj,48,36,4013.70,255.68,3529.58,232.89,3957.89,253.12,4444.22,280.33,695.85,,,71.90,,,36
