note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_seafood_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
pf_seafood_adj,Overall,16147,0.39,0.02,0.00,0.00,0.21,0.03,0.53,0.04,0.52,0.00,0.27,0.03,0.00,0.04,36
pf_seafood_adj,1,381,0.53,0.07,0.17,0.03,0.35,0.05,0.69,0.09,0.55,,,0.07,,,36
pf_seafood_adj,2,282,0.55,0.06,0.18,0.03,0.36,0.05,0.71,0.08,0.57,,,0.06,,,36
pf_seafood_adj,3,337,0.46,0.06,0.15,0.03,0.30,0.04,0.59,0.08,0.49,,,0.07,,,36
pf_seafood_adj,4,234,0.43,0.08,0.14,0.03,0.28,0.06,0.57,0.11,0.47,,,0.08,,,36
pf_seafood_adj,5,354,0.46,0.09,0.15,0.04,0.30,0.06,0.60,0.11,0.48,,,0.08,,,36
pf_seafood_adj,6,240,0.57,0.07,0.18,0.03,0.38,0.05,0.74,0.09,0.59,,,0.07,,,36
pf_seafood_adj,7,290,0.58,0.07,0.19,0.03,0.39,0.06,0.75,0.10,0.61,,,0.08,,,36
pf_seafood_adj,8,235,0.45,0.04,0.14,0.02,0.30,0.03,0.59,0.05,0.48,,,0.05,,,36
pf_seafood_adj,9,237,0.53,0.06,0.17,0.03,0.35,0.05,0.69,0.08,0.55,,,0.06,,,36
pf_seafood_adj,10,199,0.59,0.07,0.19,0.03,0.39,0.05,0.76,0.09,0.63,,,0.08,,,36
pf_seafood_adj,11,252,0.53,0.08,0.18,0.04,0.36,0.07,0.70,0.11,0.54,,,0.08,,,36
pf_seafood_adj,12,141,0.38,0.06,0.12,0.03,0.25,0.05,0.50,0.08,0.40,,,0.05,,,36
pf_seafood_adj,13,215,0.63,0.10,0.21,0.05,0.42,0.08,0.82,0.14,0.66,,,0.10,,,36
pf_seafood_adj,14,155,0.45,0.07,0.14,0.03,0.29,0.05,0.59,0.09,0.47,,,0.07,,,36
pf_seafood_adj,15,198,0.54,0.07,0.18,0.03,0.35,0.06,0.70,0.09,0.55,,,0.07,,,36
pf_seafood_adj,16,134,0.41,0.10,0.13,0.04,0.27,0.07,0.53,0.13,0.43,,,0.09,,,36
pf_seafood_adj,17,245,0.54,0.05,0.17,0.02,0.35,0.04,0.70,0.08,0.56,,,0.07,,,36
pf_seafood_adj,18,201,0.43,0.05,0.14,0.02,0.28,0.03,0.56,0.06,0.45,,,0.05,,,36
pf_seafood_adj,19,236,0.53,0.05,0.17,0.02,0.35,0.04,0.69,0.07,0.55,,,0.07,,,36
pf_seafood_adj,20,138,0.46,0.09,0.15,0.03,0.30,0.06,0.61,0.12,0.46,,,0.10,,,36
pf_seafood_adj,21,234,0.49,0.09,0.16,0.04,0.32,0.07,0.64,0.12,0.51,,,0.08,,,36
pf_seafood_adj,22,161,0.60,0.06,0.20,0.04,0.40,0.06,0.78,0.09,0.62,,,0.06,,,36
pf_seafood_adj,23,198,0.64,0.11,0.21,0.05,0.43,0.09,0.84,0.15,0.66,,,0.11,,,36
pf_seafood_adj,24,162,0.50,0.07,0.16,0.03,0.34,0.05,0.64,0.09,0.52,,,0.08,,,36
pf_seafood_adj,25,269,0.52,0.06,0.17,0.03,0.34,0.04,0.67,0.08,0.55,,,0.06,,,36
