note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
dairy_tot_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
dairy_tot_adj,Overall,16147,1.02,0.02,0.00,0.03,1.06,0.02,1.56,0.03,0.79,0.00,0.62,0.02,0.00,0.03,36
dairy_tot_adj,1,381,1.51,0.05,1.08,0.04,1.44,0.05,1.86,0.06,0.59,,,0.03,,,36
dairy_tot_adj,2,282,1.16,0.06,0.80,0.05,1.10,0.06,1.46,0.07,0.50,,,0.03,,,36
dairy_tot_adj,3,337,1.35,0.06,0.95,0.05,1.29,0.05,1.69,0.07,0.56,,,0.03,,,36
dairy_tot_adj,4,234,1.17,0.09,0.80,0.07,1.11,0.09,1.47,0.11,0.51,,,0.03,,,36
dairy_tot_adj,5,354,1.59,0.06,1.14,0.06,1.52,0.07,1.96,0.07,0.62,,,0.02,,,36
dairy_tot_adj,6,240,1.26,0.07,0.87,0.06,1.19,0.07,1.57,0.09,0.53,,,0.03,,,36
dairy_tot_adj,7,290,1.45,0.07,1.02,0.06,1.38,0.07,1.80,0.08,0.59,,,0.03,,,36
dairy_tot_adj,8,235,1.31,0.05,0.91,0.04,1.24,0.05,1.63,0.06,0.55,,,0.03,,,36
dairy_tot_adj,9,237,1.48,0.06,1.05,0.05,1.41,0.06,1.83,0.07,0.60,,,0.03,,,36
dairy_tot_adj,10,199,1.10,0.06,0.75,0.05,1.04,0.06,1.38,0.07,0.48,,,0.02,,,36
dairy_tot_adj,11,252,1.35,0.05,0.95,0.05,1.29,0.05,1.68,0.06,0.55,,,0.02,,,36
dairy_tot_adj,12,141,1.29,0.08,0.91,0.06,1.23,0.07,1.61,0.10,0.54,,,0.03,,,36
dairy_tot_adj,13,215,1.55,0.13,1.11,0.10,1.48,0.13,1.91,0.16,0.61,,,0.05,,,36
dairy_tot_adj,14,155,1.06,0.07,0.72,0.05,1.01,0.07,1.33,0.09,0.47,,,0.03,,,36
dairy_tot_adj,15,198,1.30,0.08,0.92,0.07,1.23,0.08,1.62,0.09,0.54,,,0.03,,,36
dairy_tot_adj,16,134,1.18,0.08,0.81,0.07,1.12,0.08,1.49,0.10,0.50,,,0.03,,,36
dairy_tot_adj,17,245,1.50,0.09,1.08,0.08,1.44,0.09,1.87,0.11,0.59,,,0.03,,,36
dairy_tot_adj,18,201,1.04,0.07,0.70,0.06,0.98,0.07,1.31,0.09,0.47,,,0.03,,,36
dairy_tot_adj,19,236,1.28,0.06,0.89,0.05,1.22,0.06,1.60,0.07,0.54,,,0.03,,,36
dairy_tot_adj,20,138,1.20,0.12,0.84,0.09,1.14,0.12,1.51,0.14,0.51,,,0.04,,,36
dairy_tot_adj,21,234,1.46,0.07,1.04,0.06,1.39,0.07,1.81,0.09,0.58,,,0.03,,,36
dairy_tot_adj,22,161,1.10,0.09,0.75,0.07,1.03,0.08,1.37,0.11,0.48,,,0.04,,,36
dairy_tot_adj,23,198,1.25,0.10,0.87,0.08,1.18,0.10,1.56,0.12,0.53,,,0.03,,,36
dairy_tot_adj,24,162,1.06,0.09,0.72,0.07,0.99,0.09,1.34,0.11,0.47,,,0.04,,,36
dairy_tot_adj,25,269,1.51,0.08,1.08,0.06,1.44,0.07,1.87,0.09,0.60,,,0.03,,,36
dairy_tot_adj,26,243,0.88,0.05,0.57,0.04,0.82,0.05,1.12,0.07,0.42,,,0.02,,,36
dairy_tot_adj,27,297,1.42,0.09,1.01,0.07,1.36,0.08,1.77,0.10,0.56,,,0.03,,,36
dairy_tot_adj,28,136,1.09,0.08,0.74,0.06,1.03,0.08,1.38,0.11,0.49,,,0.04,,,36
dairy_tot_adj,29,291,1.33,0.07,0.94,0.05,1.27,0.06,1.66,0.08,0.55,,,0.03,,,36
dairy_tot_adj,30,238,0.93,0.06,0.61,0.05,0.87,0.06,1.17,0.07,0.43,,,0.02,,,36
dairy_tot_adj,31,263,1.08,0.07,0.74,0.06,1.02,0.07,1.36,0.08,0.48,,,0.02,,,36
dairy_tot_adj,32,132,1.13,0.14,0.78,0.12,1.06,0.14,1.43,0.16,0.50,,,0.04,,,36
dairy_tot_adj,33,249,1.37,0.07,0.97,0.06,1.30,0.07,1.70,0.09,0.56,,,0.03,,,36
dairy_tot_adj,34,134,0.88,0.06,0.58,0.05,0.82,0.06,1.12,0.08,0.42,,,0.03,,,36
dairy_tot_adj,35,203,1.23,0.06,0.86,0.05,1.17,0.06,1.54,0.07,0.53,,,0.03,,,36
dairy_tot_adj,36,89,1.27,0.13,0.88,0.11,1.20,0.13,1.59,0.15,0.54,,,0.04,,,36
dairy_tot_adj,37,286,1.39,0.06,0.97,0.06,1.32,0.06,1.73,0.07,0.57,,,0.03,,,36
dairy_tot_adj,38,158,1.00,0.07,0.67,0.06,0.94,0.07,1.26,0.09,0.46,,,0.03,,,36
dairy_tot_adj,39,184,1.33,0.09,0.93,0.08,1.26,0.09,1.64,0.11,0.55,,,0.04,,,36
dairy_tot_adj,40,84,1.33,0.11,0.93,0.09,1.28,0.11,1.66,0.12,0.55,,,0.03,,,36
dairy_tot_adj,41,310,1.45,0.06,1.03,0.05,1.38,0.06,1.80,0.07,0.58,,,0.03,,,36
dairy_tot_adj,42,95,0.93,0.08,0.62,0.06,0.88,0.08,1.18,0.09,0.43,,,0.03,,,36
dairy_tot_adj,43,85,1.43,0.07,1.01,0.06,1.36,0.07,1.78,0.09,0.58,,,0.03,,,36
dairy_tot_adj,44,44,1.38,0.13,0.96,0.11,1.31,0.13,1.72,0.15,0.58,,,0.04,,,36
dairy_tot_adj,45,334,1.46,0.08,1.04,0.07,1.40,0.08,1.82,0.09,0.58,,,0.02,,,36
dairy_tot_adj,46,82,1.02,0.09,0.68,0.07,0.96,0.09,1.28,0.11,0.46,,,0.04,,,36
dairy_tot_adj,47,58,1.36,0.15,0.95,0.13,1.30,0.15,1.70,0.18,0.56,,,0.05,,,36
dairy_tot_adj,48,36,0.91,0.15,0.59,0.12,0.85,0.15,1.15,0.17,0.43,,,0.04,,,36
