note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
added_sugar_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
added_sugar_adj,Overall,16147,11.58,0.18,0.00,0.25,10.98,0.21,17.78,0.29,9.84,0.22,96.73,0.20,0.08,3.95,36
added_sugar_adj,1,381,15.68,0.65,9.79,0.51,14.43,0.66,20.10,0.81,8.03,,,0.29,,,36
added_sugar_adj,2,282,18.13,0.86,11.62,0.62,16.78,0.83,23.20,1.10,8.83,,,0.43,,,36
added_sugar_adj,3,337,17.03,0.74,10.76,0.59,15.68,0.72,21.81,0.91,8.56,,,0.37,,,36
added_sugar_adj,4,234,13.85,0.89,8.36,0.69,12.59,0.89,17.99,1.11,7.48,,,0.38,,,36
added_sugar_adj,5,354,13.05,0.67,7.78,0.54,11.84,0.68,16.92,0.84,7.17,,,0.26,,,36
added_sugar_adj,6,240,17.01,1.00,10.83,0.80,15.66,1.01,21.81,1.21,8.50,,,0.36,,,36
added_sugar_adj,7,290,14.74,0.74,9.01,0.59,13.43,0.75,19.06,0.90,7.81,,,0.35,,,36
added_sugar_adj,8,235,12.96,0.87,7.69,0.62,11.68,0.84,16.85,1.11,7.19,,,0.40,,,36
added_sugar_adj,9,237,16.06,1.12,10.02,0.88,14.67,1.08,20.72,1.41,8.30,,,0.47,,,36
added_sugar_adj,10,199,19.63,1.03,12.82,0.78,18.29,0.99,24.95,1.23,9.26,,,0.45,,,36
added_sugar_adj,11,252,14.73,0.66,9.02,0.55,13.48,0.65,19.01,0.80,7.71,,,0.30,,,36
added_sugar_adj,12,141,16.54,1.07,10.44,0.84,15.22,1.09,21.15,1.31,8.37,,,0.42,,,36
added_sugar_adj,13,215,16.25,1.12,10.17,0.89,14.86,1.12,20.92,1.42,8.35,,,0.44,,,36
added_sugar_adj,14,155,17.05,1.07,10.87,0.84,15.74,1.06,21.82,1.32,8.47,,,0.43,,,36
added_sugar_adj,15,198,14.66,0.90,9.03,0.73,13.31,0.90,18.84,1.10,7.73,,,0.34,,,36
added_sugar_adj,16,134,11.47,0.92,6.57,0.68,10.30,0.92,15.14,1.20,6.53,,,0.40,,,36
added_sugar_adj,17,245,17.88,1.46,11.54,1.12,16.57,1.46,22.87,1.77,8.71,,,0.51,,,36
added_sugar_adj,18,201,18.60,0.96,12.05,0.73,17.26,0.94,23.65,1.20,8.98,,,0.42,,,36
added_sugar_adj,19,236,15.13,0.71,9.31,0.63,13.89,0.73,19.47,0.86,7.85,,,0.30,,,36
added_sugar_adj,20,138,12.19,1.33,7.21,1.01,11.08,1.34,16.16,1.63,6.77,,,0.51,,,36
added_sugar_adj,21,234,15.60,0.77,9.72,0.59,14.21,0.75,20.04,0.97,8.01,,,0.38,,,36
added_sugar_adj,22,161,16.50,0.84,10.55,0.70,15.20,0.80,21.02,1.06,8.26,,,0.37,,,36
added_sugar_adj,23,198,14.91,0.94,9.20,0.77,13.58,0.95,19.21,1.15,7.83,,,0.35,,,36
added_sugar_adj,24,162,11.35,1.06,6.58,0.78,10.08,1.04,14.85,1.32,6.59,,,0.45,,,36
added_sugar_adj,25,269,16.67,0.98,10.55,0.73,15.28,0.94,21.41,1.22,8.36,,,0.43,,,36
added_sugar_adj,26,243,18.53,0.99,11.94,0.80,17.18,0.98,23.67,1.23,9.02,,,0.39,,,36
added_sugar_adj,27,297,15.81,0.98,9.89,0.72,14.51,0.98,20.41,1.24,8.00,,,0.44,,,36
added_sugar_adj,28,136,13.17,1.40,7.85,1.04,11.96,1.38,17.32,1.81,7.27,,,0.57,,,36
added_sugar_adj,29,291,16.00,0.97,10.09,0.75,14.67,0.98,20.55,1.17,8.18,,,0.36,,,36
added_sugar_adj,30,238,16.24,0.66,10.27,0.56,14.96,0.68,20.87,0.79,8.18,,,0.31,,,36
added_sugar_adj,31,263,13.19,0.78,7.91,0.56,11.91,0.76,17.06,1.00,7.29,,,0.40,,,36
added_sugar_adj,32,132,11.01,1.44,6.32,1.04,9.73,1.40,14.50,1.80,6.45,,,0.60,,,36
added_sugar_adj,33,249,15.86,0.70,9.90,0.56,14.57,0.71,20.33,0.82,8.14,,,0.34,,,36
added_sugar_adj,34,134,19.68,0.82,12.80,0.74,18.20,0.87,25.03,0.95,9.40,,,0.37,,,36
added_sugar_adj,35,203,12.99,1.07,7.73,0.81,11.67,1.05,16.84,1.32,7.22,,,0.45,,,36
added_sugar_adj,36,89,11.47,1.23,6.59,0.96,10.32,1.22,14.98,1.55,6.62,,,0.47,,,36
added_sugar_adj,37,286,14.26,0.74,8.61,0.58,12.96,0.72,18.53,0.94,7.60,,,0.35,,,36
added_sugar_adj,38,158,16.01,0.94,9.95,0.73,14.62,0.91,20.58,1.16,8.24,,,0.43,,,36
added_sugar_adj,39,184,12.02,1.17,7.02,0.84,10.86,1.12,15.59,1.45,6.79,,,0.52,,,36
added_sugar_adj,40,84,12.70,1.58,7.36,1.18,11.50,1.54,16.45,1.94,7.06,,,0.63,,,36
added_sugar_adj,41,310,17.42,0.71,11.08,0.60,16.08,0.71,22.33,0.85,8.59,,,0.31,,,36
added_sugar_adj,42,95,17.79,1.56,11.36,1.26,16.54,1.52,22.73,1.89,8.68,,,0.55,,,36
added_sugar_adj,43,85,14.71,0.90,8.96,0.69,13.35,0.90,19.02,1.13,7.74,,,0.41,,,36
added_sugar_adj,44,44,14.53,2.03,8.87,1.57,13.06,2.02,18.76,2.44,7.82,,,0.80,,,36
added_sugar_adj,45,334,15.93,0.67,9.95,0.55,14.66,0.68,20.57,0.86,8.13,,,0.30,,,36
added_sugar_adj,46,82,15.61,1.63,9.65,1.27,14.30,1.61,20.08,1.99,7.99,,,0.58,,,36
added_sugar_adj,47,58,14.65,1.79,8.89,1.42,13.36,1.76,19.04,2.23,7.73,,,0.66,,,36
added_sugar_adj,48,36,12.25,1.64,7.28,1.20,11.03,1.61,15.95,2.12,6.82,,,0.67,,,36
