note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
veg_dg_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
veg_dg_adj,Overall,16147,0.11,0.01,0.00,0.00,0.05,0.01,0.14,0.01,0.16,0.00,0.03,0.01,0.00,0.00,36
veg_dg_adj,1,381,0.17,0.02,0.04,0.01,0.10,0.01,0.22,0.02,0.19,,,0.02,,,36
veg_dg_adj,2,282,0.14,0.02,0.03,0.01,0.09,0.01,0.19,0.02,0.17,,,0.02,,,36
veg_dg_adj,3,337,0.11,0.01,0.02,0.00,0.06,0.01,0.14,0.02,0.12,,,0.01,,,36
veg_dg_adj,4,234,0.15,0.03,0.04,0.01,0.09,0.02,0.20,0.04,0.17,,,0.03,,,36
veg_dg_adj,5,354,0.15,0.02,0.04,0.01,0.09,0.02,0.19,0.03,0.17,,,0.02,,,36
veg_dg_adj,6,240,0.14,0.04,0.03,0.01,0.08,0.02,0.19,0.05,0.16,,,0.04,,,36
veg_dg_adj,7,290,0.09,0.01,0.02,0.00,0.05,0.01,0.11,0.02,0.10,,,0.01,,,36
veg_dg_adj,8,235,0.16,0.02,0.04,0.00,0.10,0.01,0.21,0.02,0.18,,,0.02,,,36
veg_dg_adj,9,237,0.16,0.02,0.04,0.01,0.10,0.01,0.22,0.02,0.18,,,0.02,,,36
veg_dg_adj,10,199,0.15,0.03,0.04,0.01,0.09,0.02,0.20,0.04,0.18,,,0.03,,,36
veg_dg_adj,11,252,0.10,0.01,0.02,0.00,0.06,0.01,0.13,0.02,0.11,,,0.02,,,36
veg_dg_adj,12,141,0.15,0.02,0.04,0.01,0.09,0.01,0.21,0.02,0.18,,,0.02,,,36
veg_dg_adj,13,215,0.19,0.03,0.05,0.01,0.11,0.02,0.25,0.04,0.21,,,0.03,,,36
veg_dg_adj,14,155,0.19,0.03,0.05,0.01,0.12,0.02,0.26,0.04,0.21,,,0.04,,,36
veg_dg_adj,15,198,0.09,0.02,0.02,0.00,0.05,0.01,0.11,0.02,0.10,,,0.02,,,36
veg_dg_adj,16,134,0.14,0.02,0.03,0.01,0.08,0.01,0.19,0.03,0.16,,,0.02,,,36
veg_dg_adj,17,245,0.17,0.02,0.04,0.01,0.10,0.02,0.23,0.03,0.19,,,0.02,,,36
veg_dg_adj,18,201,0.17,0.01,0.04,0.01,0.11,0.01,0.24,0.02,0.20,,,0.02,,,36
veg_dg_adj,19,236,0.08,0.01,0.02,0.00,0.05,0.01,0.10,0.02,0.10,,,0.01,,,36
veg_dg_adj,20,138,0.18,0.03,0.05,0.01,0.11,0.02,0.25,0.05,0.20,,,0.04,,,36
veg_dg_adj,21,234,0.13,0.02,0.03,0.01,0.08,0.01,0.18,0.02,0.15,,,0.02,,,36
veg_dg_adj,22,161,0.14,0.02,0.03,0.01,0.08,0.01,0.18,0.03,0.16,,,0.02,,,36
veg_dg_adj,23,198,0.08,0.02,0.02,0.00,0.05,0.01,0.11,0.02,0.10,,,0.02,,,36
veg_dg_adj,24,162,0.19,0.03,0.05,0.01,0.12,0.02,0.26,0.04,0.21,,,0.03,,,36
veg_dg_adj,25,269,0.12,0.01,0.03,0.00,0.07,0.01,0.16,0.02,0.14,,,0.01,,,36
veg_dg_adj,26,243,0.19,0.02,0.05,0.01,0.12,0.01,0.26,0.03,0.21,,,0.02,,,36
veg_dg_adj,27,297,0.14,0.02,0.03,0.01,0.09,0.01,0.19,0.02,0.16,,,0.02,,,36
veg_dg_adj,28,136,0.17,0.03,0.04,0.01,0.10,0.02,0.23,0.04,0.19,,,0.03,,,36
veg_dg_adj,29,291,0.17,0.02,0.04,0.01,0.11,0.01,0.23,0.03,0.19,,,0.02,,,36
veg_dg_adj,30,238,0.17,0.02,0.04,0.01,0.10,0.01,0.22,0.03,0.19,,,0.02,,,36
veg_dg_adj,31,263,0.11,0.02,0.03,0.01,0.07,0.02,0.15,0.03,0.13,,,0.03,,,36
veg_dg_adj,32,132,0.17,0.03,0.04,0.01,0.10,0.02,0.22,0.04,0.19,,,0.03,,,36
