note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
veg_dg_adj,33,249,0.13,0.01,0.03,0.00,0.08,0.01,0.18,0.02,0.15,,,0.01,,,36
veg_dg_adj,34,134,0.21,0.03,0.05,0.01,0.13,0.02,0.28,0.04,0.23,,,0.03,,,36
veg_dg_adj,35,203,0.11,0.02,0.03,0.01,0.06,0.01,0.14,0.03,0.13,,,0.02,,,36
veg_dg_adj,36,89,0.16,0.03,0.04,0.01,0.10,0.02,0.22,0.04,0.18,,,0.03,,,36
veg_dg_adj,37,286,0.14,0.02,0.03,0.01,0.09,0.01,0.19,0.02,0.16,,,0.02,,,36
veg_dg_adj,38,158,0.21,0.03,0.05,0.01,0.13,0.02,0.28,0.04,0.23,,,0.03,,,36
veg_dg_adj,39,184,0.12,0.02,0.03,0.01,0.07,0.01,0.16,0.03,0.14,,,0.03,,,36
veg_dg_adj,40,84,0.14,0.02,0.04,0.01,0.08,0.02,0.19,0.03,0.16,,,0.03,,,36
veg_dg_adj,41,310,0.13,0.01,0.03,0.00,0.08,0.01,0.18,0.02,0.15,,,0.01,,,36
veg_dg_adj,42,95,0.19,0.02,0.05,0.01,0.12,0.02,0.26,0.03,0.21,,,0.03,,,36
veg_dg_adj,43,85,0.09,0.02,0.02,0.00,0.05,0.01,0.12,0.02,0.11,,,0.02,,,36
veg_dg_adj,44,44,0.14,0.02,0.03,0.01,0.08,0.01,0.19,0.03,0.17,,,0.03,,,36
veg_dg_adj,45,334,0.14,0.02,0.03,0.01,0.08,0.01,0.19,0.03,0.16,,,0.02,,,36
veg_dg_adj,46,82,0.18,0.03,0.04,0.01,0.11,0.02,0.24,0.04,0.20,,,0.03,,,36
veg_dg_adj,47,58,0.09,0.03,0.02,0.01,0.05,0.02,0.12,0.04,0.11,,,0.03,,,36
veg_dg_adj,48,36,0.10,0.03,0.02,0.01,0.06,0.02,0.14,0.03,0.12,,,0.03,,,36
