note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_pm_adj,19,236,0.69,0.05,0.37,0.04,0.61,0.05,0.92,0.07,0.42,,,0.04,,,36
pf_pm_adj,20,138,1.04,0.29,0.58,0.18,0.93,0.27,1.39,0.38,0.60,,,0.15,,,36
pf_pm_adj,21,234,1.01,0.08,0.56,0.06,0.91,0.09,1.35,0.11,0.60,,,0.05,,,36
pf_pm_adj,22,161,0.98,0.09,0.56,0.06,0.88,0.08,1.30,0.12,0.58,,,0.07,,,36
pf_pm_adj,23,198,0.82,0.08,0.45,0.05,0.74,0.08,1.08,0.11,0.49,,,0.06,,,36
pf_pm_adj,24,162,0.79,0.27,0.43,0.16,0.70,0.25,1.04,0.36,0.47,,,0.15,,,36
pf_pm_adj,25,269,0.89,0.09,0.49,0.06,0.80,0.09,1.19,0.12,0.53,,,0.06,,,36
pf_pm_adj,26,243,0.97,0.07,0.54,0.05,0.87,0.07,1.30,0.10,0.58,,,0.05,,,36
pf_pm_adj,27,297,0.69,0.06,0.38,0.04,0.61,0.06,0.91,0.08,0.42,,,0.04,,,36
pf_pm_adj,28,136,0.68,0.09,0.36,0.06,0.60,0.09,0.91,0.12,0.42,,,0.06,,,36
pf_pm_adj,29,291,1.04,0.08,0.59,0.06,0.95,0.08,1.39,0.10,0.61,,,0.05,,,36
pf_pm_adj,30,238,0.97,0.09,0.54,0.07,0.87,0.09,1.28,0.13,0.57,,,0.06,,,36
pf_pm_adj,31,263,0.90,0.06,0.50,0.05,0.80,0.06,1.19,0.08,0.54,,,0.05,,,36
pf_pm_adj,32,132,0.87,0.11,0.48,0.07,0.78,0.10,1.17,0.15,0.52,,,0.07,,,36
pf_pm_adj,33,249,1.03,0.11,0.57,0.07,0.92,0.10,1.37,0.14,0.60,,,0.07,,,36
pf_pm_adj,34,134,0.86,0.05,0.47,0.04,0.77,0.05,1.15,0.07,0.52,,,0.04,,,36
pf_pm_adj,35,203,0.58,0.04,0.31,0.03,0.51,0.04,0.77,0.06,0.37,,,0.03,,,36
pf_pm_adj,36,89,0.69,0.10,0.37,0.07,0.60,0.10,0.93,0.14,0.43,,,0.06,,,36
pf_pm_adj,37,286,1.09,0.08,0.60,0.06,0.98,0.09,1.45,0.11,0.64,,,0.05,,,36
pf_pm_adj,38,158,0.97,0.10,0.53,0.07,0.88,0.10,1.30,0.13,0.58,,,0.06,,,36
pf_pm_adj,39,184,1.03,0.13,0.57,0.08,0.93,0.13,1.38,0.18,0.61,,,0.08,,,36
pf_pm_adj,40,84,0.96,0.14,0.54,0.09,0.85,0.13,1.28,0.18,0.56,,,0.09,,,36
pf_pm_adj,41,310,0.83,0.06,0.46,0.04,0.74,0.06,1.11,0.07,0.50,,,0.04,,,36
pf_pm_adj,42,95,0.85,0.08,0.47,0.05,0.76,0.08,1.13,0.11,0.50,,,0.06,,,36
pf_pm_adj,43,85,0.71,0.11,0.39,0.06,0.62,0.11,0.94,0.16,0.44,,,0.07,,,36
pf_pm_adj,44,44,0.92,0.23,0.50,0.14,0.82,0.22,1.22,0.31,0.56,,,0.13,,,36
pf_pm_adj,45,334,1.09,0.06,0.60,0.05,0.98,0.06,1.46,0.09,0.64,,,0.06,,,36
pf_pm_adj,46,82,0.96,0.12,0.53,0.08,0.86,0.12,1.29,0.16,0.57,,,0.07,,,36
pf_pm_adj,47,58,1.07,0.16,0.60,0.09,0.95,0.15,1.41,0.22,0.63,,,0.10,,,36
pf_pm_adj,48,36,1.10,0.19,0.61,0.12,1.00,0.19,1.47,0.26,0.64,,,0.11,,,36
