note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_pm_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
pf_pm_adj,Overall,16147,0.69,0.02,0.00,0.01,0.59,0.03,1.07,0.03,0.64,0.00,0.41,0.02,0.00,0.03,36
pf_pm_adj,1,381,0.81,0.06,0.44,0.04,0.72,0.06,1.08,0.09,0.48,,,0.05,,,36
pf_pm_adj,2,282,0.87,0.07,0.48,0.05,0.78,0.07,1.16,0.10,0.52,,,0.05,,,36
pf_pm_adj,3,337,0.60,0.04,0.32,0.03,0.52,0.04,0.79,0.06,0.37,,,0.03,,,36
pf_pm_adj,4,234,0.69,0.10,0.37,0.07,0.61,0.10,0.92,0.13,0.43,,,0.06,,,36
pf_pm_adj,5,354,1.07,0.09,0.60,0.06,0.96,0.09,1.43,0.12,0.63,,,0.07,,,36
pf_pm_adj,6,240,0.93,0.05,0.51,0.03,0.83,0.04,1.24,0.07,0.56,,,0.05,,,36
pf_pm_adj,7,290,0.87,0.07,0.48,0.05,0.78,0.07,1.16,0.09,0.52,,,0.04,,,36
pf_pm_adj,8,235,0.93,0.09,0.51,0.06,0.83,0.08,1.24,0.12,0.56,,,0.06,,,36
pf_pm_adj,9,237,0.93,0.06,0.52,0.04,0.83,0.06,1.24,0.09,0.56,,,0.05,,,36
pf_pm_adj,10,199,0.77,0.07,0.42,0.05,0.69,0.07,1.02,0.09,0.47,,,0.05,,,36
pf_pm_adj,11,252,0.66,0.06,0.36,0.04,0.59,0.06,0.88,0.09,0.40,,,0.05,,,36
pf_pm_adj,12,141,0.87,0.10,0.48,0.07,0.77,0.10,1.15,0.13,0.52,,,0.06,,,36
pf_pm_adj,13,215,1.21,0.08,0.68,0.06,1.09,0.07,1.60,0.09,0.71,,,0.06,,,36
pf_pm_adj,14,155,0.91,0.07,0.50,0.05,0.81,0.07,1.21,0.10,0.54,,,0.05,,,36
pf_pm_adj,15,198,0.90,0.11,0.50,0.07,0.80,0.10,1.19,0.14,0.53,,,0.07,,,36
pf_pm_adj,16,134,1.04,0.13,0.58,0.09,0.94,0.13,1.39,0.18,0.61,,,0.07,,,36
pf_pm_adj,17,245,0.91,0.07,0.50,0.05,0.81,0.07,1.22,0.09,0.54,,,0.05,,,36
pf_pm_adj,18,201,0.81,0.07,0.45,0.06,0.72,0.08,1.08,0.10,0.48,,,0.04,,,36
