fcidcode,fcid_desc,waste_coef,ined_coef,retloss_coef,Foodgroup,Proxy,Notes
2302183000,Guava,0.42553195,0.7021277,1.2670945,fruit_exc_juice,,
101100000,"Chicory, roots",1.0930232,0.23255813,0.26616445,veg_oth,,
1500065000,Buckwheat,0.21212122,0.30303031,0.13636366,gr_whole,,
2001162900,"Flax, seed",0.21212122,0.30303031,0.13636363,pf_ns,,
1500232000,"Oat, flour",0.21212122,0.30303028,0.13636361,gr_whole,,
9500006000,"Amaranth, grain",0.25,0,0.13636369,gr_whole,,
1302137000,"Currant, dried",0.36111107,0,0.063829795,fruit_exc_juice,,Changed inedible to 0
1202260001,Peach-babyfood,0.8235293,0.13725489,0.13520963,babyfood,,
1302057001,Blueberry-babyfood,0.091954015,0.057471264,0.055372953,babyfood,,
1201090001,Cherry-babyfood,1.275,0.22500001,0.040582757,babyfood,,
1100008001,"Apple, peeled fruit-babyfood",0.28571427,0.14285713,0.094091885,babyfood,,
1500401001,"Wheat, grain-babyfood",0.25,0,0.13636363,babyfood,,
1301320001,Raspberry-babyfood,0.2631579,0.052631579,0.10808213,babyfood,,
9500186001,Honey-babyfood,0.17647059,0,0.12359545,babyfood,,
1307359001,Strawberry-babyfood,0.59322035,0.10169492,0.1080821,babyfood,,
1500126000,"Corn, pop",0.25,0,0.13636366,gr_whole,"Corn, field, meal","We decided to change the proxy from Corn, sweet to Corn, field, meal"
1500026001,"Barley, flour-babyfood",0.2121212,0.30303031,0.13636366,babyfood,,
101050001,"Beet, garden, roots-babyfood",1.0930233,0.23255816,0.26616445,babyfood,,
1901249001,"Parsley, dried leaves-babyfood",1.1875,0.9375,0.6941154,babyfood,,
802271001,"Pepper, bell, dried-babyfood",0.90697676,0.41860467,0.084240548,babyfood,,
103366001,Sweet potato-babyfood,1.5714287,1,0.16523546,babyfood,,
801378001,"Tomato, dried-babyfood",0.083333328,0.10714285,0.15183605,babyfood,,
1500232001,"Oat, flour-babyfood",0.21212122,0.30303031,0.13636363,babyfood,,
1100010001,"Apple, juice-babyfood",0.1111111,0,0.06382978,babyfood,,
1500226000,"Millet, grain",0.25,0,0.13636369,gr_whole,,
1400004000,"Almond, oil",0.33333334,0,0.052631579,oil,,
1203287000,"Plum, prune, dried",0.12359551,0,0.06382978,fruit_exc_juice,,
1100267000,"Pear, dried",0.1235955,0,0.063829757,fruit_exc_juice,,
1100009001,"Apple, dried-babyfood",0.12359551,0,0.063829772,babyfood,,
2402024001,"Banana, dried-babyfood",0.45454547,0.81818181,0.086956464,babyfood,,
2402215001,Mango-babyfood,0.23214284,0.5535714,0.16911432,babyfood,,
2402217001,"Mango, juice-babyfood",NA,NA,NA,babyfood,,
2001319001,"Rapeseed, oil-babyfood",0.33333331,0,0.052631546,babyfood,,
1100011001,"Apple, sauce-babyfood",0.086956516,0,0.063829765,babyfood,,
2402020000,Avocado,0.76190478,0.61904764,0.10253583,fruit_exc_juice,,
103407000,Yam bean,1.5714287,1,0.16523547,veg_sta,,
1901028000,"Basil, fresh leaves",1.1875,0.9375,0.69411534,veg_oth,,
402398000,Watercress,1.1875,0.9375,0.6941154,veg_dg,,
802148000,Eggplant,0.47272724,0.34545454,0.27109411,veg_oth,,
101050000,"Beet, garden, roots",1.0930233,0.23255815,0.26616442,veg_ro,,
101327000,Rutabaga,1.0930233,0.23255815,0.26616442,veg_oth,,
402229000,Mustard greens,0.69090909,0.12727273,1.7505246,veg_dg,,
402062000,"Broccoli, Chinese",0.24489796,0.79591841,0.13577293,veg_dg,,
1901220001,Marjoram-babyfood,1.1874999,0.93749994,0.69411534,babyfood,,
1100266001,Pear-babyfood,0.2857143,0.14285715,0.21328227,babyfood,,
802272001,"Pepper, nonbell-babyfood",NA,NA,NA,babyfood,,
301237001,"Onion, bulb-babyfood",0.91489369,0.21276595,0.10811651,babyfood,,
3100046001,"Beef, meat byproducts-babyfood",0.24999999,0,0.045418914,babyfood,,
902356001,"Squash, summer-babyfood",0.43103451,0.29310346,0.14246173,babyfood,,
1003180000,Grapefruit,0.66666669,1.6666666,0.14678898,fruit_exc_juice,,
1001240000,Orange,0.97297293,0.72972971,0.1312217,fruit_exc_juice,,
1002197000,Kumquat,0.97297305,0.72972977,0.13122167,fruit_exc_juice,,
1002206000,Lime,1.1,0.40000001,0.090720296,fruit_exc_juice,,
1001107000,Citrus hybrids,4.8888888,5.2222219,0.075268798,fruit_exc_juice,,
2403280000,"Pineapple, dried",2.6428571,0,0.17135957,fruit_exc_juice,,Changed inedible to 0
2402246000,"Papaya, dried",0.42553192,0,1.2670945,fruit_exc_juice,,Changed inedible to 0
2302153000,Fig,0.33333331,0,0.063829802,fruit_exc_juice,,
2401211000,Lychee,0.3611111,0.027777778,0.063829817,fruit_exc_juice,,
2402216000,"Mango, dried",0.23214287,0,0.16911429,fruit_exc_juice,,Changed inedible to 0
901075000,Cantaloupe,5.375,6.1249995,0.13895218,fruit_exc_juice,,
2302358000,Starfruit,0.59322029,0.10169491,0.1080821,fruit_exc_juice,,
1302136000,Currant,0.52380955,0.06349207,0.0822511,fruit_exc_juice,Grape,"Zach's dataset did not have a proxy for this FCID, so we assigned one"
2401351000,Spanish lime,0.3611111,0.027777778,0.063829817,fruit_exc_juice,Lychee,"Zach's dataset did not have a proxy for this FCID, so we assigned one"
901187000,Honeydew melon,14.333333,18,0.29533684,fruit_exc_juice,,
1202230000,Nectarine,0.82352936,0.13725489,0.13520969,fruit_exc_juice,,
2402245000,Papaya,0.42553189,0.70212764,1.2670945,fruit_exc_juice,,
2405252000,Passionfruit,0.42553195,0.7021277,1.2670945,fruit_exc_juice,Guava,
2402277000,Persimmon,0.40298507,0.089552239,0.20943196,fruit_exc_juice,,
2402289000,Pomegranate,0.42553195,0.7021277,1.2670945,fruit_exc_juice,Guava,
1100310000,Quince,0.2857143,0.14285715,0.21328232,fruit_exc_juice,Pear,
2403361000,Sugar apple,0.42553195,0.7021277,1.2670945,fruit_exc_juice,Guava,
901399000,Watermelon,0.33333331,1.2307693,0.20159581,fruit_exc_juice,,
1303227000,Mulberry,0.66666669,0,0.063829817,fruit_exc_juice,,
1301056000,"Blackberry, juice",0.66666669,0,0.06382978,fruit_juice,,
2402247000,"Papaya, juice",0.42553192,0,1.2670945,fruit_juice,,Changed inedible to 0
2402290000,"Pomegranate, juice",0.11111112,0,0.063829742,fruit_juice,"Pineapple, juice","Zach's dataset did not have a proxy for this FCID, so we assigned one"
901400000,"Watermelon, juice",0.33333331,0,0.20159574,fruit_juice,,Changed inedible to 0
2403346000,Soursop,0.28571427,0.14285713,0.094091937,fruit_exc_juice,,
1203286001,"Plum, prune, fresh-babyfood",0.1235955,0,0.063829772,babyfood,,
1304176001,"Grape, juice-babyfood",0.11111111,0,0.063829832,babyfood,,
1202014001,"Apricot, juice-babyfood",0.12048193,0.084337346,0.5408321,babyfood,,
1202012001,Apricot-babyfood,0.12048192,0.084337354,0.54083198,babyfood,,
1100268001,"Pear, juice-babyfood",0.2857143,0.14285713,0.2132823,babyfood,,
1203285001,Plum-babyfood,0.4029851,0.089552239,0.20943199,babyfood,,
2403281001,"Pineapple, juice-babyfood",0.11111111,0,0.063829809,babyfood,,
1001241001,"Orange, juice-babyfood",0.11111111,0,0.063829795,babyfood,,
1307360001,"Strawberry, juice-babyfood",0.59322029,0.10169491,0.10808216,babyfood,,
1301321001,"Raspberry, juice-babyfood",0.2631579,0.052631576,0.1080821,babyfood,,
1400111001,"Coconut, meat-babyfood",0.11111111,0,0.063829817,babyfood,,
1002207001,"Lime, juice-babyfood",0.11111111,0,0.063829795,babyfood,,
1203288001,"Plum, prune, juice-babyfood",0.47058821,0,0.063829795,babyfood,,
1202262001,"Peach, juice-babyfood",0.82352936,0.13725489,0.13520963,babyfood,,
1201091001,"Cherry, juice-babyfood",1.2749999,0.22499999,0.040582683,babyfood,,
1307132001,"Cranberry, juice-babyfood",NA,NA,NA,babyfood,,
1301056001,"Blackberry, juice-babyfood",0.66666669,0,0.063829787,babyfood,,
3400292001,"Pork, meat byproducts-babyfood",0.40845066,0,0.045550495,babyfood,,
1307130001,Cranberry-babyfood,NA,NA,NA,babyfood,,
103296000,"Potato, chips",0.041666664,0,0.063829772,veg_sta,,
101251000,Parsnip,1.0930232,0.23255813,0.26616442,veg_oth,,
2402284000,"Plantain, dried",0.45454547,0.81818181,0.086956553,veg_sta,,
103371000,"Tanier, corm",2,2.2631578,0.59915185,veg_sta,,
101084000,Celeriac,0.61818182,0.2,0.054182746,veg_oth,Carrot,"Zach's dataset did not have a proxy for this FCID, so we assigned one"
200051000,"Beet, garden, tops",1.1875,0.93750006,0.6941154,veg_dg,,
401367000,Swiss chard,2,2.2631578,0.59915185,veg_dg,,
402133000,"Cress, garden",1.1875,0.9375,0.6941154,veg_dg,,
401138000,"Dandelion, leaves",1.1875,0.93750006,0.69411546,veg_oth,,
402389000,"Turnip, greens",1.1875,0.9375,0.69411534,veg_dg,,
401005000,"Amaranth, leafy",1.1875,0.9375,0.6941154,veg_dg,,
200140000,"Dasheen, leaves",0.43373755,0.37350225,0.16158848,veg_oth,,
401104000,"Chrysanthemum, garland",1.1875,0.93749994,0.69411546,veg_dg,,
101079000,"Carrot, juice",0.61818182,0.2,0.054182693,veg_ro,,
2202086000,"Celery, juice",0.77999997,0.22,0.053774327,veg_oth,,
1800002000,"Alfalfa, seed",0.11111111,0,0.063829757,leg_tot,"Lentil, seed","Zach's dataset did not have a proxy for this FCID, so we assigned one"
103017000,"Artichoke, Jerusalem",1.0930233,0.23255813,0.26616451,veg_oth,,
2201019000,Asparagus,0.51428574,1.3428572,0.10388668,veg_dg,,
500064000,Brussels sprouts,0.15384614,0.12820514,0.23086794,veg_dg,,
2201073000,Cactus,0.9069767,0.41860467,0.08424054,veg_oth,"Pepper, bell","Zach's dataset did not have a proxy for this FCID, so we assigned one"
2201152000,"Fennel, Florence",0.91489363,0.21276596,0.10811652,veg_dg,,
2201196000,Kohlrabi,1.0930233,0.23255815,0.26616445,veg_dg,,
402018000,Arugula,0.43373755,0.37350225,0.16158848,veg_dg,,
9500016000,"Artichoke, globe",0.81818187,2.7272727,0.23924357,veg_oth,,
902021000,Balsam pear,0.28571427,0.14285713,0.21328223,fruit_exc_juice,,
2403060000,Breadfruit,0.33333331,0,0.063829809,fruit_exc_juice,,
2201243000,"Palm heart, leaves",2,2.2631581,0.59915173,veg_dg,,
602033000,"Bean, cowpea, succulent",0.11111111,0,0.063829757,leg_tot,,
602259000,"Pea, pigeon, succulent",0.11111111,0,0.06382978,leg_tot,,
101316000,"Radish, Oriental, roots",1.0930233,0.23255815,0.26616445,veg_oth,,
902102000,Chinese waxgourd,0.43103451,0.29310346,0.14246172,veg_oth,,
401355001,Spinach-babyfood,0.14285715,0.44444445,0.1681423,babyfood,,
103300001,"Potato, tuber, w/o peel-babyfood",0.21621621,0.13513513,0.069509454,babyfood,,
500061001,Broccoli-babyfood,0.24489795,0.79591835,0.13577282,babyfood,,
902357001,"Squash, winter-babyfood",0.43103448,0.29310343,0.14246169,babyfood,,
603098001,"Chickpea, seed-babyfood",0.11111111,0,0.06382975,babyfood,,
801375001,Tomato-babyfood,NA,NA,NA,babyfood,,
1500025001,"Barley, pearled barley-babyfood",NA,NA,NA,babyfood,,
301338000,"Shallot, bulb",0.91489363,0.21276595,0.10811652,veg_oth,,
101168000,"Ginseng, dried",1.0930233,0.23255815,0.26616448,veg_oth,,
9500219000,Maple syrup,0.17647061,0,0.12359551,added_sugar,,
1500345000,"Sorghum, syrup",0.17647059,0,0.12359553,added_sugar,,
1400068000,Butternut,0.21951221,0,0.063829802,pf_ns,,
9500372000,"Tea, dried",NA,NA,NA,coffee_tea,,
9500373000,"Tea, instant",NA,NA,NA,coffee_tea,,
9500276000,"Peppermint, oil",0.33333334,0,0.052631591,oil,,
8601100000,"Water, direct, tap",NA,NA,NA,water,,
8601200000,"Water, direct, bottled",NA,NA,NA,water,,
