subgroup,overweight_rate,overweight_rate_se,nhb,nhb_se,sbp_mean,sbp_se,highSBP_rate,highSBP_rate_se,hbp,hbp_se
1,61.78288043497624,3.4777414947796244,0,0,110.69444444444444,0.7394841788823462,27.508815337710484,4.8384783160427824,0.03268397543089456,0.016346535136048772
2,67.09394899064893,3.5244369815910925,1,0,113.39007092198581,1.0005849771998838,35.639047730155255,4.795451286638788,0.041682129154968946,0.009126493341980348
3,74.7621435719069,2.552654517365829,0,0,107.77857142857142,0.8955730305425254,22.040990167657785,4.126795896885441,0.01776690817618686,0.003045823115192407
4,53.12628365221932,3.455634316441633,0,0,109.35772357723577,0.80930227413488,25.415768606393524,5.789934238101822,0.009953329797641382,0.004175828116069035
5,62.49047524940791,3.1717558712252583,0,0,119.2300194931774,0.8919592935430547,62.38968210632253,3.612283066777848,0.08077305815053952,0.026951471553522663
6,65.83104252107715,3.5046305733339405,1,0,120.60606060606061,1.2246573954169273,63.411450443437815,4.084083781615028,0.10308519856053683,0.024138141334265662
7,84.80099848381069,3.009331085527512,0,0,118.91851851851852,0.9541511184381326,63.33455522902117,4.294738891947933,0.11655677865796593,0.02873812499819555
8,68.06064419025087,2.935475011659132,0,0,118.94214876033058,1.25642930391828,58.57714565693375,4.6370978718600755,0.16754064300669858,0.034368568452428874
9,67.72476561784096,4.002068927832757,0,0,113.31666666666666,1.1302771584998321,46.18588824770554,5.511920369430387,0.060354521397815455,0.021500878329790134
10,85.88399071369838,2.2368648229789625,1,0,123.79432624113475,1.8848367388429939,63.75587250237999,5.182912218271376,0.33431427386550416,0.054970036356837546
11,78.67831623497412,2.4499734442509897,0,0,115.22713864306785,1.6376866564611088,38.16858011966685,4.35675499802841,0.11606336899658298,0.027144472605035382
12,60.26448679312989,5.392922934981686,0,0,116.54320987654322,1.7883505482091557,54.13751326056945,8.23357587228575,0.1677254698320525,0.06888929850012157
13,79.02397474255943,2.903988292941775,0,0,124.5925925925926,1.489478860792705,67.43954117185598,7.0092918861093425,0.2178929580118526,0.05579124135282137
14,81.10060329046321,2.694475937260223,1,0,126.75925925925925,1.9032093421264764,77.06898688086781,4.3334452406965545,0.33023827984449156,0.05696376425325629
15,90.2208571952101,1.8887045174301424,0,0,123.6219512195122,1.3611688708884897,74.36964909110898,4.026527195314909,0.18458535404341567,0.031372507486757684
16,71.8282227297902,4.288378508563534,0,0,121.991341991342,1.7506302397341114,77.53610113235845,5.239441319914556,0.19528152709823995,0.04868118122532936
17,68.33763793805085,3.560752419517922,0,0,122.87536231884059,1.5651810412857765,59.252359940214994,7.849244316015329,0.3104560170999758,0.056386395611270033
