subgroup,Foodgroup,Mean_Intake,SE_Intake,sigma_u_wgt,pro_gro,Food_label,food_desc
1,added_sugar,15.871087363942353,0.8590850797250815,7.935543681971176,0.5497470044514924,Added sugars,Foods defined as added sugars (tsp. eq.)
2,added_sugar,18.296621913250465,0.8314328975518303,9.148310956625233,0.4979637034479236,Added sugars,Foods defined as added sugars (tsp. eq.)
3,added_sugar,16.56434678493635,0.7972947222100022,8.282173392468176,0.5691788554526777,Added sugars,Foods defined as added sugars (tsp. eq.)
4,added_sugar,13.49866077881039,0.77015433632288,6.749330389405195,0.5535481219476133,Added sugars,Foods defined as added sugars (tsp. eq.)
5,added_sugar,12.745820595521996,0.58366975702273,6.372910297760998,0.4743893538902738,Added sugars,Foods defined as added sugars (tsp. eq.)
6,added_sugar,16.852998184283518,0.6618313131641747,8.426499092141759,0.467564168633471,Added sugars,Foods defined as added sugars (tsp. eq.)
7,added_sugar,14.165786428073238,0.7462672959737962,7.082893214036619,0.488237610735099,Added sugars,Foods defined as added sugars (tsp. eq.)
8,added_sugar,12.545788888028074,1.0702398816871004,6.272894444014037,0.44963394034219073,Added sugars,Foods defined as added sugars (tsp. eq.)
9,added_sugar,16.177416055540355,1.1053615301775304,8.088708027770178,0.6402327000714991,Added sugars,Foods defined as added sugars (tsp. eq.)
10,added_sugar,18.993092738251885,0.9358854854923458,9.496546369125943,0.5891687447748173,Added sugars,Foods defined as added sugars (tsp. eq.)
11,added_sugar,13.895446189345469,0.6598843789026995,6.947723094672734,0.6120108604299862,Added sugars,Foods defined as added sugars (tsp. eq.)
12,added_sugar,16.6306516277143,1.1924509196716198,8.31532581385715,0.6836165098262184,Added sugars,Foods defined as added sugars (tsp. eq.)
13,added_sugar,15.257065676136063,0.9753502000184688,7.628532838068032,0.5391623740609565,Added sugars,Foods defined as added sugars (tsp. eq.)
14,added_sugar,16.110992987127982,1.0941741563363907,8.055496493563991,0.5275281304152466,Added sugars,Foods defined as added sugars (tsp. eq.)
15,added_sugar,13.932461452012053,0.7713802270891874,6.966230726006026,0.5822775597556639,Added sugars,Foods defined as added sugars (tsp. eq.)
16,added_sugar,10.671040635007078,0.9969252968371812,5.335520317503539,0.6960789918997523,Added sugars,Foods defined as added sugars (tsp. eq.)
17,added_sugar,18.00766073220125,1.3477673131493737,9.003830366100624,0.7106586479420718,Added sugars,Foods defined as added sugars (tsp. eq.)
18,added_sugar,18.029693393408262,1.1097011062606943,9.014846696704131,0.5977695799268834,Added sugars,Foods defined as added sugars (tsp. eq.)
19,added_sugar,14.262399566519454,0.5848572302749082,7.131199783259727,0.6274581811380945,Added sugars,Foods defined as added sugars (tsp. eq.)
20,added_sugar,12.733551840842331,1.1220068809557333,6.366775920421166,0.765658172080817,Added sugars,Foods defined as added sugars (tsp. eq.)
21,added_sugar,14.722851769244144,0.904754147214966,7.361425884622072,0.6247837650685021,Added sugars,Foods defined as added sugars (tsp. eq.)
22,added_sugar,16.279028728877527,0.8241063782406195,8.139514364438764,0.5388261734346647,Added sugars,Foods defined as added sugars (tsp. eq.)
23,added_sugar,14.73657449008269,0.6871020768298667,7.368287245041345,0.6307425245945684,Added sugars,Foods defined as added sugars (tsp. eq.)
24,added_sugar,10.99131164089839,1.1582303836814505,5.495655820449195,0.5473893848650088,Added sugars,Foods defined as added sugars (tsp. eq.)
25,added_sugar,16.451937051892738,1.0606840082081488,8.225968525946369,0.7143640146932881,Added sugars,Foods defined as added sugars (tsp. eq.)
26,added_sugar,19.029759441136157,1.000316986183667,9.514879720568079,0.627871811307178,Added sugars,Foods defined as added sugars (tsp. eq.)
27,added_sugar,16.123547557089676,1.4064416148763572,8.061773778544838,0.6823310528135753,Added sugars,Foods defined as added sugars (tsp. eq.)
28,added_sugar,13.03984430691599,1.7121598830184142,6.519922153457995,0.7170808989129438,Added sugars,Foods defined as added sugars (tsp. eq.)
29,added_sugar,15.194668026024791,1.1631364797724515,7.597334013012396,0.675257266049409,Added sugars,Foods defined as added sugars (tsp. eq.)
30,added_sugar,15.78767281934546,0.664994166819356,7.89383640967273,0.6370213621848391,Added sugars,Foods defined as added sugars (tsp. eq.)
31,added_sugar,12.39737865053279,0.707242929136042,6.198689325266395,0.6305143880768265,Added sugars,Foods defined as added sugars (tsp. eq.)
32,added_sugar,10.673196928696472,1.3466608249450434,5.336598464348236,0.7676992226735759,Added sugars,Foods defined as added sugars (tsp. eq.)
33,added_sugar,14.898079901249623,0.6815361665617187,7.449039950624812,0.7606330902610204,Added sugars,Foods defined as added sugars (tsp. eq.)
34,added_sugar,19.52253053261944,0.7622119437273052,9.76126526630972,0.7424250291740725,Added sugars,Foods defined as added sugars (tsp. eq.)
35,added_sugar,13.114402782500406,0.7855199813931972,6.557201391250203,0.7589911711649953,Added sugars,Foods defined as added sugars (tsp. eq.)
36,added_sugar,11.1327932100437,1.1200053057784372,5.56639660502185,0.7899035324090181,Added sugars,Foods defined as added sugars (tsp. eq.)
37,added_sugar,12.962402319553483,0.8018323860526468,6.481201159776742,0.7271090063480583,Added sugars,Foods defined as added sugars (tsp. eq.)
38,added_sugar,15.06189615859307,0.7360260714070798,7.530948079296535,0.6385019808853577,Added sugars,Foods defined as added sugars (tsp. eq.)
39,added_sugar,11.782903179990504,1.107439480965314,5.891451589995252,0.7129632065904729,Added sugars,Foods defined as added sugars (tsp. eq.)
40,added_sugar,12.419150820733996,1.4248872236042849,6.209575410366998,0.728917722922384,Added sugars,Foods defined as added sugars (tsp. eq.)
