subgroup,Foodgroup,N,Mean_Intake,SE_Intake,sigma_u_wgt,Food_label,IntakeUnit
36,pf_leg,977,0.5028148921302323,0.21964798402540475,0.05028148921302324,Legumes computed as protein foods,oz/day
37,pf_leg,3106,0.31924818355778256,0.07109386106336484,0.031924818355778255,Legumes computed as protein foods,oz/day
38,pf_leg,1706,0.2740935220544502,0.10381765645038009,0.02740935220544502,Legumes computed as protein foods,oz/day
39,pf_leg,1352,1.0447499825164765,0.2792340955976863,0.10447499825164766,Legumes computed as protein foods,oz/day
40,pf_leg,872,0.8865663675006848,0.3996452919117984,0.08865663675006849,Legumes computed as protein foods,oz/day
41,pf_leg,3290,0.3771265469724023,0.07275888823883336,0.03771265469724023,Legumes computed as protein foods,oz/day
42,pf_leg,910,0.525487056997846,0.1327290396573569,0.052548705699784606,Legumes computed as protein foods,oz/day
43,pf_leg,515,0.5299364987509064,0.17687228271745045,0.05299364987509064,Legumes computed as protein foods,oz/day
44,pf_leg,526,0.5501351610731732,0.3264316746092296,0.05501351610731732,Legumes computed as protein foods,oz/day
45,pf_leg,3379,0.21382759758013892,0.04611585191495238,0.021382759758013892,Legumes computed as protein foods,oz/day
46,pf_leg,798,0.5775434012623375,0.13921301196031538,0.05775434012623375,Legumes computed as protein foods,oz/day
47,pf_leg,368,1.5869882587230502,0.19652549727006574,0.15869882587230502,Legumes computed as protein foods,oz/day
48,pf_leg,350,1.1805625912153679,0.624405330101208,0.11805625912153679,Legumes computed as protein foods,oz/day
1,pf_ns,3087,0.863601456222004,0.18055699422144886,0.0863601456222004,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
2,pf_ns,2077,0.2834742565942665,0.08847240097214244,0.02834742565942665,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
3,pf_ns,2345,0.46712548479778987,0.09147606225018746,0.04671254847977899,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
4,pf_ns,2144,0.5392076562695786,0.11384440875801448,0.053920765626957856,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
5,pf_ns,2694,0.6733626442833129,0.17691975068385601,0.0673362644283313,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
6,pf_ns,1802,0.46251334987284143,0.18524765186855363,0.04625133498728414,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
7,pf_ns,2018,0.38406004915553466,0.0776140220037369,0.03840600491555347,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
8,pf_ns,1904,0.5092996873207296,0.09316340594263378,0.050929968732072964,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
9,pf_ns,2158,0.8609829060787532,0.17171457160897166,0.08609829060787531,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
10,pf_ns,1525,0.7149878439301383,0.194314393093463,0.07149878439301383,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
11,pf_ns,2001,0.7003884593653239,0.16354537822043202,0.0700388459365324,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
12,pf_ns,1417,0.829963777546081,0.3008868737832865,0.0829963777546081,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
13,pf_ns,1651,1.4181630670440968,0.2921940134527227,0.14181630670440967,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
14,pf_ns,1133,0.6495919837609627,0.2810341551267592,0.06495919837609627,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
15,pf_ns,1524,0.5468915928716088,0.4309074690152768,0.05468915928716088,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
16,pf_ns,1383,0.7685333830278516,0.19612627938192786,0.07685333830278515,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
17,pf_ns,1938,0.7892989418429048,0.22269932623016725,0.07892989418429049,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
18,pf_ns,1694,0.7960768599784754,0.14767046331550004,0.07960768599784754,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
19,pf_ns,1797,0.6320426838352159,0.10976583627796238,0.06320426838352158,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
20,pf_ns,1473,0.7505530497075608,0.08734818738944367,0.07505530497075608,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
21,pf_ns,1921,0.43048277500183946,0.08136968054745748,0.043048277500183946,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
22,pf_ns,1328,0.9530285649991448,0.3550636572754464,0.09530285649991448,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
23,pf_ns,1511,0.42771117743762893,0.19150167107844251,0.042771117743762896,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
24,pf_ns,1807,1.004929320111699,0.6262952065158596,0.1004929320111699,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
25,pf_ns,2827,1.105387180571525,0.14344442538653726,0.1105387180571525,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
26,pf_ns,2522,0.8155780465089738,0.23479403384513461,0.08155780465089738,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
27,pf_ns,2696,0.7125349471503672,0.17016883793168378,0.07125349471503672,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
28,pf_ns,1994,1.0714992931659817,0.23220884580022744,0.10714992931659817,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
29,pf_ns,2907,1.0532767324594203,0.2523114144566848,0.10532767324594203,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
30,pf_ns,2211,0.3662824048774832,0.08427589953505733,0.03662824048774832,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
31,pf_ns,2365,0.3946023043850424,0.10647901174660149,0.03946023043850424,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
32,pf_ns,1702,1.076114911846272,0.3585314789701365,0.1076114911846272,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
33,pf_ns,2620,1.2073589755626952,0.3206350305046852,0.12073589755626953,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
34,pf_ns,1299,0.5622687365203273,0.15058488034323966,0.05622687365203273,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
35,pf_ns,1459,0.7229741275315142,0.249114266898564,0.07229741275315142,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
36,pf_ns,977,1.5183271727848962,0.2440567215748219,0.15183271727848963,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
37,pf_ns,3106,1.1850258094550936,0.3149864686239717,0.11850258094550936,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
38,pf_ns,1706,1.0154924095472442,0.2305986776033699,0.10154924095472442,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
39,pf_ns,1352,0.767174175012766,0.20924482445475023,0.0767174175012766,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
40,pf_ns,872,1.2498969497640906,0.4371861288302068,0.12498969497640906,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
41,pf_ns,3290,0.9207858582040739,0.13252622051473142,0.09207858582040739,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
42,pf_ns,910,0.9734216092947934,0.2242813089005194,0.09734216092947934,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
43,pf_ns,515,0.590090179527062,0.08642409684423853,0.0590090179527062,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
44,pf_ns,526,0.6176030087892407,0.13825543293527875,0.06176030087892407,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
45,pf_ns,3379,0.8241881427937776,0.1201513575268196,0.08241881427937776,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
46,pf_ns,798,0.7024659675778596,0.20608219266767783,0.07024659675778597,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
47,pf_ns,368,0.19296135489868188,0.04230745379600847,0.019296135489868187,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
48,pf_ns,350,1.302001983636588,0.5970712214812756,0.1302001983636588,"Peanuts, tree nuts, and seeds, excludes coconut",oz/day
1,pf_pm,3087,0.7146751965594904,0.10665419123567119,0.07146751965594904,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
2,pf_pm,2077,0.8638722671796312,0.18371091222275254,0.08638722671796312,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
3,pf_pm,2345,0.6189151144360947,0.09966541557456775,0.06189151144360947,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
4,pf_pm,2144,0.36855323066446005,0.08793740643339285,0.036855323066446004,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
5,pf_pm,2694,1.14292655383012,0.1725602128578909,0.114292655383012,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
6,pf_pm,1802,0.7314902370685046,0.1819825338687302,0.07314902370685046,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
7,pf_pm,2018,0.8715648968568135,0.20623934881544684,0.08715648968568135,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
8,pf_pm,1904,0.6684171784919823,0.16782486659691623,0.06684171784919823,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
9,pf_pm,2158,0.8539876293105988,0.08438789814378295,0.08539876293105989,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
10,pf_pm,1525,0.8087879057171925,0.15196258613723346,0.08087879057171925,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
11,pf_pm,2001,0.5913648110334002,0.11449491062986977,0.05913648110334002,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
12,pf_pm,1417,0.5400383584787625,0.12126190225239984,0.05400383584787625,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
13,pf_pm,1651,1.283342974697134,0.1956365040071385,0.12833429746971342,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
14,pf_pm,1133,1.1917771630995182,0.2104954378976262,0.11917771630995182,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
15,pf_pm,1524,1.039020608363841,0.3111472321785271,0.10390206083638409,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
16,pf_pm,1383,0.5745355541255615,0.2394667175678082,0.057453555412556145,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
17,pf_pm,1938,1.1674040710598876,0.25389458407743265,0.11674040710598876,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
18,pf_pm,1694,0.8800012942693946,0.15638955625560402,0.08800012942693945,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
19,pf_pm,1797,0.5244468332371705,0.07672027489774146,0.052444683323717045,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
20,pf_pm,1473,0.47937316309449785,0.09195309614001643,0.047937316309449786,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
21,pf_pm,1921,0.9735103461336969,0.1625868693455855,0.09735103461336969,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
22,pf_pm,1328,1.064170729999953,0.22369579713893442,0.1064170729999953,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
23,pf_pm,1511,0.7133208083704318,0.14505793440477974,0.07133208083704318,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
24,pf_pm,1807,0.15055525479103818,0.24456410569502188,0.015055525479103818,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
25,pf_pm,2827,0.7772156032017762,0.1074250439192743,0.07772156032017762,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
26,pf_pm,2522,1.16188864948494,0.13412632234241878,0.11618886494849401,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
27,pf_pm,2696,0.4707232858450212,0.07540989911305654,0.047072328584502124,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
28,pf_pm,1994,0.583295650858166,0.0930449493503752,0.058329565085816604,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
29,pf_pm,2907,1.0674788065584597,0.1771477759986666,0.10674788065584598,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
30,pf_pm,2211,0.9595158440535108,0.10337042591528037,0.09595158440535108,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
31,pf_pm,2365,0.9185062845024642,0.1685755848154234,0.09185062845024641,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
32,pf_pm,1702,0.8376055989979189,0.1810084875884651,0.08376055989979189,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
33,pf_pm,2620,0.958567472970367,0.13130843742110648,0.0958567472970367,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
34,pf_pm,1299,0.8615922935686887,0.07240516277523132,0.08615922935686887,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
35,pf_pm,1459,0.49148582491602755,0.0817524697653204,0.049148582491602755,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
36,pf_pm,977,0.5133146798932504,0.11592170145005676,0.051331467989325044,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
37,pf_pm,3106,1.352442291873327,0.16596066240959,0.1352442291873327,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
38,pf_pm,1706,1.1773895848998674,0.2074854401025947,0.11773895848998675,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
39,pf_pm,1352,0.8768488781895223,0.33933239383105923,0.08768488781895223,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
40,pf_pm,872,0.49143182243992883,0.1959193262868602,0.04914318224399288,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
41,pf_pm,3290,0.9217128359829068,0.09627640443884485,0.09217128359829067,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
42,pf_pm,910,0.7659883424263857,0.07331907148017207,0.07659883424263857,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
43,pf_pm,515,0.739091543708952,0.11350541906848245,0.07390915437089521,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
44,pf_pm,526,0.2988052004550618,0.10382349021975226,0.029880520045506183,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
45,pf_pm,3379,1.2007153403439028,0.12244271019442798,0.12007153403439028,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
46,pf_pm,798,1.5673709760139767,0.3919093156612831,0.15673709760139767,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
47,pf_pm,368,1.100612168842799,0.21732505456405993,0.1100612168842799,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
48,pf_pm,350,1.409350758158861,0.36314385127018683,0.1409350758158861,"Cured/luncheon meat made from beef, pork, or poultry",oz/day
1,pf_poultry,3087,1.449565206851302,0.13144936714061756,0.1449565206851302,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
2,pf_poultry,2077,2.3804428416125853,0.13671780261258853,0.23804428416125853,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
3,pf_poultry,2345,1.538794942469901,0.16523537996000573,0.1538794942469901,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
4,pf_poultry,2144,1.643178129536606,0.19058433437466935,0.1643178129536606,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
5,pf_poultry,2694,1.7705082130808583,0.18958059121882195,0.17705082130808583,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
6,pf_poultry,1802,2.2075513224328978,0.33190704354443035,0.22075513224328977,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
7,pf_poultry,2018,2.4073666541233516,0.4788293674334367,0.24073666541233515,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
8,pf_poultry,1904,2.1479885665915295,0.3343035364215675,0.21479885665915294,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
9,pf_poultry,2158,1.6763281617501764,0.18517792489754256,0.16763281617501763,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
10,pf_poultry,1525,2.497810350747638,0.3034410477230415,0.2497810350747638,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
11,pf_poultry,2001,1.8089398901428224,0.17828394915317358,0.18089398901428225,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
12,pf_poultry,1417,1.3532489567397463,0.24006251509290347,0.13532489567397463,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
13,pf_poultry,1651,1.9519032986751297,0.4390937490169874,0.19519032986751297,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
14,pf_poultry,1133,2.5190063344292097,0.4181956393067438,0.25190063344292096,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
15,pf_poultry,1524,1.2390962735685653,0.3259272660169887,0.12390962735685654,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
16,pf_poultry,1383,1.8059343724588548,0.5014517013646811,0.18059343724588547,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
17,pf_poultry,1938,1.6480950877306046,0.2468350322086812,0.16480950877306047,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
18,pf_poultry,1694,2.4054829417233665,0.35387935624945605,0.24054829417233664,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
19,pf_poultry,1797,1.5426278360552546,0.21574565767693266,0.15426278360552545,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
20,pf_poultry,1473,1.4784305753946518,0.24689920570385257,0.1478430575394652,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
21,pf_poultry,1921,1.3853278333638608,0.18717900869275222,0.13853278333638608,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
22,pf_poultry,1328,2.180271083468376,0.2531231208049672,0.2180271083468376,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
23,pf_poultry,1511,1.322793190667408,0.2156230399464965,0.13227931906674079,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
24,pf_poultry,1807,2.047471034054292,0.5827528096148474,0.2047471034054292,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
25,pf_poultry,2827,1.230507358196228,0.12828371179196837,0.12305073581962281,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
26,pf_poultry,2522,2.0781844509535787,0.206421235207536,0.20781844509535788,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
27,pf_poultry,2696,1.5866174658703442,0.16124561582727068,0.1586617465870344,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
28,pf_poultry,1994,1.5960783212042728,0.2930638279990471,0.15960783212042728,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
29,pf_poultry,2907,1.0739056692419011,0.30598214408724583,0.1073905669241901,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
30,pf_poultry,2211,2.5206958115260925,0.2477685963119085,0.25206958115260925,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
31,pf_poultry,2365,2.2500534584977414,0.33134121348939266,0.22500534584977414,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
32,pf_poultry,1702,1.4800514747722524,0.32329138134431695,0.14800514747722524,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
33,pf_poultry,2620,1.1350287005501707,0.14563187682202666,0.11350287005501707,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
34,pf_poultry,1299,2.407872271118475,0.24149286216715515,0.2407872271118475,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
35,pf_poultry,1459,1.5982423787328168,0.27038809766703636,0.15982423787328168,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
36,pf_poultry,977,1.2902221857048441,0.17675110318894247,0.1290222185704844,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
37,pf_poultry,3106,1.15823916550649,0.18250851382863528,0.11582391655064901,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
38,pf_poultry,1706,1.7370742499496907,0.22654958169224432,0.17370742499496908,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
39,pf_poultry,1352,1.7944931166871478,0.17936371579954258,0.17944931166871478,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
40,pf_poultry,872,1.0431159309048388,0.5025370987845696,0.10431159309048388,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
41,pf_poultry,3290,1.1300741552409952,0.11143819753848283,0.11300741552409951,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
42,pf_poultry,910,2.0733104589069202,0.3032105245203376,0.207331045890692,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
43,pf_poultry,515,1.1970742646054962,0.17331779174498887,0.11970742646054962,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
44,pf_poultry,526,0.9925238169511149,0.2705431238547215,0.0992523816951115,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
45,pf_poultry,3379,0.8716137461372667,0.13728898896457112,0.08716137461372667,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
46,pf_poultry,798,1.8664423620140826,0.4078618939246787,0.18664423620140827,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
47,pf_poultry,368,0.6730719627619349,0.1911430898194989,0.0673071962761935,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
48,pf_poultry,350,1.1712104544515038,0.32980688673608344,0.11712104544515038,"Chicken, turkey, Cornish hens, and game birds; excludes organ meats and cured meat",oz/day
1,pf_redm,3087,1.2936524820697561,0.15546066693827187,0.12936524820697562,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
2,pf_redm,2077,0.8883215914921823,0.09298604146506999,0.08883215914921823,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
3,pf_redm,2345,1.614321932307264,0.21900979288059294,0.16143219323072638,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
4,pf_redm,2144,1.1543106993996364,0.09672398557223391,0.11543106993996363,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
5,pf_redm,2694,1.3676989880334176,0.1821595371875362,0.13676989880334176,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
6,pf_redm,1802,1.6621686669564202,0.3259342620853077,0.166216866695642,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
7,pf_redm,2018,1.6677219819813087,0.3549091847017711,0.16677219819813088,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
8,pf_redm,1904,1.6561822574777847,0.2449763893072451,0.16561822574777846,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
9,pf_redm,2158,1.3595756026032095,0.21367565657214818,0.13595756026032096,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
10,pf_redm,1525,0.8832358248718131,0.16186170367835123,0.0883235824871813,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
11,pf_redm,2001,1.4002903297909848,0.1777360635075768,0.14002903297909847,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
12,pf_redm,1417,1.605854624860538,0.25155136769916664,0.16058546248605382,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
13,pf_redm,1651,1.6252802195975316,0.16435184047449744,0.16252802195975316,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
14,pf_redm,1133,1.4115132801449057,0.24681256964419443,0.14115132801449057,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
15,pf_redm,1524,2.7144662971750613,0.4021655845193066,0.2714466297175061,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
16,pf_redm,1383,1.7154099777484584,0.45792029684814106,0.17154099777484583,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
17,pf_redm,1938,0.949988197157376,0.1600901097091203,0.0949988197157376,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
18,pf_redm,1694,0.9126967332512326,0.11125540946610808,0.09126967332512326,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
19,pf_redm,1797,1.4224528987259628,0.1556742592974952,0.14224528987259627,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
20,pf_redm,1473,1.0787618123524885,0.18062273707527296,0.10787618123524885,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
21,pf_redm,1921,1.7799310932095196,0.3308574375408353,0.17799310932095197,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
22,pf_redm,1328,1.342245507488581,0.2901685099584591,0.1342245507488581,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
23,pf_redm,1511,2.0918297988564296,0.33676267062262943,0.20918297988564297,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
24,pf_redm,1807,1.6826385384590024,0.6718672218136946,0.16826385384590023,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
25,pf_redm,2827,1.571547850742256,0.21062659571425785,0.1571547850742256,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
26,pf_redm,2522,0.9338998732533195,0.1199997458925288,0.09338998732533195,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
27,pf_redm,2696,1.3266886847900627,0.18875963853199174,0.13266886847900627,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
28,pf_redm,1994,1.2158527946112094,0.1661266690273472,0.12158527946112094,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
29,pf_redm,2907,2.182226105399019,0.2779640291505474,0.21822261053990188,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
30,pf_redm,2211,1.5118292087822145,0.2223252751446407,0.15118292087822144,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
31,pf_redm,2365,1.5787334892191212,0.22202202772626378,0.15787334892191213,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
32,pf_redm,1702,1.2161668224954285,0.16861791446500973,0.12161668224954285,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
33,pf_redm,2620,1.4000223282343425,0.12084439375749184,0.14000223282343424,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
34,pf_redm,1299,1.1604335575850242,0.15420590027488057,0.11604335575850241,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
35,pf_redm,1459,1.068414069105052,0.1086491135392406,0.10684140691050521,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
36,pf_redm,977,1.2369909012276257,0.2858081186185332,0.12369909012276256,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
37,pf_redm,3106,1.2414383155622857,0.22149537899797567,0.12414383155622857,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
38,pf_redm,1706,1.4508757767233147,0.26092426808712266,0.14508757767233146,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
39,pf_redm,1352,1.4677111385722221,0.26821551881088923,0.14677111385722222,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
40,pf_redm,872,1.621723938520472,0.43740704707770983,0.1621723938520472,"Beef, veal, pork, lamb, game meat; excludes organ meats and cured meat",oz/day
