subgroup,Foodgroup,Mean_Intake,SE_Intake,sigma_u_wgt,pro_gro,Food_label,food_desc
1,added_sugar,15.871087363942353,0.8590850797250815,1.5871087363942353,0.5497470044514924,Added sugars,Foods defined as added sugars (tsp. eq.)
2,added_sugar,18.296621913250465,0.8314328975518303,1.8296621913250466,0.4979637034479236,Added sugars,Foods defined as added sugars (tsp. eq.)
3,added_sugar,16.56434678493635,0.7972947222100022,1.656434678493635,0.5691788554526777,Added sugars,Foods defined as added sugars (tsp. eq.)
4,added_sugar,13.49866077881039,0.77015433632288,1.349866077881039,0.5535481219476133,Added sugars,Foods defined as added sugars (tsp. eq.)
5,added_sugar,12.745820595521996,0.58366975702273,1.2745820595521997,0.4743893538902738,Added sugars,Foods defined as added sugars (tsp. eq.)
6,added_sugar,16.852998184283518,0.6618313131641747,1.6852998184283519,0.467564168633471,Added sugars,Foods defined as added sugars (tsp. eq.)
7,added_sugar,14.165786428073238,0.7462672959737962,1.4165786428073237,0.488237610735099,Added sugars,Foods defined as added sugars (tsp. eq.)
8,added_sugar,12.545788888028074,1.0702398816871004,1.2545788888028073,0.44963394034219073,Added sugars,Foods defined as added sugars (tsp. eq.)
9,added_sugar,16.177416055540355,1.1053615301775304,1.6177416055540355,0.6402327000714991,Added sugars,Foods defined as added sugars (tsp. eq.)
10,added_sugar,18.993092738251885,0.9358854854923458,1.8993092738251884,0.5891687447748173,Added sugars,Foods defined as added sugars (tsp. eq.)
11,added_sugar,13.895446189345469,0.6598843789026995,1.3895446189345468,0.6120108604299862,Added sugars,Foods defined as added sugars (tsp. eq.)
12,added_sugar,16.6306516277143,1.1924509196716198,1.6630651627714301,0.6836165098262184,Added sugars,Foods defined as added sugars (tsp. eq.)
13,added_sugar,15.257065676136063,0.9753502000184688,1.5257065676136063,0.5391623740609565,Added sugars,Foods defined as added sugars (tsp. eq.)
14,added_sugar,16.110992987127982,1.0941741563363907,1.6110992987127983,0.5275281304152466,Added sugars,Foods defined as added sugars (tsp. eq.)
15,added_sugar,13.932461452012053,0.7713802270891874,1.3932461452012053,0.5822775597556639,Added sugars,Foods defined as added sugars (tsp. eq.)
16,added_sugar,10.671040635007078,0.9969252968371812,1.0671040635007079,0.6960789918997523,Added sugars,Foods defined as added sugars (tsp. eq.)
17,added_sugar,18.00766073220125,1.3477673131493737,1.800766073220125,0.7106586479420718,Added sugars,Foods defined as added sugars (tsp. eq.)
18,added_sugar,18.029693393408262,1.1097011062606943,1.8029693393408261,0.5977695799268834,Added sugars,Foods defined as added sugars (tsp. eq.)
19,added_sugar,14.262399566519454,0.5848572302749082,1.4262399566519455,0.6274581811380945,Added sugars,Foods defined as added sugars (tsp. eq.)
20,added_sugar,12.733551840842331,1.1220068809557333,1.2733551840842332,0.765658172080817,Added sugars,Foods defined as added sugars (tsp. eq.)
21,added_sugar,14.722851769244144,0.904754147214966,1.4722851769244145,0.6247837650685021,Added sugars,Foods defined as added sugars (tsp. eq.)
22,added_sugar,16.279028728877527,0.8241063782406195,1.6279028728877527,0.5388261734346647,Added sugars,Foods defined as added sugars (tsp. eq.)
23,added_sugar,14.73657449008269,0.6871020768298667,1.473657449008269,0.6307425245945684,Added sugars,Foods defined as added sugars (tsp. eq.)
24,added_sugar,10.99131164089839,1.1582303836814505,1.099131164089839,0.5473893848650088,Added sugars,Foods defined as added sugars (tsp. eq.)
25,added_sugar,16.451937051892738,1.0606840082081488,1.6451937051892738,0.7143640146932881,Added sugars,Foods defined as added sugars (tsp. eq.)
26,added_sugar,19.029759441136157,1.000316986183667,1.9029759441136158,0.627871811307178,Added sugars,Foods defined as added sugars (tsp. eq.)
27,added_sugar,16.123547557089676,1.4064416148763572,1.6123547557089677,0.6823310528135753,Added sugars,Foods defined as added sugars (tsp. eq.)
28,added_sugar,13.03984430691599,1.7121598830184142,1.303984430691599,0.7170808989129438,Added sugars,Foods defined as added sugars (tsp. eq.)
29,added_sugar,15.194668026024791,1.1631364797724515,1.5194668026024791,0.675257266049409,Added sugars,Foods defined as added sugars (tsp. eq.)
30,added_sugar,15.78767281934546,0.664994166819356,1.578767281934546,0.6370213621848391,Added sugars,Foods defined as added sugars (tsp. eq.)
31,added_sugar,12.39737865053279,0.707242929136042,1.239737865053279,0.6305143880768265,Added sugars,Foods defined as added sugars (tsp. eq.)
32,added_sugar,10.673196928696472,1.3466608249450434,1.0673196928696471,0.7676992226735759,Added sugars,Foods defined as added sugars (tsp. eq.)
33,added_sugar,14.898079901249623,0.6815361665617187,1.4898079901249623,0.7606330902610204,Added sugars,Foods defined as added sugars (tsp. eq.)
34,added_sugar,19.52253053261944,0.7622119437273052,1.9522530532619442,0.7424250291740725,Added sugars,Foods defined as added sugars (tsp. eq.)
35,added_sugar,13.114402782500406,0.7855199813931972,1.3114402782500405,0.7589911711649953,Added sugars,Foods defined as added sugars (tsp. eq.)
36,added_sugar,11.1327932100437,1.1200053057784372,1.1132793210043699,0.7899035324090181,Added sugars,Foods defined as added sugars (tsp. eq.)
37,added_sugar,12.962402319553483,0.8018323860526468,1.2962402319553483,0.7271090063480583,Added sugars,Foods defined as added sugars (tsp. eq.)
38,added_sugar,15.06189615859307,0.7360260714070798,1.506189615859307,0.6385019808853577,Added sugars,Foods defined as added sugars (tsp. eq.)
39,added_sugar,11.782903179990504,1.107439480965314,1.1782903179990503,0.7129632065904729,Added sugars,Foods defined as added sugars (tsp. eq.)
40,added_sugar,12.419150820733996,1.4248872236042849,1.2419150820733997,0.728917722922384,Added sugars,Foods defined as added sugars (tsp. eq.)
41,added_sugar,16.1836604016509,0.6311793549703709,1.6183660401650901,0.7580312272396829,Added sugars,Foods defined as added sugars (tsp. eq.)
42,added_sugar,17.54732802363049,1.4289561194073046,1.754732802363049,0.7492800626034871,Added sugars,Foods defined as added sugars (tsp. eq.)
43,added_sugar,14.88066649145314,0.9893625578550216,1.4880666491453138,0.7336648803533874,Added sugars,Foods defined as added sugars (tsp. eq.)
44,added_sugar,13.923825331746292,1.6586037758753445,1.3923825331746291,0.8211093823519241,Added sugars,Foods defined as added sugars (tsp. eq.)
45,added_sugar,14.471941171393844,0.655027046839467,1.4471941171393845,0.7580142944476133,Added sugars,Foods defined as added sugars (tsp. eq.)
46,added_sugar,15.8996404203905,1.7478579498747138,1.5899640420390502,0.7754541343876297,Added sugars,Foods defined as added sugars (tsp. eq.)
47,added_sugar,15.983061662094975,2.3530901362110117,1.5983061662094975,0.7433091582352773,Added sugars,Foods defined as added sugars (tsp. eq.)
48,added_sugar,11.055160382381835,1.4567252830393267,1.1055160382381835,0.8489824443080584,Added sugars,Foods defined as added sugars (tsp. eq.)
1,dairy_cow,1.5296118978368385,0.04929069437680079,0.15296118978368384,0.6425331457644052,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
2,dairy_cow,1.081850543560121,0.06004913292577275,0.10818505435601208,0.5541928780182573,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
3,dairy_cow,1.3753125218307076,0.06679244460865738,0.13753125218307077,0.6228730648053927,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
4,dairy_cow,1.1367108437627709,0.09020449190416129,0.11367108437627708,0.5871704684688962,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
5,dairy_cow,1.5975232691306835,0.07288320408290859,0.15975232691306834,0.6136896546079064,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
6,dairy_cow,1.1887932565435952,0.07698749160231852,0.11887932565435952,0.5554158558798464,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
7,dairy_cow,1.3490653655699756,0.0784540982031765,0.13490653655699755,0.5666969781739641,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
8,dairy_cow,1.238080725251978,0.06380594709781223,0.12380807252519781,0.547597976207222,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
9,dairy_cow,1.4753550112296925,0.07807062162332049,0.14753550112296926,0.7315365710417221,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
10,dairy_cow,1.0812182429875874,0.06415702923325707,0.10812182429875875,0.5637985494066772,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
11,dairy_cow,1.3751651845854906,0.0577361511055987,0.13751651845854906,0.6976662637881463,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
12,dairy_cow,1.295022804769836,0.08304009121035406,0.1295022804769836,0.7241350860100741,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
13,dairy_cow,1.539867921590155,0.17372632996127454,0.1539867921590155,0.6680071016970275,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
14,dairy_cow,1.013176088181579,0.07362801274119034,0.1013176088181579,0.4685141006433757,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
15,dairy_cow,1.1860670384309384,0.07929038587014688,0.11860670384309384,0.6190074033940827,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
16,dairy_cow,1.0690153992671607,0.08938306103963124,0.10690153992671607,0.7119842148005969,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
17,dairy_cow,1.5407896708883728,0.10809844209263174,0.15407896708883728,0.6851855044448023,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
18,dairy_cow,0.9743806710810976,0.07707415367794951,0.09743806710810976,0.6388576420073485,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
19,dairy_cow,1.3258132324680143,0.06344637753786649,0.13258132324680144,0.7848097770331528,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
20,dairy_cow,1.2523167845441587,0.15602464184460074,0.12523167845441588,0.8684600512994332,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
21,dairy_cow,1.5832246955411922,0.08725935142413464,0.15832246955411922,0.6665398836728096,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
22,dairy_cow,1.021366782768127,0.10166370171110783,0.10213667827681269,0.6739510570784354,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
23,dairy_cow,1.1240474646805727,0.109477188683403,0.11240474646805727,0.6874488435861067,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
24,dairy_cow,1.059352779560525,0.10377663836058294,0.10593527795605251,0.554453853208074,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
25,dairy_cow,1.5624850990680532,0.08218634596033873,0.15624850990680533,0.78357127299496,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
26,dairy_cow,0.8246051133045545,0.05558747120298925,0.08246051133045545,0.6710308640782847,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
27,dairy_cow,1.3920507434808245,0.09817966909709969,0.13920507434808244,0.7845566889290777,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
28,dairy_cow,1.0416145491610356,0.07497854639416399,0.10416145491610355,0.8285545038191582,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
29,dairy_cow,1.3190658469183212,0.06439376953783696,0.1319065846918321,0.7346170689848112,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
30,dairy_cow,0.8920148671851079,0.06449064386696736,0.08920148671851079,0.5547963696908366,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
31,dairy_cow,1.0214453199867175,0.06242207389667469,0.10214453199867175,0.7425828633896469,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
32,dairy_cow,1.0903932399613323,0.1337932279896146,0.10903932399613323,0.8290223787590032,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
33,dairy_cow,1.442298027778066,0.06890964787650526,0.1442298027778066,0.80503315409346,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
34,dairy_cow,0.7891448401587922,0.07173352170320692,0.07891448401587922,0.776998834682654,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
35,dairy_cow,1.2247027818143064,0.08465631836506478,0.12247027818143064,0.814344091546443,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
36,dairy_cow,1.321706575923458,0.15058315427766011,0.1321706575923458,0.8560168749611712,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
37,dairy_cow,1.4152133429059237,0.07308967174924474,0.14152133429059238,0.7783034660005181,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
38,dairy_cow,0.9591212838921348,0.13929232843438877,0.09591212838921348,0.7062965530329754,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
39,dairy_cow,1.275786331095494,0.09350810850513416,0.1275786331095494,0.7916411389649578,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
40,dairy_cow,1.2178511861823478,0.11152739112005576,0.12178511861823478,0.8094837576968009,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
41,dairy_cow,1.556560488495612,0.07239563741908102,0.1556560488495612,0.7965725790611549,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
42,dairy_cow,0.8375733587777382,0.07788208046850252,0.08375733587777381,0.8557799535323841,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
43,dairy_cow,1.474843038926785,0.112783810511515,0.1474843038926785,0.8345086135696729,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
44,dairy_cow,1.236196038037527,0.17403167117770502,0.1236196038037527,0.844047159959852,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
45,dairy_cow,1.4881528313635175,0.08733014704784305,0.14881528313635176,0.8103857102221871,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
46,dairy_cow,1.0327743465773236,0.10920843099157806,0.10327743465773236,0.8783461203898626,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
47,dairy_cow,1.35552830006071,0.1480718743031321,0.135552830006071,0.8248758860212133,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
48,dairy_cow,0.8890864059416655,0.13699925252670173,0.08890864059416656,0.8010730202115025,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
1,dairy_soy,0.00274793653727079,0.00163533102698546,2.74793653727079e-4,0.9539773850550048,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
2,dairy_soy,0.02019299672594249,0.0155551383945991,0.002019299672594249,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
3,dairy_soy,0.00670304940243479,9.831614082160243e-4,6.70304940243479e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
4,dairy_soy,0.03235297858067441,0.01547776276724335,0.0032352978580674407,0.8328780244739018,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
5,dairy_soy,0.00934721218902001,0.00732809464238271,9.34721218902001e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
6,dairy_soy,0.00991305718974772,0.00850923450779929,9.913057189747721e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
7,dairy_soy,0.00150911307973145,0.00115917970163587,1.50911307973145e-4,0.9875454596263318,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
8,dairy_soy,0.00895286775706238,0.00451989228403117,8.95286775706238e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
9,dairy_soy,0.00135466002684458,0.00135048979041449,1.35466002684458e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
10,dairy_soy,0.01007392503343413,0.00925861156499206,0.001007392503343413,0.947140023866828,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
11,dairy_soy,0.00522656117845183,0.00296598107920536,5.22656117845183e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
12,dairy_soy,0.00878747706537931,0.00566819597498169,8.78747706537931e-4,1,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
