subgroup,overweight_rate,overweight_rate_se,nhb,nhb_se,sbp_mean,sbp_se,highSBP_rate,highSBP_rate_se,hbp,hbp_se
1,61.78288043497624,3.4777414947796244,0,0,110.69444444444444,0.7394841788823462,28.888888888888886,2.774284530462745,0.03268397543089456,0.016346535136048772
2,67.09394899064893,3.5244369815910925,1,0,113.39007092198581,1.0005849771998838,36.17021276595745,2.774284530462745,0.041682129154968946,0.009126493341980348
3,74.7621435719069,2.552654517365829,0,0,107.77857142857142,0.8955730305425254,24.285714285714285,2.774284530462745,0.01776690817618686,0.003045823115192407
4,53.12628365221932,3.455634316441633,0,0,109.35772357723577,0.80930227413488,22.76422764227642,2.774284530462745,0.009953329797641382,0.004175828116069035
5,62.49047524940791,3.1717558712252583,0,0,119.2300194931774,0.8919592935430547,61.40350877192983,2.774284530462745,0.08077305815053952,0.026951471553522663
6,65.83104252107715,3.5046305733339405,1,0,120.60606060606061,1.2246573954169273,63.63636363636363,2.774284530462745,0.10308519856053683,0.024138141334265662
7,84.80099848381069,3.009331085527512,0,0,118.91851851851852,0.9541511184381326,62.22222222222222,2.774284530462745,0.11655677865796593,0.02873812499819555
8,68.06064419025087,2.935475011659132,0,0,118.94214876033058,1.25642930391828,56.19834710743802,2.774284530462745,0.16754064300669858,0.034368568452428874
9,67.72476561784096,4.002068927832757,0,0,113.31666666666666,1.1302771584998321,45,2.774284530462745,0.060354521397815455,0.021500878329790134
10,85.88399071369838,2.2368648229789625,1,0,123.79432624113475,1.8848367388429939,62.76595744680851,2.774284530462745,0.33431427386550416,0.054970036356837546
11,78.67831623497412,2.4499734442509897,0,0,115.22713864306785,1.6376866564611088,38.93805309734513,2.774284530462745,0.11606336899658298,0.027144472605035382
12,60.26448679312989,5.392922934981686,0,0,116.54320987654322,1.7883505482091557,54.32098765432099,2.774284530462745,0.1677254698320525,0.06888929850012157
13,79.02397474255943,2.903988292941775,0,0,124.5925925925926,1.489478860792705,76.76767676767676,2.774284530462745,0.2178929580118526,0.05579124135282137
14,81.10060329046321,2.694475937260223,1,0,126.75925925925925,1.9032093421264764,79.16666666666666,2.774284530462745,0.33023827984449156,0.05696376425325629
15,90.2208571952101,1.8887045174301424,0,0,123.6219512195122,1.3611688708884897,74.39024390243902,2.774284530462745,0.18458535404341567,0.031372507486757684
16,71.8282227297902,4.288378508563534,0,0,121.991341991342,1.7506302397341114,68.83116883116884,2.774284530462745,0.19528152709823995,0.04868118122532936
17,68.33763793805085,3.560752419517922,0,0,122.87536231884059,1.5651810412857765,66.08695652173913,2.774284530462745,0.3104560170999758,0.056386395611270033
18,83.48527171611092,2.4966646738995566,1,0,132.04868913857678,1.8462229166724957,87.64044943820225,2.774284530462745,0.5862981476454918,0.0474254273612268
19,88.21914347613536,1.7808244946683898,0,0,124.09122807017543,1.758446737489329,71.57894736842105,2.774284530462745,0.2928902225149433,0.05160805908320596
20,50.85332480893157,4.960064361855785,0,0,123.42045454545455,1.9181520474974452,67.04545454545455,2.774284530462745,0.364261064815546,0.04160881156623925
21,82.44067808900584,2.9780773729954695,0,0,123.6504854368932,1.6979635201997212,70.87378640776699,2.774284530462745,0.378584691489351,0.07129774097485926
22,83.30033944079965,3.025770742148661,1,0,130.88505747126436,2.210269204805615,79.3103448275862,2.774284530462745,0.5307415852363556,0.049719490092874165
23,90.354760427132,1.3657865228657913,0,0,124.02032520325203,1.6450199962152214,73.17073170731707,2.774284530462745,0.3583684179630167,0.04261181084801538
24,74.8004205779908,3.0708214776724674,0,0,120.42268041237114,1.4530198197546336,68.04123711340206,2.774284530462745,0.3216486768405127,0.08448437160970979
25,70.62115061623622,3.140402810486947,0,0,126.54504504504504,1.3965675412639715,74.32432432432432,2.774284530462745,0.45195756112037777,0.03023609263488074
26,86.15617536702574,1.3568330010051743,1,0,138.89111111111112,1.736000061474478,88.66666666666667,2.774284530462745,0.7002139728883896,0.04325558863946911
27,83.64691362749343,2.075492437611468,0,0,132.70263788968825,1.7519113084374673,82.73381294964028,2.774284530462745,0.5098336240240381,0.04049136271442502
28,55.16456689845123,4.280087181679253,0,0,130.48648648648648,1.9222099156324797,78.37837837837837,2.774284530462745,0.5114875712504587,0.03231591793479953
29,77.32660025022197,3.5249281502216387,0,0,128.23628691983123,1.3609449304591785,78.48101265822784,2.774284530462745,0.5540383699863857,0.057176852867244554
30,74.7033971219935,2.3417939362343883,1,0,139.06561679790025,1.8513440766705551,89.76377952755905,2.774284530462745,0.7232175152309418,0.031789564560766814
31,89.31964719253462,1.9520757102342647,0,0,131.0081300813008,1.750562757031108,79.67479674796748,2.774284530462745,0.48083879355831244,0.044024091947725
32,67.15271831209179,6.1793024032667585,0,0,130.39930555555554,1.7319918602264024,82.29166666666666,2.774284530462745,0.5513146350854753,0.10454005569879506
33,77.74223347975054,2.450395183944716,0,0,133.24358974358975,1.7567044659117848,83.07692307692308,2.774284530462745,0.5869489175711684,0.03157040161006987
34,88.34625168393757,1.7269556021871044,1,0,144.544061302682,2.7036007867526552,90.80459770114942,2.774284530462745,0.915012937234048,0.02301469122331381
35,86.4614216662885,2.221835004721913,0,0,139.98393574297188,2.2607037520967745,90.36144578313254,2.774284530462745,0.7084638726157019,0.04392217552467352
36,70.70802739990344,2.9666615114982497,0,0,139.71428571428572,2.345045259833132,96.42857142857143,2.774284530462745,0.8337919475287552,0.032004544417866335
37,87.49938286445766,2.6038837751498463,0,0,131.55974842767296,1.395060683913192,82.38993710691824,2.774284530462745,0.5725383973271001,0.025679587513786784
38,75.93425539998647,2.1180203705957976,1,0,135.97,1.9580969196076274,88,2.774284530462745,0.7443305789128732,0.02885234214594407
39,85.83248107763605,2.7306790270740793,0,0,135.8,2.311818441077176,86.66666666666667,2.774284530462745,0.7044634296819197,0.03469758020691138
40,53.64602770318739,4.54049622166292,0,0,134.10119047619048,2.9260969335063747,82.14285714285714,2.774284530462745,0.7501622620928562,0.047361169474017514
41,69.15981090727128,2.6477872309229635,0,0,144.51190476190476,1.7001132451204721,91.07142857142857,2.774284530462745,0.8078580848247244,0.02825502406660894
42,77.49446107818426,2.839684159737408,1,0,149.10928961748633,3.078143580131933,95.08196721311475,2.774284530462745,0.899973754931949,0.03769555729561565
43,82.31890545468926,3.5616235081917385,0,0,145.07692307692307,4.066133117260757,96.15384615384616,2.774284530462745,0.9094638206274931,0.06034369553913324
44,55.92978200321041,1.7460949020130745,0,0,149.3939393939394,3.9668622772797923,96.96969696969697,2.774284530462745,0.7607455457348833,0.026779163976006062
45,78.88484733558008,2.7085168976970784,0,0,135.8131868131868,1.47128382070714,86.26373626373626,2.774284530462745,0.7147056690890947,0.02773347881311912
46,58.0834826655879,4.721319941837246,1,0,143.6,3.8362396554278972,86,2.774284530462745,0.8327538884532432,0.04745117525026183
47,71.86511743046117,2.967488844160342,0,0,141.92,4.189461204640184,88,2.774284530462745,0.7800353375506529,0.08272371178607224
48,49.15225664401512,3.9838091182319046,0,0,144.56666666666666,3.017410102927093,96.66666666666667,2.774284530462745,0.7953304780650812,0.020298330290219074
