"","RF","sex","agemid","IHD","IHDse","ISTK","ISTKse","HSTK","HSTKse","HHD","HHDse","AA","AAse","RHD","RHDse","ENDO","ENDOse","OTH","OTHse","CM","CMse","AFF","AFFse","PVD","PVDse","gender"
"1","SBP",2,30,0.595531134,0.175135135,0.833171816,0.054588739,0.811346629,0.153596289,1.189800432,0.046682389,0.480316726,0.055073583,0.244241481,0.072781859,0.37072368,0.072433549,0.413264008,0.042845569,0.413264008,0.042845569,0.413264008,0.042845569,0.413264008,0.042845569,"F"
"2","SBP",2,40,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0.363739959,0.033217644,0.363739959,0.033217644,0.363739959,0.033217644,"F"
"3","SBP",2,50,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0.314135165,0.023956001,0.314135165,0.023956001,0.314135165,0.023956001,"F"
"4","SBP",2,60,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0.264416939,0.015724731,0.264416939,0.015724731,0.264416939,0.015724731,"F"
"5","SBP",2,70,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0.218297552,0.015321114,0.218297552,0.015321114,0.218297552,0.015321114,"F"
"6","SBP",2,87.5,0.167865295776648,0.0395756666375497,0.158821990144997,0.0200882049842647,0.169904820751734,0.047824377408205,0.387826532013768,0.0191171628620732,0.151563566555955,0.0178113518877899,0.0737390103646647,0.0224632916869373,0.115646941166698,0.0221155327857109,0.130346024790037,0.0137682246575673,0.129962051921904,0.0137816610649574,0.130207607796866,0.0134729482897154,0.130182559818817,0.0135421149046568,"F"
