subgroup,food,mean,SE,pro_gro,gro_mean_intake,gro_se_intake,oth_mean_intake,oth_se_intake,food_label,food_desc
8,pf_pm,0.689740311481917,0.0954691341015894,0.6139421878301218,0.42346067586583774,0.05861252906057708,0.2662796356160792,0.03685660504101232,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)"
8,pf_seafood,0.5589030785401659,0.06776151331683276,0.5417717747594981,0.30279791277925283,0.03671127533004985,0.256105165760913,0.03105023798678291,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)"
8,leg_tot,0.6371896901934586,0.10726135152109711,0.5924911387773312,0.37752924515989716,0.06355140030953045,0.25966044503356145,0.043709951211566664,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
8,added_sugar,13.422618866177896,1.176824917226379,0.44963394034219073,6.0352650105109955,0.5291404246253693,7.3873538556669,0.6476844926010097,Added sugars,Foods defined as added sugars (tsp. eq.)
8,ssb,306.97559704279286,35.70140548915351,0.32482746708605204,99.71410564463896,11.596797116453809,207.26149139815388,24.1046083726997,Sugar sweetened beverages,Sugar sweetened beverages (gm)
8,oil,25.93265305995156,0.9420477974905188,0.4946533374873599,12.827673386006834,0.46598708710130166,13.104979673944726,0.4760607103892172,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)"
8,kcal,NA,NA,0.5349917553672447,NA,NA,NA,NA,NA,NA
8,sat_fat,23.325834535952485,0.7007964049518227,0.5165526812650943,12.049022372292194,0.36199826199880286,11.27681216366029,0.33879814295301985,Saturated fats,Total saturated fatty acids (gm)
8,sodium,3699.1310136588186,63.761248875098325,0.5073340943080905,1876.6952825415656,32.348255450000764,1822.435731117253,31.41299342509756,Sodium,Sodium (mg)
8,fiber,16.768268175444767,0.6147680817442128,0.6314921847492379,10.589030304572733,0.388221239054751,6.179237870872035,0.22654684268946182,Fiber,Dietary fiber (gm)
8,sea_omega3_fa,0.09229003141527746,0.00865960007804502,0.6095947147056894,0.05625951537077517,0.005278846439041219,0.03603051604450229,0.0033807536390038006,Seafood omega-3 fats,PFA 20:5 (Eicosapentaenoic) (gm); PFA 22:6 (Docosahexaenoic) (gm)
8,pufa_energy,7.714839378268221,0.2490369170401078,0.9063965859556103,6.992704073658219,0.22572621138206428,0.722135304610002,0.023310705658043527,PUFA as percent of total energy intake,Total polyunsaturated fatty acids (%E)
8,sfat_energy,10.49662554117861,0.31535838222832036,0.8990779762125402,9.437284848623722,0.28353177607549895,1.0593406925548863,0.0318266061528214,Saturated fat as percent of total energy intake,Total saturated fatty acids (%E)
8,pf_animal,5.740467253682871,0.2930041109362365,0.5349542809623816,3.070887532082018,0.15674380348491632,2.669579721600853,0.1362603074513202,Animal-protein foods,"Total of meat, poultry, seafood, organ meat, and cured meat (oz. eq.); Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
8,pf_plant,1.2524041989524604,0.1381773687133034,0.6955582575363727,0.8711200823546099,0.09611040981318622,0.3812841165978504,0.04206695890011719,Plant-protein foods,"Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.); Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
9,gr_refined,5.061675657628128,0.17635435386326082,0.6116272197817509,3.095858609912058,0.1078631231497933,1.9658170477160704,0.06849123071346752,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.)
9,gr_whole,0.8317675276209975,0.08567537942505186,0.8339934425996878,0.6936886638032665,0.07145270463273347,0.1380788638177309,0.014222674792318401,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)"
9,dairy_tot,1.457912352561487,0.07774095480568384,0.731811810389196,1.0669174781167936,0.05689174887773216,0.39099487444469344,0.020849205927951687,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)"
9,dairy_cow,1.4573800044820555,0.0777566885457603,0.7315365710417221,1.0661267711835725,0.05688186131432464,0.39125323329848305,0.02087482723143566,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
9,dairy_soy,0.00133963573379097,0.00133551174871029,1,0.00133963573379097,0.00133551174871029,0,0,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
9,fruit_tot,0.7344372527552757,0.06764789997574162,0.8690629538053218,0.6382722082641656,0.058790283771644976,0.09616504449111006,0.008857616204096648,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.)
9,fruit_exc_juice,0.6325101200926909,0.06591655541992134,0.8801897905807005,0.5567289501445594,0.058019079110861696,0.0757811699481316,0.00789747630905964,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)"
9,fruit_juice,0.10057626268628686,0.01489482702803163,0.7999520091491739,0.08045618340861026,0.011915146807003322,0.0201200792776766,0.0029796802210283095,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)"
9,veg_exc_sta,1.2606435457152518,0.07589638580263212,0.6666023738727775,0.8403479801811823,0.050592710944398746,0.4202955655340696,0.02530367485823338,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)"
9,veg_dg,0.2491878690028426,0.03950307162877548,0.6193343575735004,0.1543306087639851,0.02446560948938763,0.0948572602388575,0.015037462139387846,Dark-green vegetables,Dark green vegetables (cup eq.)
9,veg_oth,0.573064265558938,0.04026312493232399,0.6530927822322385,0.3742641355917612,0.026295556283415688,0.19880012996717678,0.013967568648908305,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.)
9,veg_ro,0.3952238769850818,0.06118804013162111,0.7144739075043304,0.2823771477285422,0.04371725812537112,0.11284672925653963,0.017470782006249994,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)"
9,veg_sta,0.3528712647581901,0.03277340622310637,0.5869011715756883,0.20710055870197666,0.019234750508867086,0.14577070605621342,0.013538655714239288,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.)
9,veg_leg,0.0891212400961375,0.01562457256414857,0.7539163679545283,0.06718996164088346,0.011779620998404862,0.021931278455254038,0.0038449515657437085,"Beans, peas, lentils (vegetables)","Beans, peas, and lentils  (legumes) computed as vegetables (cup eq.)"
9,pf_ns,0.8224977150414745,0.13310717689008192,0.8384425254480755,0.6896170613746454,0.111602717546984,0.13288065366682905,0.02150445934309792,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
9,pf_soy,0.1765872375756454,0.04479542856134779,0.7327495107959351,0.12939421194635972,0.03282382836422185,0.047193025629285665,0.01197160019712594,Soy foods,"Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
9,pf_leg,0.35829951232755136,0.0619165785107957,0.7528363273243954,0.2697408889427957,0.04661304956656002,0.08855862338475565,0.01530352894423568,"Beans, peas, lentils (protein)",Beans and Peas (legumes) computed as protein foods (oz. eq.)
9,pf_egg,0.5624208827588741,0.10823868727348816,0.6802527283015398,0.3825883399504846,0.07362966232556747,0.17983254280838953,0.03460902494792068,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
9,pf_poultry,1.4762459225962623,0.12121069385446402,0.5987142976023778,0.8838495406355954,0.07257057543297228,0.5923963819606669,0.04864011842149174,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)"
9,pf_poultry_tot,1.800760601604808,0.12796369439132033,0.6198430251967663,1.116188898953873,0.07931740344687047,0.684571702650935,0.04864629094444986,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’
9,pf_redm,1.1908936479901728,0.15605427592039212,0.5771456919001826,0.6873191384488209,0.09006605305005672,0.503574509541352,0.0659882228703354,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)"
9,pf_redm_tot,1.847502819092213,0.1736148322316318,0.58550062994295,1.0817140643998668,0.10165159363906,0.7657887546923462,0.0719632385925718,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’
9,pf_pm,0.9231496333446756,0.09510656661650142,0.64153097353297,0.592229082996214,0.06101380827086242,0.3309205503484616,0.034092758345639004,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)"
9,pf_seafood,0.4289523034256972,0.06786076199615235,0.632809300304898,0.27144500699498975,0.042942921316942384,0.15750729643070743,0.024917840679209966,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)"
9,leg_tot,0.5474393773818199,0.07111670093850095,0.7460589103641858,0.4084220253799289,0.05305724841087369,0.13901735200189105,0.01805945252762726,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
9,added_sugar,16.078525958433435,1.1079239353970416,0.6402327000714991,10.293998087537526,0.709329132633089,5.784527870895909,0.3985948027639525,Added sugars,Foods defined as added sugars (tsp. eq.)
9,ssb,252.33286696156577,31.760292529736084,0.4878591598150031,123.10290046958043,15.494549629035765,129.22996649198535,16.26574290070032,Sugar sweetened beverages,Sugar sweetened beverages (gm)
9,oil,31.238447799010306,1.4730714254346498,0.5989850990449995,18.711364748902234,0.8823478336643323,12.52708305010807,0.5907235917703174,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)"
9,kcal,NA,NA,0.6497452258634847,NA,NA,NA,NA,NA,NA
9,sat_fat,27.419347083960343,0.7159458859468035,0.6453159378628446,17.69414167907272,0.46201129084880665,9.725205404887621,0.2539345950979969,Saturated fats,Total saturated fatty acids (gm)
9,sodium,3509.180904124366,92.45939927267769,0.6312426143787659,2215.1445282475065,58.364312920775234,1294.0363758768597,34.09508635190245,Sodium,Sodium (mg)
9,fiber,16.555251164235845,0.5855999328354192,0.742385222488846,12.290373818919955,0.43474073642747596,4.264877345315891,0.15085919640794326,Fiber,Dietary fiber (gm)
9,sea_omega3_fa,0.07488208751389272,0.01082326905616595,0.696186809289144,0.05213192157920742,0.007535017150290098,0.022750165934685297,0.003288251905875852,Seafood omega-3 fats,PFA 20:5 (Eicosapentaenoic) (gm); PFA 22:6 (Docosahexaenoic) (gm)
9,pufa_energy,9.145506548976332,0.2756605509795367,0.8786722745257157,8.035903041078862,0.2422152833262015,1.1096035078974693,0.03344526765333517,PUFA as percent of total energy intake,Total polyunsaturated fatty acids (%E)
9,sfat_energy,12.338706187782172,0.32217564867606296,0.9387681217927366,11.583184033256687,0.3024482285949842,0.7555221545254851,0.019727420081078768,Saturated fat as percent of total energy intake,Total saturated fatty acids (%E)
9,pf_animal,4.984344603443042,0.2211926127672116,0.6146576402228031,3.0636654920095636,0.13595772939821055,1.9206791114334785,0.08523488336900105,Animal-protein foods,"Total of meat, poultry, seafood, organ meat, and cured meat (oz. eq.); Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
9,pf_plant,1.3893767647772148,0.15337619774996433,0.8015858120070082,1.1137047021776139,0.12294418401595263,0.2756720625996011,0.030432013734011713,Plant-protein foods,"Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.); Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
10,gr_refined,5.057236608811061,0.171292913834043,0.5210177929933639,2.634910256567983,0.08924665592121554,2.422326352243078,0.08204625791282745,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.)
10,gr_whole,0.6693214100715967,0.07858447386267683,0.7654195165360849,0.5123116701042522,0.0601500899912127,0.15700973996734455,0.018434383871464136,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)"
10,dairy_tot,1.0854051736207444,0.06905405298042532,0.5674688054394768,0.6159335772923917,0.039186020955556296,0.4694715963283527,0.029868032024869023,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)"
10,dairy_cow,1.0743348757352695,0.06846307300820012,0.5637985494066772,0.6057084445165477,0.03859938124994666,0.4686264312187218,0.029863691758253458,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
10,dairy_soy,0.01055297371259296,0.00971307583321463,0.9471400238668279,0.009995143774011304,0.009199642876491216,5.57829938581656e-4,5.134329567234157e-4,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
10,fruit_tot,0.9020556308615856,0.07852509739701374,0.7681193699935788,0.6928864028765613,0.06031664834127861,0.20916922798502421,0.018208449055735133,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.)
10,fruit_exc_juice,0.5061331051666697,0.04338359460282598,0.8230388594609903,0.41656721361182525,0.03570638422122787,0.0895658915548444,0.00767721038159811,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)"
10,fruit_juice,0.3933496148339164,0.07081861226824125,0.6983567032083468,0.2746983402236869,0.04945665258943914,0.11865127461022953,0.02136195967880211,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)"
10,veg_exc_sta,1.049365311227486,0.15138028388415511,0.5906311512482678,0.619787841850287,0.08940991134678813,0.42957746937719915,0.06197037253736697,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)"
10,veg_dg,0.19328928297901937,0.04979812204365023,0.736602875700215,0.1423774416843783,0.03668143990182303,0.05091184129464108,0.013116682141827204,Dark-green vegetables,Dark green vegetables (cup eq.)
10,veg_oth,0.5029841025038039,0.07845111374664478,0.5354763387829742,0.26933608567477707,0.0420087151625,0.23364801682902678,0.036442398584144775,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.)
10,veg_ro,0.3174250122048178,0.03723935778533525,0.5846130329750118,0.18557079912718866,0.021770613900926456,0.13185421307762912,0.015468743884408791,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)"
10,veg_sta,0.3908564553740034,0.04110064480790005,0.515748658585868,0.20158369255876943,0.021197602426688673,0.18927276281523395,0.019903042381211378,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.)
10,veg_leg,0.07836591964271869,0.01653583847915116,0.5791241132345193,0.04538359372089706,0.009576302795827657,0.03298232592182163,0.006959535683323502,"Beans, peas, lentils (vegetables)","Beans, peas, and lentils  (legumes) computed as vegetables (cup eq.)"
10,pf_ns,0.5856344046039491,0.09962134951396284,0.5811116005677315,0.3403189462069313,0.05789112186677635,0.2453154583970178,0.041730227647186494,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
10,pf_soy,0.07087831708198214,0.03127280343124824,0.40948400484780334,0.029023537135602517,0.012805712791845655,0.04185477994637962,0.018467090639402585,Soy foods,"Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
10,pf_leg,0.31321940317182967,0.06664614046422411,0.5817478542659713,0.18221471570968006,0.0387712492101709,0.1310046874621496,0.027874891254053208,"Beans, peas, lentils (protein)",Beans and Peas (legumes) computed as protein foods (oz. eq.)
10,pf_egg,0.49911475638021013,0.07449101581591046,0.6416123888048152,0.32023821112884,0.04779435860214358,0.17887654525137014,0.026696657213766878,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
10,pf_poultry,2.0392343929613985,0.19421997808277672,0.5022635890364788,1.0242331850954172,0.09754962325444169,1.0150012078659814,0.09667035482833503,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)"
10,pf_poultry_tot,2.246947302284756,0.18122345754823,0.5287860010058336,1.188154278446002,0.09582842740537899,1.058793023838754,0.085395030142851,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’
10,pf_redm,0.9254981703073428,0.11067362035211306,0.570146568243725,0.5276696057165781,0.06310018483886615,0.39782856459076477,0.04757343551324692,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)"
10,pf_redm_tot,1.497438216816399,0.1212764000326742,0.591850378797954,0.8862593758493186,0.07177748329859043,0.6111788409670805,0.04949891673408378,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’
10,pf_pm,0.7502040125937047,0.08573737259466829,0.6656890801365161,0.49940261905822664,0.05707443269586648,0.2508013935354781,0.028662939898801816,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)"
10,pf_seafood,1.0388299072171048,0.18897080650847525,0.7724845417942046,0.8024800448787213,0.1459770268781808,0.23634986233838357,0.04299377963029446,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)"
10,leg_tot,0.3853899601915841,0.0644841478951823,0.5498851080240937,0.2119201998913504,0.035458872631183955,0.1734697603002337,0.02902527526399834,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
10,added_sugar,18.83811363070942,0.9345668118468056,0.5891687447748173,11.098827761730444,0.5506175554439853,7.739285868978975,0.3839492564028203,Added sugars,Foods defined as added sugars (tsp. eq.)
10,ssb,340.36297236639064,32.49802339628381,0.48636777994288416,165.54158324460263,15.805991491782466,174.821389121788,16.692031904501345,Sugar sweetened beverages,Sugar sweetened beverages (gm)
10,oil,30.86694277755705,1.17995660674938,0.4863835989667009,15.013174717247413,0.5739115410152997,15.853768060309637,0.6060450657340803,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)"
10,kcal,NA,NA,0.5598316192468871,NA,NA,NA,NA,NA,NA
10,sat_fat,24.173956234061492,0.49913795832009983,0.537503348620035,12.993582425202224,0.26828832402042113,11.180373808859269,0.2308496342996787,Saturated fats,Total saturated fatty acids (gm)
10,sodium,3350.854064244076,73.2283212656076,0.5421995941077807,1816.8317135475456,39.70436606740661,1534.0223506965306,33.523955198200994,Sodium,Sodium (mg)
10,fiber,15.322466748484278,0.6941448143665155,0.6096804165557841,9.341807909878044,0.4232064995730146,5.9806588386062325,0.27093831479350095,Fiber,Dietary fiber (gm)
10,sea_omega3_fa,0.10101191705855347,0.01523424045165065,0.6734222674671434,0.0680236742267741,0.01025907674809026,0.03298824283177937,0.004975163703560391,Seafood omega-3 fats,PFA 20:5 (Eicosapentaenoic) (gm); PFA 22:6 (Docosahexaenoic) (gm)
10,pufa_energy,9.074828217169696,0.23964292669882176,0.8947578731866475,8.119773995128932,0.2144223954172614,0.9550542220407631,0.02522053128156035,PUFA as percent of total energy intake,Total polyunsaturated fatty acids (%E)
10,sfat_energy,10.878280305327678,0.2246120812440451,0.8719158518784231,9.484945039392056,0.1958428341600872,1.3933352659356228,0.028769247083957932,Saturated fat as percent of total energy intake,Total saturated fatty acids (%E)
10,pf_animal,5.506057582977471,0.2752234982723699,0.6017190414902158,3.313099691219138,0.1656072195760345,2.1929578917583328,0.10961627869633542,Animal-protein foods,"Total of meat, poultry, seafood, organ meat, and cured meat (oz. eq.); Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
10,pf_plant,0.9835105012700366,0.12920422951909216,0.5698697656539294,0.5604728988769344,0.07362958399754156,0.4230376023931022,0.0555746455215506,Plant-protein foods,"Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.); Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
11,gr_refined,6.683097681556778,0.31600458145705224,0.6584768830260742,4.40066533031029,0.20808171181979893,2.282432351246488,0.10792286963725331,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.)
11,gr_whole,0.7128899874705314,0.05452996383938272,0.8238998363360275,0.5873499440025636,0.044927228282676916,0.1255400434679679,0.009602735556705799,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)"
11,dairy_tot,1.353544791720823,0.05719830928152426,0.6988398416001262,0.9459110278448558,0.03997245739809544,0.40763376387596717,0.017225851883428813,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)"
11,dairy_cow,1.3466056817141163,0.05673583749774739,0.6976662637881463,0.9394813547573773,0.03958267976994483,0.407124326956739,0.017153157727802557,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
11,dairy_soy,0.00557559353974091,0.00317363060424985,1,0.00557559353974091,0.00317363060424985,0,0,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
11,fruit_tot,1.1521191651270013,0.08561143050814447,0.8598913951815358,0.9906973563164434,0.07361653242313544,0.16142180881055793,0.011994898085009024,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.)
11,fruit_exc_juice,0.8671448402314146,0.06948589822775492,0.8670005833430675,0.7518150823235675,0.06024431429758054,0.11532975790784707,0.009241583930174383,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)"
11,fruit_juice,0.28061854684344684,0.04022670152996308,0.8384357148107567,0.23528061191184116,0.033727503251753554,0.045337934931605664,0.0064991982782095226,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)"
11,veg_exc_sta,1.3166073084670358,0.06691235226764822,0.6484078266207243,0.8536984833960721,0.04338649290794607,0.4629088250709636,0.023525859359702146,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)"
11,veg_dg,0.13763031197426087,0.02212815448180564,0.6711779976631281,0.09237443720863606,0.014851930417078685,0.045255874765624815,0.007276224064726956,Dark-green vegetables,Dark green vegetables (cup eq.)
11,veg_oth,0.7313156285504129,0.041163861166773,0.6395116641024245,0.46768487459838515,0.02632476935564417,0.26363075395202773,0.014839091811128828,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.)
11,veg_ro,0.4148530491203885,0.03177269861616063,0.656048754364019,0.27216382611954604,0.02084443934991557,0.14268922300084244,0.01092825926624506,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)"
11,veg_sta,0.33896054726445385,0.03528586924838364,0.6056093023542962,0.20527766055445634,0.02136945065847853,0.1336828867099975,0.013916418589905107,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.)
11,veg_leg,0.23514744112704297,0.03049706601467262,0.730376076327358,0.17174606540878806,0.022274327415293005,0.06340137571825491,0.008222738599379614,"Beans, peas, lentils (vegetables)","Beans, peas, and lentils  (legumes) computed as vegetables (cup eq.)"
11,pf_ns,0.5057259805521541,0.1015849681235504,0.8443466492168094,0.42700803710109664,0.08577292744591618,0.0787179434510575,0.015812040677634233,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
11,pf_soy,0.10873457302715434,0.05323658879972518,0.7724400844227581,0.08399094276876766,0.04112207514683938,0.024743630258386683,0.012114513652885803,Soy foods,"Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
11,pf_leg,0.9455039511927692,0.12325264612891255,0.730926463153795,0.6910938589432691,0.09008862070935234,0.25441009224950006,0.03316402541956023,"Beans, peas, lentils (protein)",Beans and Peas (legumes) computed as protein foods (oz. eq.)
11,pf_egg,0.7471843311456907,0.07213531676524006,0.7343639536916673,0.5487052395566134,0.0529735764205225,0.1984790915890773,0.019161740344717557,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
11,pf_poultry,1.8100762427045003,0.1293106692327166,0.587786122923603,1.0639376968954009,0.07600701692095493,0.7461385458090994,0.05330365231176168,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)"
11,pf_poultry_tot,1.9326731249801563,0.1318820647667252,0.6134798690027881,1.1856560555380353,0.08090699181690779,0.747017069442121,0.050975072949817415,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’
11,pf_redm,1.337552177409795,0.13370876013167213,0.5921759595514944,0.792066244107836,0.07917911333141354,0.5454859333019589,0.05452964680025859,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)"
11,pf_redm_tot,1.795703280213238,0.1427977800462253,0.5909951278452807,1.0612518896618126,0.08439279227444119,0.7344513905514254,0.058404987771784093,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’
11,pf_pm,0.528227431917513,0.06318078742972265,0.6710675178055413,0.354476271573681,0.042398574193463524,0.17375116034383198,0.020782213236259124,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)"
11,pf_seafood,0.6529647811270072,0.12973114763703636,0.5822390974670405,0.3801816248411523,0.07553454631355143,0.27278315628585487,0.05419660132348492,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)"
11,leg_tot,1.0328084401611106,0.1198807219577718,0.7355756154020109,0.7597087039638999,0.08818133582892536,0.27309973619721073,0.03169938612884645,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
11,added_sugar,14.05942102732254,0.6725351393874933,0.6120108604299862,8.604518360079108,0.4115988093259405,5.454902667243432,0.2609363300615528,Added sugars,Foods defined as added sugars (tsp. eq.)
11,ssb,224.80431772956496,20.34347334858786,0.5434044537763453,122.15966748239822,11.054734022903023,102.64465024716674,9.288739325684837,Sugar sweetened beverages,Sugar sweetened beverages (gm)
11,oil,27.01996120634464,1.124115825002803,0.5993413999430466,16.194181375817404,0.6737291522553127,10.825779830527233,0.4503866727474903,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)"
11,kcal,NA,NA,0.6559570372741644,NA,NA,NA,NA,NA,NA
11,sat_fat,24.017010342277516,0.47153763124459186,0.6330307448913554,15.203505947035321,0.2984978179510692,8.813504395242195,0.17303981329352264,Saturated fats,Total saturated fatty acids (gm)
11,sodium,3472.2790378972104,94.60228179472784,0.6085928890233229,2113.204331168987,57.57427598565192,1359.0747067282232,37.02800580907592,Sodium,Sodium (mg)
