subgroup,food,mean,SE,food_label,food_desc
1,added_sugar_adj,15.683520174407931,0.8560844372085716,Added sugars,Foods defined as added sugars (tsp. eq.)
1,afs_tot_adj,122.29938471480695,3.3115003476347145,Total AFS,NA
1,dairy_cow_adj,1.510306831769117,0.05204546885459499,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)"
1,dairy_soy_adj,0.0026496887203110203,0.0015699112414691019,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.)
1,dairy_tot_adj,1.5123218310669397,0.05208647614898529,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)"
1,fiber_adj,17.21993381009756,0.4799705226129363,Fiber,Dietary fiber (gm)
1,fruit_exc_juice_adj,0.6526821837336996,0.06120038108150153,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)"
1,fruit_juice_adj,0.136514096003207,0.02395263765980114,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)"
1,fruit_tot_adj,0.7907658762369673,0.07277475193390807,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.)
1,gr_refined_adj,5.262778913869653,0.1292746261664298,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.)
1,gr_tot_adj,6.252549416007899,0.14343680587904237,Total grains,NA
1,gr_whole_adj,0.9494717030745139,0.07935161323639968,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)"
1,leg_tot_adj,0.5221470497629993,0.04337821150067383,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
1,oil_adj,29.63982532036262,1.0134731870299065,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)"
1,pf_animal_adj,4.941252668897952,0.17488485122288636,Animal-protein foods,"Total of meat, poultry, seafood, organ meat, and cured meat (oz. eq.); Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
1,pf_egg_adj,0.6177094960682723,0.0640841556011421,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)"
1,pf_leg_adj,0.3638026403986238,0.03538993660881615,"Beans, peas, lentils (protein)",Beans and Peas (legumes) computed as protein foods (oz. eq.)
1,pf_ns_adj,0.7448886337036561,0.09501221270158115,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
1,pf_plant_adj,1.2829832329821398,0.10522402181909396,Plant-protein foods,"Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.); Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)"
1,pf_pm_adj,0.7984113175022816,0.08129671864148397,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)"
1,pf_poultry_adj,1.5473038682806102,0.12762694567938415,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)"
1,pf_poultry_tot_adj,1.8862084148141398,0.1403714350257473,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’
1,pf_redm_adj,1.1320876480581128,0.09449602382084717,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)"
1,pf_redm_tot_adj,1.6094418999173328,0.12683634342219197,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’
1,pf_seafood_adj,0.5437576763064612,0.096864462165535,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)"
1,pf_soy_adj,0.14946988726283195,0.02914108198695555,Soy foods,"Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)"
1,pf_tot_adj,6.370021788773215,0.1978157550786509,Total protein,NA
1,pufa_energy_adj,8.83754503280747,0.21530259835975088,PUFA as percent of total energy intake,Total polyunsaturated fatty acids (%E)
1,sat_fat_adj,26.997878766243865,0.4958121716720943,Saturated fats,Total saturated fatty acids (gm)
1,sea_omega3_fa_adj,0.07629840841160715,0.01033104954761923,Seafood omega-3 fats,PFA 20:5 (Eicosapentaenoic) (gm); PFA 22:6 (Docosahexaenoic) (gm)
1,sfat_energy_adj,12.14904544480975,0.2231154772524434,Saturated fat as percent of total energy intake,Total saturated fatty acids (%E)
1,sodium_adj,3525.58468541313,57.76064116049954,Sodium,Sodium (mg)
1,ssb_adj,282.2197317559318,38.59560357917973,Sugar sweetened beverages,Sugar sweetened beverages (gm)
1,veg_dg_adj,0.21006589195989314,0.02177603618208743,Dark-green vegetables,Dark green vegetables (cup eq.)
1,veg_exc_sta_adj,1.197289918880371,0.06594724477844012,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)"
1,veg_leg_adj,0.0907429140050909,0.008877853576602486,"Beans, peas, lentils (vegetables)","Beans, peas, and lentils  (legumes) computed as vegetables (cup eq.)"
1,veg_oth_adj,0.572523141776812,0.03789592127259018,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.)
