note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
dairy_soy_adj,24,162,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.20,,,0.08,,,36
dairy_soy_adj,25,269,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.13,,,0.05,,,36
dairy_soy_adj,26,243,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.11,,,0.05,,,36
dairy_soy_adj,27,297,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.29,,,0.11,,,36
dairy_soy_adj,28,136,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.15,,,0.05,,,36
dairy_soy_adj,29,291,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.23,,,0.07,,,36
dairy_soy_adj,30,238,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.11,,,0.04,,,36
dairy_soy_adj,31,263,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.24,,,0.09,,,36
dairy_soy_adj,32,132,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.19,,,0.09,,,36
dairy_soy_adj,33,249,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.13,,,0.04,,,36
dairy_soy_adj,34,134,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.31,,,0.11,,,36
dairy_soy_adj,35,203,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.14,,,0.05,,,36
dairy_soy_adj,36,89,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.17,,,0.06,,,36
dairy_soy_adj,37,286,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.30,,,0.09,,,36
dairy_soy_adj,38,158,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.16,,,0.05,,,36
dairy_soy_adj,39,184,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.14,,,0.06,,,36
dairy_soy_adj,40,84,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.16,,,0.05,,,36
dairy_soy_adj,41,310,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.31,,,0.10,,,36
dairy_soy_adj,42,95,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.27,,,0.09,,,36
dairy_soy_adj,43,85,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.16,,,0.05,,,36
dairy_soy_adj,44,44,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.19,,,0.07,,,36
dairy_soy_adj,45,334,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.22,,,0.08,,,36
dairy_soy_adj,46,82,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,,,0.01,,,36
dairy_soy_adj,47,58,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.10,,,0.04,,,36
dairy_soy_adj,48,36,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.11,,,0.04,,,36
