note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
gr_whole_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
gr_whole_adj,Overall,16147,0.65,0.02,0.00,0.00,0.52,0.03,1.01,0.04,0.64,0.00,0.41,0.02,0.00,0.03,36
gr_whole_adj,1,381,0.95,0.07,0.47,0.04,0.84,0.06,1.31,0.09,0.63,,,0.05,,,36
gr_whole_adj,2,282,0.75,0.04,0.36,0.03,0.65,0.04,1.03,0.06,0.51,,,0.03,,,36
gr_whole_adj,3,337,0.68,0.05,0.33,0.03,0.59,0.04,0.93,0.06,0.47,,,0.03,,,36
gr_whole_adj,4,234,1.07,0.06,0.53,0.04,0.95,0.06,1.48,0.09,0.72,,,0.05,,,36
gr_whole_adj,5,354,0.86,0.06,0.42,0.04,0.75,0.06,1.18,0.08,0.58,,,0.05,,,36
gr_whole_adj,6,240,0.87,0.08,0.43,0.05,0.76,0.08,1.19,0.11,0.59,,,0.05,,,36
gr_whole_adj,7,290,0.75,0.09,0.36,0.05,0.66,0.08,1.03,0.12,0.51,,,0.06,,,36
gr_whole_adj,8,235,0.99,0.12,0.48,0.07,0.87,0.11,1.35,0.17,0.66,,,0.08,,,36
gr_whole_adj,9,237,0.82,0.06,0.40,0.04,0.71,0.05,1.12,0.08,0.56,,,0.04,,,36
gr_whole_adj,10,199,0.85,0.07,0.41,0.04,0.75,0.07,1.16,0.10,0.57,,,0.05,,,36
gr_whole_adj,11,252,0.75,0.05,0.37,0.03,0.66,0.04,1.03,0.07,0.51,,,0.04,,,36
gr_whole_adj,12,141,1.07,0.10,0.53,0.05,0.94,0.09,1.46,0.14,0.70,,,0.07,,,36
gr_whole_adj,13,215,0.81,0.09,0.39,0.05,0.70,0.08,1.10,0.12,0.55,,,0.06,,,36
gr_whole_adj,14,155,0.82,0.08,0.40,0.05,0.72,0.08,1.12,0.12,0.55,,,0.06,,,36
gr_whole_adj,15,198,0.82,0.05,0.41,0.03,0.71,0.05,1.12,0.08,0.55,,,0.04,,,36
gr_whole_adj,16,134,0.94,0.10,0.46,0.05,0.83,0.09,1.29,0.14,0.62,,,0.07,,,36
gr_whole_adj,17,245,0.74,0.07,0.36,0.04,0.64,0.06,1.02,0.09,0.51,,,0.05,,,36
gr_whole_adj,18,201,0.81,0.08,0.40,0.04,0.71,0.07,1.11,0.10,0.55,,,0.05,,,36
gr_whole_adj,19,236,0.85,0.08,0.41,0.05,0.74,0.07,1.17,0.10,0.57,,,0.05,,,36
gr_whole_adj,20,138,0.88,0.09,0.43,0.05,0.77,0.09,1.21,0.12,0.58,,,0.06,,,36
gr_whole_adj,21,234,0.91,0.06,0.45,0.04,0.81,0.06,1.26,0.09,0.61,,,0.04,,,36
gr_whole_adj,22,161,0.86,0.10,0.43,0.06,0.75,0.09,1.17,0.14,0.57,,,0.07,,,36
gr_whole_adj,23,198,0.80,0.07,0.39,0.04,0.70,0.07,1.09,0.10,0.53,,,0.05,,,36
gr_whole_adj,24,162,1.19,0.13,0.60,0.07,1.06,0.13,1.62,0.18,0.77,,,0.09,,,36
gr_whole_adj,25,269,0.75,0.07,0.36,0.04,0.65,0.06,1.02,0.09,0.51,,,0.05,,,36
gr_whole_adj,26,243,0.92,0.07,0.45,0.04,0.81,0.06,1.26,0.10,0.62,,,0.05,,,36
gr_whole_adj,27,297,0.86,0.08,0.42,0.05,0.76,0.07,1.18,0.11,0.57,,,0.05,,,36
gr_whole_adj,28,136,1.07,0.08,0.52,0.05,0.94,0.08,1.46,0.12,0.71,,,0.05,,,36
gr_whole_adj,29,291,0.86,0.07,0.42,0.04,0.76,0.06,1.17,0.09,0.57,,,0.04,,,36
gr_whole_adj,30,238,0.76,0.07,0.37,0.04,0.67,0.07,1.03,0.09,0.51,,,0.04,,,36
gr_whole_adj,31,263,0.86,0.12,0.42,0.07,0.75,0.11,1.17,0.16,0.58,,,0.08,,,36
gr_whole_adj,32,132,1.24,0.12,0.62,0.07,1.11,0.11,1.71,0.17,0.80,,,0.08,,,36
gr_whole_adj,33,249,0.91,0.05,0.46,0.03,0.80,0.05,1.25,0.07,0.61,,,0.04,,,36
gr_whole_adj,34,134,0.80,0.06,0.39,0.04,0.70,0.07,1.10,0.09,0.55,,,0.04,,,36
gr_whole_adj,35,203,0.90,0.06,0.44,0.04,0.78,0.06,1.22,0.09,0.61,,,0.04,,,36
gr_whole_adj,36,89,1.07,0.13,0.53,0.07,0.92,0.13,1.47,0.18,0.71,,,0.09,,,36
gr_whole_adj,37,286,1.02,0.07,0.50,0.05,0.90,0.07,1.40,0.10,0.68,,,0.05,,,36
gr_whole_adj,38,158,0.99,0.10,0.48,0.05,0.88,0.09,1.37,0.14,0.66,,,0.06,,,36
gr_whole_adj,39,184,1.00,0.12,0.49,0.07,0.88,0.11,1.37,0.16,0.66,,,0.08,,,36
gr_whole_adj,40,84,1.25,0.18,0.64,0.10,1.11,0.17,1.71,0.24,0.81,,,0.10,,,36
gr_whole_adj,41,310,0.83,0.05,0.40,0.03,0.73,0.05,1.14,0.07,0.56,,,0.04,,,36
gr_whole_adj,42,95,0.94,0.09,0.47,0.05,0.83,0.08,1.29,0.12,0.62,,,0.06,,,36
gr_whole_adj,43,85,0.76,0.09,0.37,0.05,0.66,0.09,1.04,0.13,0.53,,,0.06,,,36
gr_whole_adj,44,44,1.07,0.16,0.52,0.08,0.94,0.15,1.47,0.22,0.72,,,0.11,,,36
gr_whole_adj,45,334,0.94,0.05,0.46,0.03,0.83,0.05,1.30,0.07,0.63,,,0.03,,,36
gr_whole_adj,46,82,0.91,0.08,0.45,0.05,0.80,0.08,1.26,0.12,0.61,,,0.05,,,36
gr_whole_adj,47,58,0.93,0.13,0.46,0.07,0.80,0.12,1.26,0.17,0.62,,,0.09,,,36
gr_whole_adj,48,36,1.03,0.14,0.51,0.08,0.92,0.13,1.42,0.20,0.68,,,0.10,,,36
