note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_egg_adj,14,155,0.60,0.07,0.24,0.04,0.45,0.06,0.77,0.09,0.55,,,0.06,,,36
pf_egg_adj,15,198,0.89,0.11,0.37,0.05,0.65,0.09,1.14,0.14,0.79,,,0.09,,,36
pf_egg_adj,16,134,0.54,0.08,0.21,0.04,0.39,0.06,0.70,0.11,0.49,,,0.08,,,36
pf_egg_adj,17,245,0.52,0.08,0.21,0.03,0.38,0.06,0.67,0.10,0.48,,,0.07,,,36
pf_egg_adj,18,201,0.57,0.06,0.23,0.03,0.42,0.05,0.73,0.08,0.53,,,0.06,,,36
pf_egg_adj,19,236,0.85,0.12,0.35,0.06,0.63,0.09,1.09,0.15,0.76,,,0.10,,,36
pf_egg_adj,20,138,0.50,0.11,0.20,0.05,0.36,0.08,0.64,0.14,0.46,,,0.09,,,36
pf_egg_adj,21,234,0.46,0.05,0.18,0.02,0.33,0.04,0.59,0.07,0.43,,,0.05,,,36
pf_egg_adj,22,161,0.69,0.08,0.29,0.04,0.51,0.06,0.88,0.11,0.64,,,0.07,,,36
pf_egg_adj,23,198,0.62,0.09,0.25,0.04,0.45,0.07,0.80,0.12,0.57,,,0.09,,,36
pf_egg_adj,24,162,0.53,0.14,0.21,0.06,0.38,0.11,0.68,0.18,0.50,,,0.13,,,36
pf_egg_adj,25,269,0.58,0.07,0.23,0.03,0.42,0.05,0.74,0.09,0.54,,,0.07,,,36
pf_egg_adj,26,243,0.62,0.06,0.25,0.03,0.45,0.04,0.79,0.07,0.58,,,0.06,,,36
pf_egg_adj,27,297,0.83,0.09,0.35,0.04,0.62,0.07,1.08,0.11,0.73,,,0.08,,,36
pf_egg_adj,28,136,0.97,0.14,0.40,0.07,0.73,0.11,1.25,0.18,0.86,,,0.13,,,36
pf_egg_adj,29,291,0.61,0.06,0.25,0.03,0.45,0.05,0.78,0.08,0.56,,,0.06,,,36
pf_egg_adj,30,238,0.73,0.08,0.30,0.04,0.54,0.06,0.94,0.10,0.66,,,0.08,,,36
pf_egg_adj,31,263,0.77,0.08,0.32,0.04,0.56,0.07,0.98,0.10,0.70,,,0.08,,,36
pf_egg_adj,32,132,0.58,0.07,0.23,0.03,0.41,0.06,0.74,0.09,0.54,,,0.07,,,36
pf_egg_adj,33,249,0.61,0.06,0.25,0.03,0.45,0.05,0.79,0.08,0.57,,,0.06,,,36
pf_egg_adj,34,134,0.76,0.09,0.31,0.05,0.56,0.07,0.97,0.12,0.69,,,0.08,,,36
pf_egg_adj,35,203,1.15,0.20,0.49,0.10,0.86,0.16,1.47,0.25,1.03,,,0.17,,,36
pf_egg_adj,36,89,0.82,0.24,0.34,0.11,0.60,0.19,1.06,0.30,0.76,,,0.20,,,36
pf_egg_adj,37,286,0.57,0.06,0.23,0.03,0.42,0.05,0.74,0.08,0.53,,,0.06,,,36
pf_egg_adj,38,158,0.66,0.07,0.26,0.03,0.48,0.05,0.85,0.09,0.61,,,0.06,,,36
pf_egg_adj,39,184,0.83,0.10,0.34,0.04,0.61,0.08,1.06,0.13,0.75,,,0.10,,,36
pf_egg_adj,40,84,0.64,0.21,0.25,0.09,0.47,0.16,0.82,0.27,0.58,,,0.18,,,36
pf_egg_adj,41,310,0.63,0.05,0.26,0.03,0.47,0.04,0.82,0.06,0.58,,,0.05,,,36
pf_egg_adj,42,95,0.68,0.09,0.28,0.05,0.51,0.08,0.87,0.12,0.62,,,0.07,,,36
pf_egg_adj,43,85,1.01,0.13,0.42,0.06,0.75,0.10,1.29,0.17,0.89,,,0.13,,,36
pf_egg_adj,44,44,1.09,0.25,0.45,0.12,0.82,0.19,1.39,0.32,1.00,,,0.23,,,36
pf_egg_adj,45,334,0.78,0.06,0.32,0.03,0.58,0.05,1.01,0.08,0.70,,,0.06,,,36
pf_egg_adj,46,82,0.93,0.15,0.39,0.07,0.69,0.12,1.19,0.20,0.82,,,0.15,,,36
pf_egg_adj,47,58,0.98,0.35,0.41,0.18,0.74,0.28,1.26,0.46,0.85,,,0.27,,,36
pf_egg_adj,48,36,0.96,0.24,0.40,0.11,0.73,0.18,1.24,0.31,0.85,,,0.21,,,36
