note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
fruit_tot_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
fruit_tot_adj,Overall,16147,0.67,0.02,0.00,0.00,0.50,0.03,1.02,0.03,0.71,0.00,0.50,0.02,0.00,0.03,36
fruit_tot_adj,1,381,0.87,0.06,0.39,0.03,0.72,0.06,1.18,0.08,0.65,,,0.04,,,36
fruit_tot_adj,2,282,0.81,0.07,0.37,0.04,0.67,0.07,1.10,0.10,0.62,,,0.05,,,36
fruit_tot_adj,3,337,0.95,0.05,0.44,0.03,0.79,0.05,1.29,0.07,0.70,,,0.04,,,36
fruit_tot_adj,4,234,0.88,0.08,0.40,0.05,0.73,0.08,1.18,0.11,0.67,,,0.05,,,36
fruit_tot_adj,5,354,0.91,0.07,0.42,0.05,0.76,0.07,1.23,0.10,0.68,,,0.04,,,36
fruit_tot_adj,6,240,0.79,0.11,0.35,0.06,0.64,0.10,1.07,0.15,0.60,,,0.07,,,36
fruit_tot_adj,7,290,1.05,0.07,0.49,0.05,0.88,0.07,1.42,0.09,0.75,,,0.04,,,36
fruit_tot_adj,8,235,0.97,0.07,0.45,0.04,0.81,0.06,1.31,0.09,0.72,,,0.05,,,36
fruit_tot_adj,9,237,0.73,0.06,0.32,0.03,0.59,0.05,0.98,0.07,0.57,,,0.04,,,36
fruit_tot_adj,10,199,0.85,0.07,0.39,0.04,0.70,0.07,1.15,0.09,0.63,,,0.04,,,36
fruit_tot_adj,11,252,1.01,0.08,0.48,0.05,0.85,0.07,1.38,0.10,0.72,,,0.04,,,36
fruit_tot_adj,12,141,0.84,0.11,0.39,0.07,0.69,0.10,1.13,0.15,0.63,,,0.07,,,36
fruit_tot_adj,13,215,0.98,0.11,0.45,0.06,0.81,0.10,1.32,0.14,0.72,,,0.07,,,36
fruit_tot_adj,14,155,0.85,0.08,0.39,0.05,0.71,0.08,1.15,0.12,0.64,,,0.05,,,36
fruit_tot_adj,15,198,1.03,0.08,0.50,0.05,0.86,0.08,1.40,0.11,0.74,,,0.05,,,36
fruit_tot_adj,16,134,1.22,0.07,0.60,0.04,1.04,0.07,1.66,0.10,0.84,,,0.04,,,36
fruit_tot_adj,17,245,0.74,0.07,0.32,0.04,0.60,0.07,1.01,0.10,0.57,,,0.04,,,36
fruit_tot_adj,18,201,0.88,0.09,0.40,0.06,0.73,0.09,1.19,0.12,0.65,,,0.05,,,36
fruit_tot_adj,19,236,1.08,0.07,0.51,0.05,0.91,0.07,1.46,0.10,0.77,,,0.05,,,36
fruit_tot_adj,20,138,1.11,0.11,0.54,0.07,0.94,0.11,1.50,0.16,0.78,,,0.06,,,36
fruit_tot_adj,21,234,0.82,0.07,0.37,0.04,0.67,0.06,1.11,0.10,0.62,,,0.05,,,36
fruit_tot_adj,22,161,0.85,0.11,0.39,0.07,0.71,0.10,1.15,0.15,0.64,,,0.06,,,36
fruit_tot_adj,23,198,1.06,0.07,0.51,0.04,0.90,0.07,1.45,0.10,0.76,,,0.04,,,36
fruit_tot_adj,24,162,1.14,0.18,0.56,0.11,0.96,0.16,1.54,0.24,0.80,,,0.10,,,36
fruit_tot_adj,25,269,0.76,0.06,0.34,0.03,0.62,0.05,1.03,0.08,0.59,,,0.04,,,36
fruit_tot_adj,26,243,0.98,0.09,0.46,0.05,0.81,0.08,1.32,0.12,0.72,,,0.06,,,36
fruit_tot_adj,27,297,1.00,0.09,0.47,0.06,0.85,0.08,1.37,0.12,0.71,,,0.05,,,36
fruit_tot_adj,28,136,1.05,0.09,0.50,0.05,0.89,0.08,1.42,0.12,0.76,,,0.06,,,36
fruit_tot_adj,29,291,0.67,0.05,0.29,0.03,0.54,0.05,0.90,0.07,0.52,,,0.04,,,36
fruit_tot_adj,30,238,0.91,0.09,0.42,0.05,0.76,0.08,1.23,0.12,0.66,,,0.06,,,36
fruit_tot_adj,31,263,1.11,0.08,0.53,0.05,0.93,0.08,1.50,0.11,0.79,,,0.04,,,36
fruit_tot_adj,32,132,1.42,0.17,0.71,0.12,1.22,0.16,1.92,0.21,0.96,,,0.09,,,36
