note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
fruit_tot_adj,33,249,0.85,0.05,0.38,0.03,0.69,0.04,1.15,0.06,0.63,,,0.03,,,36
fruit_tot_adj,34,134,0.78,0.07,0.35,0.05,0.64,0.07,1.06,0.10,0.60,,,0.04,,,36
fruit_tot_adj,35,203,1.10,0.08,0.53,0.05,0.93,0.08,1.48,0.11,0.79,,,0.05,,,36
fruit_tot_adj,36,89,1.37,0.11,0.68,0.07,1.16,0.12,1.85,0.15,0.94,,,0.07,,,36
fruit_tot_adj,37,286,1.07,0.08,0.50,0.05,0.89,0.08,1.44,0.11,0.76,,,0.05,,,36
fruit_tot_adj,38,158,1.03,0.09,0.48,0.05,0.86,0.08,1.41,0.13,0.75,,,0.06,,,36
fruit_tot_adj,39,184,1.20,0.11,0.58,0.07,1.02,0.10,1.62,0.15,0.84,,,0.06,,,36
fruit_tot_adj,40,84,1.10,0.12,0.53,0.08,0.92,0.11,1.50,0.16,0.78,,,0.07,,,36
fruit_tot_adj,41,310,0.94,0.05,0.44,0.03,0.79,0.04,1.28,0.07,0.69,,,0.04,,,36
fruit_tot_adj,42,95,1.18,0.09,0.59,0.06,1.02,0.09,1.59,0.13,0.82,,,0.05,,,36
fruit_tot_adj,43,85,0.95,0.13,0.44,0.08,0.78,0.12,1.27,0.18,0.70,,,0.08,,,36
fruit_tot_adj,44,44,1.03,0.11,0.48,0.07,0.86,0.11,1.38,0.16,0.77,,,0.08,,,36
fruit_tot_adj,45,334,1.01,0.06,0.47,0.04,0.85,0.06,1.37,0.08,0.72,,,0.04,,,36
fruit_tot_adj,46,82,0.93,0.10,0.44,0.06,0.78,0.09,1.27,0.14,0.69,,,0.06,,,36
fruit_tot_adj,47,58,0.83,0.09,0.37,0.06,0.69,0.09,1.13,0.12,0.63,,,0.05,,,36
fruit_tot_adj,48,36,0.83,0.16,0.38,0.09,0.71,0.15,1.13,0.21,0.62,,,0.09,,,36
