note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
leg_tot_adj,.,6388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,36
leg_tot_adj,Overall,16147,0.39,0.02,0.00,0.00,0.24,0.02,0.55,0.03,0.48,0.00,0.23,0.02,0.00,0.02,36
leg_tot_adj,1,381,0.49,0.04,0.18,0.03,0.36,0.04,0.66,0.06,0.45,,,0.03,,,36
leg_tot_adj,2,282,0.45,0.07,0.17,0.04,0.33,0.06,0.60,0.10,0.42,,,0.06,,,36
leg_tot_adj,3,337,0.63,0.04,0.25,0.03,0.47,0.04,0.84,0.05,0.56,,,0.04,,,36
leg_tot_adj,4,234,0.49,0.09,0.18,0.04,0.36,0.07,0.66,0.12,0.46,,,0.07,,,36
leg_tot_adj,5,354,0.52,0.05,0.20,0.03,0.38,0.04,0.70,0.07,0.48,,,0.04,,,36
leg_tot_adj,6,240,0.41,0.08,0.15,0.04,0.29,0.06,0.54,0.10,0.39,,,0.06,,,36
leg_tot_adj,7,290,0.76,0.07,0.30,0.04,0.58,0.06,1.02,0.09,0.66,,,0.06,,,36
leg_tot_adj,8,235,0.56,0.06,0.21,0.03,0.40,0.05,0.74,0.08,0.50,,,0.06,,,36
leg_tot_adj,9,237,0.46,0.05,0.17,0.03,0.33,0.04,0.62,0.07,0.43,,,0.05,,,36
leg_tot_adj,10,199,0.40,0.07,0.15,0.03,0.29,0.06,0.53,0.10,0.38,,,0.06,,,36
leg_tot_adj,11,252,0.78,0.07,0.31,0.04,0.59,0.06,1.04,0.10,0.65,,,0.06,,,36
leg_tot_adj,12,141,0.44,0.09,0.16,0.04,0.31,0.07,0.58,0.12,0.41,,,0.07,,,36
leg_tot_adj,13,215,0.50,0.05,0.18,0.03,0.36,0.05,0.65,0.07,0.46,,,0.05,,,36
leg_tot_adj,14,155,0.37,0.07,0.13,0.03,0.26,0.06,0.49,0.10,0.35,,,0.07,,,36
leg_tot_adj,15,198,0.75,0.07,0.30,0.04,0.56,0.06,1.00,0.10,0.64,,,0.06,,,36
leg_tot_adj,16,134,0.65,0.11,0.26,0.05,0.49,0.09,0.87,0.15,0.57,,,0.08,,,36
leg_tot_adj,17,245,0.39,0.05,0.14,0.02,0.28,0.04,0.52,0.06,0.37,,,0.04,,,36
leg_tot_adj,18,201,0.41,0.06,0.15,0.03,0.30,0.05,0.55,0.09,0.38,,,0.06,,,36
leg_tot_adj,19,236,0.63,0.07,0.24,0.04,0.47,0.06,0.84,0.09,0.55,,,0.05,,,36
leg_tot_adj,20,138,0.50,0.06,0.19,0.03,0.37,0.05,0.68,0.09,0.45,,,0.05,,,36
leg_tot_adj,21,234,0.53,0.06,0.20,0.03,0.39,0.05,0.71,0.09,0.48,,,0.05,,,36
leg_tot_adj,22,161,0.52,0.10,0.20,0.05,0.38,0.09,0.69,0.14,0.47,,,0.08,,,36
leg_tot_adj,23,198,0.89,0.09,0.36,0.05,0.69,0.08,1.18,0.12,0.74,,,0.07,,,36
leg_tot_adj,24,162,0.47,0.08,0.18,0.04,0.34,0.07,0.62,0.11,0.43,,,0.06,,,36
leg_tot_adj,25,269,0.42,0.06,0.15,0.02,0.30,0.04,0.55,0.08,0.39,,,0.05,,,36
leg_tot_adj,26,243,0.46,0.06,0.17,0.03,0.33,0.05,0.61,0.08,0.43,,,0.05,,,36
leg_tot_adj,27,297,0.58,0.08,0.22,0.04,0.43,0.07,0.77,0.12,0.51,,,0.07,,,36
leg_tot_adj,28,136,0.61,0.10,0.23,0.04,0.45,0.07,0.81,0.13,0.53,,,0.09,,,36
leg_tot_adj,29,291,0.52,0.07,0.20,0.03,0.39,0.06,0.69,0.09,0.47,,,0.05,,,36
leg_tot_adj,30,238,0.50,0.06,0.19,0.03,0.37,0.05,0.66,0.08,0.45,,,0.05,,,36
leg_tot_adj,31,263,0.83,0.10,0.34,0.05,0.63,0.08,1.11,0.13,0.70,,,0.07,,,36
leg_tot_adj,32,132,0.74,0.12,0.30,0.06,0.56,0.10,1.01,0.17,0.64,,,0.09,,,36
leg_tot_adj,33,249,0.44,0.07,0.16,0.03,0.32,0.06,0.59,0.10,0.41,,,0.06,,,36
leg_tot_adj,34,134,0.55,0.06,0.21,0.03,0.40,0.05,0.73,0.08,0.50,,,0.06,,,36
leg_tot_adj,35,203,0.77,0.16,0.30,0.07,0.58,0.13,1.01,0.21,0.67,,,0.12,,,36
leg_tot_adj,36,89,0.58,0.07,0.22,0.04,0.42,0.06,0.80,0.10,0.52,,,0.06,,,36
leg_tot_adj,37,286,0.42,0.05,0.15,0.03,0.30,0.04,0.56,0.07,0.39,,,0.05,,,36
leg_tot_adj,38,158,0.51,0.10,0.19,0.04,0.37,0.07,0.69,0.13,0.47,,,0.09,,,36
leg_tot_adj,39,184,0.85,0.08,0.34,0.04,0.65,0.07,1.15,0.11,0.73,,,0.07,,,36
leg_tot_adj,40,84,0.94,0.13,0.39,0.07,0.71,0.11,1.27,0.17,0.78,,,0.10,,,36
leg_tot_adj,41,310,0.45,0.05,0.17,0.02,0.33,0.04,0.60,0.06,0.42,,,0.04,,,36
leg_tot_adj,42,95,0.69,0.16,0.27,0.08,0.52,0.13,0.91,0.22,0.59,,,0.12,,,36
