food,subgroup,costperDGA_method1,costperDGA_method2,diff_cost,perc_diff_cost
gr_refined,5,0.1251363634560577,0.3601966929346438,0.2350603294785861,187.84334384235865
pf_poultry,5,0.2738857707323781,0.8337817616930748,0.5598959909606968,204.4268270905493
pf_redm,5,0.46101959795550934,1.0308483865901732,0.5698287886346638,123.6018579604191
ssb,5,NA,0.18279404803626667,NA,NA
veg_dg,5,0.7435568193934629,1.0055641056922486,0.2620072862987858,35.23702284278845
veg_oth,5,0.6160098953686602,1.093254568583075,0.47724467321441477,77.47354008474177
veg_ro,5,0.6244762907790599,0.66493356019558425,0.04045726941652439,6.478591743819814
veg_sta,5,0.3372997859740074,0.5352663682048237,0.19796658223081626,58.69158252180798
added_sugar,5,0.03363670419072764,0.04835529721050509,0.014718593019777453,43.75753622090838
pf_seafood,5,0.5967359291658241,1.622299409479644,1.0255634803138198,171.8621973621486
leg_tot,5,0.14564230164372935,0.25788351098777573,0.11224120934404638,77.06635234220013
pf_egg,5,0.1683485669886463,1.1505782849022332,0.9822297179135869,583.4500022681096
pf_pm,5,0.33943556269774083,0.5508530106705803,0.2114174479728395,62.28500228218622
gr_whole,5,0.15201172517691935,0.3089517906210032,0.15694006544408384,103.24207903135671
fruit_juice,5,0.29907417235598327,0.5362600306501869,0.23718585829420363,79.30670055048587
pf_ns,5,0.11300874365418952,0.17211374100663288,0.05910499735244336,52.301260452294386
oil,5,0.0127911474540326,0.01021648018248906,-0.0025746672715435404,-20.128509039522
dairy,6,0.3013115485743994,0.670775233949862,0.36946368537546265,122.61849475186486
fruit_exc_juice,6,0.4848775567927822,0.723253956092091,0.23837639929930876,49.162184547382864
gr_refined,6,0.1251363634560577,0.34917156321339476,0.22403519975733707,179.03285149884368
pf_poultry,6,0.2738857707323781,1.2130080356729491,0.939122264940571,342.88830063326486
pf_redm,6,0.46101959795550934,1.119486716829181,0.6584671188736717,142.82844412553953
ssb,6,NA,0.16044354523701818,NA,NA
veg_dg,6,0.7435568193934629,0.9071529345659256,0.16359611517246275,22.001831051178044
veg_oth,6,0.6160098953686602,0.9903342924680968,0.37432439709943655,60.76597144197117
veg_ro,6,0.6244762907790599,0.7293908087908169,0.104914518011757,16.80040052135075
veg_sta,6,0.3372997859740074,0.5313878150321418,0.19408802905813444,57.54169944035809
added_sugar,6,0.03363670419072764,0.04468541225502315,0.01104870806429551,32.8471778972365
pf_seafood,6,0.5967359291658241,1.7531741822909628,1.1564382531251387,193.79397093480216
leg_tot,6,0.14564230164372935,0.1883847408578692,0.04274243921413984,29.347544450853658
pf_egg,6,0.1683485669886463,1.2375634018943276,1.0692148349056811,635.1196532476517
pf_pm,6,0.33943556269774083,0.5934118068806469,0.25397624418290604,74.82310991941223
gr_whole,6,0.15201172517691935,0.23951758377604052,0.08750585859912116,57.56520327446923
fruit_juice,6,0.29907417235598327,0.4647799853336029,0.1657058129776196,55.40625981583679
pf_ns,6,0.11300874365418952,0.1613246656784137,0.048315922024224175,42.75414491118713
oil,6,0.0127911474540326,0.01195000597589985,-8.411414781327505e-4,-6.5759657697290335
dairy,7,0.3013115485743994,0.6444259958806764,0.343114447306277,113.87364637354935
fruit_exc_juice,7,0.4848775567927822,0.6680254720555472,0.18314791526276497,37.77199268083164
gr_refined,7,0.1251363634560577,0.3569681357427811,0.2318317722867234,185.26331266461355
pf_poultry,7,0.2738857707323781,1.087084785041429,0.8131990143090508,296.91174248831345
pf_redm,7,0.46101959795550934,1.1089773995949042,0.6479578016393948,140.5488626758826
ssb,7,NA,0.1867213642125199,NA,NA
veg_dg,7,0.7435568193934629,0.8363445110327524,0.09278769163928957,12.478897270416903
veg_oth,7,0.6160098953686602,1.0484730807905551,0.4324631854218949,70.20393481878743
veg_ro,7,0.6244762907790599,0.6543799490840562,0.029903658304996306,4.788597861368006
veg_sta,7,0.3372997859740074,0.5156992452628645,0.1783994592888571,52.890475092861365
added_sugar,7,0.03363670419072764,0.03766972594442472,0.004033021753697082,11.989943279903246
pf_seafood,7,0.5967359291658241,1.4527312968576127,0.8559953676917886,143.44625920017634
leg_tot,7,0.14564230164372935,0.1584061379687872,0.012763836325057842,8.7638249196863
pf_egg,7,0.1683485669886463,0.7575431676863831,0.5891946006977368,349.98492190163574
pf_pm,7,0.33943556269774083,0.5305260904263016,0.19109052772856078,56.296554848238536
gr_whole,7,0.15201172517691935,0.29914695601658847,0.14713523083966912,96.79202750210571
fruit_juice,7,0.29907417235598327,0.481404385430976,0.18233021307499275,60.96488093193416
pf_ns,7,0.11300874365418952,0.15202241211008444,0.03901366845589492,34.522699035818
oil,7,0.0127911474540326,0.00687040886961756,-0.005920738584415041,-46.287783060060335
dairy,8,0.3013115485743994,0.6096475322875892,0.30833598371318977,102.3312863951034
fruit_exc_juice,8,0.4848775567927822,0.6729582609367241,0.18808070414394185,38.78931938776457
gr_refined,8,0.1251363634560577,0.33324573504819355,0.20810937159213586,166.30607270700702
pf_poultry,8,0.2738857707323781,0.9921259275541566,0.7182401568217786,262.2407709977721
pf_redm,8,0.46101959795550934,0.7998722559952481,0.3388526580397388,73.50070572757727
ssb,8,NA,0.19931354884240435,NA,NA
veg_dg,8,0.7435568193934629,0.8445406539651928,0.10098383457172999,13.58118598846352
veg_oth,8,0.6160098953686602,0.9403355906084556,0.3243256952397954,52.64942944556075
veg_ro,8,0.6244762907790599,0.628442323018672,0.003966032239612116,0.635097328461314
veg_sta,8,0.3372997859740074,0.4930109796977467,0.15571119372373932,46.16403573281204
added_sugar,8,0.03363670419072764,0.04328587043089418,0.00964916624016654,28.686420005520187
pf_seafood,8,0.5967359291658241,1.422654663263722,0.825918734097898,138.40606769772486
leg_tot,8,0.14564230164372935,0.3752156982042833,0.22957339656055395,157.62823985172736
pf_egg,8,0.1683485669886463,1.5964987227161025,1.4281501557274563,848.3292618842269
pf_pm,8,0.33943556269774083,0.8965178840090011,0.5570823213112603,164.12019909868096
gr_whole,8,0.15201172517691935,0.26143759731536376,0.1094258721384444,71.98515246839592
fruit_juice,8,0.29907417235598327,0.517559940314326,0.21848576795834268,73.05404082111193
pf_ns,8,0.11300874365418952,0.18843523039096663,0.07542648673677711,66.74393882971096
oil,8,0.0127911474540326,0.01046833311296552,-0.0023228143410670803,-18.159546275379526
dairy,9,0.3013115485743994,0.6064733201638791,0.3051617715894797,101.27782125620372
fruit_exc_juice,9,0.4848775567927822,0.6994839683545195,0.21460641156173732,44.25991852071878
gr_refined,9,0.1251363634560577,0.3457210954421554,0.2205847319860977,176.27548531371318
pf_poultry,9,0.2738857707323781,1.0964009998043165,0.8225152290719384,300.313238936258
pf_redm,9,0.46101959795550934,1.2194447384597986,0.7584251405042892,164.51039041890817
ssb,9,NA,0.15329586777628174,NA,NA
veg_dg,9,0.7435568193934629,0.8959886945871021,0.1524318751936392,20.500366780037275
veg_oth,9,0.6160098953686602,1.0370482585587082,0.42103836319004795,68.34928567796322
veg_ro,9,0.6244762907790599,0.6403888700483139,0.015912579269254046,2.548147864733575
veg_sta,9,0.3372997859740074,0.5038618094775674,0.16656202350356003,49.38100480039896
added_sugar,9,0.03363670419072764,0.03687677111091344,0.0032400669201858023,9.632533858887893
pf_seafood,9,0.5967359291658241,1.3049414829316182,0.7082055537657941,118.67989158215984
leg_tot,9,0.14564230164372935,0.23664079681817635,0.090998495174447,62.48081371101083
pf_egg,9,0.1683485669886463,1.5206820197809798,1.3523334527923336,803.2937119586752
pf_pm,9,0.33943556269774083,0.6526786735187159,0.31324311082097506,92.28352749234779
gr_whole,9,0.15201172517691935,0.3594193096047082,0.20740758442778884,136.4418331456977
fruit_juice,9,0.29907417235598327,0.5849389355839378,0.28586476322795457,95.58323307426703
pf_ns,9,0.11300874365418952,0.13816476380687195,0.025156020152682437,22.260242295641024
oil,9,0.0127911474540326,0.01051140754387385,-0.00227973991015875,-17.82279438456499
dairy,10,0.3013115485743994,0.7984605232778865,0.4971489747034871,164.9949950659564
fruit_exc_juice,10,0.4848775567927822,0.6155078724486017,0.1306303156558195,26.940887204570245
gr_refined,10,0.1251363634560577,0.3255030421828886,0.20036667872683092,160.1186683015531
pf_poultry,10,0.2738857707323781,1.0177939485239318,0.7439081777915537,271.6125689196349
pf_redm,10,0.46101959795550934,1.1968952127923365,0.7358756148368271,159.61916111597552
ssb,10,NA,0.15780612928252633,NA,NA
veg_dg,10,0.7435568193934629,0.7925306238648828,0.04897380447141997,6.5864239549802095
veg_oth,10,0.6160098953686602,0.964444833917078,0.3484349385484178,56.56320477447716
veg_ro,10,0.6244762907790599,0.6438258961663098,0.019349605387249946,3.0985332306388313
veg_sta,10,0.3372997859740074,0.5666922744563155,0.22939248848230814,68.00848919008367
added_sugar,10,0.03363670419072764,0.04474585317109449,0.01110914898036685,33.026865287917296
pf_seafood,10,0.5967359291658241,1.5765190430774023,0.9797831139115782,164.19040081618934
leg_tot,10,0.14564230164372935,0.1708184058199887,0.025176104176259345,17.286258107788772
pf_egg,10,0.1683485669886463,1.463995543997839,1.2956469770091927,769.6216250516544
pf_pm,10,0.33943556269774083,0.6010806849395588,0.26164512224181796,77.08241298063592
gr_whole,10,0.15201172517691935,0.30238729606598763,0.15037557088906828,98.92366573305655
fruit_juice,10,0.29907417235598327,0.48264824811808565,0.18357407576210238,61.38078534698646
pf_ns,10,0.11300874365418952,0.22387831769213545,0.11086957403794594,98.10707601281764
oil,10,0.0127911474540326,0.0117334013953003,-0.0010577460587323003,-8.269360215989302
dairy,11,0.3013115485743994,0.7055960725984322,0.40428452402403275,134.17491826544028
fruit_exc_juice,11,0.4848775567927822,0.6167109434261878,0.1318333866334056,27.189005716291803
gr_refined,11,0.1251363634560577,0.3346623637503012,0.20952600029424348,167.43814068707508
pf_poultry,11,0.2738857707323781,0.8434795533379764,0.5695937826055983,207.96764325597817
pf_redm,11,0.46101959795550934,0.8438557980826471,0.38283620012713776,83.04119864424577
ssb,11,NA,0.21066502567342307,NA,NA
veg_dg,11,0.7435568193934629,0.9590458544357776,0.21548903504231476,28.980843080437936
veg_oth,11,0.6160098953686602,0.8968350135507022,0.2808251181820419,45.587760893674925
veg_ro,11,0.6244762907790599,0.6849729814236574,0.060496690644597506,9.687588069856968
veg_sta,11,0.3372997859740074,0.49088302452514854,0.15358323855114114,45.533156241900606
added_sugar,11,0.03363670419072764,0.03682684882821904,0.003190144637491399,9.484117764340303
pf_seafood,11,0.5967359291658241,1.629262949062341,1.0325270198965169,173.02913557423705
leg_tot,11,0.14564230164372935,0.12956330446997055,-0.016078997173758797,-11.040059785028177
pf_egg,11,0.1683485669886463,1.273991362615858,1.1056427956272117,656.7580677427317
pf_pm,11,0.33943556269774083,0.8478747008298744,0.5084391381321336,149.78959013345528
gr_whole,11,0.15201172517691935,0.24774365930659875,0.0957319341296794,62.97667763342694
fruit_juice,11,0.29907417235598327,0.46994070059192566,0.1708665282359424,57.13182348376197
pf_ns,11,0.11300874365418952,0.15531076538420313,0.042302021730013614,37.432521026389956
oil,11,0.0127911474540326,0.00401345901492219,-0.00877768843911041,-68.6231510554834
dairy,12,0.3013115485743994,0.4906417272367906,0.1893301786623912,62.83535415690915
fruit_exc_juice,12,0.4848775567927822,0.5829025301649164,0.09802497337213423,20.21643856245264
gr_refined,12,0.1251363634560577,0.2917249743110226,0.16658861085496493,133.12566088230892
pf_poultry,12,0.2738857707323781,1.0289473999538568,0.7550616292214787,275.6848693535349
pf_redm,12,0.46101959795550934,0.8913310008733715,0.43031140291786213,93.33906949426243
ssb,12,NA,0.21331718217860757,NA,NA
veg_dg,12,0.7435568193934629,0.8655112318868539,0.121954412493391,16.40149203296557
veg_oth,12,0.6160098953686602,1.0332717141988734,0.4172618188302132,67.73622014310284
veg_ro,12,0.6244762907790599,0.626983557064527,0.002507266285467158,0.4014990356702318
veg_sta,12,0.3372997859740074,0.549869396675712,0.2125696107017046,63.02097408329972
added_sugar,12,0.03363670419072764,0.04035938402029239,0.0067226798295647525,19.986143087758105
pf_seafood,12,0.5967359291658241,1.4480198538978868,0.8512839247320627,142.65672353968543
leg_tot,12,0.14564230164372935,0.2220573357258522,0.07641503408212286,52.467609492364076
pf_egg,12,0.1683485669886463,1.22537932830454,1.0570307613158936,627.8822446924548
pf_pm,12,0.33943556269774083,0.6189931460814968,0.27955758338375597,82.35954452206154
gr_whole,12,0.15201172517691935,0.2728695446405757,0.12085781946365637,79.50559032403297
fruit_juice,12,0.29907417235598327,0.529316778938816,0.23024260658283274,76.9851186978388
pf_ns,12,0.11300874365418952,0.17439277195518094,0.06138402830099142,54.31794595365874
oil,12,0.0127911474540326,0.0062253124003792,-0.006565835053653401,-51.331087201120674
dairy,13,0.3013115485743994,0.6841865812233073,0.38287503264890793,127.06948487716825
fruit_exc_juice,13,0.4848775567927822,0.699692925538268,0.2148153687454858,44.30301335586244
gr_refined,13,0.1251363634560577,0.33117109036422426,0.20603472690816657,164.64816558339317
pf_poultry,13,0.2738857707323781,0.9972066423259316,0.7233208715935535,264.0958198227581
pf_redm,13,0.46101959795550934,1.1738535500651843,0.7128339521096749,154.62118210828575
ssb,13,NA,0.1551686176237256,NA,NA
veg_dg,13,0.7435568193934629,0.9644867521189618,0.220929932725499,29.712582409736598
veg_oth,13,0.6160098953686602,1.015282560402644,0.39927266503398384,64.81594987934946
veg_ro,13,0.6244762907790599,0.6575593557474326,0.033083064968372766,5.297729546641439
veg_sta,13,0.3372997859740074,0.5877595806104673,0.2504597946364599,74.25435919362265
added_sugar,13,0.03363670419072764,0.0390444227916005,0.005407718600872864,16.076838474453055
pf_seafood,13,0.5967359291658241,1.130836688561132,0.534100759395308,89.50370394856671
leg_tot,13,0.14564230164372935,0.23610440296039145,0.0904621013166621,62.11251833821658
pf_egg,13,0.1683485669886463,1.7217483938692064,1.5533998268805602,922.7282742390817
pf_pm,13,0.33943556269774083,0.6131393803202005,0.2737038176224597,80.63498575315349
gr_whole,13,0.15201172517691935,0.30245728112468667,0.15044555594776732,98.96970498339569
fruit_juice,13,0.29907417235598327,0.5798633366142678,0.28078916425828454,93.88612933251409
pf_ns,13,0.11300874365418952,0.18332324369840164,0.07031450004421212,62.22040682035791
oil,13,0.0127911474540326,0.00473997172897856,-0.008051175725054042,-62.94334229190508
dairy,14,0.3013115485743994,0.6770957029749264,0.375784154400527,124.7161471833659
fruit_exc_juice,14,0.4848775567927822,0.663110223773963,0.1782326669811808,36.75828350565429
gr_refined,14,0.1251363634560577,0.3425272857789782,0.21739092232292048,173.72322186688643
pf_poultry,14,0.2738857707323781,0.937338709202638,0.6634529384702599,242.23709639831546
pf_redm,14,0.46101959795550934,1.0118117999911778,0.5507922020356684,119.47262209204878
ssb,14,NA,0.17167548401354715,NA,NA
veg_dg,14,0.7435568193934629,0.8261986627965405,0.08264184340307767,11.11439519450452
veg_oth,14,0.6160098953686602,1.1147269336909278,0.49871703832226755,80.9592576469576
veg_ro,14,0.6244762907790599,0.6815003627945577,0.05702407201549786,9.131503126300917
veg_sta,14,0.3372997859740074,0.5617915042647,0.22449171829069264,66.55554720926867
added_sugar,14,0.03363670419072764,0.04091120503111131,0.007274500840383669,21.626675429125342
pf_seafood,14,0.5967359291658241,0.9791152405961984,0.3823793114303743,64.07847973305404
leg_tot,14,0.14564230164372935,0.16170336031555785,0.0160610586718285,11.02774296379709
pf_egg,14,0.1683485669886463,1.639974685789964,1.4716261188013178,874.1542295994515
pf_pm,14,0.33943556269774083,0.5070083294197327,0.1675727667219919,49.36806426238001
gr_whole,14,0.15201172517691935,0.3204472289015832,0.16843550372466387,110.80428403047833
fruit_juice,14,0.29907417235598327,0.4784574615191544,0.17938328916317114,59.97953208398552
pf_ns,14,0.11300874365418952,0.20388122715427623,0.09087248350008671,80.4119049214099
oil,14,0.0127911474540326,0,-0.0127911474540326,-100
dairy,15,0.3013115485743994,0.6557679301901969,0.35445638161579746,117.63783475702911
fruit_exc_juice,15,0.4848775567927822,0.671073177470844,0.18619562067806184,38.40054423422913
gr_refined,15,0.1251363634560577,0.31332163881519537,0.18818527535913768,150.384165051448
pf_poultry,15,0.2738857707323781,0.7177255617633047,0.44383979103092663,162.05288425320046
pf_redm,15,0.46101959795550934,0.989535595784604,0.5285159978290948,114.64067908889616
ssb,15,NA,0.2145929712750875,NA,NA
veg_dg,15,0.7435568193934629,0.881788358593324,0.1382315391998612,18.59058186200484
veg_oth,15,0.6160098953686602,0.9291041201099526,0.31309422474129234,50.8261680689263
veg_ro,15,0.6244762907790599,0.6786956839944343,0.05421939321537439,8.682378180880729
veg_sta,15,0.3372997859740074,0.50518531642128806,0.16788553044728066,49.77338777802191
added_sugar,15,0.03363670419072764,0.03910941919404875,0.00547271500332111,16.270069065891807
pf_seafood,15,0.5967359291658241,1.8137396764925635,1.2170037473267394,203.9434342470356
leg_tot,15,0.14564230164372935,0.15361683622562303,0.007974534581893677,5.475424716509225
pf_egg,15,0.1683485669886463,1.4884020215125442,1.3200534545238978,784.1192105976905
pf_pm,15,0.33943556269774083,0.5024003438379738,0.162964781140233,48.010520714162524
gr_whole,15,0.15201172517691935,0.1987608536623887,0.04674912848546933,30.75363326813126
fruit_juice,15,0.29907417235598327,0.6181191210417991,0.31904494868581584,106.67753292519745
pf_ns,15,0.11300874365418952,0.18662355060906732,0.0736148069548778,65.14080643188242
oil,15,0.0127911474540326,0.00641865996650528,-0.006372487487527321,-49.819513928895404
dairy,16,0.3013115485743994,0.5446578162357306,0.24334626766133122,80.76234343246374
fruit_exc_juice,16,0.4848775567927822,0.7689807268352842,0.28410317004250196,58.59276554718258
gr_refined,16,0.1251363634560577,0.30304258070870194,0.17790621725264424,142.16987959308645
pf_poultry,16,0.2738857707323781,0.992851472249313,0.718965701516935,262.505678770533
pf_redm,16,0.46101959795550934,0.6952708456654951,0.2342512477099858,50.81155958419629
ssb,16,NA,0.22917155897981217,NA,NA
veg_dg,16,0.7435568193934629,0.7820419314980024,0.03848511210453953,5.175813213028261
veg_oth,16,0.6160098953686602,0.9437048961478064,0.32769500077914615,53.19638584426184
veg_ro,16,0.6244762907790599,0.6449982038771394,0.02052191309807949,3.2862597669604976
veg_sta,16,0.3372997859740074,0.57190638713403,0.23460660116002258,69.55432849818101
added_sugar,16,0.03363670419072764,0.03533870616661424,0.0017020019758866023,5.059954644295321
pf_seafood,16,0.5967359291658241,0.9017335810887768,0.3049976519229527,51.110991816649666
leg_tot,16,0.14564230164372935,0.30205328356302874,0.1564109819192994,107.39392343710168
pf_egg,16,0.1683485669886463,1.0010601696623935,0.8327116026737472,494.63539700335355
pf_pm,16,0.33943556269774083,0.5494171259790209,0.2099815632812801,61.86198099350704
gr_whole,16,0.15201172517691935,0.21820458298968412,0.06619285781276477,43.544573772665224
fruit_juice,16,0.29907417235598327,0.5941721872131935,0.29509801485721027,98.67051124226126
pf_ns,16,0.11300874365418952,0.16595905426886762,0.0529503106146781,46.85505643413557
oil,16,0.0127911474540326,0.00814049802135909,-0.004650649432673511,-36.358344311067455
dairy,17,0.3013115485743994,0.6689340540711384,0.36762250549673897,122.00743955420154
fruit_exc_juice,17,0.4848775567927822,0.6749852975111297,0.19010774071834746,39.207370614514154
gr_refined,17,0.1251363634560577,0.3614794336949475,0.2363430702388898,188.86841818915647
pf_poultry,17,0.2738857707323781,1.0907369338699175,0.8168511631375395,298.2451994323243
pf_redm,17,0.46101959795550934,1.1789466074865906,0.7179270095310812,155.72591983396867
ssb,17,NA,0.1446111560759126,NA,NA
veg_dg,17,0.7435568193934629,0.9158120633820852,0.17225524398862235,23.16638614506086
veg_oth,17,0.6160098953686602,1.1599493385623032,0.543939443193643,88.30043921098286
veg_ro,17,0.6244762907790599,0.6476658218039496,0.023189531024889742,3.7134365815489727
veg_sta,17,0.3372997859740074,0.5794321832162306,0.24213239724222319,71.78551760506664
added_sugar,17,0.03363670419072764,0.04220340222639909,0.00856669803567145,25.468303871557556
pf_seafood,17,0.5967359291658241,1.5338666374037488,0.9371307082379248,157.0427826506002
leg_tot,17,0.14564230164372935,0.25572108616379113,0.11007878452006178,75.58160182701373
pf_egg,17,0.1683485669886463,1.4855946998757652,1.317246132887119,782.4516456834207
pf_pm,17,0.33943556269774083,0.4742607213204939,0.13482515862275307,39.72039863802121
gr_whole,17,0.15201172517691935,0.3311105690311321,0.17909884385421276,117.81909826085322
fruit_juice,17,0.29907417235598327,0.49572902856575096,0.1966548562097677,65.75454331632908
pf_ns,17,0.11300874365418952,0.16648868252690416,0.05347993887271464,47.32371774379248
oil,17,0.0127911474540326,0.00830668226378054,-0.004484465190252061,-35.05913137478738
dairy,18,0.3013115485743994,0.6167106973344633,0.31539914876006386,104.67542656506774
fruit_exc_juice,18,0.4848775567927822,0.5291454993600947,0.04426794256731248,9.129715728672275
gr_refined,18,0.1251363634560577,0.2932957800769045,0.1681594166208468,134.38093610567233
pf_poultry,18,0.2738857707323781,0.998711933154886,0.724826162422508,264.64542516549983
pf_redm,18,0.46101959795550934,1.136298737528953,0.6752791395734437,146.47514825142235
ssb,18,NA,0.14783241647703108,NA,NA
veg_dg,18,0.7435568193934629,0.7906306304338218,0.047073811040358904,6.330896282917308
veg_oth,18,0.6160098953686602,0.8179415263382114,0.20193163096955113,32.780582339298654
