food,subgroup,costperDGA_method1,costperDGA_method2,diff_cost,perc_diff_cost
dairy,1,0.3013115485743994,0.6544715040176459,0.35315995544324646,117.20757372698071
fruit_exc_juice,1,0.4848775567927822,0.613812333759589,0.12893477696680677,26.591203317316765
gr_refined,1,0.1251363634560577,0.3629333793903547,0.237797015934297,190.0303072318389
pf_poultry,1,0.2738857707323781,1.1380294870812786,0.8641437163489005,315.51245398333634
pf_redm,1,0.46101959795550934,1.120760894755562,0.6597412968000527,143.10482672012589
ssb,1,NA,0.1590976974850028,NA,NA
veg_dg,1,0.7435568193934629,0.9086444318130724,0.16508761241960956,22.20242059702653
veg_oth,1,0.6160098953686602,1.059344721532302,0.4433348261636417,71.96878321221146
veg_ro,1,0.6244762907790599,0.6255127199477233,0.001036429168663422,0.16596773712104168
veg_sta,1,0.3372997859740074,0.5538610773933909,0.21656129141938346,64.20439633367329
added_sugar,1,0.03363670419072764,0.04814307948994931,0.01450637529922167,43.12662506102642
pf_seafood,1,0.5967359291658241,1.2878856115067585,0.6911496823409344,115.82169743107158
leg_tot,1,0.14564230164372935,0.20811079632685064,0.062468494683121295,42.89172443589358
pf_egg,1,0.1683485669886463,1.3064041211529689,1.1380555541643225,676.0114294534355
pf_pm,1,0.33943556269774083,0.6811753311168052,0.34173976841906434,100.67883450484985
gr_whole,1,0.15201172517691935,0.3065540003213366,0.15454227514441726,101.66470709055682
fruit_juice,1,0.29907417235598327,0.5378044086084971,0.23873023625251383,79.82308681886344
pf_ns,1,0.11300874365418952,0.1803437304293488,0.06733498677515927,59.58387342240221
oil,1,0.0127911474540326,0.00710986495442958,-0.005681282499603021,-44.41573768123446
dairy,2,0.3013115485743994,0.7259491605444389,0.4246376119700395,140.92974994789773
fruit_exc_juice,2,0.4848775567927822,0.6496688036792343,0.16479124688645208,33.986156830285594
gr_refined,2,0.1251363634560577,0.30566490025803195,0.18052853680197425,144.26544915968236
pf_poultry,2,0.2738857707323781,1.2760538208471508,1.0021680501147727,365.9073077929342
pf_redm,2,0.46101959795550934,1.366715604210968,0.9056960062554587,196.45499025897436
ssb,2,NA,0.14926403753729586,NA,NA
veg_dg,2,0.7435568193934629,0.791574291172091,0.04801747177862814,6.457808001518585
veg_oth,2,0.6160098953686602,0.958568734736658,0.3425588393679978,55.60930789317733
veg_ro,2,0.6244762907790599,0.6014922185916276,-0.02298407218743226,-3.6805355986788038
veg_sta,2,0.3372997859740074,0.5595006798094033,0.22220089383539593,65.87638150844214
added_sugar,2,0.03363670419072764,0.04859717585268564,0.014960471661957998,44.476627606345666
pf_seafood,2,0.5967359291658241,0.9871765828142142,0.3904406536483901,65.42938585819465
leg_tot,2,0.14564230164372935,0.21219488432050507,0.06655258267677572,45.69591521533136
pf_egg,2,0.1683485669886463,1.8397242319128928,1.6713756649242466,992.8065886280855
pf_pm,2,0.33943556269774083,0.5901008791075347,0.2506653164097939,73.84768832634231
gr_whole,2,0.15201172517691935,0.4668893702889187,0.31487764511199934,207.14036680100034
fruit_juice,2,0.29907417235598327,0.4416121033830096,0.14253793102702633,47.659725981742646
pf_ns,2,0.11300874365418952,0.2140685320174908,0.10105978836330128,89.42652143142796
oil,2,0.0127911474540326,0.00816023095862192,-0.00463091649541068,-36.20407404459022
dairy,3,0.3013115485743994,0.5723839378671002,0.2710723892927008,89.96415523242648
fruit_exc_juice,3,0.4848775567927822,0.625016599171448,0.1401390423786658,28.901944504425842
gr_refined,3,0.1251363634560577,0.33840530147832465,0.21326893802226696,170.4292278696092
pf_poultry,3,0.2738857707323781,0.9228974663630872,0.6490116956307092,236.9643716412262
pf_redm,3,0.46101959795550934,1.4903173138638832,1.0292977159083738,223.26550117891216
ssb,3,NA,0.1681528262755354,NA,NA
veg_dg,3,0.7435568193934629,0.8821322011730982,0.13857538177963535,18.63682480818004
veg_oth,3,0.6160098953686602,1.063619083868733,0.4476091885000727,72.6626620554844
veg_ro,3,0.6244762907790599,0.6479215783327974,0.023445287553737537,3.754391944086232
veg_sta,3,0.3372997859740074,0.5542426557458627,0.21694286977185534,64.31752369643459
added_sugar,3,0.03363670419072764,0.04034671724520731,0.0067100130544796716,19.94848548904315
pf_seafood,3,0.5967359291658241,1.2865132836319728,0.6897773544661487,115.59172504165906
leg_tot,3,0.14564230164372935,0.15534626944376487,0.009703967800035518,6.662877261973925
pf_egg,3,0.1683485669886463,1.0661242656838,0.8977756986951536,533.283837667416
pf_pm,3,0.33943556269774083,0.5294886374300942,0.1900530747323534,55.99091421707957
gr_whole,3,0.15201172517691935,0.2730760202613205,0.12106429508440114,79.64141907046977
fruit_juice,3,0.29907417235598327,0.4805704271480958,0.1814962547921125,60.68603429121268
pf_ns,3,0.11300874365418952,0.14167052808550024,0.02866178443131072,25.362448519042673
oil,3,0.0127911474540326,0.01021740454890806,-0.00257374290512454,-20.12128242891242
dairy,4,0.3013115485743994,0.5654724760377681,0.26416092746336867,87.6703626904438
fruit_exc_juice,4,0.4848775567927822,0.7073195121698735,0.22244195537709133,45.87590253680361
gr_refined,4,0.1251363634560577,0.3462542375459552,0.2211178740898975,176.70153421674607
pf_poultry,4,0.2738857707323781,0.9453253200358844,0.6714395493035064,245.15313355201278
pf_redm,4,0.46101959795550934,1.300192676079721,0.8391730781242117,182.0254674303881
ssb,4,NA,0.14970531198424153,NA,NA
veg_dg,4,0.7435568193934629,0.928787712412002,0.18523089301853912,24.911464488972936
veg_oth,4,0.6160098953686602,1.0819072230086737,0.46589732764001346,75.63146812133436
veg_ro,4,0.6244762907790599,0.6930494237366129,0.06857313295755307,10.980902553082563
veg_sta,4,0.3372997859740074,0.6028022198516393,0.2655024338776319,78.71408311480272
added_sugar,4,0.03363670419072764,0.04402005548110894,0.010383351290381301,30.86911021812772
pf_seafood,4,0.5967359291658241,1.2788066999078926,0.6820707707420686,114.30026874626668
leg_tot,4,0.14564230164372935,0.30140568838509174,0.1557633867413624,106.9492757141337
pf_egg,4,0.1683485669886463,1.489627874361548,1.321279307372902,784.8473741163541
pf_pm,4,0.33943556269774083,0.6598159261326612,0.3203803634349203,94.38621012148079
gr_whole,4,0.15201172517691935,0.237256017881492,0.08524429270457265,56.07744574003143
fruit_juice,4,0.29907417235598327,0.46716641138374015,0.16809223902775688,56.204197675645275
pf_ns,4,0.11300874365418952,0.14826376390210153,0.03525502024791201,31.196719039540454
oil,4,0.0127911474540326,0.01450536085138316,0.0017142133973505596,13.401560755287267
dairy,5,0.3013115485743994,0.6370911171997881,0.33577956862538866,111.43932923051518
fruit_exc_juice,5,0.4848775567927822,0.740823827931475,0.25594627113869284,52.78575334186365
