food_group,subgroup,GHGperDGA_method1,GHGperDGA_method2,diff_GHG,perc_diff_GHG,CEDperDGA_method1,CEDperDGA_method2,diff_CED,perc_diff_CED
added_sugar,1,0.00301941779994327,0.00307054396438181,5.1126164438539904e-5,1.693245778689537,0.03112048491719505,0.03210336734511768,9.828824279226288e-4,3.1583133442099913
added_sugar,2,0.00301918912405526,0.00304363771035368,2.4448586298420234e-5,0.8097732634112641,0.03168892864261236,0.03214039042799897,4.5146178538661014e-4,1.4246672409730061
added_sugar,3,0.00299488091217909,0.00301071555175211,1.5834639573019706e-5,0.5287235131328927,0.03200335001664357,0.03259536136034509,5.92011343701522e-4,1.8498417927924493
added_sugar,4,0.00307922627808791,0.0031379827356122,5.875645752429024e-5,1.9081565373226133,0.0311997589818554,0.03188307948607025,6.833205042148481e-4,2.1901467399547587
added_sugar,5,0.00296826128018373,0.0029656985422032,-2.562737980530208e-6,-0.08633801874650263,0.0299254840671337,0.03030904154648992,3.8355747935622103e-4,1.2817085213918769
added_sugar,6,0.0029869558443784,0.00300049929436719,1.3543449988790129e-5,0.4534198258832509,0.03152414559924437,0.03186775674208909,3.4361114284471583e-4,1.0899935154878617
added_sugar,7,0.00299437187996953,0.00300800319392946,1.3631313959930162e-5,0.4552311638749717,0.03079106147835381,0.03116202921053549,3.709677321816797e-4,1.204790333202611
added_sugar,8,0.00300674348125769,0.00301431589902008,7.5724177623897465e-6,0.25184781507274717,0.03044852660084168,0.0306253808838322,1.768542829905205e-4,0.5808303479145417
added_sugar,9,0.00300870052348982,0.00303861435955333,2.991383606350999e-5,0.9942443865703408,0.03078082991788961,0.03169649562813099,9.156657102413791e-4,2.9747921439545086
added_sugar,10,0.00303441754835657,0.00306953693948243,3.511939112586012e-5,1.1573684427471316,0.0317460282934063,0.03240440740426555,6.58379110859246e-4,2.0738944247586155
added_sugar,11,0.00300421001688662,0.00302058881894381,1.6378802057190247e-5,0.5451949752222796,0.03100357754524121,0.0314971996528797,4.936221076384875e-4,1.592145638412798
added_sugar,12,0.00315627489598309,0.00310481900063215,-5.145589535093982e-5,-1.6302729339711954,0.02980072172329895,0.03023663326284501,4.3591153954605777e-4,1.462754974840932
added_sugar,13,0.00295564270871251,0.00297795831303859,2.2315604326079812e-5,0.7550169802425334,0.02983118648638773,0.0300985936363408,2.674071499530681e-4,0.8964013217345165
added_sugar,14,0.00298263133446047,0.00299751659308877,1.4885258628299838e-5,0.4990646499391263,0.03108319423923213,0.03136833269184742,2.8513845261528975e-4,0.9173396093745021
added_sugar,15,0.00304754591033181,0.0030607725519058,1.3226641573989978e-5,0.43400959208354933,0.02968778995557485,0.02988499598766576,1.9720603209090817e-4,0.664266462360484
added_sugar,16,0.00303126443195479,0.00304042882966059,9.164397705800024e-6,0.302329206557876,0.02947693268914555,0.02968977813330929,2.128454441637402e-4,0.7220746012088206
added_sugar,17,0.00301558628935353,0.00304293526845353,2.7348979099999816e-5,0.9069207933646226,0.03037390259934541,0.03072675315446187,3.5285055511645805e-4,1.1616898880951252
added_sugar,18,0.00301573972851601,0.00303930305071839,2.356332220238011e-5,0.7813446889853186,0.03099721996790673,0.03143399229652688,4.367723286201504e-4,1.409069358711416
added_sugar,19,0.00305791867790941,0.00309574496305519,3.782628514577974e-5,1.2369944766366454,0.03050139796951453,0.03113824886597516,6.368508964606293e-4,2.0879400252314584
added_sugar,20,0.00287030275951082,0.00292949973966666,5.919698015583981e-5,2.062394984629727,0.02877373262769307,0.02985984609131431,0.0010861134636212383,3.7746700356001646
added_sugar,21,0.0030100347219105,0.00300876493048545,-1.269791425049984e-6,-0.04218527500054997,0.03057242929501352,0.03076448866161326,1.9205936659974152e-4,0.6282110091626482
added_sugar,22,0.00298538127135432,0.00301182921939205,2.6447948037729672e-5,0.8859152528189991,0.0309598956198178,0.03131955637554166,3.596607557238597e-4,1.1616988640415071
added_sugar,23,0.00299234928707613,0.00300746959713743,1.5120310061299963e-5,0.5052989678245166,0.03006889000640494,0.03025239571299454,1.835057065895998e-4,0.61028427238422
added_sugar,24,0.00294968885140132,0.00296275368305933,1.3064831658009951e-5,0.44292236626257014,0.02903323960204233,0.02929736858332031,2.641289812779779e-4,0.9097468449900364
added_sugar,25,0.00298901507349766,0.00299520523316609,6.190159668430055e-6,0.20709697061468837,0.03040679522132513,0.03068455473528091,2.7775951395577966e-4,0.9134784245890512
added_sugar,26,0.00294275231388874,0.00295407435447791,1.1322040589169854e-5,0.3847432397124918,0.03099509523258578,0.03119692483447557,2.018296018897886e-4,0.6511662583233524
