foodcode,whole_grain_yes
53305010,0
27212350,0
58100130,0
54338100,0
74602200,1
57201800,0
58101230,0
53101100,0
27560670,0
75409012,0
54408030,0
58134620,0
51180080,0
58401010,0
41601070,0
58101350,0
58103130,0
27345440,0
51000110,0
27135110,0
26153140,0
53120350,0
27550000,0
53521100,0
52204000,0
58136130,0
58136140,0
58136150,0
58136160,0
58150320,0
58132713,0
58106510,0
53510100,0
54350000,0
13130620,0
56205540,1
57126000,0
58408500,0
57301500,1
55101010,0
24107000,0
54102200,0
51165100,0
51201020,1
57417000,1
72302100,0
58100400,0
51129010,0
54401210,0
56203050,1
58508000,0
67408010,0
76405010,0
76604500,1
54327950,0
27540150,0
53345000,0
54403120,1
54408020,0
56203060,1
56204990,0
54401150,0
52405100,0
57348000,0
58421010,0
53234010,0
53247500,0
27446100,0
56116000,0
53112000,0
26125150,0
53101200,0
54205010,0
58163610,0
58101450,0
54350010,0
58509020,0
51000100,0
53109100,0
57416000,1
71402040,0
27343910,0
27464000,0
52101030,0
53202000,0
53222010,0
53520160,0
27143000,0
58146100,0
51140100,0
51301750,0
57207000,1
58100800,0
27560650,0
58108050,0
51186100,0
54322000,1
27520130,0
58132113,0
58101240,0
58160120,0
53120100,0
27510220,0
52306700,0
53260200,0
27212050,0
27212120,0
57320500,1
28340640,0
53113000,0
27141000,0
57103100,1
53310050,0
41601090,0
56201020,0
27212000,0
57125000,1
56205150,0
27317010,0
56210000,1
53115410,0
28501110,0
51133010,0
53381000,0
56205510,1
27345020,0
27560910,0
53105100,0
53234100,0
53201000,0
53104260,0
58104820,0
53121160,0
51133020,0
75612010,0
83203250,0
53365000,0
58400100,0
28110310,0
51501040,0
27315220,0
53209050,0
27347100,0
27510700,0
75414020,0
57138000,0
53203500,0
53224000,0
27311310,0
58111200,0
58104730,0
58408010,0
58100200,0
26109140,0
52104100,0
51301800,0
53260300,0
57305600,1
57104000,0
27111100,0
51630000,1
54319010,1
28522000,0
26131140,0
56205080,0
92613010,0
53235000,0
54403040,1
57306500,1
53206500,0
27146300,0
53540000,1
53385000,0
53385070,0
57306800,1
53116000,0
57355000,1
27515070,0
56205300,0
58113110,0
27510350,0
53204100,0
73305020,0
57100400,0
24137210,0
51113010,0
53108100,0
57211000,0
58404030,0
58128220,0
26100130,0
58100140,0
58100520,0
41810400,1
53103000,0
57401100,1
52215000,0
42302010,0
58126270,0
53105160,0
57410000,1
58175110,1
27443110,0
58509100,0
27315210,0
26317150,0
72201231,0
13120300,0
59003000,1
26117140,0
53244010,0
53520150,0
56200350,1
53207050,0
27363100,0
58148140,0
58148150,0
53200100,0
58104830,0
51161070,0
27246100,0
92611510,0
53452400,0
55203500,0
27345420,0
27250050,0
53521140,0
55103100,0
27510520,0
51161000,0
58103250,0
58100600,0
55301000,0
53105200,0
27360090,0
27347250,0
27540350,0
75410530,0
54328000,0
27142000,0
51630200,0
28143130,0
53102200,0
27315010,0
53121300,0
57406100,1
56201510,0
74204011,0
27642110,0
53239010,0
27644110,0
58132910,0
57137000,0
53300170,0
52105200,0
53105300,0
28140730,0
55501000,0
73305010,0
57100500,0
27213120,0
53115320,0
77316600,0
58100150,0
51180030,0
27250030,0
54313000,0
71301120,0
26317140,0
57221700,0
53410100,0
53211000,0
52306500,0
56207010,0
53544210,1
57117000,0
76605020,0
58104180,0
28110220,0
53311000,0
72201230,0
58105000,0
27343520,0
51000300,0
51105010,0
53121060,0
27311320,0
27111310,0
53308000,0
55105200,1
58103120,0
56201120,0
91734300,1
26117150,0
58133120,0
53309000,0
53117200,0
41435110,0
51404010,0
57229500,1
41810250,1
53244020,0
27313110,0
27350050,0
57332100,0
58101910,0
24167100,0
58163210,0
58132810,0
53544450,0
28340530,0
28315100,0
57228000,1
57307500,0
58163310,0
57120000,0
58131320,0
51161100,0
53301070,0
27540280,0
58106360,0
27510430,0
13120790,0
58148550,0
13311000,0
27640110,0
41811800,1
53115100,0
28143150,0
51301620,0
53223000,0
57230000,1
75403020,0
54403010,1
58104290,0
57830100,0
53544300,1
58101710,0
27313210,0
53233060,0
53303500,0
26133140,0
58128250,0
58161310,1
27345220,0
27540270,0
27315020,0
27221150,0
58104110,0
32105180,0
57148000,0
53247050,0
53301080,0
58163330,0
53346000,0
53415100,0
75403011,0
57101000,0
21103120,0
57132000,0
56101030,0
57229000,1
27311510,0
53209100,0
56207330,1
26115130,0
54408200,0
56201110,0
53243100,0
51201010,1
57209000,1
53233030,0
26151140,0
58403050,0
72201250,0
58301030,0
53521230,0
58110130,0
56200990,0
27250610,0
52407000,0
56207040,0
27320350,0
57302100,0
67405020,0
54102060,0
53102700,0
27520390,0
27246500,0
51300140,1
58305250,0
32202120,0
32202085,0
53102100,0
27510620,0
57208000,1
28110270,0
32202030,0
53115600,0
58100210,0
51166100,0
54102050,0
22000320,0
71801010,0
27510370,0
58101730,0
27113300,0
53530010,0
27246200,0
58121610,0
54301200,0
27510320,0
27510340,0
28350220,0
53510200,0
28355410,0
22101150,0
58145160,0
58302080,0
26303140,0
52405010,0
58403060,0
75414030,0
28355110,0
51156500,0
24147250,0
13120720,0
27116300,0
74604600,0
58110120,0
71803010,0
54440010,1
58151130,0
27640050,0
56201240,0
76603010,0
51102020,0
58100350,0
58104510,0
42502000,0
53237000,0
57316300,1
51108010,0
57309100,1
58402010,0
75340160,0
55610300,0
56205130,0
51127020,0
57824500,0
32101500,0
27212150,0
27510600,0
26145140,0
53348000,0
53410300,0
58162090,0
53520000,0
27500300,0
58101930,0
53344000,0
56207220,0
51503000,0
27343470,0
56201000,0
53209010,0
27350060,0
27150010,0
53544200,1
58404520,0
56207030,0
53610000,0
27313220,0
53305720,0
53103600,0
27510540,0
26149140,0
58306010,0
58101540,0
28345120,0
53540250,1
53305000,0
54401120,0
28143040,0
53305700,0
57206700,0
58132350,1
57327500,1
57332050,0
24157250,0
56201530,0
57213850,1
53236100,0
58130320,0
71801000,0
72307000,0
21104120,0
51154550,0
58421000,0
27114000,0
53243050,0
53220040,0
22201420,0
53520200,0
58107220,0
58421080,0
91715300,0
58122210,0
57805080,0
55105000,1
27610120,0
57822000,1
51152000,0
75418050,0
26100210,0
54403060,1
53260400,0
51102010,0
56205070,0
27515080,0
27510390,0
53301750,0
53520120,0
58145120,0
28141250,0
54334000,1
58122220,0
51160100,0
51630100,1
53236000,0
51303010,0
58100230,0
53270100,0
53313000,0
57224000,0
27416500,0
58503020,0
51160010,0
53366000,1
57409100,1
54304500,1
58134160,0
58146110,0
74601010,0
28141600,0
53304000,0
58150340,0
32202060,0
27242200,0
27347240,0
27550750,0
51301600,0
53206050,0
58132340,0
22201060,0
58110170,0
53544220,0
58147510,0
56207200,1
51301510,0
27260080,0
41812400,0
56130000,0
57416010,1
53204000,0
53521120,0
58130140,0
51208100,1
27416450,0
53520600,0
56205210,1
53233500,1
53102000,0
27540110,0
53120330,0
51166200,0
28140100,0
53420200,0
22101300,0
75412060,0
27220010,0
50010000,0
54402080,0
27242000,0
28110350,0
53251100,0
53220000,0
75415022,0
55202000,0
58132450,0
22101140,0
53114000,0
26100250,0
53453170,0
53203050,0
58151140,0
58400200,0
32202200,0
27220050,0
76102010,0
51301540,0
83204020,0
57107000,0
76611010,0
51101060,0
58106830,0
75440200,0
27242310,0
57308150,1
27343020,0
27111300,0
58104120,0
53386000,0
52404060,0
27443120,0
58145190,0
56102010,1
41811600,1
41810610,1
75649030,0
28355440,0
27410210,0
28500080,0
27250130,0
53453150,0
57327450,1
53400200,0
51301040,0
27242250,0
91703300,1
58163110,0
27341310,0
53119000,0
53206010,0
58402100,0
53204500,0
55801000,0
53206100,0
53118550,0
27540260,0
58509200,1
56205190,0
27315250,0
71305110,0
57231200,1
53104550,0
54337050,1
11832000,0
28310330,0
52304060,0
27640120,0
57106260,0
51126010,0
13140500,0
27211200,0
58147100,0
58104090,0
57241200,1
56207060,0
53114200,0
57215000,1
76605010,0
53544250,1
58160160,0
57806100,0
51109040,0
58132820,0
27560705,0
26100220,0
56207360,1
58127350,0
58148160,0
58104500,0
57239100,0
27320020,0
58104080,0
58101310,0
71801100,0
53420000,0
58106710,0
27500200,0
53121330,0
53391000,0
51119010,0
72125231,0
75607060,0
54401090,0
27343010,0
51407010,0
56208500,0
58106910,0
32202080,0
58404010,0
53341000,0
53307000,0
51161200,0
53116390,0
72201252,0
73111032,0
26309140,0
58404500,0
57305150,1
27510400,0
56101010,0
56112010,0
27220080,0
51502100,0
56200400,0
57000100,1
53440000,0
54210010,0
41420110,0
27211190,0
14710100,0
58146150,0
58148500,0
51301900,0
55211050,0
51620000,0
58403030,0
27246300,0
57139000,0
28350210,0
41601170,0
72125232,0
74602300,1
27211100,0
55206000,0
27211300,0
53114250,0
56117000,0
27311420,0
55401000,0
53441110,0
58124210,0
22000310,0
28110370,0
75604020,0
57125900,1
27343960,0
52303500,0
22201400,0
27243500,0
27513050,0
56205020,0
75450500,0
58132800,0
28160650,0
27601000,0
75607010,0
28143210,0
58145113,0
28310230,0
51300150,1
51166500,0
75656060,0
58400000,0
27411150,0
54205030,0
53123080,0
28345130,0
58133130,0
26121140,0
14640100,0
58104130,0
26137150,0
58301020,0
26127150,0
28143110,0
53440300,0
41601080,0
53540600,0
51182020,0
27510440,0
58134120,0
53118100,0
27343950,0
53304050,0
53450300,0
27320320,0
53385500,0
54305000,0
51161030,0
56102000,1
53452500,0
53116270,0
28110390,0
27260100,0
26307140,0
72201251,0
57805100,0
53118200,0
27345520,0
58101510,0
57340000,0
58149110,0
74604100,0
57346500,1
57801000,1
57308300,1
27510311,0
28140710,0
24157200,0
53102600,0
13210180,0
52105100,0
58131530,0
58107050,0
58107100,0
33102010,1
58163510,0
58127310,0
27540180,0
55205000,0
27341320,0
26109150,0
27330110,0
52302600,0
57231250,1
57403100,0
57000050,1
56207370,1
71701000,0
54420200,0
27220190,0
52304150,0
53204840,0
27343510,0
53237010,0
54336000,0
73111030,0
58103310,0
51804020,0
28331110,0
53312000,0
53410500,0
58301050,0
53521220,0
57144000,0
28355210,0
56207110,1
75604010,0
51601220,1
53116510,0
58148170,0
27320500,0
51122100,0
28143020,0
54430010,0
58104260,0
51154600,0
51184100,0
51302500,0
26151150,0
58150310,0
76604000,1
58100220,0
27220150,0
27220310,0
27343480,0
27242300,0
54307000,0
56200390,0
71507040,0
24147200,0
55502000,0
52206060,0
53117100,0
58100300,0
51301120,0
51187000,0
27520370,0
53420410,0
73111033,0
57601100,0
56203210,1
27231000,0
28110380,0
67405010,0
23311120,0
57316450,1
75403022,0
52308010,0
51188500,0
58145150,0
56202960,1
28520000,0
71801040,0
27343410,0
51186020,0
56205320,0
73102230,0
54408250,0
26151130,0
58126280,0
32202075,0
58112510,0
27500050,0
28145110,0
75611010,0
28101000,0
28160310,0
53109210,0
75460710,0
41810200,1
58131310,0
27250820,0
28143170,0
57806000,0
13140550,0
57221650,0
27113200,0
26157150,0
52304040,0
27550720,0
57806200,1
27430400,0
51201060,1
51201070,1
27150100,0
73111400,0
54408000,0
57106250,0
53306000,0
27560660,0
27513040,0
53420100,0
51000180,0
58156310,0
57111000,1
26115140,0
53387000,0
28110330,0
56201030,0
27515020,0
26111140,0
41811400,1
58103210,1
57404100,0
75403023,0
27315420,0
54408300,0
52104040,1
53122080,0
51501010,0
51501020,0
75440500,0
27345410,0
55211000,0
28143200,0
27212200,0
57322500,0
27510290,0
58128000,0
67501000,1
51501050,0
53420400,0
26157130,0
27320310,0
27510590,0
75417010,0
28355420,0
13120700,0
53415120,0
13120760,0
56201130,0
13252600,0
27213100,0
53104520,0
58134660,0
24127140,0
26109130,0
21103110,0
91304250,0
56202980,1
75401011,0
91703400,0
27540240,1
58104280,0
51300210,0
56204980,0
26203110,0
57602500,0
53544400,0
75651000,0
53430100,0
58120120,0
56202970,1
27345310,0
51805010,0
53104400,0
58146130,0
24157240,0
41812850,0
57807010,1
22210310,0
51421000,0
75411020,0
75418040,0
58121510,0
57306120,1
57110000,0
27510110,0
56207020,0
27341510,0
54204010,1
27642120,0
27510240,0
53109270,0
53224250,0
26315150,0
24107010,0
27141050,0
58407000,0
41209000,0
51110010,0
53301500,0
57318000,0
27341520,0
75651070,0
27220510,0
76607020,1
22300150,0
53110000,0
75651040,1
27319010,0
58302000,0
53118410,0
51420000,0
27113100,0
58106820,0
28340210,0
27520330,0
51119040,0
71508040,0
27146200,0
53109300,0
58146160,0
54205100,0
57206000,1
57308190,0
75400500,0
51135000,0
56201040,0
51165000,0
56203000,1
51303030,0
57103000,1
56205330,0
53122070,0
27560320,0
28143080,0
53115310,0
24137240,0
27540230,0
52403000,0
28141610,0
53233020,0
27250630,0
57152000,1
75603000,0
27313010,0
27313020,0
58162110,0
53109250,0
58128210,0
74602100,0
52302100,0
75409011,0
72202010,0
56201230,0
58125180,0
26315140,0
27640810,0
53204830,0
51805020,0
53245000,0
75602010,0
58404040,0
57218000,0
26115150,0
53451000,0
27520500,0
56201092,0
28145210,0
72116140,0
27520250,0
92613510,0
57101020,0
58101830,0
53343070,0
75607020,0
51111040,0
51807000,0
27510530,0
58100240,0
57103500,1
58101460,0
27250900,0
51502010,0
27142200,0
57316750,1
52301000,0
28140810,0
58107230,0
75140500,1
53420210,0
75411031,0
58304200,0
27360050,0
28500010,0
23203030,0
25112200,0
58155310,0
53104100,0
58116110,0
72202020,0
27146400,0
58100330,0
28150210,0
28110300,0
58162120,0
51301520,0
53205500,0
58104310,0
28340520,0
53223100,1
58161510,0
27211110,0
74205011,0
58160130,0
72125230,0
11461270,0
76405000,0
75608010,0
58406020,0
27313420,0
58160140,0
27516010,0
27220120,0
75652050,0
35001000,0
58112110,0
71701500,0
27250060,0
58130020,0
13120740,0
28315160,0
74205010,0
42204100,0
57316710,1
58134610,0
75417013,0
53111000,0
53118500,0
26205110,0
75609000,0
21500200,0
58124250,0
58161200,0
51302020,0
56201082,0
54325050,0
53430250,0
67414010,0
57412000,0
28110660,0
28110150,0
91705420,0
51161050,0
53116560,0
71503010,0
58116310,0
75417011,0
28160300,0
58134210,0
54203010,1
22101420,0
58106780,0
75651110,0
28355250,0
91703250,0
27250510,0
53303070,0
53205600,0
58124500,0
58104340,0
83204060,0
22101410,0
53227000,0
54201010,0
28345140,0
53415400,0
53540500,0
75607040,0
58403020,0
28500050,0
53105050,0
53341750,0
53102800,0
26317110,0
53104600,0
57143000,0
58306020,0
58127110,0
53107000,0
53120000,0
72202030,0
27345510,0
27330010,0
27150130,0
27150020,0
28140720,0
75651120,0
53430200,0
27150160,0
76501000,1
56201072,0
53305070,0
13312000,0
51108100,0
27540130,0
57323050,1
57305170,0
27313410,0
58407050,0
58101200,0
27510680,0
28110000,0
53104570,0
57332050,1
53410900,0
57336000,1
57238000,0
58131600,0
11830940,0
53104500,0
57104000,1
57132000,1
54401020,1
27320120,0
27446400,0
53540000,0
57344020,0
56132990,1
75607000,0
57820100,1
58160220,0
58302050,0
75410500,0
57237300,0
71801100,1
54102020,0
57213000,1
54102010,0
27260050,0
57124000,1
41810400,0
57125000,0
27347220,0
27446410,0
92611600,0
53102300,0
58131610,0
57100100,1
92611010,1
28310230,1
71803010,1
58403060,1
57130000,1
57224000,1
58301110,0
53260150,0
27510950,0
52306550,0
56207230,0
28315130,0
57106260,1
28150650,0
53415600,0
27311310,1
54322000,0
57341000,1
58161110,0
57119000,0
27411120,0
75649030,1
57243000,0
53226600,1
58101720,0
53420250,0
58101910,1
57416010,0
41810250,0
55703000,0
57221700,1
75140500,0
58503050,0
53610200,0
57212100,1
54406010,0
71905120,0
57805080,1
53500100,0
75651080,0
24201070,0
58101830,1
26125140,0
13130700,0
53610120,0
27311510,1
53415300,0
75440500,1
53204600,0
75439010,0
57327450,0
57801000,0
51300050,1
57301530,1
75403013,0
27560510,0
57342010,0
27540290,0
28140740,0
51401040,0
58100255,0
26158030,0
12350100,1
53540700,0
75403010,0
75412010,0
57306500,0
57207000,0
75650990,0
27360010,0
27520160,0
71802010,0
51207020,0
57206700,1
51134000,0
56201550,0
56207180,0
53544220,1
91703300,0
58130013,0
56207150,0
57245000,0
53341500,0
27540140,0
72125260,0
57139000,1
27313150,0
52302020,0
28310320,1
91734300,0
53382000,0
28345110,0
58134680,0
57106530,0
57337000,0
27250950,0
27642120,1
27345320,0
27540250,1
51807000,1
27520360,0
58104600,0
27120020,0
27642110,1
56201600,0
28144100,0
57305170,1
57344010,0
75409020,0
51102010,1
53118300,0
26105140,0
28355140,1
56205060,0
57301511,1
58104520,0
57148500,1
57407100,1
53400300,0
28340510,0
52304200,0
27640050,1
57806100,1
71507040,1
61113500,0
27243300,0
57341200,1
58134710,0
41811800,0
27116350,1
57239000,0
58100720,0
56203610,1
27515010,0
27540170,0
51150100,0
57316500,1
71507050,0
54401120,1
26117130,0
51161150,0
56133010,1
58508300,0
27320080,0
41602020,0
26158040,0
51630000,0
55205000,1
58137210,0
51303050,0
92205000,0
27235000,0
27540235,0
27241010,0
57805100,1
76605020,1
58145140,0
57602100,1
56117110,0
58100360,0
58131110,0
57319000,1
57332100,1
58137230,0
58137240,0
27510250,0
27350080,0
58101820,1
58134640,0
58126400,0
23201030,1
51102020,1
27540200,0
51207010,0
73102251,0
56113010,1
27315510,0
27541000,0
53544450,1
57355000,0
58503010,0
51601210,0
75414011,0
58101800,0
27250160,0
26127130,0
56201091,0
57240100,1
27540310,0
27601000,1
24137200,0
75403012,0
27520150,0
58132460,0
52408000,0
74604010,0
56133000,1
58116210,0
53105750,0
58155810,0
28145000,0
24147240,0
27150200,0
75407010,0
13241000,0
28355120,0
52306300,0
26131150,0
54401170,0
27311620,0
54402500,0
53106500,0
41601070,1
58132360,1
51168000,0
53302000,0
58509200,0
67415020,0
54328110,0
58137220,0
51121110,0
22000300,0
75147000,0
58134623,0
11461260,0
53116550,0
58303100,0
27515040,0
57316750,0
27336250,0
57330010,1
53542210,1
27120090,0
57103050,1
58100250,0
27213400,0
76502000,1
58131510,0
56203220,1
72201240,0
56200300,1
56114000,0
41810200,0
51300220,0
57305210,0
57316200,1
27560110,0
27430410,0
41811400,0
28340220,0
26111130,0
51401030,0
28340630,0
58126290,0
22101400,0
57824000,1
58304060,0
51301820,0
41810610,0
53204860,0
51165060,0
76102030,0
53234250,0
28152050,0
28355430,0
27347230,0
27213150,0
28120310,0
27213600,0
57124200,0
58200250,0
41421020,0
58137250,0
57820000,1
76605010,1
57404200,1
53118350,0
58104450,0
73102231,0
53206550,1
53246000,0
54408040,0
58100160,0
56207160,0
58164110,0
32202110,0
54203010,0
58134650,0
58134720,0
41602090,0
53452200,0
56201060,0
53220010,0
54401090,1
57306800,0
58127270,0
57106250,1
75460800,0
57824500,1
27642130,0
57206800,1
57301520,0
57209000,0
51122010,0
58151120,0
53222100,0
28350220,1
27510450,0
75603010,0
27510550,0
27560710,0
76604000,0
27320130,0
75418060,0
27350410,0
13310000,0
56207000,0
51122300,0
51109110,0
53205250,0
52303010,1
56200510,1
27250410,0
57143500,0
53101300,0
75415011,0
53124110,0
51187020,0
27560370,0
58306070,0
73111400,1
75450510,0
58100245,0
56205090,0
27520320,0
28145610,0
26123140,0
53430750,0
53120060,0
75651040,0
75410010,0
53521250,1
57221000,0
56117090,0
13161500,0
58127210,0
27520300,0
56201071,0
75415010,0
57124500,0
22201320,0
56203080,1
52311010,0
53242500,0
27446100,1
58304050,0
73501010,0
58100620,0
53103550,0
33102010,0
28141010,0
13122500,0
57806000,1
75414013,0
27540120,0
57408100,1
74202050,0
57138000,1
76607030,0
27450510,0
53216000,0
75401012,0
53233080,0
57308300,0
57316710,0
55702000,0
56202000,1
52304100,0
55105100,0
72201242,0
28345160,0
75656040,0
51320530,0
56117100,0
58310310,0
51404550,1
27450650,0
53303000,0
27250260,0
53220020,0
56201520,0
58106920,0
51302050,0
27250250,0
53450800,0
27345450,0
58126110,0
57117500,0
27250830,0
57325000,0
28113110,0
22201070,0
58156610,0
28141201,0
57151000,0
24137250,0
58126180,0
41610100,0
27510380,0
51630100,0
14630200,0
26303150,0
77121010,0
24201060,0
58117110,0
28141610,1
76205060,0
53450500,0
24201350,0
58304400,0
57102000,1
13126000,0
53310000,0
32202025,0
58409000,0
22300170,0
27142100,0
75600150,0
58127290,0
57301510,1
75409010,0
27320140,0
57219000,0
51302060,0
72125240,0
58106550,0
58160200,0
41435120,0
51300060,1
58160209,0
58160324,0
58106625,0
58106725,0
58106630,0
27540210,0
58106225,0
52302610,0
27120080,0
53540400,1
58106560,0
55101020,1
58105105,0
58106500,0
26303110,0
58106555,0
75440600,1
41435700,0
27220210,0
58106200,0
58106620,0
57160000,1
51000190,0
53346500,0
27250040,0
58160205,0
58134810,0
58104320,0
53544410,1
26158020,0
55203600,0
76607010,0
58117410,0
53107200,0
53233100,1
58106540,0
71801040,1
75601010,0
58106205,0
58106660,0
41601130,1
58100510,0
22210450,0
41435300,1
32105190,0
27212400,0
53544230,1
58160320,0
57339100,0
26109110,0
58106700,0
58122330,0
58106705,0
27345210,0
58106650,0
53108000,0
57213005,0
53520700,0
27560330,0
58106735,0
53543100,1
54402700,0
57128880,0
56205310,1
53226000,0
26113110,0
58160204,0
58160302,0
51220000,1
51602010,0
27250132,0
32202090,0
58100155,0
58100410,0
58106755,0
28150510,0
53540804,1
41210000,0
57307600,0
27213200,0
53106000,0
27442120,0
14630300,0
75609010,0
58106505,0
57344005,0
28110150,1
53440600,0
58407035,0
53308070,0
57344015,1
27446410,1
58107225,0
58155510,0
27510425,0
58106325,0
58160304,0
58160207,0
56205050,0
57307010,1
27250450,0
51115010,0
58107030,0
58147350,0
27320070,0
57201900,0
27446360,0
51404020,0
53420300,0
58200300,0
58301150,0
41306000,0
72125253,0
57305180,0
27330010,1
53540802,1
91703050,0
58106737,0
27511010,0
72125233,0
53307080,0
73210110,0
27146160,1
27213300,0
57419000,1
56206970,0
58123120,0
41601110,0
