foodcode,whole_grain_yes
28140320,0
58106736,0
56201061,0
53801000,0
76603020,0
53543000,1
28150210,1
51303070,0
75651150,0
28355130,0
75440170,0
57125010,1
28143190,0
58126310,0
11461250,0
58160292,0
27220170,0
58161320,1
53344200,0
75607090,0
57319500,1
75605010,1
27510375,0
27446320,0
26107110,0
56205340,1
58163400,0
58106655,0
27347200,0
58135120,0
27520350,0
58161400,1
28310210,0
54440010,0
22201410,0
53104300,0
58160310,0
28154010,0
54319020,1
53105500,0
53311050,0
32202035,0
28145100,0
27341000,0
53415500,0
57126500,0
58161405,1
58161409,1
58161454,1
58160322,0
58122310,0
53540800,1
58120110,0
53540402,1
57407110,1
58126000,0
53116350,0
53105600,0
58106350,0
53540300,1
27520165,0
58127500,0
58111120,0
27250810,0
56203230,1
53410860,0
58146120,0
53100070,0
27242350,0
28141050,0
58126300,0
27220030,0
53440500,0
27350020,0
53116500,0
57221810,1
27250110,0
27313160,0
75607030,0
53390000,0
53237500,0
51801010,0
27212300,0
11446000,1
52320110,0
27311635,1
27220110,0
58160294,0
26107130,0
56207190,1
58107060,0
58127150,0
13135010,0
28320140,0
58160202,0
58106300,0
74602200,0
51188100,0
27510410,0
58106738,0
53305080,0
27311610,0
27540145,0
27414100,0
52208010,1
27420390,0
27315520,0
58131535,0
53386050,0
51401060,0
75414010,0
27520135,0
13210450,0
58161402,1
56114020,0
27336310,0
58106640,0
58306100,0
75651030,0
51201150,1
58106250,0
53120400,0
58110200,0
22201300,0
51153010,0
58161404,1
53304070,0
53415200,0
58106305,0
14710200,1
53342070,0
27113000,0
27250120,0
27220020,0
58160135,0
27510420,0
27415150,0
57805500,1
56208510,0
75410550,0
53540404,1
53542000,1
58155610,0
51000250,0
53452170,0
58160290,0
27414200,0
27315320,0
27230010,0
27640100,0
57301512,1
27510260,0
58122320,0
27347210,0
58162140,0
41410015,0
27360120,0
53440800,0
27250126,0
58302060,0
53307050,0
58106260,0
56113990,0
28340590,0
58106345,0
58156710,0
57301505,1
58304230,0
58407040,0
53511500,0
75601000,0
27250020,0
53307500,0
58100900,0
72125251,0
53106050,0
27360080,0
56203211,1
27540230,1
56203212,1
58161407,1
53540906,1
71801010,1
58161710,0
53803100,0
74606010,0
53541000,1
58106441,0
74204011,1
56203213,1
53803250,0
53540900,1
58136110,0
27211550,1
53803050,0
51201110,1
27146050,1
27341025,0
53344300,0
26133110,0
54207010,0
27541001,0
41811200,0
58106733,0
58106412,0
58116130,0
58146300,1
58106411,0
51301130,0
27550751,0
57349020,0
41601060,0
75418000,0
13136000,0
53541002,1
58101600,0
53540902,1
27540291,0
56203223,1
27510435,0
11461280,0
57124300,1
28310420,1
27320090,0
56201540,0
74602300,0
56203222,1
27250128,0
56200500,1
58106413,0
56203221,1
51202000,1
53116490,0
51301620,1
27311600,1
58116115,0
71851010,1
51301550,0
58147340,0
28355350,0
58404100,0
27510670,0
27313320,0
27320030,0
57237200,1
53340500,0
53116600,0
58160314,0
27540300,0
27246505,0
58106442,0
13140450,0
53104580,0
56201990,1
27560400,0
27250210,0
54222000,0
58106915,0
27213500,0
51186160,0
27460010,0
58101740,0
58106462,0
14640000,0
72125252,0
41420100,0
54339000,0
58161432,1
53391150,0
73211110,0
58403100,0
58106734,0
57131000,0
58131590,0
58106359,0
28345030,1
55204000,0
56103010,0
27510355,0
51208000,1
27510130,0
27341040,0
71301000,0
54420100,1
53540904,1
53540806,1
27343420,0
27341035,0
57344025,0
27330030,1
58161325,1
51601220,0
27341030,0
58131330,0
58106347,0
27250400,0
53610250,0
27135010,0
67304030,1
51180020,0
24201050,0
54308000,0
58306150,0
53120500,0
27513041,0
51320510,0
28133110,0
76405020,0
27320340,0
58155320,0
58130150,0
58151150,0
53452120,0
58161430,1
58131100,0
54305500,0
58161422,1
27150170,0
53204800,0
58135110,0
27330050,0
53452130,0
56113000,1
51808010,0
41811950,0
58106255,0
55701000,0
53541006,1
56201081,0
77316510,0
58200100,0
51302010,0
24208000,0
53248000,1
58450300,0
27162500,1
27315310,0
58101615,0
51301630,1
58133140,0
27242500,0
28143220,0
53302070,0
24107040,0
58157210,0
27111200,0
28140150,0
56201300,0
51123020,0
53430000,0
58402020,0
58106443,0
58161452,1
58131120,0
53303510,0
58123110,0
58134110,0
27330110,1
58160312,0
26141130,0
32202020,0
51320040,0
58101610,0
26315110,0
58106358,0
58156210,0
27150030,0
58134130,0
58104550,0
27330060,0
57305500,1
52307120,0
26129140,0
56203231,1
27510610,0
42301010,0
53366000,0
51208010,1
51000400,0
27443150,0
28315120,0
32201000,0
53541004,1
53441210,0
27450660,0
14630100,0
51303020,0
13161520,0
27250122,0
53118310,0
58106610,0
53712100,1
53209015,0
56205008,0
24127130,0
24147230,0
58106235,0
58106570,0
51300110,1
58100010,0
24198730,0
54325010,0
58121620,0
27564060,0
27564140,0
56205002,0
41304000,0
58104770,0
53240000,0
58145135,0
54402600,1
24157230,0
58106236,0
53710906,1
26319110,0
56205018,1
58101347,0
53120270,0
58165000,0
56205012,1
75460900,0
58101345,0
58145112,0
58100005,0
58101325,0
27564000,0
53710400,1
73410300,0
51301600,1
54304150,0
53714520,0
54326000,0
58160610,0
54408070,0
27564250,0
53105270,0
53240010,0
57206710,1
57128000,1
58104745,0
58145117,0
58101630,0
51300120,1
27146050,0
53121270,0
58100020,0
24167130,0
58104750,0
58160520,0
55212000,0
58160420,0
56205016,1
26319145,0
28141300,0
53243010,0
27564200,0
58101620,0
58145136,0
53711000,1
27564440,0
57124050,1
27150060,0
58100165,0
58163420,0
53105275,0
58160540,0
58100000,0
24198690,0
53209005,0
58164500,0
56205205,1
51301540,1
51108100,1
58104150,0
53710500,0
53121275,0
56205006,0
26319142,0
58160570,0
58101733,0
58101745,0
27564180,0
27146360,0
58100013,0
51300175,1
58161440,1
58164560,0
27146100,0
53710700,0
58100145,0
53710502,0
58106565,0
27111420,1
58104835,0
26100260,0
53120275,0
27564500,0
27211500,1
58163450,0
58100260,0
53710904,1
27250710,0
58101323,0
58163430,0
53710900,1
73304010,0
26319163,0
57805090,1
58160550,0
27564190,0
58160430,0
57148500,0
58160530,0
51300180,0
32202000,0
58106633,0
27520166,0
55101015,0
81301000,0
58101945,0
27564070,0
26100200,0
27243100,0
53386500,0
71402510,1
91746200,0
58160400,0
58160490,0
56205004,0
27564130,0
51136000,0
58106635,1
58100635,0
58164570,0
27564080,0
58101935,0
53720100,0
53710902,1
27564240,0
75440510,1
27564300,0
22300160,0
58106580,0
58101555,0
58164520,0
53712000,1
13120310,0
58147110,0
27564090,1
27564270,1
71801000,1
51300210,1
53720800,0
58111130,0
58164540,0
74606020,1
53714400,0
26137130,0
58104800,0
56204005,1
57128005,1
26100133,0
27564120,0
27540111,0
53711002,1
75402012,0
53720300,1
53714200,1
26137131,0
53710504,1
58104760,0
53729000,0
58106310,0
27570310,0
27520380,0
58100325,0
53710802,1
58160700,0
58160450,0
27520140,0
58100135,0
26100270,0
58160805,0
32202130,0
26115110,0
58101725,0
58403100,1
53205260,0
58100125,0
57305165,1
27564100,1
58101357,0
54360000,1
53241510,0
53720700,0
58404510,0
58100235,0
26305130,0
58165410,1
27510445,0
58148114,0
58100625,0
53712200,1
51808000,0
53231400,1
53711006,1
57124100,1
57301540,1
52304000,0
27146110,0
53720200,0
58104720,0
26319160,0
27311640,1
53712210,1
58160580,0
58100725,0
55105210,1
54206010,1
57806050,1
53347600,0
58161420,1
58101457,0
27213010,0
58126160,0
58100535,0
71945020,0
57305174,0
27564020,0
58161434,1
58160670,0
58165010,0
27560500,0
57106060,1
55702100,0
57206705,1
27315340,0
27564510,0
58164580,0
57303105,1
27564260,0
53714500,0
58161435,1
53710800,1
56205014,1
92306100,1
74603010,0
51300185,1
58160460,0
26158023,0
58164840,1
57316380,1
27510385,0
27564010,0
75411030,0
58161464,1
72302020,0
53714210,1
58106636,0
58160440,0
58104825,0
53710600,0
72125250,0
13120780,0
26133130,0
58160800,0
58160640,0
58106233,0
75654010,1
27520510,0
58104160,0
51806010,0
55105205,1
28321130,0
54402610,0
58160630,0
58160710,0
27260510,0
54406200,0
51151060,0
27212500,0
54210010,1
58160480,0
58161530,1
27564150,1
57308150,0
58160720,0
58145119,0
58148112,0
27513070,0
51300100,0
58148116,0
53803300,0
58118210,0
53520500,0
27564310,0
28320140,1
53260500,0
56203540,1
57305175,0
26317160,0
27564460,0
27350100,0
58161500,1
51300220,1
53711004,1
54318000,1
71402520,1
58162130,0
28331110,1
58161504,1
27148010,0
53714250,1
27510570,0
26157110,0
58164820,1
56205350,1
27320027,0
58126290,1
13120750,0
27610100,0
14650150,0
58160560,0
57000000,1
58150100,0
56202100,1
14710200,0
26137133,0
58165060,0
58161470,1
42502000,1
57301535,0
57206715,1
58160660,0
27520170,0
58104905,0
53344070,0
58165480,1
75651030,1
41811600,0
58100015,0
75608010,1
58165040,0
57237310,0
58161534,1
53235600,0
58100805,0
26125130,0
58117510,0
53386250,0
56204000,1
57305300,0
58164510,0
58148111,0
26127133,0
57406105,1
53109220,0
27213420,0
58104270,0
58165020,0
23321250,0
58164880,1
53260600,0
58126140,0
23220030,0
58164550,0
58101950,0
58160650,0
58161462,1
26151143,0
27517000,0
53714230,1
58160500,0
53714220,1
56203200,1
27320025,0
56104020,0
53381070,0
58160470,0
26157133,0
11480020,1
51167000,0
58101955,0
91718110,0
27341050,1
75418101,0
57307500,1
13140580,0
24127125,0
58174000,0
22002100,0
56203232,1
58100525,0
27564420,0
81330210,0
27564210,1
26319143,0
54340100,1
24198735,1
27564360,0
51154100,0
24147213,0
28500030,0
58106235,1
58145111,0
24127153,0
58163405,0
51320060,0
71305011,0
27564242,1
51320560,1
51808000,1
58106570,1
28310150,1
57237900,0
72116150,0
24127113,0
54350020,0
92610030,0
24157213,0
24167113,0
56201340,0
57213010,1
53420310,0
55106000,1
58106580,1
56201342,0
55208000,1
53720210,1
57303100,1
51154010,0
58151190,0
58151420,0
58151440,0
25221450,1
58150520,0
24198695,1
24127155,0
56202900,1
58130014,0
24127151,0
51320070,0
58151180,0
58151230,0
26158021,0
24127141,0
53100050,0
58130016,0
51320720,1
58106236,1
53714300,1
56204010,1
58164870,1
92610020,0
58401200,0
53720610,1
57344007,1
24127115,0
58151200,0
58151220,0
58151430,0
53391100,0
53451500,0
27564450,0
56207095,0
27520155,0
53115450,0
75406011,0
75440510,0
91705430,0
27540151,0
24147215,0
58146310,1
57124200,1
75460810,0
71301021,0
24167115,0
58161460,1
57124030,1
58104535,0
51320700,1
58160000,0
56201070,0
56201324,0
58150530,0
58106636,1
51300300,0
27564182,1
58101525,0
53713100,1
58151170,0
58151210,0
26311140,0
56205101,0
32110150,0
51620030,0
11360000,0
27564362,1
27564001,0
51303100,0
58165440,1
27515030,0
27564061,0
58137300,0
51135010,0
57321905,1
27250124,0
27564370,0
56203040,1
75601020,0
58130015,0
58157300,0
27564443,1
52101040,0
53261000,0
56140100,0
53233100,0
27450250,0
51806020,0
54408080,0
57301510,0
27564442,0
26315160,0
58101625,0
28311010,1
51154510,0
24157253,0
27311600,0
57344001,0
56207087,0
24127112,0
58100017,0
25240000,0
56201330,0
57124900,0
58157320,0
24201370,0
57103020,1
58160810,0
13140575,0
27564280,1
54319500,0
51301805,0
58164530,0
27564063,1
57321900,1
58151410,0
51300310,0
53307070,0
24147253,0
26153130,0
27260090,0
56104010,0
58101635,0
56207130,1
56203233,1
67304500,1
58124220,0
58104190,0
57308190,1
53231000,0
58148118,0
58164850,1
56201322,0
58148115,0
27564064,0
51320710,1
58160510,0
56201332,0
51501080,0
27564241,0
58161524,1
27335100,0
56201320,0
58161424,1
57143500,1
58124230,0
26127141,0
56207212,1
58165050,0
58160690,0
24107001,0
55207000,0
58161474,1
24147252,0
54102050,1
26319164,0
26115133,0
53303570,0
27564062,1
53710804,1
24147212,0
24147225,0
24157225,0
53206550,0
56206990,0
27510359,0
27515050,0
53710806,1
27564361,0
53452150,0
63107410,0
58160600,0
27315270,0
75411033,0
27430500,0
73102233,0
51302500,1
75401010,0
27564160,1
27564121,0
27641000,0
58161444,1
56201298,0
27564364,0
53207020,0
51300100,1
51808100,1
56205215,1
24127152,0
26151133,0
57306700,1
56207342,0
56208530,0
26109133,0
75649050,0
76611000,0
57305215,1
24147251,0
27564303,1
27351020,0
27510265,0
27350090,0
23203020,0
58106602,0
24168001,0
55200070,0
54401081,0
42302025,1
54401075,0
55200020,0
58146222,0
27510225,0
54403087,1
58146301,0
58146391,0
27510251,0
54301010,0
24198742,0
24198671,0
42301015,0
56201052,0
54403056,1
42302115,1
54401112,0
56205001,0
27510241,0
14640105,0
51808010,1
42302020,1
51121075,0
54408016,0
58146322,0
54401110,0
24167230,0
24198731,0
58146362,0
51184210,0
56203056,1
27510253,1
56203066,1
54403005,1
27510312,0
27510406,0
54440020,1
56203155,1
55100010,0
58146323,0
54301030,0
24147320,0
28317010,0
51184230,0
24168030,0
27510172,0
71401039,0
55100050,0
54403052,1
27510631,0
54304020,0
54403057,1
41810600,0
54401122,0
24147310,0
42301020,1
54401121,0
56203135,1
54401065,0
54401035,1
24168021,0
71501006,0
58146413,0
24198746,0
71501017,0
27510606,0
54202020,0
24168000,0
54403092,1
54404010,0
71305030,0
27510389,0
42302110,1
54403059,1
24157320,0
24168020,0
58106234,1
58146442,0
56203130,1
54401026,1
56201516,0
56203086,1
51121035,0
27510536,0
27510215,0
54408310,0
24127220,0
27510266,0
58146382,0
42302015,0
58146421,0
58146342,0
27510552,0
55300010,0
58106702,0
24127200,0
24157300,0
58146302,0
27510341,0
58106604,0
14620200,0
54337030,0
54401021,1
54408035,0
54420220,0
55300050,0
54420210,1
58146652,1
58161502,1
27510376,0
54408415,0
24198741,0
58106514,0
14640130,1
55301040,0
54408485,0
54408017,0
55301031,0
27510190,1
27510641,0
27510346,0
58146332,0
24157400,0
54304005,0
54401085,0
58157310,0
58146432,0
58146452,0
56203510,1
24198677,0
58146622,1
14640115,1
24167220,0
58106512,0
54401111,0
27510615,0
54338000,0
71501012,0
58106578,1
58146383,0
54103000,0
58146321,0
24168022,0
24147300,0
54403080,1
55100060,0
27545200,0
58146602,1
42301025,1
55200050,0
54408422,0
27510388,0
24168002,0
24198747,0
24198732,0
14640004,1
55200100,0
56201090,0
58146433,0
54403058,1
51109150,0
54401031,1
51184260,0
54403006,1
54403089,1
51121025,0
55801010,0
54403051,1
56201515,0
58106634,1
56205011,1
56207016,0
27510174,0
24167200,0
24198683,0
54401055,0
55203700,0
56203076,1
27510140,0
58146223,0
54403082,1
55301015,1
53803100,1
24137300,0
58146372,0
54403046,1
54305010,1
56207120,1
27510553,0
54403081,1
55200030,0
24198737,0
55100080,0
42302155,0
58146381,0
27510682,0
56201051,0
42303100,0
58109020,0
56203096,1
55200200,0
58146215,1
58146393,0
24198745,1
27510281,0
58146422,0
54403045,1
56203067,1
14640008,0
58106606,0
58146732,1
14640110,1
27510252,1
58109030,0
56203175,1
26158033,0
14640002,0
58146431,0
56203057,1
27564441,0
58146402,0
41310900,0
24127202,0
71501054,0
27510642,1
27510233,0
27510195,0
55200040,0
54408475,0
27510145,0
14640060,1
24127500,0
27510451,0
42302060,1
54408190,0
54102015,0
54325060,1
58146352,0
58146361,0
58174100,0
14640135,1
24127210,0
51184220,0
14640010,1
27510465,0
14640006,1
54204020,1
27510555,0
75651020,1
27510643,1
53116650,0
58109050,0
54328105,0
56201056,0
24168012,0
55200060,0
24147321,0
58106516,0
54408105,0
55100035,0
51121055,0
24157330,0
54200100,1
58201025,1
27510387,0
54403085,1
54403053,1
42302065,1
42502100,0
58109140,1
54403054,1
54408410,0
24147400,0
42302055,0
57303200,0
27510232,0
56207017,0
58146632,1
56201057,0
27510565,1
58161442,1
54337010,0
54301020,0
54360000,0
27510276,0
54401011,1
71501075,0
54338010,0
27510401,0
58146412,0
24107070,0
54328210,0
14640165,1
58146392,0
27510431,0
54403088,1
58146341,0
27545110,1
27510391,0
51121015,0
58146692,1
27510231,0
58146683,1
52208010,0
51184250,0
58146221,0
42302105,0
71305015,0
27510676,0
56202905,1
57316385,1
55100020,0
27540285,0
56201517,0
14640125,0
58146333,0
58104900,0
55300020,0
54319005,0
75607140,0
24167210,0
58101750,0
58146451,0
54408416,0
27545010,0
56203160,1
27510601,0
54337020,0
14640014,0
55100025,0
56203555,1
24167300,0
58109015,0
24157302,0
27564301,0
58107205,0
58146441,0
27510242,1
58148117,0
56207023,0
56201055,0
54408456,0
56202910,1
54403083,1
27545100,0
14640195,1
54408470,0
55301048,1
58109210,0
14640012,1
51106010,0
27446350,0
27510511,1
27510243,1
27510446,0
27510506,0
27510531,0
27510207,1
27510305,0
27510171,0
58107212,0
58146210,0
27510165,0
24157310,0
27510342,1
27510386,0
54408420,0
58146603,1
56205007,0
42302165,1
27610730,0
27510160,0
11435100,1
53314000,0
24198729,0
14640056,0
27510170,0
14640024,1
27510331,0
75411032,0
58161480,1
55100030,0
14640032,0
27510705,0
52401000,0
51601210,1
13210810,0
26158024,0
58109130,1
27510551,0
71305050,0
55100065,1
51183990,0
53430700,0
27510616,0
14640185,0
71305040,0
54336100,0
56203087,1
56203097,1
27540361,0
27510667,0
58146662,1
58146315,1
56207022,0
55103020,0
58165470,1
71305070,0
54337060,1
27540296,0
58151450,0
14640034,1
54403001,1
58165400,1
26107143,0
71401050,0
28355260,0
51121065,0
27510501,0
24137310,0
58146443,0
58146423,0
54340110,1
58146343,0
58201045,1
54408110,0
27446355,0
27510575,0
14640190,1
54305020,1
23205020,0
51320550,1
24168031,0
56203077,1
14640026,0
56207210,1
75608200,1
58146613,1
53415220,0
58146403,0
27545000,0
58201015,1
54403091,1
56203106,1
56201050,0
54408081,0
54338020,0
56203620,1
58146612,1
58146371,0
56203055,1
27564030,1
55300060,1
58146351,0
54408210,0
54204030,1
56203125,1
26127110,0
27510632,1
56104000,0
57305200,0
27540295,0
58117310,1
55200010,0
58101735,0
55100005,0
58146682,1
26158034,0
27510585,0
55200090,1
27510235,0
14640018,1
58165070,0
26109144,0
54403160,1
58201005,0
56203600,1
27564243,1
56207027,0
27545210,1
55212000,1
58146672,1
54408405,0
58165080,0
56207094,0
56203180,1
58107222,0
55200110,0
55200130,1
58146702,1
27564430,0
57305400,1
54328120,0
27510175,0
27510633,1
26158031,0
14640048,1
56203560,1
58160620,0
42301125,1
56207005,0
53203000,0
58161472,1
54408487,0
27136080,0
56200490,1
57306130,0
51184200,0
27510343,1
56205230,1
55200120,0
54403062,1
58146642,1
27520156,0
27510475,0
55301055,1
26100142,0
72125253,1
42302160,1
27510671,0
58109120,1
51184240,0
71305020,0
27510206,1
51121045,0
27510681,0
58146623,1
54403086,1
53239100,0
26109134,0
57137000,1
28110270,1
51806010,1
14640050,0
27564220,1
24198739,0
27564002,1
58126170,0
53520130,0
13120050,0
27510649,0
27540146,0
58160410,0
27540160,0
13110112,0
27550420,0
27540206,1
27146155,0
41311040,0
74203010,0
58160154,0
28520010,0
13110102,0
27540196,0
58160132,0
13120735,0
27120030,1
58161322,1
55200200,1
27540360,0
58100500,0
26131131,0
53520170,0
27510257,0
24198736,0
75205200,0
54408430,0
53520135,0
27510655,0
53520100,0
27540139,1
27510245,0
13120510,0
53710810,0
27540186,0
54404000,0
27540176,0
58160102,0
52208020,0
27510191,0
57329000,0
27510000,0
27510190,0
27510242,0
27540147,0
54403061,1
54408015,0
27116110,0
75440610,0
13120782,0
58146722,1
27550400,0
26137141,0
75511300,0
55100055,0
27130010,0
27550740,0
14640036,1
27510635,0
52104040,0
27540153,0
27311605,0
55200080,1
27510246,0
27540152,0
32202034,0
51306000,1
58161437,1
27540175,0
58109100,1
27550200,1
42301115,0
27320150,0
58160100,0
89901030,0
27510229,0
27540195,0
13110000,1
55100030,1
53720400,0
27550745,0
56205017,1
14640160,1
71402510,0
13120792,0
53226600,0
58146331,0
58146411,0
27520410,0
58160156,0
27550110,0
58161321,1
27550425,0
27550730,0
55200060,1
27510371,0
26121160,0
27510262,0
27550150,0
13252590,0
56207102,0
26153131,0
27510258,1
58146733,1
57341300,1
41420100,1
27550755,0
75418030,0
58146653,1
27120100,1
75651080,1
58145300,1
27510661,0
27510675,0
27510636,1
27564380,0
27510254,0
27510657,1
13120786,0
27550800,0
27540132,0
58107224,0
58146303,0
32204010,0
27510261,0
27510196,0
58161532,1
27550510,0
27510576,0
56208520,0
27540185,0
58105075,0
58109040,0
58109060,0
26137142,0
53713010,0
27520310,0
58160106,0
51404550,0
54408432,0
51303100,1
57211000,1
14640155,0
75605010,0
27540205,0
26109141,0
75652030,1
53520510,0
14640030,1
13120784,0
56203150,1
54404020,0
27341045,1
27510573,0
22201050,0
27510405,0
56202920,1
58160104,0
14640028,1
26119140,0
13120775,0
58107232,0
24201360,0
27446362,0
27550120,0
26107144,0
55300055,1
27510155,0
54403055,1
24107080,0
27510910,0
58310210,0
55301030,0
58165030,0
57305160,1
76605000,1
51808050,1
58165460,1
58151400,0
58161439,1
58109150,1
26157132,0
54408400,0
56203075,1
