riskfactor,outcome,midage,logRR.perchange,se.perchange,logRR.perchange.exp,se.perchange.exp,event.age,origlogRR
pufa_rep_carb,IHD,30,-0.15663116202567587,0.03665157548456012,0.8555930072726967,0.03134794748406654,56.8,-0.105360516
pufa_rep_carb,IHD,40,-0.15022572830516842,0.0351527087553454,0.8610447828248544,0.030257560984696487,56.8,-0.105360516
pufa_rep_carb,IHD,50,-0.12744112461482612,0.02982112842840206,0.8807362383736234,0.026255723252991015,56.8,-0.105360516
pufa_rep_carb,IHD,60,-0.10560086022473096,0.02471052279575596,0.9000581056137326,0.0222339736671355,56.8,-0.105360516
pufa_rep_carb,IHD,70,-0.08759040661895064,0.020496090039806562,0.9163282505963118,0.01877586260878898,56.8,-0.105360516
pufa_rep_carb,IHD,87.5,-0.05018129284070097,0.010302159944644732,0.9510569890473168,0.009797941217637692,56.8,-0.105360516
