riskfactor,outcome,midage,logRR.perchange,se.perchange,logRR.perchange.exp,se.perchange.exp,event.age,origlogRR
veg_exc_sta,HSTK,30,-0.2742544693698384,0.11130035121162203,0.7648530780354337,0.08530118067459284,64.2,-0.186329578
veg_exc_sta,HSTK,40,-0.2630388287311418,0.10674872167931748,0.7730967501516776,0.08267742292840916,64.2,-0.186329578
veg_exc_sta,HSTK,50,-0.223143961617326,0.0905582372306545,0.8032813470982441,0.07282858186029761,64.2,-0.186329578
veg_exc_sta,HSTK,60,-0.18490259225162695,0.07503878972266884,0.8335250776698394,0.062588143573273,64.2,-0.186329578
veg_exc_sta,HSTK,70,-0.15336705786062452,0.06224076290680843,0.8594755519312409,0.05351258269463522,64.2,-0.186329578
veg_exc_sta,HSTK,87.5,-0.0884301823315784,0.030668484073687916,0.9153670172959658,0.02807291879152054,64.2,-0.186329578
