riskfactor,outcome,midage,logRR.perchange,se.perchange,logRR.perchange.exp,se.perchange.exp,event.age,origlogRR
pufa_rep_carbsfa,IHD,30,-0.1528236319527948,0.03800620692203376,0.8589003847005299,0.03264175824984941,56.8,-0.105360516
pufa_rep_carbsfa,IHD,40,-0.14657390723173078,0.03645194251986409,0.8642351464920799,0.03150089299029775,56.8,-0.105360516
pufa_rep_carbsfa,IHD,50,-0.12434317202214094,0.030923308553975928,0.8834985400082374,0.02731779797366057,56.8,-0.105360516
pufa_rep_carbsfa,IHD,60,-0.10303382027030693,0.02562381644201794,0.9023923059925384,0.02311981991372498,56.8,-0.105360516
pufa_rep_carbsfa,IHD,70,-0.08546118084430647,0.021253619492391997,0.9182959209861261,0.01951456345027013,56.8,-0.105360516
pufa_rep_carbsfa,IHD,87.5,-0.049039838241889566,0.010446264514274163,0.9521431972319236,0.00994633969375139,56.8,-0.105360516
