riskfactor,outcome,midage,logRR.perchange,se.perchange,logRR.perchange.exp,se.perchange.exp,event.age,origlogRR
leg_tot,HSTK,30,-0.2664436582743347,0.10891561862241954,0.7706617532636044,0.08445565236117603,64.2,-0.186329578
leg_tot,HSTK,40,-0.25554744087255093,0.1044615127651214,0.7787340426491474,0.08181985179872509,64.2,-0.186329578
leg_tot,HSTK,50,-0.216788785946716,0.08861792727481203,0.8082698009528527,0.07195382865375836,64.2,-0.186329578
leg_tot,HSTK,60,-0.1796365368890111,0.07343100101977679,0.8378306270813843,0.06173772138029663,64.2,-0.186329578
leg_tot,HSTK,70,-0.1489991395547715,0.0609071860216962,0.8631697195834072,0.05271551632840775,64.2,-0.186329578
leg_tot,HSTK,87.5,-0.08612930053383222,0.030199254177351722,0.9174755934663406,0.027707078648606637,64.2,-0.186329578
