riskfactor,outcome,midage,logRR.perchange,se.perchange,logRR.perchange.exp,se.perchange.exp,event.age,origlogRR
pf_ns,IHD,30,-0.12964628978424825,0.024815235570553235,0.8786762411948057,0.02179930683064884,65.15,-0.072570693
pf_ns,IHD,40,-0.12434440281882705,0.023800416139666925,0.8833254945536932,0.021018568495579197,65.15,-0.072570693
pf_ns,IHD,50,-0.10548519693377371,0.02019062801931284,0.9000710175096968,0.01816913744946463,65.15,-0.072570693
pf_ns,IHD,60,-0.08740763682719213,0.01673045254238869,0.9164316006064335,0.01532945809971662,65.15,-0.072570693
pf_ns,IHD,70,-0.07250007656189837,0.013877037914163596,0.9301551305518893,0.012905711896207235,65.15,-0.072570693
pf_ns,IHD,87.5,-0.041730306200364525,0.006851272694543266,0.9591284166816726,0.0065712503317716595,65.15,-0.072570693
