subgroup,food,food_type,mixed_dish,price_mean_Consumed,price_se_Consumed,fndds_consumed_mean,fndds_consumed_se,fndds_wasted_mean,fndds_wasted_se,fndds_inedible_mean,fndds_inedible_se,Conversion_to_grams,costper100g,costperDGA
0,added_sugar,Grocery,Non-Mixed,0.08258131826406434,0.003445359022823502,11.670048622681563,0.45429886092653815,5.037558667181579,0.25402113779272634,0.17183666195251157,0.019264551671588886,4.2,0.7076347403005822,0.029720659092624453
0,added_sugar,Non-Grocery,Non-Mixed,0.08111364711068657,0.0049383762626211145,5.1069529772596916,0.303768763954923,2.1251362941763943,0.1242870970726347,0.044999293636504505,0.008737997479801385,4.2,1.5882982959089402,0.0667085284281755
0,added_sugar,Total,Non-Mixed,0.1636949653747509,0.006899855441308516,16.777001599941254,0.5707615626942711,7.162694961357973,0.2941420079973265,0.21683595558901606,0.022831798678605887,4.2,0.9757104951061344,0.04097984079445765
0,dairy_tot,Grocery,Non-Mixed,0.469633629641852,0.01735932075363321,157.81501642302797,5.621095181871797,46.196142873358,1.6768342437411696,1.5041751642789298,0.23299389690377365,149,0.2975848815191228,0.443401473463493
0,dairy_tot,Non-Grocery,Non-Mixed,0,0,28.47959420048808,1.5986344969796535,7.869566762359647,0.43399710961042115,0.21486215965159594,0.04292425123645272,149,0,0
0,dairy_tot,Total,Non-Mixed,0.45357355521700937,0.017066231891329584,186.29461062351606,5.903267608758462,54.06570963571765,1.733499318467388,1.7190373239305259,0.2509895121230613,149,0.2434711093890091,0.36277195298962356
0,fruit_exc_juice,Grocery,Mixed,0.015655265981446887,0.0019553461025236985,4.220384460617171,0.48463467032437646,1.3578722897594357,0.15749275764842754,0.7561202642621253,0.08682702324240865,152,0.37094407221747583,0.5638349897705632
0,fruit_exc_juice,Grocery,Non-Mixed,0.3510327088199301,0.015527347260964825,81.6525014127734,3.360810761133394,64.56455642450516,4.613579194832332,67.31411275148922,5.55688714807775,152,0.4299105388644173,0.6534640190739144
0,fruit_exc_juice,Non-Grocery,Mixed,0.0023500204691488695,8.294619934610915e-4,0.5399974021702832,0.18471479745785516,0.17687458400985526,0.06083982596600764,0.0967324892520555,0.03308811312078192,152,0.4351910693836657,0.6614904254631718
0,fruit_exc_juice,Non-Grocery,Non-Mixed,0.06888335096325439,0.00357323620149793,12.891900638664215,0.6449605905851112,13.22210852367522,1.0718156139779385,14.59903661531918,1.3086874356529727,152,0.5343149384557442,0.8121587064527311
