subgroup,food,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,fcid_purchased_mean,fcid_purchased_se,GHGper100gram,CEDper100gram,GHGperDGA,CEDperDGA
43,added_sugar,0.056543280746651624,0.007478125800517328,0.5754598045034836,0.07883734180362731,80.22636020757612,9.974798146939959,0.0704796785001247,0.7172951670928982,0.002960146497005237,0.030126397017901728
44,added_sugar,0.05028124056959368,0.00990831478487957,0.42773242461536887,0.07557954855913046,66.70966438934553,12.106615298975735,0.07537324768437045,0.641185094439905,0.003165676402743559,0.02692977396647601
45,added_sugar,0.05621034480744004,0.0028986131315180135,0.54876286190332,0.03206087482511196,81.63480771100565,4.086493608949241,0.06885585497601657,0.6722167630332254,0.002891945908992696,0.028233104047395468
46,added_sugar,0.05795525627006452,0.00708874159507335,0.5488769913194836,0.0597968018195775,76.83328547300628,8.318998489169955,0.07542988161091438,0.7143739694852952,0.003168055027658404,0.0300037067183824
47,added_sugar,0.042329233686646005,0.005566464946089816,0.4070307329856355,0.05001537188812432,61.45159103090652,7.042546908822185,0.06888224206490748,0.6623599587208785,0.002893054166726114,0.0278191182662769
48,added_sugar,0.04985095039796415,0.008967688552184588,0.5049852217947687,0.09285851039837341,71.66537203610272,12.81524502390659,0.06956072225907212,0.7046432711468703,0.002921550334881029,0.029595017388168554
1,dairy,0.5914990689169191,0.02615643433637358,3.1898218973514387,0.1409919294524299,256.2678615118829,15.160365048052629,0.23081281649103386,1.244721783891551,0.34391109657164043,1.854635457998411
2,dairy,0.4425455206681434,0.036051085226697886,2.387226151907615,0.19458112863784394,192.604490713854,19.06459962227143,0.2297690562810492,1.239444699892401,0.3423558938587633,1.8467726028396774
3,dairy,0.538644939516672,0.036020166138248086,2.9042031262384436,0.1942421271527164,245.97157729282,21.27881517044835,0.21898665912746304,1.1807067947452716,0.3262901220999199,1.7592531241704548
4,dairy,0.5142755338973906,0.03751269445724009,2.775416648490247,0.20215126538077352,263.60051551629044,24.20651545338551,0.19509655847604307,1.0528874130061128,0.2906938721293042,1.568802245379108
5,dairy,0.48977518122214475,0.020538378721235068,2.644392941691723,0.11058837980886382,239.12153276565616,13.662523289819628,0.20482270063990185,1.1058782164479017,0.3051858239534537,1.6477585425073735
6,dairy,0.3742941849602929,0.02910359483770239,2.019926206751032,0.157240213992713,170.62288681984163,18.537338844678242,0.21936927216306273,1.1838541970537897,0.32686021552296346,1.7639427536101466
7,dairy,0.41006388873605276,0.02323691416909042,2.214698703772946,0.1254350662855166,195.76210397344985,12.774167615549072,0.20947051569882366,1.131321465605679,0.31211106839124725,1.6856689837524617
8,dairy,0.3755563089891232,0.027484070770073823,2.0304792561991927,0.14815042721122848,213.1940601294073,19.31612986251021,0.17615702274311168,0.9524089249797607,0.26247396388723643,1.4190892982198435
9,dairy,0.6032493736753807,0.045135949855345234,3.2518028618029646,0.24278192154639025,261.8454769075764,20.43260978190979,0.23038372890753028,1.2418785690732985,0.3432717560722201,1.8503990679192148
10,dairy,0.3636471250785951,0.024456497453252513,1.9600290601706887,0.13206490330684686,146.23422541350263,13.9121306969208,0.24867442901982748,1.3403353795107587,0.37052489923954296,1.9970997154710304
11,dairy,0.47086774606873955,0.03363680096355167,2.538563086556933,0.18149477357276467,194.68584989762675,16.434747991392282,0.24186028225283954,1.303927885818002,0.3603718205567309,1.9428525498688227
12,dairy,0.4770130203916256,0.054421220775650904,2.5738016794572856,0.29310257249216987,255.0103825668944,34.28887925813163,0.18705631339010104,1.0092928976262858,0.27871390695125053,1.5038464174631658
13,dairy,0.47125126998271477,0.030150439503770405,2.542091353898882,0.1619471787311245,215.71191471971096,15.5232217787041,0.21846325484387052,1.1784658984655496,0.3255102497173671,1.7559141887136689
