subgroup,food,wasted_coef_fcid,wasted_prop_fcid,inedible_coef_fcid,inedible_prop_fcid,GHGperDGA,CEDperDGA,WATERperDGA,BLUEWATERperDGA,FLperDGA
0,added_sugar,0.5088702701290431,0.33725249957077025,0,0,0.002609973774995211,0.0254575394956167,1.8514259022980657,0.5011732464688567,0.0011523472047421813
0,dairy_cow,0.31975796667068074,0.24228530893230815,0,0,0.25740772769901066,1.386645045783441,72.06255775280256,17.196323310972765,0.03248450572855741
0,dairy_soy,0.271972264,0.2138193352933048,0,0,0.03849017666666666,0.25075168354499994,3.3555095742622187,1.924517767589261,0.04207058823529412
0,fruit_exc_juice,0.7867448555266027,0.44032300028351135,0.813496012282732,0.3128540983851587,0.04821141657031108,0.365684056416495,169.82049394033163,22.96345534216645,0.02376885271342828
0,fruit_juice,0.14153492066578,0.12398650107281191,0,0,0.23625810150172513,1.8580722903746134,616.603181725751,74.32920773963221,0.11623115085727526
0,gr_refined,0.29096932453538105,0.22538825594488907,0,0,0.020742750288623407,0.11854692293772151,32.27369467302248,10.26572142425913,0.0026802114070064017
0,gr_whole,0.2442823933365638,0.19632391701815896,0.1577277095346759,0.11250112193318595,0.022175540890487882,0.140803721431238,42.40070267672419,8.734047218188374,0.0026942387367779653
0,leg_tot,0.2279662832601529,0.18564539301105282,0.05464379674418637,0.04260359215639526,0.02577570328037681,0.1555875658983976,39.9931228432187,9.55652075818625,0.006615141851563208
0,oil,0.19748774038890815,0.16491838181555832,0,0,0.0011138987524525303,0.00925986443413664,0.7747712672102476,0.2852145655853503,4.7102851416005033e-4
0,pf_egg,0.35384616,0.2613636397210744,0.18461539,0.12000000259999996,0.15845082005898978,0.9708543462363762,43.580737683856945,18.991756492717652,0.013882079865610826
0,pf_ns,0.13605591101288267,0.11976163293897937,0.020703692755017083,0.01789800809742939,0.02388741357929577,0.1355988678929825,304.1161202773218,52.49319078000822,0.0351066846080114
0,pf_poultry_tot,0.2281053709142376,0.18573762180066788,0,0,0.11470478573702413,0.792682698988918,54.46951848093843,25.3714347031644,0.012733432409492656
0,pf_redm_tot,0.3061911737525274,0.2344152830805598,0,0,0.7167017319849608,1.6494035222713666,212.19992711407488,37.440313379253126,0.057329883592479126
0,pf_seafood,0.6075985117870903,0.37795413925312243,0,0,0.22486297907829902,4.026652270930797,8.607025032205303,1.2391043070246472,0.04601352735883435
0,sat_fat,0.3036039397222093,0.2328958439531148,0,0,0.01411678248221228,0.05163899849524303,4.202827552849916,0.9261791592428607,0.0014017696532088518
0,ssb,0.1389639077887612,0.12200905299848556,0.002096746502579973,0.0018375416720350969,0.05726789407429264,0.5281758541421125,71.8453941991702,11.105659692265181,0.017433384445202444
0,veg_dg,0.3809281590475177,0.2758493673633677,0.7572870122346554,0.3541678229607505,0.044859074823567845,0.3904940355863442,284.23069950700614,22.22198291697089,0.018572895859408283
0,veg_oth,0.6276349586832004,0.38561162337713223,0.35208575283369115,0.17784617334427835,0.05204448530184726,0.30970205914678417,146.13786900320986,15.998834101468526,0.020642939002285417
0,veg_ro,0.6319164258620381,0.38722352189588183,0.2629571680852995,0.13877293394411386,0.06547714816670976,0.5439007448594044,74.41836125903876,9.61511692459379,0.022726063788125084
0,veg_sta,1.250483857377735,0.555651111772381,2.240520030165763,0.49889069042674306,0.017487543436996086,0.15683273133392672,27.028335089158983,6.048266743584082,0.002699171167736885
1,added_sugar,0.5090653024409935,0.3373381533705356,0,0,0.0025608536404208566,0.024902888097834867,1.8279434321207901,0.49625029226373923,0.001145844398374633
1,dairy_cow,0.3217747113070631,0.24344141899103958,0,0,0.26484953942283956,1.42673378535138,74.14592949897242,17.693479327096682,0.03342365226364605
1,dairy_soy,0.271972264,0.21381933529330482,0,0,0.03849017666666666,0.250751683545,3.355509574262218,1.924517767589261,0.0420705882352941
1,fruit_exc_juice,0.7081401894899975,0.4145679575055419,0.7039801701780684,0.29185117871769206,0.051266204468083824,0.3909228455189208,183.16039905268596,22.97923584002819,0.028546168331138228
1,fruit_juice,0.15100168525863294,0.1311915414135145,0,0,0.23124144919194464,1.8258103954439822,651.4655015721683,73.85776618087955,0.11059916094717533
1,gr_refined,0.2797315988328998,0.21858614657011807,0,0,0.018697096248186315,0.11149599525652461,30.32250051775352,9.727357875821593,0.0024042572732792143
1,gr_whole,0.2563629974191178,0.20405169361542103,0.11536095634768415,0.08409925045844605,0.02564700485989468,0.1570014316949976,44.3629612567204,10.475221379854371,0.0027623590836499353
1,leg_tot,0.22917767265034386,0.18644796252781964,0.04172629099014589,0.03283197801242307,0.028460969895041006,0.14786432678443287,37.496718822639934,9.26588950218067,0.005762540073083117
1,oil,0.19904873502196876,0.16600554190011454,0,0,0.0011284211779903123,0.009341425295316107,0.7870770528829738,0.2842146098942612,4.975490227033301e-4
