subgroup,food_group,GHGper100gram,CEDper100gram
1,added_sugar,0.07310818962813832,0.7643658891694686
2,added_sugar,0.0724675645322306,0.7652473911428326
3,added_sugar,0.07168370361314566,0.7760800323891688
4,added_sugar,0.07471387465743352,0.75912094014453
5,added_sugar,0.07061187005245717,0.7216438463449985
6,added_sugar,0.07144045938969508,0.7587561129068829
7,added_sugar,0.07161912366498718,0.7419530764413212
8,added_sugar,0.0717694261671448,0.7291757353293382
9,added_sugar,0.0723479609417461,0.7546784673364524
10,added_sugar,0.07308421284481986,0.7715335096253703
11,added_sugar,0.07191878140342427,0.7499333250685641
12,added_sugar,0.0739242619198131,0.7199198395915477
13,added_sugar,0.0709037693580619,0.7166331818176381
14,added_sugar,0.07136944269258992,0.7468650640916052
15,added_sugar,0.07287553695013826,0.7115475235158516
16,added_sugar,0.07239116261096651,0.706899479364507
17,added_sugar,0.0724508397250841,0.7315893608205207
18,added_sugar,0.07236435835043807,0.7484283880125447
19,added_sugar,0.07370821340607613,0.7413868777613135
20,added_sugar,0.06974999380158717,0.7109487164598645
21,added_sugar,0.07163726024965372,0.7324878252765062
22,added_sugar,0.0717102195093347,0.7457037232271823
23,added_sugar,0.07160641897946285,0.7202951360236794
24,added_sugar,0.07054175435855568,0.6975563948409598
25,added_sugar,0.0713144103134784,0.7305846365543074
26,added_sugar,0.07033510367804562,0.7427839246303708
27,added_sugar,0.07057574916537962,0.7142142775546715
28,added_sugar,0.07015325079236932,0.6644866075117749
29,added_sugar,0.0706666490105177,0.707704496232449
30,added_sugar,0.072859551582843185,0.7324414175406174
31,added_sugar,0.07174545553888943,0.7161869057232467
32,added_sugar,0.07239268496485057,0.7237669846435018
33,added_sugar,0.07550473368841372,0.7359904456882201
34,added_sugar,0.06974831713360237,0.7221260010652183
35,added_sugar,0.07029334785165385,0.7014827088551459
36,added_sugar,0.07230081932482313,0.6944320758745198
37,added_sugar,0.06945805543251272,0.7043558357333621
38,added_sugar,0.07007593129805936,0.7065866879835203
39,added_sugar,0.07092778828793762,0.680845523074015
40,added_sugar,0.07285875017673717,0.695089885750715
41,added_sugar,0.0742123320018432,0.718545653675413
42,added_sugar,0.07689512275032964,0.7629808248224995
43,added_sugar,0.07047967850012471,0.7172951670928982
44,added_sugar,0.07537324768437045,0.641185094439905
45,added_sugar,0.06885585497601657,0.6722167630332254
46,added_sugar,0.07542988161091438,0.7143739694852952
47,added_sugar,0.06888224206490748,0.6623599587208784
48,added_sugar,0.06956072225907212,0.7046432711468703
1,dairy,0.23081281649103386,1.2447217838915512
2,dairy,0.22976905628104916,1.2394446998924011
3,dairy,0.21898665912746307,1.1807067947452716
4,dairy,0.19509655847604307,1.0528874130061128
5,dairy,0.20482270063990185,1.1058782164479015
6,dairy,0.21936927216306268,1.1838541970537897
7,dairy,0.20947051569882366,1.1313214656056791
8,dairy,0.17615702274311165,0.9524089249797606
9,dairy,0.23038372890753023,1.2418785690732985
10,dairy,0.24867442901982748,1.3403353795107587
11,dairy,0.24186028225283945,1.3039278858180017
12,dairy,0.187056313390101,1.009292897626286
13,dairy,0.21846325484387052,1.1784658984655496
14,dairy,0.22140310127498242,1.195373364351348
15,dairy,0.2134979284368999,1.1511853112442691
16,dairy,0.18944637889394042,1.0216471130118663
17,dairy,0.2222363118593209,1.198558588432888
18,dairy,0.2178091591660604,1.176508757893842
19,dairy,0.2034516091297374,1.097165795759369
20,dairy,0.16989710107421876,0.9174171037396052
21,dairy,0.20839712452932038,1.124084093442754
22,dairy,0.21367315184632196,1.1541422788391142
23,dairy,0.19674585816242354,1.0611966147854914
24,dairy,0.18860784093766475,1.0181947379913414
25,dairy,0.21380237651887585,1.1522535488922327
26,dairy,0.23437408656502176,1.2626838906811781
27,dairy,0.18716221032655428,1.0106138235170476
28,dairy,0.17619227275946073,0.9507219991181848
29,dairy,0.19895446301263928,1.072497123379856
30,dairy,0.2158096791113485,1.164345351914441
31,dairy,0.1842844434035148,0.9936356145736328
32,dairy,0.1837448737469941,0.9916647011169314
33,dairy,0.18689610469858847,1.0083749265387638
34,dairy,0.19258459305973868,1.0398792060274715
35,dairy,0.18244428683013653,0.9838558328238912
36,dairy,0.1722314391555344,0.928417000004593
37,dairy,0.20872279016640877,1.1251647256435313
38,dairy,0.20180439763264574,1.0887866375634487
39,dairy,0.17775519761005046,0.9592518770374422
40,dairy,0.16543839203668861,0.8964853139851976
41,dairy,0.18457083014745515,0.9946056427550387
42,dairy,0.20525496180402147,1.1057424637257534
43,dairy,0.1799499541180813,0.9702369166267967
44,dairy,0.17357376430769259,0.9354977161936954
45,dairy,0.18986181228637108,1.0236025922483538
46,dairy,0.1722460559449411,0.931985098279608
47,dairy,0.17371638856268154,0.9370240115632591
48,dairy,0.1577254879145278,0.851676634475876
1,fruit_exc_juice,0.04649815681718984,0.4311443601552872
2,fruit_exc_juice,0.055205057461401176,0.5002542483330075
3,fruit_exc_juice,0.06122047808272027,0.4167598158498117
4,fruit_exc_juice,0.06194524816739253,0.44374919476197117
5,fruit_exc_juice,0.05628214536902403,0.4339503474844988
6,fruit_exc_juice,0.055259832357335434,0.4349106719510164
7,fruit_exc_juice,0.0540829830242487,0.4344618472244237
8,fruit_exc_juice,0.046229465580922766,0.41715388088141325
9,fruit_exc_juice,0.05200380977580022,0.444429970067136
10,fruit_exc_juice,0.05580543771076886,0.3791082924064734
11,fruit_exc_juice,0.05353411535984802,0.4109490965837811
12,fruit_exc_juice,0.060620380805849396,0.41076638401393595
13,fruit_exc_juice,0.0556555182418242,0.46333749585238443
14,fruit_exc_juice,0.05392557828558456,0.4474813418237499
15,fruit_exc_juice,0.04744836137088727,0.4379393386264789
16,fruit_exc_juice,0.06371995832316961,0.4393447747071082
17,fruit_exc_juice,0.049159122465432754,0.43645373990481173
18,fruit_exc_juice,0.06789639431991472,0.3786076170458702
19,fruit_exc_juice,0.05432054863602127,0.3912046804340911
20,fruit_exc_juice,0.05067374523455456,0.4016415174463083
21,fruit_exc_juice,0.051555818202308555,0.4582747800531001
22,fruit_exc_juice,0.0676944697711338,0.43670747308284424
23,fruit_exc_juice,0.052521125456235516,0.43607047720165903
24,fruit_exc_juice,0.06012535104016001,0.396479984063403
25,fruit_exc_juice,0.058858483839512324,0.4179316166050799
26,fruit_exc_juice,0.05655802571315964,0.4151612504150042
27,fruit_exc_juice,0.05937241206641887,0.44375467318620265
28,fruit_exc_juice,0.04789839957635156,0.39963752544125475
29,fruit_exc_juice,0.061600486588168975,0.43833024077742755
30,fruit_exc_juice,0.06317162434847494,0.3958673123760491
31,fruit_exc_juice,0.05284114354528218,0.43942852878679306
32,fruit_exc_juice,0.050042396198747376,0.40068695105765173
33,fruit_exc_juice,0.05734295802294221,0.4120066112351795
34,fruit_exc_juice,0.05293542822742027,0.4025380134138495
35,fruit_exc_juice,0.0502377198914156,0.3921791496929502
36,fruit_exc_juice,0.04625895786379431,0.4070366977764809
37,fruit_exc_juice,0.054255729578248826,0.4265362890592846
38,fruit_exc_juice,0.05602369032888047,0.42200690991904544
39,fruit_exc_juice,0.048178357399166115,0.42168518238347014
40,fruit_exc_juice,0.04709707194959798,0.42010570693331134
41,fruit_exc_juice,0.05216837728661891,0.44891014400567886
