subgroup,food_group,GHGper100gram,CEDper100gram
42,fruit_exc_juice,0.055898926021097764,0.39488464496975917
43,fruit_exc_juice,0.03976205374527771,0.4364498473903738
44,fruit_exc_juice,0.040831983836769975,0.37514271032444835
45,fruit_exc_juice,0.053768761417866996,0.4128989144495757
46,fruit_exc_juice,0.052783152892495376,0.4025606932800412
47,fruit_exc_juice,0.04456147178922741,0.406877322618668
48,fruit_exc_juice,0.04895443160948164,0.4267994176212107
1,fruit_juice,0.09159927038051857,0.7185102929817943
2,fruit_juice,0.10335797837055924,0.760499328935307
3,fruit_juice,0.09199538523564713,0.7291290052305511
4,fruit_juice,0.08865559896873464,0.6940636810505388
5,fruit_juice,0.09569285886942096,0.7316541320607638
6,fruit_juice,0.10247189588098869,0.7600582712562993
7,fruit_juice,0.09349376567856475,0.7172097129056059
8,fruit_juice,0.10018925907635363,0.7633375537760179
9,fruit_juice,0.09137830686246039,0.733360699983742
10,fruit_juice,0.09426366440359722,0.7576290916475641
11,fruit_juice,0.09946779259056764,0.7419969377434764
12,fruit_juice,0.08661966053895183,0.6820213695806909
13,fruit_juice,0.09738959464886529,0.7755626905781843
14,fruit_juice,0.11112545742752501,0.8201538695591242
15,fruit_juice,0.09235986910658978,0.7123411141352274
16,fruit_juice,0.11262839875874049,0.830630750527786
17,fruit_juice,0.08610386869464484,0.7137666034127791
18,fruit_juice,0.08278354089641682,0.6785260603581785
19,fruit_juice,0.09631234336057334,0.7627692676011856
20,fruit_juice,0.12369775892976102,0.919291475744476
21,fruit_juice,0.10395803994105354,0.7962278885022637
22,fruit_juice,0.1006498282888939,0.754860372595664
23,fruit_juice,0.09367159813710005,0.7456631958817314
24,fruit_juice,0.11314435828503006,0.8114150232814966
25,fruit_juice,0.09662275487994913,0.7767374207719794
26,fruit_juice,0.0950200593499963,0.7303271641280626
27,fruit_juice,0.10267684102219653,0.761060143275377
28,fruit_juice,0.09325964021485104,0.7633898999523434
29,fruit_juice,0.09633545021548572,0.7415110823357665
30,fruit_juice,0.0918885208180804,0.7312621506745429
31,fruit_juice,0.09943290434171732,0.750115733076655
32,fruit_juice,0.06348434714466576,0.6312985959311893
33,fruit_juice,0.09534358065243867,0.7438958979252538
34,fruit_juice,0.10170936064535754,0.757534419927288
35,fruit_juice,0.09502708346120249,0.7387797025882754
36,fruit_juice,0.11079912578176723,0.8273062179631849
37,fruit_juice,0.10748403712247995,0.8002853393355495
38,fruit_juice,0.10078760995311763,0.7510819261223262
39,fruit_juice,0.10614922606259622,0.7837581186868913
40,fruit_juice,0.10836471096828336,0.7756610218012424
41,fruit_juice,0.08953167533752884,0.7251364122036318
42,fruit_juice,0.10607105236917831,0.7596500375553145
43,fruit_juice,0.07792693546549678,0.6765684332037215
44,fruit_juice,0.1238655403705211,0.8712917043596076
45,fruit_juice,0.09496427679540881,0.7400595736020179
46,fruit_juice,0.09993718120276185,0.7719076692640525
47,fruit_juice,0.07947669943867976,0.6769078078666955
48,fruit_juice,0.0649133008257658,0.607455649842207
1,gr_refined,0.05105286775145143,0.29651665754229656
2,gr_refined,0.056160659013015424,0.3155698396578521
3,gr_refined,0.058543048993934164,0.34002210857624493
4,gr_refined,0.07978224416366136,0.37586262993861896
5,gr_refined,0.05105938527629773,0.30567035145224136
6,gr_refined,0.05402829357904069,0.3077687380659469
7,gr_refined,0.05920152337430786,0.3525578806897482
8,gr_refined,0.07880454722049199,0.37195229070724534
9,gr_refined,0.04635698807174999,0.2899734788410777
10,gr_refined,0.05968495850380667,0.3180960822625035
11,gr_refined,0.05784229178571848,0.3516435415170443
12,gr_refined,0.07606776235753361,0.3634489044879098
13,gr_refined,0.050581396931738895,0.3410248997255975
14,gr_refined,0.05466139407603565,0.33961444602984636
15,gr_refined,0.05866086150044654,0.3556195916346482
16,gr_refined,0.07911109342375129,0.3753164435329294
17,gr_refined,0.0497677386209972,0.29358884346344444
18,gr_refined,0.05414053187378392,0.3130488867654571
19,gr_refined,0.06077737354083892,0.35888462736092697
20,gr_refined,0.0859401667328952,0.3996808915393967
21,gr_refined,0.05072192831105155,0.3110485166826058
22,gr_refined,0.05288713343588926,0.3069325193084111
23,gr_refined,0.061163914507802335,0.3633848430234825
24,gr_refined,0.08210989663209918,0.39139058742809807
25,gr_refined,0.04823580096855055,0.29346082344707575
26,gr_refined,0.05542764932971864,0.31176656104347367
27,gr_refined,0.06364623872206279,0.36634333177506406
28,gr_refined,0.07103863763899027,0.35140521720739926
29,gr_refined,0.04668899756971243,0.2875957758311123
30,gr_refined,0.05304852510019059,0.30395281192362794
31,gr_refined,0.05930294228670978,0.35962778632136583
32,gr_refined,0.073829044423805,0.36501367733890916
33,gr_refined,0.04564616072358871,0.2959304019676934
34,gr_refined,0.05373466231157898,0.31130370948055086
35,gr_refined,0.05798887919136019,0.34233576001388266
36,gr_refined,0.07552130501663407,0.3606476488570954
37,gr_refined,0.04763508975529105,0.3141056107187099
38,gr_refined,0.05427711836934655,0.3077569983651699
39,gr_refined,0.06450545347737388,0.3684059977231638
40,gr_refined,0.07824336537573026,0.37420896695926126
41,gr_refined,0.045467031947919075,0.2887441810457425
42,gr_refined,0.054897865704390765,0.31699950029872936
43,gr_refined,0.06746813917797655,0.3775011318872321
44,gr_refined,0.07319202187103561,0.3568905740524957
45,gr_refined,0.045890052264842385,0.2938942573332642
46,gr_refined,0.05238199113312373,0.31540501164838436
47,gr_refined,0.05817282502367544,0.3424998553379164
48,gr_refined,0.0934848069247552,0.4168959423984204
1,gr_whole,0.0619765231578848,0.38795392297586706
2,gr_whole,0.06311727211427867,0.42443064256200375
3,gr_whole,0.06945419618309111,0.43839428889936183
4,gr_whole,0.07014299213149942,0.4004648033856135
5,gr_whole,0.06428586699226681,0.377960299931431
6,gr_whole,0.0648004043121253,0.4204629733749763
7,gr_whole,0.06503916027201556,0.4229201194082541
8,gr_whole,0.07725743718095812,0.38975404204692793
9,gr_whole,0.050765677308640476,0.32730683061392657
10,gr_whole,0.0701933640119605,0.42832207809617484
11,gr_whole,0.06150917281522473,0.3848449593053223
12,gr_whole,0.07224730100932196,0.3740248880564253
13,gr_whole,0.07287885415624841,0.40544359175309985
14,gr_whole,0.06559855362118569,0.40216985775983854
15,gr_whole,0.05579593490920504,0.3710569484606341
16,gr_whole,0.07462575059243527,0.41057516874326433
17,gr_whole,0.06100805503675187,0.375436892580836
18,gr_whole,0.06661291938660921,0.4215659118366967
19,gr_whole,0.06327429148513662,0.3797254234634098
20,gr_whole,0.07450144440364763,0.45215508617257644
21,gr_whole,0.05748225184990754,0.3719918136834731
22,gr_whole,0.06260227151619753,0.41780814498949576
23,gr_whole,0.060473140365087906,0.36726693457386367
24,gr_whole,0.07518149823415948,0.37863554255461945
25,gr_whole,0.05286883912390541,0.34339645916241485
26,gr_whole,0.05451909264815479,0.3937738104775499
27,gr_whole,0.06932424123435399,0.38308249046071485
28,gr_whole,0.06683131887308796,0.3634252448570226
29,gr_whole,0.05074081075117344,0.32590025163980296
30,gr_whole,0.07199446936483965,0.3953083662434943
31,gr_whole,0.09466966458726717,0.42464053298910986
32,gr_whole,0.08868298031444288,0.40860217081311195
33,gr_whole,0.05191613070731893,0.3287221313894633
34,gr_whole,0.04813683405249774,0.32922923431486223
35,gr_whole,0.054417921730337666,0.34114564388154184
36,gr_whole,0.06342092402203144,0.3424783972485223
37,gr_whole,0.052369950254594844,0.33689935287970607
38,gr_whole,0.05112370636003478,0.36195668264058195
39,gr_whole,0.05660079213054887,0.3442631038881022
40,gr_whole,0.09063999206147301,0.38942762432776024
41,gr_whole,0.04805700578467888,0.3024282686489876
42,gr_whole,0.0619244911426285,0.39733250748000115
43,gr_whole,0.04530014445546717,0.2918670729915035
44,gr_whole,0.07361062610439142,0.3786466739019025
45,gr_whole,0.047625714331123836,0.31120462182012887
46,gr_whole,0.05294167187106497,0.36840266626016255
47,gr_whole,0.04550765721488656,0.2988957473742515
48,gr_whole,0.08317967700946609,0.3913932589517822
1,leg_tot,0.06821577509545629,0.4589700918539396
2,leg_tot,0.0823396530307831,0.44948457572640776
3,leg_tot,0.0568698019092696,0.4579439249997469
4,leg_tot,0.09231461774989314,0.40890117287452266
5,leg_tot,0.08193934824846877,0.4251172358077386
6,leg_tot,0.07494775731286758,0.4725656767505303
7,leg_tot,0.06543209075020565,0.4398438854300443
8,leg_tot,0.09455199969740088,0.37994140713969843
9,leg_tot,0.06900812799227761,0.4481809943621809
10,leg_tot,0.08022742243948885,0.4725199918378968
11,leg_tot,0.0599500267725699,0.4557758838899593
12,leg_tot,0.0933425150851256,0.35832934118598675
13,leg_tot,0.0766255174247752,0.4634290117425814
14,leg_tot,0.07604421062295856,0.48422754504821436
15,leg_tot,0.06441133197082875,0.46124909287260435
16,leg_tot,0.10488606981115726,0.394996565923601
17,leg_tot,0.0648936750896978,0.4638314380927775
18,leg_tot,0.07496984491279914,0.4692301340194076
19,leg_tot,0.05998302360884157,0.4446103402619756
20,leg_tot,0.10293709840028357,0.4136597235418098
21,leg_tot,0.07291846326566302,0.4755179264811847
22,leg_tot,0.07679819667334661,0.49159334043178454
23,leg_tot,0.06611400153538267,0.4729950178409545
24,leg_tot,0.09696950868394487,0.41558262194333406
25,leg_tot,0.08020243543523606,0.456919001782139
26,leg_tot,0.075050293684684,0.48412432855386944
27,leg_tot,0.05427793987291118,0.464567098077174
28,leg_tot,0.08164117367367993,0.47281421177860206
29,leg_tot,0.07799792935941965,0.4761394494486812
30,leg_tot,0.08007067531898457,0.4820303866772889
31,leg_tot,0.0641519487491234,0.47252289987826707
32,leg_tot,0.08425783897769734,0.4215296704998572
33,leg_tot,0.08239230401953321,0.4563076816362607
34,leg_tot,0.07205127667897526,0.49913357124617097
35,leg_tot,0.05802511369319825,0.4687307532961573
36,leg_tot,0.07744408187597908,0.4307309685763258
37,leg_tot,0.08336351008454129,0.4531237338360597
38,leg_tot,0.0719886040772983,0.49941973771322695
39,leg_tot,0.06859285915845005,0.45304984366211976
40,leg_tot,0.10310673587782522,0.4099876436948847
41,leg_tot,0.08054215731850314,0.4855605474386433
42,leg_tot,0.08262506532002893,0.4737311756698106
43,leg_tot,0.06411846952458007,0.45638843093057785
44,leg_tot,0.09492606220408176,0.4291195633645488
45,leg_tot,0.08011138643062027,0.47584545679814594
46,leg_tot,0.07534190457575289,0.4958275587732968
47,leg_tot,0.06863140401760143,0.4688294464045278
48,leg_tot,0.11806718612291014,0.34772947721994935
1,oil,0.1137119427005304,0.9496958632290005
2,oil,0.10962205626820537,0.9563170446220978
3,oil,0.1129526462607263,0.9432726035884712
4,oil,0.11661669031874236,0.9323398357033962
5,oil,0.11319203555906145,0.9455743407549948
6,oil,0.10983655444935128,0.9418833255155279
7,oil,0.11952280144453703,0.9512506519218861
8,oil,0.11402948667076974,0.959111612109224
9,oil,0.11307377544012757,0.9530293903375684
10,oil,0.10731545104675036,0.9450299323968834
11,oil,0.11191429049981078,0.9485048945762177
12,oil,0.11600493010971594,0.9412752911771818
13,oil,0.1105122309928634,0.9391649842406268
14,oil,0.10917799230375266,0.947688207671276
15,oil,0.11018064690280432,0.938070616000147
16,oil,0.11681483084587288,0.9770495692272806
17,oil,0.1231146880581419,0.9380499299016638
18,oil,0.10856892892641863,0.9448687042293725
19,oil,0.11098024883020284,0.9370493481391563
20,oil,0.11598553370448281,0.9556620763167141
21,oil,0.12208336755925424,0.9460255599523175
22,oil,0.11136996971462239,0.9467809455367497
23,oil,0.11104342141883985,0.9425836980606533
24,oil,0.11883341799736054,0.9542277442283602
25,oil,0.11123294359799535,0.9422267884707753
26,oil,0.10546490965293653,0.9449272610855831
27,oil,0.11025132016535487,0.9363791296613692
28,oil,0.105925910984533,0.9460653867608831
29,oil,0.1205905119830164,0.9431964967057224
30,oil,0.106706706115689,0.9447588465973613
31,oil,0.11260868152878072,0.9509158923506283
32,oil,0.12483908531714229,0.9346332927970442
33,oil,0.10955594024547124,0.9308853256331953
34,oil,0.10625581475226323,0.9292065820793542
35,oil,0.11108754256948782,0.9473210020820679
36,oil,0.10448105818480834,0.9318821009318407
37,oil,0.11191489248225253,0.9337745144244822
38,oil,0.10612552584290622,0.9309203575891508
39,oil,0.1113883282251192,0.9292085966244544
40,oil,0.12261030936478103,0.9607221906603384
41,oil,0.10843763029029622,0.9252976747320172
42,oil,0.10061731175344858,0.9170166449997859
43,oil,0.10559793357812321,0.9335254052447262
44,oil,0.10581597914760436,0.9237212878361746
45,oil,0.10986141159486817,0.9295832881292805
46,oil,0.10620934198373798,0.925759418538858
47,oil,0.10805174603845775,0.9298029527837678
48,oil,0.10782366254922389,0.9252225409029298
1,pf_egg,0.3754065599999999,2.3001779999999994
2,pf_egg,0.37540655999999994,2.3001779999999994
3,pf_egg,0.37540655999999994,2.3001779999999994
4,pf_egg,0.37540656,2.3001779999999994
5,pf_egg,0.3754065599999999,2.3001779999999994
6,pf_egg,0.37540655999999994,2.3001779999999994
7,pf_egg,0.3754065599999999,2.3001779999999994
8,pf_egg,0.3754065599999999,2.3001779999999994
9,pf_egg,0.37540655999999994,2.3001779999999994
10,pf_egg,0.37540655999999994,2.3001779999999994
11,pf_egg,0.3754065599999999,2.3001779999999994
12,pf_egg,0.37540656,2.3001779999999994
13,pf_egg,0.3754065599999999,2.3001779999999994
14,pf_egg,0.37540656,2.300178
15,pf_egg,0.37540656,2.3001779999999994
16,pf_egg,0.3754065599999999,2.3001779999999994
17,pf_egg,0.37540655999999994,2.3001779999999994
18,pf_egg,0.37540655999999994,2.3001779999999994
19,pf_egg,0.37540656,2.3001779999999994
20,pf_egg,0.37540655999999994,2.3001779999999994
21,pf_egg,0.37540655999999994,2.3001779999999994
22,pf_egg,0.37540656,2.3001779999999994
23,pf_egg,0.37540655999999994,2.3001779999999994
24,pf_egg,0.37540655999999994,2.3001779999999994
25,pf_egg,0.3754065599999999,2.3001779999999994
26,pf_egg,0.37540655999999994,2.3001779999999994
27,pf_egg,0.37540655999999994,2.3001779999999994
28,pf_egg,0.37540656,2.3001779999999994
29,pf_egg,0.37540656,2.300178
30,pf_egg,0.3754065599999999,2.3001779999999994
31,pf_egg,0.37540655999999994,2.300178
32,pf_egg,0.37540656,2.3001779999999994
33,pf_egg,0.37540655999999983,2.3001779999999994
34,pf_egg,0.37540655999999994,2.3001779999999994
35,pf_egg,0.37540655999999994,2.3001779999999994
36,pf_egg,0.37540655999999994,2.3001779999999994
37,pf_egg,0.37540655999999994,2.3001779999999994
38,pf_egg,0.37540656,2.3001779999999994
39,pf_egg,0.37540656,2.300178
40,pf_egg,0.37540656,2.3001779999999994
41,pf_egg,0.37540655999999994,2.300178
42,pf_egg,0.37540655999999994,2.3001779999999994
43,pf_egg,0.37540655999999994,2.3001779999999994
44,pf_egg,0.37540655999999994,2.3001779999999994
45,pf_egg,0.37540656,2.3001779999999994
46,pf_egg,0.37540655999999994,2.3001779999999994
47,pf_egg,0.37540655999999983,2.3001779999999994
48,pf_egg,0.3754065599999999,2.3001779999999994
1,pf_ns,0.1478721182035523,0.8964941894825776
2,pf_ns,0.1404987560664507,0.873087065372765
3,pf_ns,0.16644289668332507,1.114651606840848
4,pf_ns,0.14846335795544882,1.0842550152336272
5,pf_ns,0.15781297550060844,0.9724950092429833
6,pf_ns,0.1339418205219604,0.6913291410832818
7,pf_ns,0.16960590516359042,1.1009382764242732
8,pf_ns,0.19737338646298955,1.1135860235533857
9,pf_ns,0.1844810084456534,0.8672346142368793
10,pf_ns,0.22324128164530913,0.8561095145412095
11,pf_ns,0.14044198820923828,0.8837095000717301
12,pf_ns,0.1549753950366352,0.7547686155309566
13,pf_ns,0.17532756074891606,1.1845697346101949
14,pf_ns,0.15162848967372322,0.8260646893429322
15,pf_ns,0.16070565495331027,1.0376700552140043
16,pf_ns,0.22602302778033354,1.2288753133533323
17,pf_ns,0.15571353558305212,0.9638605109226582
18,pf_ns,0.2574487635036773,1.0833773283926655
19,pf_ns,0.18504911999824675,1.0672958133568562
20,pf_ns,0.20138808725835064,1.1060169347692412
21,pf_ns,0.18255757344905385,1.0513783675723813
22,pf_ns,0.19332347195380586,0.9825063290613019
23,pf_ns,0.16707297984775998,1.2789056995435153
24,pf_ns,0.20454244957914558,1.4104551756943675
25,pf_ns,0.16320887379111418,0.9603444183107327
26,pf_ns,0.16104577895403172,0.8380372431083607
27,pf_ns,0.15919800217265448,1.02317606080129
28,pf_ns,0.1743598939592893,1.157572648995732
29,pf_ns,0.18187277570975643,1.0422419163216055
30,pf_ns,0.12311962042295616,0.7054997047697283
31,pf_ns,0.17583452826703827,1.0550670295729254
32,pf_ns,0.19180727416938942,1.2722692994766467
33,pf_ns,0.1568413587729502,0.852992804044183
34,pf_ns,0.1900673131230062,0.8828947687995492
35,pf_ns,0.20483117557950362,1.0249908347044434
36,pf_ns,0.19744731556195017,1.0048334436296935
37,pf_ns,0.17520183358821667,1.1110487018376827
38,pf_ns,0.21419701995200616,0.7557145222200147
39,pf_ns,0.20777792187353078,1.2093478866097669
40,pf_ns,0.21972607860936502,1.3014493815656125
41,pf_ns,0.18274181954138932,0.9826250617756321
42,pf_ns,0.14813232745327914,0.8773492630052903
43,pf_ns,0.19141531877363058,1.1932417167050415
44,pf_ns,0.1298822785311219,0.7051083766101555
45,pf_ns,0.16488734047504236,0.9490021446860586
46,pf_ns,0.15004610327925633,0.8697105309838962
47,pf_ns,0.19130724774444338,1.3167275053525005
48,pf_ns,0.14046709137830043,0.9360111126069555
1,pf_poultry,0.3971219969463657,2.733796578240542
2,pf_poultry,0.39609009899517894,2.733798457301872
3,pf_poultry,0.393437883539808,2.733798484848484
4,pf_poultry,0.3989026794856551,2.731283637988439
5,pf_poultry,0.3793057462410093,2.7337983409762816
6,pf_poultry,0.39713477259741525,2.7337621400673373
7,pf_poultry,0.39408381988619523,2.7337842470347833
8,pf_poultry,0.3974490845589202,2.7337984848484846
9,pf_poultry,0.3748663055852791,2.7331770374833426
10,pf_poultry,0.39689672920594404,2.7337984430643827
11,pf_poultry,0.390211926509938,2.733798357305466
12,pf_poultry,0.3906766734837556,2.7324294755075074
13,pf_poultry,0.3890224959569025,2.733798484848484
14,pf_poultry,0.39938810105749484,2.7337982696955816
15,pf_poultry,0.39559217136386343,2.733798484848484
16,pf_poultry,0.3974658994469078,2.732913527702063
17,pf_poultry,0.39233171638632136,2.733533684118137
18,pf_poultry,0.39917723714224096,2.7337984337355046
19,pf_poultry,0.40393367007655245,2.7324229029372864
20,pf_poultry,0.39704007374611294,2.7337861855013332
21,pf_poultry,0.3872688087825786,2.733798484848484
22,pf_poultry,0.3901198259774685,2.7337983978180342
23,pf_poultry,0.3887027061743523,2.7337984528662864
24,pf_poultry,0.371352958182167,2.72673454184243
25,pf_poultry,0.390044153924712,2.733797642667412
26,pf_poultry,0.39859687397669435,2.733791429382438
27,pf_poultry,0.38908860089833813,2.7337983519234
28,pf_poultry,0.39815268424997785,2.731912633765946
29,pf_poultry,0.3896592421499165,2.731896922069291
30,pf_poultry,0.38217020040877375,2.7337974147807578
31,pf_poultry,0.3964942542294187,2.733798484848484
32,pf_poultry,0.39431019604593337,2.730779092411384
33,pf_poultry,0.3823844275099486,2.733797988374259
34,pf_poultry,0.3864767177536412,2.733788527142627
35,pf_poultry,0.39928203092557113,2.7337984848484846
36,pf_poultry,0.39333594950191886,2.728335635423311
37,pf_poultry,0.37246125646391837,2.7337820275997347
38,pf_poultry,0.37597839451103915,2.732843760610397
39,pf_poultry,0.3858212070951776,2.7337983216686466
40,pf_poultry,0.39231562527941083,2.733798484848484
41,pf_poultry,0.38515007448228106,2.733728877936259
42,pf_poultry,0.38798803512627694,2.733798484848484
43,pf_poultry,0.39301033078335634,2.733798484848484
44,pf_poultry,0.39611613462955236,2.721082902890211
45,pf_poultry,0.3907700716023014,2.7337892491440297
46,pf_poultry,0.3843124805321971,2.733798484848484
47,pf_poultry,0.3728177267240396,2.733798484848484
48,pf_poultry,0.39610387920397766,2.733798484848484
1,pf_redm,2.2616709710334946,5.267512875602163
2,pf_redm,2.2310562024025646,5.213917540553695
3,pf_redm,2.5086142870342885,5.580500324477825
4,pf_redm,2.203982381209036,5.163401328612624
5,pf_redm,2.152288867138695,5.119051639155724
6,pf_redm,2.1407353421999042,5.069852283313293
7,pf_redm,2.425772946320745,5.513954493152825
8,pf_redm,2.278096377458969,5.163773926231325
9,pf_redm,2.3786091894787784,5.432300487746058
10,pf_redm,2.3342635655192026,5.297943997739802
11,pf_redm,2.2228787422775818,5.183873080104766
12,pf_redm,2.2867578748086523,5.17295698692738
