subgroup,food,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,price_impact_mean,price_impact_se
1,added_sugar,0.09635236967137249,0.008363435877107668,0.9993253098982127,0.0902142835417146,0.6425429240275629,0.04303169439010743
2,added_sugar,0.10827162838126583,0.0075096337017191,1.1415407582816683,0.07888539024833705,0.7311476526566436,0.06507965916464549
3,added_sugar,0.10284660535851896,0.005121278027212201,1.0985781530265009,0.05583463703279595,0.5901600831027497,0.04627593564892243
4,added_sugar,0.09466097641404332,0.009933391441407773,0.967669638739625,0.10521936088798911,0.6825560206595453,0.07923549255682892
5,added_sugar,0.07308005253350155,0.005074800508769327,0.742713716385584,0.054699621521442164,0.5284519468290974,0.029878650250084765
6,added_sugar,0.08898541631718618,0.004425840203838205,0.9428076036236399,0.05076722254708475,0.5521511387031192,0.03667786745370489
7,added_sugar,0.0735037453552115,0.0035214103749186326,0.7530606541038966,0.03682719551171797,0.5162518294960667,0.041304617083471856
8,added_sugar,0.056996830145412264,0.006613109142721243,0.5802517024553957,0.07325221830046394,0.4757343699847615,0.06016227538315633
9,added_sugar,0.12554838101780028,0.014177163197322656,1.303897716420289,0.1546884687313102,0.8603000574633416,0.0840073678492624
10,added_sugar,0.10832801606740225,0.008335647798766341,1.140133403479607,0.08222367721683224,0.6499034970074313,0.06613501637980801
11,added_sugar,0.11400760974115545,0.009269790230418514,1.1790039243074975,0.09670807271763612,0.6860420065390039,0.09046637533577107
12,added_sugar,0.07841099350491719,0.008260705320483848,0.7431730096544316,0.0822632807174838,0.5452465056996982,0.04754220188780002
13,added_sugar,0.06707573877511828,0.005321425354632199,0.6786464051237926,0.056260808623762586,0.5253585231974355,0.04103398158493742
14,added_sugar,0.08998206516083188,0.005700748361966002,0.9370210746139731,0.06315472155624441,0.6056472437838648,0.05077372108615121
15,added_sugar,0.06082622449556624,0.004139742903025817,0.5927024067720652,0.04366355936468791,0.4377104617856272,0.04078444377024384
16,added_sugar,0.06325167127821793,0.006293321062532036,0.6204148188098418,0.0639345646541267,0.3766927750081181,0.03436401710570238
17,added_sugar,0.10149629276293294,0.005983191164241759,1.0292657604919706,0.06279198033641531,0.6607416533533852,0.05917296284332466
18,added_sugar,0.09477856877190016,0.00632825687244891,0.9803523970822596,0.06664716568292824,0.6031874952562981,0.06210168470265996
19,added_sugar,0.09754450882871168,0.008297658513104059,0.983307853825102,0.08825585053576837,0.5314911741129369,0.05770471230375445
20,added_sugar,0.0950175796530765,0.02404376745687918,0.9674182954357953,0.26279527824095517,0.48780023253575977,0.07504985229268933
21,added_sugar,0.07249581658411167,0.006238297564938117,0.7417963503737407,0.078353004362035,0.45979143921383747,0.035057227594829696
22,added_sugar,0.08254994924494151,0.006753140992488592,0.8602833367646457,0.07327857112629742,0.5069324721647602,0.04218629671096254
23,added_sugar,0.06291555161425509,0.0037785834802534363,0.6275948836040317,0.042038230673042826,0.3994444963993242,0.03113514348938875
24,added_sugar,0.05057357062498948,0.005010520759206073,0.5019156702250483,0.05382003642941132,0.31695919288694285,0.04115640384551492
25,added_sugar,0.0982649885404533,0.008274084393706329,1.0035408831096466,0.09086175702513997,0.7043331969123534,0.06603949314740107
26,added_sugar,0.09799880386020404,0.006183459369248242,1.0317590846003308,0.06662633657570485,0.6173562946226878,0.05403889897069631
27,added_sugar,0.0846423438367028,0.007353174007952442,0.8592452103254223,0.07343888975863727,0.535376274419976,0.05592771763194613
28,added_sugar,0.06447393248598404,0.009635906885836902,0.6014606410423917,0.0940227422774416,0.38959775022535015,0.06275277096887576
29,added_sugar,0.07608104551115427,0.005564812482945075,0.7619436847355904,0.05498768056946172,0.6667578290178802,0.10434795637430169
30,added_sugar,0.07368245212783663,0.004336025070477435,0.7358018472152339,0.049475162165017475,0.4993601726050955,0.028753480529557767
31,added_sugar,0.0592552915566264,0.004363557553692982,0.586463669150609,0.04533664877775687,0.37799915622563957,0.02801698711371042
32,added_sugar,0.04002944174221466,0.005751436272360774,0.39764905463039263,0.06233371388902686,0.3058228756244393,0.0327106029056355
33,added_sugar,0.07181295905101358,0.004497707602709796,0.6906587181058553,0.04315421728658733,0.5759080495336796,0.03794351383460016
34,added_sugar,0.08772707582572623,0.006175880106382305,0.9005173839488924,0.0647546346569818,0.7069392255315694,0.06299908938396494
35,added_sugar,0.05692270725631199,0.005181285244098756,0.5649289583536924,0.05323158960021206,0.39480715887639556,0.05015956151068431
36,added_sugar,0.0538430256889016,0.009597577254801927,0.5360192424510875,0.10012023193859206,0.34515724359217165,0.06113471948081635
37,added_sugar,0.05978073942078986,0.004892908911407208,0.6041976547073421,0.049177681852824444,0.46688649578320685,0.03749597722090727
38,added_sugar,0.057338904365331386,0.0034452845961594238,0.5744678227392495,0.040177115273932605,0.3943686942146737,0.02698368291545282
39,added_sugar,0.04707842523532195,0.003554944626175743,0.4585703038786355,0.041890838934800466,0.31308518619603976,0.03106859507556297
40,added_sugar,0.04413343342762539,0.007241554309428086,0.4269854474707043,0.0761043395264022,0.3308171801682309,0.061928950948555606
41,added_sugar,0.08018727791248492,0.00462747180839466,0.7786965764052108,0.04910163788169266,0.5946990556547013,0.05327916328695738
42,added_sugar,0.06251290269857446,0.004489977966068773,0.6169074506501624,0.048553111857642835,0.40392214019445827,0.04384954017203515
43,added_sugar,0.06542250097226435,0.011170335242972512,0.6722760228247477,0.12259778454177357,0.3822211385434767,0.042690236517190706
44,added_sugar,0.05163613844948306,0.009674200567128057,0.4440428377305415,0.07380738441588437,0.30771227816335794,0.05028302344552321
45,added_sugar,0.05469606425665217,0.002558675783356802,0.5320195422260596,0.027788656628393693,0.4566523179287375,0.03872524602542499
46,added_sugar,0.057996678341547245,0.00745871026470817,0.5490654907125889,0.0664481522811207,0.4310125767677949,0.05926145313886572
47,added_sugar,0.04482848972480838,0.004945450813145349,0.43559766818231305,0.04322248017285306,0.3511307332856431,0.057682885436657234
48,added_sugar,0.05031748268570408,0.008209142801749324,0.5061530021672754,0.08673162248109237,0.3306335834909693,0.07053508330308586
1,dairy,0.7743818719841856,0.047575000745565144,4.174628207021709,0.2564145916292406,1.5763843008073266,0.11163966885968095
2,dairy,0.5017081440509178,0.03518368367447106,2.7058757245413845,0.189832108283688,1.1162584151877974,0.09464716883195028
3,dairy,0.6481497520592405,0.04011382411389712,3.4938736863147892,0.216811284453755,1.1886256668844646,0.06389804068232663
4,dairy,0.5781349524086755,0.04168027483073093,3.119063514269478,0.2244891446645816,1.088841919609558,0.08296777885908511
5,dairy,0.5513895866565148,0.021953767651233965,2.9757419551866566,0.1181965018708097,1.0972136381996547,0.0735691841041971
6,dairy,0.42358704301800937,0.028397364176611643,2.2853963049795927,0.15355026371967362,0.9066796761654901,0.06256497508971486
7,dairy,0.471111776906973,0.025231279479085787,2.542948807680351,0.13616230470014545,1.0330232111206232,0.07763739982892637
8,dairy,0.42794218921702903,0.033111306087276686,2.312127862096987,0.17827913857828093,0.7829202430451953,0.06334525510280402
9,dairy,0.6662948448555319,0.045391110629848484,3.5911578075652977,0.24425535711274743,1.2263148815734737,0.10368799163876745
10,dairy,0.419515156850037,0.03357405888880448,2.260960123786927,0.1809844879405876,0.871683699718862,0.06204464954457581
11,dairy,0.5489122696240087,0.041573459124744354,2.958741546709322,0.22409361721697046,1.0314471115683543,0.08559167213771636
12,dairy,0.5289232014946584,0.05251010813514339,2.8532323139000013,0.28284025281560815,1.0488709597072015,0.10663513217342643
13,dairy,0.5316866877711527,0.026439782156328733,2.8675514136114044,0.14202231900177928,0.9834511755980074,0.052410148762201444
14,dairy,0.40229565001427803,0.0287634466823364,2.1716089847966296,0.1556576520225077,0.6950228507750112,0.05465595853506472
15,dairy,0.48852325316105377,0.02770729957923552,2.6338329490323837,0.14944139193187797,1.0104796282654116,0.08339275386054239
16,dairy,0.4686408602092643,0.04258948062251676,2.527198423035679,0.22939597926067104,0.9502235411118259,0.10926691171875585
17,dairy,0.7213759765951775,0.036707326780480894,3.889570224820119,0.19795226839275842,1.4026179952206765,0.08502776662975138
18,dairy,0.4069788996239877,0.03267186303122461,2.198514140559691,0.17801980748890595,0.789386576680321,0.08149797700975078
19,dairy,0.49832734888585883,0.054694656235458376,2.6866506371879395,0.29474265522350374,0.8315047701050092,0.09975972174187933
20,dairy,0.5945140123033444,0.12504963344882533,3.2081574361319807,0.6732822918515955,1.060404454807815,0.3286504227353772
21,dairy,0.536927528463069,0.03493159055472043,2.895784447638177,0.1883514215082267,1.083951390007475,0.08660316458838152
22,dairy,0.3816954428745375,0.02490444417549798,2.0607346710763723,0.1346204390304983,0.7707088073974695,0.06544670635355138
23,dairy,0.4414741745958411,0.024892897625157426,2.38074859070581,0.133880021852908,0.7805392997575905,0.04215841905591095
24,dairy,0.4506445082294841,0.04855231392193348,2.4313674545560056,0.2612716860787398,0.7905611796948901,0.1253026297273312
25,dairy,0.6324252038578551,0.03502541486859863,3.408053695930788,0.18858560678661587,1.190004136362954,0.08507642121076742
26,dairy,0.3822879119372855,0.02856108995633191,2.059522134553623,0.15385049036659296,0.6806518729611283,0.07758577177703298
27,dairy,0.4532491952979608,0.029300089876826897,2.446496892032301,0.15790884085385956,0.855270113893295,0.07003814374048256
28,dairy,0.4934993373991989,0.07163461368599465,2.6630386232771395,0.38570033837183376,0.7004670285947846,0.0837396694293645
29,dairy,0.5968132606376813,0.04240785860466082,3.217455955104744,0.22879563216732549,1.1006887799765634,0.0742769959512714
30,dairy,0.30708168047848555,0.021440498131533623,1.656340352092437,0.11534887570867138,0.6390069401149638,0.045989420222148844
31,dairy,0.47173641954876505,0.04204320972503245,2.5431445890299544,0.22651385829868687,0.8407419467573792,0.07686017472965855
32,dairy,0.3576093045226283,0.03498387984582838,1.9296438070437913,0.18850877835848193,0.5855152447825613,0.05679519541047745
33,dairy,0.6248575263007176,0.041281610418767024,3.371110348417461,0.22208446418724492,1.056082949330643,0.08662445320845764
34,dairy,0.4102324150060618,0.03940097667802957,2.213977753145914,0.21179954744167104,0.7830447573493086,0.08366025780212973
35,dairy,0.48849839289355246,0.038856804008832686,2.633811813633224,0.20952664444611957,0.7499372701895566,0.06451270548927422
36,dairy,0.5599154917182385,0.0770599830399126,3.017777749230603,0.4149824609064515,0.821354569126521,0.13186602527922828
37,dairy,0.48901179255689947,0.028187126584406853,2.6358231923225284,0.1518184036998167,0.8192814936394819,0.06534045039149332
38,dairy,0.3016146059035748,0.02327188171716202,1.6267710120908827,0.12533118937516158,0.4892432975853865,0.04337369041138713
39,dairy,0.3641243944763683,0.028314801344239946,1.9643504709502642,0.15226693773728187,0.6086951523322699,0.07635704482491407
40,dairy,0.43520006726380944,0.06484226994165393,2.3565181393802543,0.35260517535532016,0.613819911101103,0.07938628156113456
41,dairy,0.7001761510302209,0.037160437407866675,3.7728476683667624,0.2001308111408251,1.0494950920885764,0.06010554066570039
42,dairy,0.3771489713915994,0.037663656588092356,2.0317451431240854,0.2028875914219406,0.5848983615244164,0.07853537299324435
43,dairy,0.458179910303585,0.05709217871512278,2.4699790427241255,0.3077064835804646,0.6372127010015106,0.10690154464582104
44,dairy,0.35868857145395805,0.059514688426136136,1.9330074222282023,0.3207069892945181,0.468207009190305,0.09995176677096716
45,dairy,0.5327669009879571,0.028070260227313775,2.8719956655162804,0.15135845074175447,0.8426890261933582,0.04599730423857492
46,dairy,0.3047257784364007,0.03513464348335551,1.647075915891543,0.18898552919016387,0.5024732318033879,0.06195463599584319
47,dairy,0.443368264551159,0.046977775489034625,2.3906414873549666,0.2531186612940046,0.6972250620629663,0.07332714935323334
48,dairy,0.4760794618203428,0.06647362492308521,2.569663268440933,0.3578090107584003,0.724470483740562,0.14354393937793308
1,fruit_exc_juice,0.07115467500490749,0.012353578832610785,0.6760813821761965,0.07648809094837691,0.8810598229266359,0.09966063870469682
2,fruit_exc_juice,0.06871273266988823,0.012875323853257618,0.6320456431229284,0.11206710201363997,0.8093156305160552,0.14608198790283294
3,fruit_exc_juice,0.1497423133829941,0.037358091369904776,0.93510955310002,0.09254604299822398,1.2728725906837148,0.14570223186560272
4,fruit_exc_juice,0.1342479023375284,0.02204312685398743,0.9825819454654597,0.1218737997701346,1.3520167469808964,0.18432905312654776
5,fruit_exc_juice,0.10982324741375148,0.013024518593007456,0.8595917666883608,0.061941045702551364,1.1858177539007342,0.09204676899922778
6,fruit_exc_juice,0.07539826760555475,0.012025336780219704,0.570531050397255,0.06242413714661036,0.7827889502812999,0.10953295110176961
7,fruit_exc_juice,0.11189381305899013,0.013122031069083528,0.9152486788452094,0.08276326819792061,1.2340934691784529,0.13676331501518565
8,fruit_exc_juice,0.1306004095788306,0.036211636507809765,1.231589228747459,0.3991067602024003,2.315447919948529,1.2528210930825936
9,fruit_exc_juice,0.13960301013995852,0.04310841057280787,1.1875392753614067,0.2959530670383115,1.7768345602704114,0.6034328371537224
10,fruit_exc_juice,0.11993282442790709,0.029333554079346076,0.8442862915053896,0.20748991237799283,1.4542913338373948,0.5046466991045597
11,fruit_exc_juice,0.11777491814240187,0.014183805811386329,0.8990063120347719,0.0901904485521252,1.1302098185777014,0.1167434235517544
12,fruit_exc_juice,0.16842880979219144,0.032035734343744425,1.2042780719817325,0.15054891431198533,1.585419087155383,0.18736890651175095
13,fruit_exc_juice,0.08676261512299269,0.010550352436033968,0.7347934843439553,0.06036497772459168,0.9565384089957213,0.09078542774732776
14,fruit_exc_juice,0.08044083149772098,0.011316285676320429,0.6766228866459367,0.0765443869739397,0.9368203427265763,0.11420233232228656
15,fruit_exc_juice,0.10677040360927052,0.008623200424565058,1.000312551016903,0.08033347905525885,1.2930978056196032,0.10363331581776301
16,fruit_exc_juice,0.14505595417832798,0.027340507942442683,1.0375728551074497,0.15815496064640255,1.4454246427914015,0.3045551958938082
17,fruit_exc_juice,0.0898140886414091,0.011740628054134962,0.7518899051686254,0.06737538288818792,1.0830021744295735,0.10523970317776189
18,fruit_exc_juice,0.10886547828763686,0.03029079502190975,0.6577237547896165,0.08586784147914112,0.9580306596444292,0.16245994759457733
19,fruit_exc_juice,0.16149578458885,0.03197185272436673,1.11647097558406,0.14272905808296546,1.618943523069707,0.2976883671717146
20,fruit_exc_juice,0.15040885372304272,0.02613968571917616,1.1481050716281311,0.19707422354370085,1.5550643738489787,0.2968451434186583
21,fruit_exc_juice,0.08379938114441679,0.011700436002022077,0.7367852749892002,0.07841220569568459,1.0426408372181581,0.14522847801788547
22,fruit_exc_juice,0.1369066512202774,0.028704316250826,0.9462048063552306,0.13603135484690057,1.3396858288907036,0.21569429162376627
23,fruit_exc_juice,0.14724499584472153,0.02193258533254462,1.2036953720340737,0.1053061040823961,1.6135639781651672,0.1362234793572339
24,fruit_exc_juice,0.18471975751080982,0.03666096419034712,1.2406430072422083,0.1857817505453523,2.0832713137952683,0.5514610808780376
25,fruit_exc_juice,0.10486745877558148,0.0188696542880536,0.7438446392974511,0.06369858876236059,1.0001804085320158,0.10733417635335998
26,fruit_exc_juice,0.09192308043399909,0.015572631619903873,0.68247475151431225,0.08963478416672505,0.9148432681995672,0.11422768451013858
27,fruit_exc_juice,0.1859383508302145,0.04088527004130588,1.296583745307313,0.12108549934138264,1.6025317906327292,0.20350524404352038
28,fruit_exc_juice,0.167818808476715,0.02399620810485917,1.3786549728855124,0.18562767532904048,1.8352534658105142,0.2444377712625644
29,fruit_exc_juice,0.12424418694466187,0.020519344693616572,0.8876522463586746,0.11930705134507802,1.1919015931714736,0.17364139173419593
30,fruit_exc_juice,0.14849840922503918,0.02867736566887637,0.9032537084074909,0.11719977879332642,1.3584913593856174,0.24911668786265007
31,fruit_exc_juice,0.13047684076548144,0.01435350334533111,1.0768128332139406,0.09999567517142752,1.3458549469742502,0.13506643657520712
32,fruit_exc_juice,0.16199590040118714,0.02899230487688862,1.2677726917704712,0.19262028541376422,1.714288722026893,0.257497037701856
33,fruit_exc_juice,0.16135371290803496,0.03206871773677993,1.1713128144799834,0.12778516036206722,1.7897038709551494,0.3260454950586287
34,fruit_exc_juice,0.11766781244931634,0.017212082601957505,0.8767789353580682,0.10461121720498491,1.1238211640757396,0.182240833100927
35,fruit_exc_juice,0.1559450258785998,0.029207568554159586,1.209360566968602,0.1369611247023362,1.5531032054125191,0.16726604878004722
36,fruit_exc_juice,0.14078436227214927,0.024169954626586977,1.2251679313679718,0.1686807294987112,1.5512373539974351,0.24648043510516343
37,fruit_exc_juice,0.12904345678497398,0.013363720000044139,1.026474988091379,0.0686702357703607,1.4491062491620552,0.10166805889998765
38,fruit_exc_juice,0.08656190496160392,0.01746388412843754,0.6665482661362901,0.10503589952835612,0.825063295497762,0.1398264183847729
39,fruit_exc_juice,0.10467032091590432,0.009801898842769642,0.892554429728902,0.06996389111671408,1.1655376749556112,0.10820267587425458
40,fruit_exc_juice,0.13381346732775612,0.013063436949454206,1.209173929544934,0.13718924423717957,1.644284457728964,0.20891641179788836
41,fruit_exc_juice,0.14674322955811356,0.01991026490305545,1.2329958502517697,0.15313497240774743,1.726562355351269,0.27261637369025765
42,fruit_exc_juice,0.13735379132098335,0.0547665610160323,0.8606508809605264,0.13208283668267376,1.2567735423479052,0.2685995070814502
43,fruit_exc_juice,0.06912402281333219,0.011622877728245749,0.7499119236693876,0.10445454205167086,0.8406971913919298,0.1462260230097838
44,fruit_exc_juice,0.12655885206104728,0.030920628068574433,1.1255869867071895,0.25793921715521145,1.4429818893531756,0.6844502782770208
45,fruit_exc_juice,0.14222448487367906,0.016305837957475415,1.1164835297739748,0.08268595567318336,1.546458707395256,0.14672165578589247
46,fruit_exc_juice,0.11554422138214338,0.025037431289559514,0.872390983236535,0.09398021422771176,0.9593550700780077,0.13433016432917194
47,fruit_exc_juice,0.08477478539401735,0.014337116207940051,0.7803021966328176,0.10853770967016214,0.9513980941563188,0.15602450085034086
48,fruit_exc_juice,0.12681127395317082,0.028424974422962875,1.0473350749906607,0.11514957922838832,1.3312788251058338,0.2411541149117315
