subgroup,food,GHG_impact_mean,GHG_impact_se,CED_impact_mean,CED_impact_se
42,added_sugar,0.04583116705857646,0.0037460517890864444,0.4490436449241788,0.04313180892414569
43,added_sugar,0.04498755795921975,0.007388548625095249,0.45687675449386733,0.07973467733072011
44,added_sugar,0.03823317381303017,0.0075569929189021,0.31848235957804555,0.054693678588864515
45,added_sugar,0.042275132624584134,0.0017818797978852608,0.405580712291128,0.020339975838322637
46,added_sugar,0.04508555103574386,0.005451935874352361,0.4204227344957649,0.04417614085487063
47,added_sugar,0.03461514180599742,0.004724108388706017,0.3311128784820116,0.04352372367197771
48,added_sugar,0.0366121691565684,0.005631360531880344,0.3642064494100305,0.0593515360468442
1,coffee_tea,0.03827447473578033,0.003149459674459471,0.3979455186629387,0.032051320770020715
2,coffee_tea,0.016208773370220367,0.003509274194977139,0.167467162181006,0.03356797019775073
3,coffee_tea,0.026402652098782044,0.002435908614937801,0.26928444102698085,0.024036775596949257
4,coffee_tea,0.020594733667214513,0.0036860368841461185,0.215527488621887,0.03786719085392768
5,coffee_tea,0.033604091165713314,0.0029612272389136864,0.3507547704015114,0.030091778863373705
6,coffee_tea,0.008587761480180632,0.0014411659733792942,0.09200041779926636,0.014896078421167068
7,coffee_tea,0.02708180234217463,0.005095234541603407,0.2759691402985007,0.051086441035848404
8,coffee_tea,0.04807065752982253,0.014202556350739337,0.49378185553800463,0.14296620748319
9,coffee_tea,0.050717731787884385,0.005876429268174887,0.5318638643394026,0.06028997661323667
10,coffee_tea,0.01923460919154497,0.004970648089484552,0.20133684312462669,0.050580533931258054
11,coffee_tea,0.032307939344478044,0.003139593348053502,0.329904213832467,0.03055497108297099
12,coffee_tea,0.03521366367539711,0.0045104940505729055,0.3660848554004955,0.04751221273015249
13,coffee_tea,0.055161220884064825,0.005283420343477226,0.5732851344151074,0.05416472265915446
14,coffee_tea,0.02490862115560845,0.002931199546730814,0.25699307124725396,0.029813256423292887
15,coffee_tea,0.03201310549020974,0.0016953884989439616,0.32440794878666857,0.017101931145056492
16,coffee_tea,0.06256640181634021,0.016016961100620054,0.6409200216984954,0.16246797296309334
17,coffee_tea,0.07435360676973252,0.004120147049156371,0.7728400118965415,0.042139686295562535
18,coffee_tea,0.03313628618822827,0.004116441696068393,0.3498840548558724,0.04635696202598983
19,coffee_tea,0.0400208000137719,0.004614960130083921,0.4050750041999176,0.04674108014470136
20,coffee_tea,0.051647887887300244,0.012033957802730009,0.5373007307953213,0.12332324133246442
21,coffee_tea,0.0520694076967778,0.003306765060776435,0.5444883421230526,0.03384168198575719
22,coffee_tea,0.023584795570015533,0.0019869213863772887,0.24579069863800052,0.0201993835005231
23,coffee_tea,0.042864215275119785,0.0027631440959756336,0.4330736214747271,0.02782526752856792
24,coffee_tea,0.035427490151460364,0.004112323971276619,0.36447228717907093,0.042230280205288975
25,coffee_tea,0.07572735685706705,0.004374536198837202,0.7906233970119966,0.045735577255654296
26,coffee_tea,0.03751825351534195,0.0033352014977706336,0.38890188974785256,0.03509642166991749
27,coffee_tea,0.06312467563289997,0.004522727497546116,0.6428971862927427,0.0453958839509456
28,coffee_tea,0.05333159426730314,0.007553241354743808,0.5564026895700013,0.07685259909659364
29,coffee_tea,0.06250287498601322,0.004728600089620769,0.6536108203413917,0.049098154007519226
30,coffee_tea,0.022462720089385334,0.0021343333542209178,0.23479229070656604,0.021527314662736118
31,coffee_tea,0.043408442373767196,0.0032336220700570364,0.44180687911003197,0.03342798015520368
32,coffee_tea,0.039170627876911085,0.007014266020063357,0.4092343079784035,0.07174356262931628
33,coffee_tea,0.08376861772304701,0.006797118453473768,0.8633035156525556,0.06598144384766812
34,coffee_tea,0.032767024013661335,0.0034982587030954635,0.331377801981304,0.03469684314065707
35,coffee_tea,0.05068068141587352,0.004825850275322462,0.5222571361916332,0.05048325402575368
36,coffee_tea,0.058664404502713464,0.010368094263811866,0.6090637102707469,0.10638223799799584
37,coffee_tea,0.050314623055820816,0.0037395587600718883,0.5265682193364843,0.039132901449159714
38,coffee_tea,0.032181297407355966,0.0028180968519984106,0.3302437255027954,0.029286165146865953
39,coffee_tea,0.04243600523806513,0.0033392304923599444,0.42962966654449913,0.03310633737061913
40,coffee_tea,0.04509226297886937,0.008301952878040501,0.4614387106351773,0.08359373356959596
41,coffee_tea,0.06916457802329037,0.00453272665484995,0.7161266365525712,0.04627093136323309
42,coffee_tea,0.032013847348944705,0.003259802492263108,0.3264906072684998,0.03284353155058897
43,coffee_tea,0.03632932112388554,0.004814050544236449,0.3707725276851628,0.05011315408320137
44,coffee_tea,0.055359576605782286,0.006668384980771217,0.5747404555513415,0.0689148358868513
45,coffee_tea,0.047628602708595334,0.002715014072015114,0.49300732112594886,0.027546237215709254
46,coffee_tea,0.03162651330623491,0.0032450985157210658,0.31889197160321475,0.03158521819560847
47,coffee_tea,0.03976728638914794,0.004710701762178471,0.40567893422903806,0.044400615750408365
48,coffee_tea,0.024554376660515853,0.0054525739744948065,0.25175411342092907,0.055618332951253194
1,dairy,0.4577276465304849,0.028105706217902104,2.468518237729744,0.1515299989237192
2,dairy,0.29688585106854654,0.02084237437946576,1.602186875310726,0.1125677525816716
3,dairy,0.38304530385324853,0.023866747369754866,2.065535005906191,0.12923779772158203
4,dairy,0.3423844075792464,0.024581724837356857,1.848617454312591,0.1324030541281281
5,dairy,0.3268120849128049,0.012937537604663225,1.7654091628913418,0.06967393546980549
6,dairy,0.2508922062296636,0.016914708044052575,1.3547411862591885,0.09166306874873077
7,dairy,0.27935476315841057,0.01495841619977261,1.5094526427659254,0.08086228120243781
8,dairy,0.2543607792019703,0.0195136338305298,1.3763697531212389,0.1050710060376045
9,dairy,0.39362370120407264,0.026708538767626248,2.1221039201917034,0.14364623232735013
10,dairy,0.24780227327640697,0.01984319295462088,1.3358448569078896,0.10701489752543328
11,dairy,0.32434569799682755,0.02456697867264801,1.7488331546925067,0.1324713969411409
12,dairy,0.3131489483274667,0.030973406855122475,1.690470679658049,0.16683277814842845
13,dairy,0.314623354429088,0.015489158468384919,1.6979023254091428,0.08309386982602018
14,dairy,0.23858003484342374,0.01716863956979977,1.2892337152111921,0.09316160136254253
15,dairy,0.2888273969966438,0.0163982728010114,1.5578616381706656,0.08850877881972835
16,dairy,0.27722629091213624,0.025120543903290413,1.49579095819176,0.13531275947859714
17,dairy,0.4265868392541093,0.021717964156927578,2.301198339381615,0.11721444912026378
18,dairy,0.24180405053532555,0.019839418684849865,1.3081103688067504,0.10878809158326463
19,dairy,0.2946127536289114,0.03229978119249339,1.5890301989464457,0.17410558475108676
20,dairy,0.35228461773248354,0.07368420486827475,1.902724015265144,0.396644596373255
21,dairy,0.31771568044114384,0.02065941589332969,1.7145613138599558,0.11146575781486529
22,dairy,0.22645289857319853,0.014831907145859085,1.2239936753600833,0.08045111528518935
23,dairy,0.26116935993156676,0.014628038007945203,1.409199325201959,0.07861598877564549
24,dairy,0.2669148477174957,0.028570396575122954,1.4412468179654856,0.15366802711973998
25,dairy,0.37346201232857135,0.02063906000896322,2.0129089658732893,0.11109817881257732
26,dairy,0.22559181056836902,0.0168491463301982,1.2153912999261636,0.09075957787640733
27,dairy,0.26875346541610556,0.01731474022776614,1.452139661309517,0.09343712171083181
28,dairy,0.29242293719742785,0.0422134319716655,1.579390406439412,0.2272518269154614
29,dairy,0.35279247531885466,0.025117279708736142,1.9026811284677991,0.13563502928668517
30,dairy,0.181756481472173,0.01260925951235585,0.9810081877632889,0.06779832921134403
31,dairy,0.2788521438707249,0.02481376249766507,1.5038928239323064,0.13370092617800983
32,dairy,0.21187378003318028,0.020656476093487083,1.1442507244008877,0.11134267237795953
33,dairy,0.37004809527465377,0.024277314386486677,1.997959415986448,0.13054963081538296
34,dairy,0.24315654687569063,0.023124501139485554,1.3135395628672284,0.1241900326183089
35,dairy,0.2888437328811968,0.022983266328588846,1.5580511461941318,0.12400736520660183
36,dairy,0.33077225524880355,0.045428080308677773,1.7832388194292668,0.2445990811010105
37,dairy,0.28893929514898825,0.016624073358960618,1.557887080152523,0.08953603792710978
38,dairy,0.17849835255419608,0.013722174000234752,0.9633501918916587,0.07390234291751696
39,dairy,0.2156105146410066,0.01663464780480621,1.1640294864220417,0.08938990938293434
40,dairy,0.2600977375945921,0.039168938823559575,1.4120376594390074,0.21402305829423862
41,dairy,0.4133862385146076,0.02191087699812342,2.227819279537331,0.11798989273119705
42,dairy,0.22253407149743396,0.02222018461732974,1.1988350294906192,0.11969477369025032
43,dairy,0.27081609484995983,0.03372762796429187,1.4604794919562214,0.18184076905618168
44,dairy,0.21183697589951533,0.03514254918430928,1.1418471450198802,0.1894092007012101
45,dairy,0.3148827610509584,0.01660176392635533,1.6980624066187957,0.08956873171009451
46,dairy,0.1813084604416035,0.020656028706888156,0.9816787582797891,0.11107225523443232
47,dairy,0.2622015232680547,0.02773171333480418,1.414480106879791,0.14944453916656567
48,dairy,0.2822729816705656,0.039145842437977155,1.5251313364431085,0.21066984323227506
1,fruit_exc_juice,0.04434340062127845,0.0084801654002563,0.41647521633165424,0.04580787829283515
2,fruit_exc_juice,0.03713265910873445,0.005995946734007513,0.3640390655522478,0.06102610994811786
3,fruit_exc_juice,0.09818150770757751,0.027515665540387157,0.5608957345233152,0.0619306819541311
4,fruit_exc_juice,0.0889168231200062,0.017274849009752343,0.6084287823589754,0.08402875912616888
5,fruit_exc_juice,0.06569833938627466,0.010014355704035485,0.4970858607574544,0.04185294582622981
6,fruit_exc_juice,0.04425955617641274,0.007567858494749911,0.33317953585155946,0.034964307896861425
7,fruit_exc_juice,0.06561365542394715,0.008239566648404969,0.5260066699064505,0.04406302309240547
8,fruit_exc_juice,0.0634152356090742,0.009152567912356887,0.5356831044919642,0.06494832944199565
9,fruit_exc_juice,0.0838708763584392,0.03309330443257078,0.6487017577037049,0.17795563066788844
10,fruit_exc_juice,0.06226860064369577,0.012826252258500159,0.3924357186209157,0.06594444050173487
11,fruit_exc_juice,0.07574836031107628,0.010318327393443965,0.5496744262962027,0.05316672807063798
12,fruit_exc_juice,0.1039741266524709,0.021922459382423293,0.7077928493091811,0.09539122373570172
13,fruit_exc_juice,0.05569361731412418,0.0072766931846570985,0.4630676626135506,0.040113173916279055
14,fruit_exc_juice,0.04282524170129188,0.005312407334389203,0.37329972551167634,0.03360712050214043
15,fruit_exc_juice,0.06184990182393396,0.00444567257666485,0.5912547172850884,0.04652603117147158
16,fruit_exc_juice,0.08553942421189949,0.015021284692206514,0.5771065273497747,0.0728120200015386
17,fruit_exc_juice,0.05231868910790381,0.008303045154753592,0.4328949410690207,0.03583709378513683
18,fruit_exc_juice,0.06718614437845685,0.022716422608467013,0.3684803255242797,0.049537712993702784
19,fruit_exc_juice,0.09141118873239441,0.019658520909878827,0.6168252342970464,0.05235278677972533
20,fruit_exc_juice,0.09567104193886672,0.017344814556790704,0.7041272728703328,0.1162752808516681
21,fruit_exc_juice,0.04843427330650938,0.006821208524968044,0.4279983337077264,0.042139653842581185
22,fruit_exc_juice,0.08048671577666658,0.018632014342937157,0.5324354016214089,0.08911241744124598
23,fruit_exc_juice,0.09251064963610293,0.01921605765013468,0.716070810213835,0.07306734136647258
24,fruit_exc_juice,0.1039432242627203,0.021250296792644653,0.6368710411276955,0.0657700983747336
25,fruit_exc_juice,0.06328895466681447,0.012747963334364015,0.43844963585686225,0.03553013567465038
26,fruit_exc_juice,0.05406541599041148,0.010207537933257432,0.39250946769775313,0.057534182963835924
27,fruit_exc_juice,0.1148212132956738,0.026141563043938363,0.7568227474207807,0.06454922777380322
28,fruit_exc_juice,0.10354329809715784,0.015614131067701063,0.8293137276559177,0.1189721939166804
29,fruit_exc_juice,0.07060584441375528,0.012434644943960693,0.49885076203672707,0.06069207479930119
30,fruit_exc_juice,0.09351390356073981,0.02168319762807776,0.512899857198734,0.05657501107560204
31,fruit_exc_juice,0.07704017613981971,0.0077071661116911196,0.6298485002293126,0.05475822242671306
32,fruit_exc_juice,0.09187101619109662,0.016810295743840967,0.7011432402233919,0.10335601195981012
33,fruit_exc_juice,0.0918864452172963,0.018735417560277332,0.6279609527001069,0.057276078409686945
34,fruit_exc_juice,0.07043323814210516,0.010572491628178962,0.4975810827400501,0.05339998000637114
35,fruit_exc_juice,0.10384244142787567,0.024298488440070043,0.7681616045106023,0.1053986115448121
36,fruit_exc_juice,0.0877737591226546,0.014974966147031376,0.7478322791357059,0.09561980811967483
37,fruit_exc_juice,0.07092351928418898,0.008226117340367909,0.5661417196141113,0.034648018726195835
38,fruit_exc_juice,0.05081913531397487,0.011338067690921608,0.3880013522831073,0.06063935205489273
39,fruit_exc_juice,0.06197664697520496,0.006200334489308805,0.5325426091981387,0.04379244642278491
40,fruit_exc_juice,0.08746399899050872,0.008613309430253988,0.7897455369994326,0.09091903312600852
41,fruit_exc_juice,0.07879258567823852,0.009860238709140264,0.6681180177322253,0.07099189616639773
42,fruit_exc_juice,0.08681277325038035,0.04050745905968303,0.4836744916618049,0.0753267393365731
43,fruit_exc_juice,0.045195786603519736,0.0076630548439056865,0.49124628114391994,0.06852626484295314
44,fruit_exc_juice,0.06028103270925398,0.011994928675008936,0.5193782626089921,0.07913578691900962
45,fruit_exc_juice,0.07883693129469792,0.008417348865420704,0.6127303693547627,0.03851415039365583
46,fruit_exc_juice,0.07166122230614254,0.017135153148306336,0.5206255516966839,0.05395780143753655
47,fruit_exc_juice,0.05258857380842805,0.008802140634885502,0.48664782040271415,0.06953408807672165
48,fruit_exc_juice,0.08097712990545969,0.021245532626784226,0.6410955615934444,0.06807667141137136
1,fruit_juice,0.07059598646365303,0.011780978503657143,0.5454627738631805,0.0833428615666147
2,fruit_juice,0.13127663891045968,0.02389596961632499,0.9624019948445806,0.1597734809497401
3,fruit_juice,0.10714681119038648,0.023867410424461007,0.8472555154676907,0.15149609211672657
4,fruit_juice,0.07544432160032291,0.013373375898151355,0.5752663209507116,0.08325999410070474
5,fruit_juice,0.04043135622397338,0.006167423319391312,0.319065101198271,0.044282057929602936
6,fruit_juice,0.1078135393961297,0.016968414197780855,0.8035405224065131,0.10960125491542126
7,fruit_juice,0.08031566783473815,0.014484231380601198,0.6172427716177425,0.09893578406638973
8,fruit_juice,0.06257105997412354,0.007126338506068628,0.4958114301181394,0.05750142413979528
9,fruit_juice,0.061720585108399145,0.01555741022905063,0.5067332556560045,0.12084700174464504
10,fruit_juice,0.09670212888208746,0.019850532904135215,0.7675058229785648,0.13157877055637507
11,fruit_juice,0.10290178881063258,0.015542628061701232,0.7821880257746937,0.10670953893170988
12,fruit_juice,0.066860682574771,0.012076329858245327,0.5384997279902081,0.09651099481737127
13,fruit_juice,0.03399697233531944,0.005617053891793396,0.2712913443854171,0.039376934461930524
14,fruit_juice,0.12923732229459953,0.02408360688102322,0.951943546896583,0.16242762271098884
15,fruit_juice,0.08485215863088864,0.012165783309810444,0.6567505108979982,0.08525920800268495
16,fruit_juice,0.04932022848091931,0.010150334407751796,0.3900926875029222,0.07362774145687127
17,fruit_juice,0.05938886651305069,0.007864418497759009,0.5122970879871497,0.06167156221937613
18,fruit_juice,0.07459129461369485,0.009583131325085656,0.6188541746686045,0.07357093674978228
19,fruit_juice,0.08496985894576185,0.012605337356685356,0.6747703750801541,0.0953781016392383
20,fruit_juice,0.09000296403410184,0.04608955173623432,0.6755508512913323,0.327330573634843
21,fruit_juice,0.04968410899642874,0.01071218803829746,0.3887684128289107,0.06938911590391665
22,fruit_juice,0.09536696982820317,0.03884386027727324,0.6823576152901978,0.22834008457625365
23,fruit_juice,0.0863830242472573,0.012553819172377233,0.6920441167869602,0.09399028000264809
24,fruit_juice,0.057893651073001415,0.018255013778041264,0.4273845754016294,0.12201578339968344
25,fruit_juice,0.047571835918447165,0.006854934043736547,0.39276730349280875,0.0542105870652367
26,fruit_juice,0.09840435074684246,0.018210694045404877,0.7703894447643437,0.12362320853879662
27,fruit_juice,0.10805166081243991,0.024015549888306613,0.8152556606860152,0.14699023951557044
28,fruit_juice,0.06330138992859365,0.022564290414481113,0.5360827568989555,0.19730895807615187
29,fruit_juice,0.04877596146263365,0.009052694798125895,0.36481126872256164,0.05745917599166347
30,fruit_juice,0.09101803885299038,0.01927527758943048,0.7185543481083394,0.14151467623222247
31,fruit_juice,0.08166836848614564,0.011403920694805017,0.6050723396807032,0.08601126025457027
32,fruit_juice,0.020568894879599738,0.0042130140284024516,0.1982104525076601,0.04662983221984972
33,fruit_juice,0.07288343948460847,0.009569445513554868,0.5843252119425579,0.06919510372569325
34,fruit_juice,0.10457984412197054,0.016776408964397627,0.7796667165205889,0.11838647399622977
35,fruit_juice,0.06847705560403299,0.012053219416009285,0.5585783900766267,0.09427937782381689
36,fruit_juice,0.0353432168958148,0.011977625375095245,0.261688510633196,0.08400242900361676
37,fruit_juice,0.05925566215709962,0.008707035741979199,0.441578790043855,0.06195905455087551
38,fruit_juice,0.07581866519611326,0.011512998474961976,0.5606362923006246,0.0713874218560852
39,fruit_juice,0.09910746881948955,0.013819637321188532,0.7383113410495531,0.0965738497095151
40,fruit_juice,0.05921773754080001,0.014373828205839127,0.4171170201465432,0.09756915372993905
41,fruit_juice,0.0761367820516651,0.008909866809603113,0.6203521047122855,0.06660951347778805
42,fruit_juice,0.0779407609615002,0.015382246605373517,0.5581755468273267,0.09782938745964341
43,fruit_juice,0.06220608690996912,0.011222939598524632,0.5295286570593899,0.0968787944468257
44,fruit_juice,0.05236477330215826,0.018673428249695607,0.3829933033284091,0.13196346685444107
45,fruit_juice,0.05256921292792327,0.009122634894453958,0.3989306772429621,0.06101181945737203
46,fruit_juice,0.10403443411056636,0.02526475834999471,0.8073006655350374,0.1726789084352326
47,fruit_juice,0.05413659736566224,0.010001132267924352,0.46069889770980726,0.08037911382503238
48,fruit_juice,0.03051810227279301,0.01107004761620529,0.26647002309725715,0.08715136594054569
1,gr_refined,0.08345710372773298,0.0042429034904218205,0.46312012117670487,0.02254594764097725
2,gr_refined,0.07431885365954734,0.005903597430743539,0.4137353129810507,0.027865078977936462
3,gr_refined,0.10446916890140708,0.006741258668485263,0.5863859272902496,0.033337532997369405
4,gr_refined,0.12347628688423885,0.008215894649504773,0.5848635407294146,0.03365993987667311
5,gr_refined,0.05104108152374993,0.001987961043360476,0.30254138302656347,0.009512526397497808
6,gr_refined,0.050464749571506894,0.0027639542844432093,0.288357102685431,0.013237618086157867
7,gr_refined,0.06451377067983691,0.003497094466520924,0.3905575008038324,0.020724097163229527
8,gr_refined,0.0905057312911592,0.005971512404133046,0.4290435088884236,0.021464934065485223
9,gr_refined,0.06670387911018819,0.005455289149366755,0.3793975786402645,0.0239090082475116
10,gr_refined,0.07826868380341323,0.00830001976006096,0.40384116873514114,0.033450130463006496
11,gr_refined,0.10398035324671565,0.0047862639593756655,0.6079645772353814,0.03206304605067021
12,gr_refined,0.11335393227884052,0.009367315454008074,0.548357452168407,0.04383874347318785
13,gr_refined,0.049551311601474995,0.004019484440560152,0.32365320343070886,0.040005051887477806
14,gr_refined,0.05127388141660953,0.0030708501503222407,0.3226921539265473,0.026745301598620347
15,gr_refined,0.06326828749995597,0.00343626740177877,0.38950912179089225,0.02262786237140366
16,gr_refined,0.08268534946767618,0.008315648628982673,0.4016251017489612,0.03212186982336836
17,gr_refined,0.07309155057925137,0.005460567431439321,0.3998293122706891,0.02226069898384152
18,gr_refined,0.06505813611038468,0.004478596658189375,0.3595103959093419,0.019402513627170215
19,gr_refined,0.09268803917217297,0.007251246156039532,0.5391165747939284,0.03467980097808908
20,gr_refined,0.12353057667975435,0.013369665298384951,0.5806803974675724,0.0619683414181876
21,gr_refined,0.04287399882384977,0.003090334547600565,0.2599000949515983,0.01652123794067617
22,gr_refined,0.04437407725080516,0.0028564545894814667,0.2577015172321089,0.014234120930401217
23,gr_refined,0.05765817092341629,0.0035335062729606784,0.34504640508038803,0.01921313700191507
24,gr_refined,0.07718841189470567,0.008718022116677214,0.3762807043645265,0.0356864123585408
25,gr_refined,0.07271998070484113,0.004921056472901594,0.40600364690249435,0.0219137746315288
26,gr_refined,0.0686059128160784,0.00583563349701027,0.37043748492705464,0.03058655091442521
27,gr_refined,0.09208396892841934,0.005949140330681304,0.5237489185122275,0.020368044837047593
28,gr_refined,0.08961203604849316,0.015452050498419363,0.4403391994681312,0.06234485261344991
29,gr_refined,0.03617612983827293,0.0025353801786130786,0.22475194630756,0.01368019049973217
30,gr_refined,0.041203773948242414,0.0028437758999435617,0.23612102178305966,0.012057005651438746
31,gr_refined,0.05498161871691788,0.00326446833684132,0.33822843883236714,0.015775501946715568
32,gr_refined,0.06448947505877241,0.007257440288146998,0.321049537803434,0.029191386485732423
33,gr_refined,0.04983280555311844,0.0026898969370890806,0.31119699130625494,0.020619399533474993
34,gr_refined,0.05905400333704131,0.004886547744620496,0.3263143762915803,0.018209066978301453
35,gr_refined,0.07077513197797339,0.004733038722974791,0.4093276532936324,0.021166895093701774
36,gr_refined,0.09316743417851636,0.011510879014974995,0.44898309138087333,0.048295450798014034
37,gr_refined,0.03627983461728465,0.002319017143275252,0.2437141530866829,0.01955621204408421
38,gr_refined,0.033397808157774926,0.0029524302649549744,0.1961477010356939,0.013898181031840727
39,gr_refined,0.053013724072040344,0.003914971577498961,0.3143171299252966,0.021543441770222195
40,gr_refined,0.06652412094980747,0.00764180978872431,0.32327957652091305,0.029656838153447617
41,gr_refined,0.04430838456777631,0.0020291243250056003,0.2824085445642528,0.012528755825334666
42,gr_refined,0.04451978485722689,0.004260704206969593,0.26943297544508105,0.02512514570367591
43,gr_refined,0.06782451354831615,0.006016621236146392,0.39894305616956316,0.026676894322437198
44,gr_refined,0.07114516964224962,0.010641046798632751,0.35155432560809957,0.038563531166610196
45,gr_refined,0.03382584581257379,0.001586424087317364,0.22196981688023162,0.0126475042210444
46,gr_refined,0.0339829170965812,0.0033358352991760157,0.21498416557354766,0.020305975835917922
47,gr_refined,0.046054875720757026,0.003759044735036122,0.28491522058505164,0.023654686740881524
48,gr_refined,0.07595829005731071,0.009997165652206376,0.34764319122390985,0.03663310316040115
1,gr_whole,0.027427517091906852,0.0017598818572773644,0.17605012638239562,0.010020763715926436
2,gr_whole,0.020145536787569408,0.0020750363223692903,0.13999596612865595,0.014972926854734375
3,gr_whole,0.025183334820598396,0.0027584375873539063,0.16659036304367023,0.017204634719928485
4,gr_whole,0.02721913024104427,0.004353195501440498,0.1617161426061086,0.023454004017597313
5,gr_whole,0.017236156678410244,0.0016851194649515116,0.10460357820905365,0.0074917038634781455
6,gr_whole,0.013469310852936244,0.0014506238660632496,0.09145315769832195,0.008330260279570274
7,gr_whole,0.014060086520856665,0.0014739718314001529,0.09729225730863615,0.008826647683565236
8,gr_whole,0.022392753008107252,0.005401145839832611,0.12533411904191907,0.028285539582377478
9,gr_whole,0.022034335595536064,0.0027249572373854915,0.1474140349582944,0.01778211555159116
10,gr_whole,0.02568089161687207,0.003753581535155861,0.16645190398025614,0.02234811154113007
11,gr_whole,0.021286924414606626,0.0031049053178991816,0.137306548213916,0.018473167747566136
12,gr_whole,0.024916160211638696,0.0033780268292185884,0.1410581112193146,0.014654339808035889
13,gr_whole,0.019861883573405008,0.002986635484852815,0.1199552997317448,0.01277152823703565
14,gr_whole,0.01548196094689094,0.0019238192077834435,0.09910070948771837,0.00955719049795048
15,gr_whole,0.01176497895861946,0.0011713722044000279,0.08206794711451602,0.007093547418911076
16,gr_whole,0.01721684730092681,0.0022750078326660467,0.10486383642615717,0.01634386108454659
17,gr_whole,0.02861404505052303,0.0021826381683770144,0.18354298839858518,0.018144035218989284
18,gr_whole,0.024809287858360857,0.002317075901265327,0.15853198720740747,0.009592556604350044
19,gr_whole,0.01758180282108734,0.0023685303500749024,0.11452172748321011,0.016141236744590767
20,gr_whole,0.02321838956808781,0.004476601304477999,0.1456712321686809,0.044257046658020945
21,gr_whole,0.013658141902404454,0.0013312092761944016,0.09195777924807406,0.008314329318302938
22,gr_whole,0.015682394685038764,0.0017096160730756425,0.1090618711798165,0.010038621736314882
23,gr_whole,0.012316044628724728,0.0011928346606792483,0.07697667655570216,0.006148295304929438
